"feature id","feature label","shid","geoid","Workers in Agriculture, Fishing, and Mining who Commute by Drive Alone (2020-2024)","Workers in Construction who Commute by Drive Alone (2020-2024)","Workers in Manufacturing who Commute by Drive Alone (2020-2024)","Workers in Wholesale Trade who Commute by Drive Alone (2020-2024)","Workers in Retail Trade who Commute by Drive Alone (2020-2024)","Workers in Transportation who Commute by Drive Alone (2020-2024)","Workers in Finance and Insurance who Commute by Drive Alone (2020-2024)","Workers in Information who Commute by Drive Alone (2020-2024)","Workers in Scientific and Professional who Commute by Drive Alone (2020-2024)","Workers in Education and Health Care who Commute by Drive Alone (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Drive Alone (2020-2024)","Workers in Public Administration who Commute by Drive Alone (2020-2024)","Workers in Other Services who Commute by Drive Alone (2020-2024)","Workers in Armed Forces who Commute by Drive Alone (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute by Drive Carpool (2020-2024)","Workers in Construction who Commute by Drive Carpool (2020-2024)","Workers in Manufacturing who Commute by Drive Carpool (2020-2024)","Workers in Wholesale Trade who Commute by Drive Carpool (2020-2024)","Workers in Retail Trade who Commute by Drive Carpool (2020-2024)","Workers in Transportation who Commute by Drive Carpool (2020-2024)","Workers in Finance and Insurance who Commute by Drive Carpool (2020-2024)","Workers in Information who Commute by Drive Carpool (2020-2024)","Workers in Scientific and Professional who Commute by Drive Carpool (2020-2024)","Workers in Education and Health Care who Commute by Drive Carpool (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Drive Carpool (2020-2024)","Workers in Public Administration who Commute by Drive Carpool (2020-2024)","Workers in Other Services who Commute by Drive Carpool (2020-2024)","Workers in Armed Forces who Commute by Drive Carpool (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute by Public Transit (2020-2024)","Workers in Construction who Commute by Public Transit (2020-2024)","Workers in Manufacturing who Commute by Public Transit (2020-2024)","Workers in Wholesale Trade who Commute by Public Transit (2020-2024)","Workers in Retail Trade who Commute by Public Transit (2020-2024)","Workers in Transportation who Commute by Public Transit (2020-2024)","Workers in Finance and Insurance who Commute by Public Transit (2020-2024)","Workers in Information who Commute by Public Transit (2020-2024)","Workers in Scientific and Professional who Commute by Public Transit (2020-2024)","Workers in Education and Health Care who Commute by Public Transit (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Public Transit (2020-2024)","Workers in Public Administration who Commute by Public Transit (2020-2024)"
"publicpolygonfeature:5:39385","ZIP Code 33021","country:us/state:fl/zip:33021","33021","34","1201","996","495","1935","1381","1059","222","2233","3097","2212","817","1262","0","0","190","45","0","286","180","126","9","148","565","157","108","213","0","0","53","0","0","4","56","26","0","21","23","35","6"
"publicpolygonfeature:5:39392","ZIP Code 33023","country:us/state:fl/zip:33023","33023","152","2332","1040","597","3381","2251","1522","322","2207","7003","2626","1321","1882","12","0","599","165","96","785","339","70","118","205","593","341","46","64","0","0","0","90","0","216","0","16","0","86","296","373","18"
"publicpolygonfeature:5:39419","ZIP Code 33024","country:us/state:fl/zip:33024","33024","113","2141","1505","776","4235","2019","1731","410","3116","6224","3003","912","1776","53","0","590","265","55","678","221","65","43","1094","669","580","236","181","0","0","0","61","24","0","29","0","0","52","60","66","0"
"publicpolygonfeature:5:39425","ZIP Code 33025","country:us/state:fl/zip:33025","33025","48","2244","1839","944","3265","3175","1418","482","3236","8232","2821","2225","1370","16","0","92","77","111","364","398","169","21","309","1154","403","450","189","0","0","78","15","12","74","17","23","0","0","179","176","49"
"publicpolygonfeature:5:39437","ZIP Code 33026","country:us/state:fl/zip:33026","33026","58","762","494","269","1374","1073","742","221","1212","2831","1280","812","380","66","0","22","66","31","326","41","127","5","117","280","63","5","63","27","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:39438","ZIP Code 33027","country:us/state:fl/zip:33027","33027","27","1360","796","926","2785","2018","1770","389","3118","5567","2378","1874","1198","36","0","93","123","85","138","117","153","38","325","372","104","130","144","0","0","0","0","0","30","0","14","60","15","193","103","15"
"publicpolygonfeature:5:39439","ZIP Code 33028","country:us/state:fl/zip:33028","33028","83","486","449","297","1197","851","1145","425","1425","2115","640","904","530","134","0","35","53","40","201","241","209","39","93","455","221","122","20","0","0","0","0","0","52","0","0","0","0","0","0","0"
"publicpolygonfeature:5:39445","ZIP Code 33029","country:us/state:fl/zip:33029","33029","91","907","579","459","1634","1401","1033","514","2171","3764","1012","824","663","42","0","40","170","0","485","110","199","13","197","687","280","175","17","0","0","0","0","0","0","0","0","0","36","44","0","0"
"publicpolygonfeature:5:39605","ZIP Code 33160","country:us/state:fl/zip:33160","33160","21","550","496","237","1323","1135","1497","118","1407","2507","1461","179","542","0","0","212","29","2","159","118","158","24","279","171","116","72","38","0","0","46","26","16","109","43","0","13","124","71","193","0"
"publicpolygonfeature:5:39623","ZIP Code 33161","country:us/state:fl/zip:33161","33161","22","1377","538","624","2306","1899","849","176","1785","3706","2934","480","805","14","0","243","45","24","327","104","112","0","270","337","429","32","108","0","8","0","102","22","164","12","10","26","225","359","743","0"
"publicpolygonfeature:5:39641","ZIP Code 33162","country:us/state:fl/zip:33162","33162","0","837","423","217","1851","1490","644","103","1641","4103","1804","366","555","0","60","198","22","57","535","41","80","4","341","533","402","164","96","0","0","0","86","74","164","162","30","0","76","304","324","0"
"publicpolygonfeature:5:39827","ZIP Code 33165","country:us/state:fl/zip:33165","33165","81","1942","829","423","2043","1952","963","520","2413","4663","1565","654","1271","0","0","362","68","33","293","113","115","36","338","614","315","26","29","0","10","0","0","0","42","30","0","6","45","9","0","16"
"publicpolygonfeature:5:39831","ZIP Code 33166","country:us/state:fl/zip:33166","33166","44","917","1054","591","947","1480","653","200","1085","1798","940","412","290","72","0","50","61","86","73","119","133","35","732","302","172","6","51","0","2","0","0","0","23","0","0","0","20","14","28","0"
"publicpolygonfeature:5:39860","ZIP Code 33167","country:us/state:fl/zip:33167","33167","0","1072","597","199","623","1231","395","120","557","1741","800","495","300","29","22","85","22","11","83","67","16","20","51","222","198","39","58","0","0","0","9","0","78","0","19","0","143","91","116","117"
"publicpolygonfeature:5:39890","ZIP Code 33168","country:us/state:fl/zip:33168","33168","9","397","393","111","1021","860","186","40","609","1932","994","418","599","0","0","77","0","0","127","42","11","0","146","89","126","47","0","0","0","10","47","0","130","29","15","0","48","35","97","13"
"publicpolygonfeature:5:39895","ZIP Code 33169","country:us/state:fl/zip:33169","33169","11","1194","354","253","1941","1865","479","225","1309","4061","1368","690","754","30","0","268","38","178","193","85","0","6","149","278","164","169","276","0","0","0","0","0","181","0","0","0","207","149","254","0"
"publicpolygonfeature:5:41403","ZIP Code 33030","country:us/state:fl/zip:33030","33030","1294","1513","308","146","1047","881","288","116","1500","2006","989","462","529","0","731","890","144","13","235","21","109","0","830","208","202","73","9","0","0","82","0","0","0","4","0","0","27","0","11","0"
"publicpolygonfeature:5:41411","ZIP Code 33031","country:us/state:fl/zip:33031","33031","33","385","45","41","465","411","68","0","326","269","149","139","130","0","13","6","0","0","48","0","11","0","13","40","0","0","0","0","0","23","0","0","0","0","0","0","0","3","0","0"
"publicpolygonfeature:5:41416","ZIP Code 33032","country:us/state:fl/zip:33032","33032","321","2149","1240","452","2340","2298","1169","318","2336","5135","1665","1307","913","28","112","308","107","176","555","322","240","0","489","887","249","115","449","0","152","39","28","0","90","15","20","0","229","35","57","33"
"publicpolygonfeature:5:41430","ZIP Code 33035","country:us/state:fl/zip:33035","33035","0","815","72","110","694","576","437","71","800","1361","1563","112","323","111","0","0","12","72","23","6","7","0","191","384","85","19","5","0","0","0","0","0","16","62","0","0","0","0","0","0"
"publicpolygonfeature:5:41513","ZIP Code 33170","country:us/state:fl/zip:33170","33170","37","352","160","103","1121","317","259","19","952","1301","434","564","271","0","85","221","0","23","60","240","0","0","216","133","30","25","36","0","0","9","0","0","50","0","15","0","0","0","53","45"
"publicpolygonfeature:5:41519","ZIP Code 33172","country:us/state:fl/zip:33172","33172","88","1084","654","419","2615","2102","1083","293","2128","2696","1898","543","773","212","0","311","147","102","199","274","63","20","209","318","149","7","113","0","0","7","21","0","90","30","92","53","114","67","85","17"
"publicpolygonfeature:5:41530","ZIP Code 33173","country:us/state:fl/zip:33173","33173","12","635","384","192","984","1081","980","205","1608","3543","620","370","362","48","0","82","17","19","60","49","77","23","181","381","310","51","49","0","2","0","21","0","27","11","15","0","8","15","78","45"
"publicpolygonfeature:5:41558","ZIP Code 33174","country:us/state:fl/zip:33174","33174","72","1020","821","326","1306","1415","678","152","1408","2752","912","317","1146","0","0","96","19","53","236","245","124","0","64","308","119","8","51","0","0","45","26","0","39","0","0","0","5","12","0","0"
"publicpolygonfeature:5:41600","ZIP Code 33054","country:us/state:fl/zip:33054","33054","7","1003","804","413","836","1096","247","89","720","1555","1115","245","493","14","0","353","74","27","221","89","47","24","135","479","103","0","73","0","0","124","76","41","53","10","0","0","106","114","206","14"
"publicpolygonfeature:5:41604","ZIP Code 33055","country:us/state:fl/zip:33055","33055","61","1836","975","345","1463","1746","618","65","1491","2963","963","420","886","0","38","202","197","38","104","218","31","11","89","224","116","3","104","0","0","0","6","9","6","14","0","0","35","83","35","10"
"publicpolygonfeature:5:41607","ZIP Code 33056","country:us/state:fl/zip:33056","33056","17","1063","943","194","1675","1846","601","96","1112","2651","1157","797","553","0","0","44","69","11","185","26","104","9","212","342","44","103","107","0","2","42","41","0","8","46","0","0","33","113","56","0"
"publicpolygonfeature:5:41608","ZIP Code 33060","country:us/state:fl/zip:33060","33060","0","1580","579","211","1618","698","429","96","1738","2408","1883","359","611","56","0","720","143","23","260","136","120","7","163","250","272","64","137","0","0","22","35","0","12","6","0","0","41","165","185","0"
"publicpolygonfeature:5:41613","ZIP Code 33062","country:us/state:fl/zip:33062","33062","0","1010","340","248","655","414","647","220","997","1186","837","275","275","6","0","40","38","7","43","7","41","0","120","35","89","0","38","0","0","0","0","0","9","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41614","ZIP Code 33063","country:us/state:fl/zip:33063","33063","0","1688","1410","692","2789","1477","1382","143","2587","4310","1827","928","1262","121","0","274","58","25","559","191","178","0","428","744","234","31","190","0","0","8","0","0","55","0","16","0","64","498","32","0"
"publicpolygonfeature:5:41650","ZIP Code 33064","country:us/state:fl/zip:33064","33064","15","2609","1242","356","2477","1394","1794","480","2977","4064","3036","855","1820","122","11","1242","547","102","745","163","173","154","1169","932","441","192","848","27","0","16","30","0","238","31","47","0","129","47","228","0"
"publicpolygonfeature:5:41655","ZIP Code 33065","country:us/state:fl/zip:33065","33065","0","1649","1362","694","3117","1448","1115","193","2815","4888","2519","899","1564","76","18","142","97","37","269","126","44","0","482","456","290","117","257","0","27","0","0","0","140","82","0","0","7","29","98","0"
"publicpolygonfeature:5:41656","ZIP Code 33066","country:us/state:fl/zip:33066","33066","28","422","311","176","648","342","333","101","637","1078","621","225","429","0","0","11","57","0","87","0","18","0","97","143","57","23","0","0","0","0","0","0","20","0","0","0","28","14","4","0"
"publicpolygonfeature:5:41659","ZIP Code 33067","country:us/state:fl/zip:33067","33067","15","783","592","247","1175","360","494","119","1239","2526","908","466","671","16","0","0","13","10","151","150","0","0","90","447","23","77","0","0","0","0","0","0","0","0","0","0","0","52","0","0"
"publicpolygonfeature:5:41664","ZIP Code 33068","country:us/state:fl/zip:33068","33068","0","1807","999","643","3859","1800","1040","106","1958","5911","1999","567","916","0","0","281","39","10","570","433","64","26","874","920","187","69","77","0","0","0","0","0","176","9","0","0","26","371","270","0"
"publicpolygonfeature:5:41668","ZIP Code 33069","country:us/state:fl/zip:33069","33069","59","1198","557","298","1053","707","518","137","1027","1416","713","154","567","0","0","59","53","44","120","179","62","0","100","73","96","8","137","0","0","0","0","0","2","56","0","0","60","90","10","0"
"publicpolygonfeature:5:41673","ZIP Code 33071","country:us/state:fl/zip:33071","33071","32","954","658","742","2126","902","1305","238","1883","3120","1594","843","792","0","15","187","170","34","184","107","44","42","180","535","135","89","20","0","0","0","1","0","75","0","0","0","27","0","13","0"
"publicpolygonfeature:5:41677","ZIP Code 33073","country:us/state:fl/zip:33073","33073","44","906","555","365","1549","253","1000","224","1709","2603","1288","875","838","0","0","146","0","118","319","77","150","20","552","322","166","78","56","0","0","0","0","0","53","0","0","0","24","37","0","0"
"publicpolygonfeature:5:41703","ZIP Code 33076","country:us/state:fl/zip:33076","33076","3","491","784","386","1705","905","1014","57","2505","2958","842","667","154","0","0","474","531","54","269","110","211","46","153","1167","86","18","71","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41718","ZIP Code 33101","country:us/state:fl/zip:33101","33101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41719","ZIP Code 33109","country:us/state:fl/zip:33109","33109","0","0","0","0","0","0","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41784","ZIP Code 33122","country:us/state:fl/zip:33122","33122","0","0","39","36","68","124","83","0","153","124","0","34","0","23","0","18","0","6","66","108","82","0","23","26","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41793","ZIP Code 33125","country:us/state:fl/zip:33125","33125","87","2932","849","319","1782","1884","749","171","2269","2992","3093","565","1495","0","0","554","138","0","522","316","34","54","288","412","438","94","174","0","2","147","82","45","254","27","53","0","206","132","522","31"
"publicpolygonfeature:5:41796","ZIP Code 33126","country:us/state:fl/zip:33126","33126","118","1770","923","748","2157","2292","1251","342","1791","3599","2080","363","793","0","2","230","291","30","147","211","105","45","298","366","396","108","107","0","11","38","10","2","123","32","0","0","170","248","263","0"
"publicpolygonfeature:5:41799","ZIP Code 33127","country:us/state:fl/zip:33127","33127","0","1138","235","114","830","459","191","33","408","1222","842","391","420","36","0","256","23","0","63","104","45","0","245","176","58","11","29","0","208","335","23","7","1","19","0","0","320","241","106","19"
"publicpolygonfeature:5:41814","ZIP Code 33128","country:us/state:fl/zip:33128","33128","0","328","93","142","91","207","243","0","299","338","284","94","379","0","0","276","0","0","42","65","55","26","28","52","0","0","71","0","0","41","0","0","149","0","0","0","42","48","85","36"
"publicpolygonfeature:5:41815","ZIP Code 33129","country:us/state:fl/zip:33129","33129","19","421","270","216","411","558","641","155","1171","691","395","145","150","0","12","104","0","0","18","0","83","0","90","299","0","16","1","0","4","0","0","0","50","0","135","14","10","25","10","13"
"publicpolygonfeature:5:41830","ZIP Code 33130","country:us/state:fl/zip:33130","33130","38","1598","285","170","1222","711","759","206","1507","1655","1136","225","553","40","12","494","148","24","144","42","57","57","332","268","247","0","84","0","0","461","0","0","205","10","190","15","543","356","339","213"
"publicpolygonfeature:5:41831","ZIP Code 33131","country:us/state:fl/zip:33131","33131","29","242","278","108","571","661","1376","231","711","1303","618","222","197","0","0","0","0","0","33","27","46","22","85","52","143","40","5","0","0","0","94","29","10","65","26","0","97","135","65","0"
"publicpolygonfeature:5:41834","ZIP Code 33132","country:us/state:fl/zip:33132","33132","0","390","359","308","345","540","1004","114","1375","1525","1117","193","207","102","0","48","0","0","43","0","26","73","95","341","100","0","21","0","0","0","19","0","0","65","108","0","106","87","172","11"
"publicpolygonfeature:5:41835","ZIP Code 33133","country:us/state:fl/zip:33133","33133","13","720","442","295","760","847","1446","343","2696","2308","986","272","857","100","0","204","24","0","123","0","66","0","110","57","60","0","31","0","0","116","0","0","111","23","43","90","162","82","79","26"
"publicpolygonfeature:5:41844","ZIP Code 33134","country:us/state:fl/zip:33134","33134","62","819","470","409","860","1095","1373","232","2225","2794","1132","1036","949","0","0","131","40","27","87","111","115","77","356","543","116","10","34","0","13","0","0","0","22","30","27","9","43","15","135","0"
"publicpolygonfeature:5:41869","ZIP Code 33135","country:us/state:fl/zip:33135","33135","0","2536","496","157","1002","1301","907","58","1209","2090","1063","241","1037","0","0","801","91","0","496","101","43","10","266","249","94","41","113","0","0","319","48","47","234","14","121","79","100","171","556","17"
"publicpolygonfeature:5:41877","ZIP Code 33136","country:us/state:fl/zip:33136","33136","80","254","82","49","516","425","206","0","547","750","1084","169","83","0","0","76","42","0","148","163","97","0","148","129","138","0","30","0","0","0","31","9","143","83","41","0","91","244","220","0"
"publicpolygonfeature:5:41884","ZIP Code 33137","country:us/state:fl/zip:33137","33137","14","968","508","296","930","848","923","480","1231","1497","1330","279","221","14","0","102","8","111","126","30","108","9","191","141","40","0","23","0","0","50","20","0","225","46","115","32","33","66","131","0"
"publicpolygonfeature:5:41890","ZIP Code 33138","country:us/state:fl/zip:33138","33138","0","453","505","153","893","495","653","274","1536","2249","1007","376","420","65","0","11","48","78","139","67","122","4","500","194","100","62","94","0","1","88","0","0","31","0","0","0","125","90","181","0"
"publicpolygonfeature:5:41891","ZIP Code 33139","country:us/state:fl/zip:33139","33139","19","634","170","199","572","672","947","175","1382","1445","1289","193","385","19","0","32","7","14","74","39","129","9","79","89","71","8","6","0","0","45","9","48","68","41","17","11","39","143","194","43"
"publicpolygonfeature:5:41896","ZIP Code 33140","country:us/state:fl/zip:33140","33140","0","198","160","141","539","140","631","41","765","956","508","370","247","0","0","0","0","7","30","27","51","0","186","107","131","18","14","0","0","0","0","0","8","22","23","0","87","34","156","11"
"publicpolygonfeature:5:41899","ZIP Code 33141","country:us/state:fl/zip:33141","33141","0","394","448","277","1001","988","1145","310","1653","2336","2008","274","638","0","0","14","50","84","267","180","121","0","400","406","194","0","108","0","0","169","70","26","329","54","42","0","359","232","543","0"
"publicpolygonfeature:5:41902","ZIP Code 33142","country:us/state:fl/zip:33142","33142","86","2791","621","361","1507","1734","746","97","2253","3043","1724","493","948","16","22","335","74","8","232","273","78","0","183","319","207","38","130","0","2","412","140","12","331","153","55","0","796","467","163","18"
"publicpolygonfeature:5:41909","ZIP Code 33143","country:us/state:fl/zip:33143","33143","29","583","335","500","805","355","1185","105","2137","3405","806","345","477","0","45","76","19","0","298","16","67","9","92","170","163","57","91","0","1","41","0","0","15","58","88","0","147","255","12","15"
"publicpolygonfeature:5:41914","ZIP Code 33144","country:us/state:fl/zip:33144","33144","8","922","494","252","782","1057","636","71","1110","2654","771","128","732","41","0","177","14","77","116","89","40","0","92","140","65","41","14","0","45","32","0","0","0","0","5","0","6","110","61","0"
"publicpolygonfeature:5:41915","ZIP Code 33145","country:us/state:fl/zip:33145","33145","82","983","377","149","760","963","827","136","1296","2467","1288","219","447","7","0","172","46","0","319","58","81","8","392","493","169","24","15","0","5","207","21","16","69","11","34","0","51","87","98","13"
"publicpolygonfeature:5:41917","ZIP Code 33146","country:us/state:fl/zip:33146","33146","8","76","100","76","320","121","678","71","1091","1102","450","88","33","0","0","0","0","0","30","8","14","9","73","176","35","0","45","30","0","0","0","14","8","15","78","3","13","41","60","0"
"publicpolygonfeature:5:41918","ZIP Code 33147","country:us/state:fl/zip:33147","33147","80","2374","663","479","1987","2051","637","170","1903","3095","1315","730","995","0","0","65","18","58","108","165","55","80","346","105","107","18","4","0","0","93","26","30","154","183","92","0","278","314","420","27"
"publicpolygonfeature:5:41922","ZIP Code 33149","country:us/state:fl/zip:33149","33149","0","54","97","142","168","65","1216","184","360","552","310","21","55","0","0","13","13","5","22","0","113","25","80","35","20","15","0","0","0","5","0","0","0","0","15","9","0","69","5","0"
"publicpolygonfeature:5:41945","ZIP Code 33150","country:us/state:fl/zip:33150","33150","21","1058","346","106","729","1469","596","60","899","1800","948","330","472","0","0","235","14","58","1","116","18","0","87","121","89","0","13","0","29","59","55","0","178","77","0","0","298","176","434","0"
"publicpolygonfeature:5:41947","ZIP Code 33154","country:us/state:fl/zip:33154","33154","9","157","19","171","216","243","476","91","351","1151","507","64","132","0","0","51","34","0","65","21","16","0","21","118","0","0","0","0","0","0","0","0","0","0","19","0","0","65","0","0"
"publicpolygonfeature:5:41951","ZIP Code 33155","country:us/state:fl/zip:33155","33155","76","1459","549","559","1581","1218","1050","291","1954","3900","1437","614","1367","39","24","147","207","104","238","141","124","56","151","536","73","81","63","0","0","0","41","0","8","20","0","20","114","93","0","5"
"publicpolygonfeature:5:41956","ZIP Code 33156","country:us/state:fl/zip:33156","33156","48","356","258","351","726","851","1036","51","2533","2376","732","350","542","25","0","62","8","33","213","39","119","7","115","254","124","11","109","0","4","9","32","10","318","3","33","21","94","288","109","52"
"publicpolygonfeature:5:41999","ZIP Code 33175","country:us/state:fl/zip:33175","33175","149","1999","850","840","2138","1817","1487","251","2263","4388","1024","696","1132","7","0","175","130","137","147","209","125","11","116","640","103","51","141","0","11","0","0","0","8","8","0","20","6","21","0","0"
"publicpolygonfeature:5:42012","ZIP Code 33176","country:us/state:fl/zip:33176","33176","16","1299","799","308","1366","1100","1415","251","2828","5285","1473","1104","884","19","8","252","47","40","220","71","201","10","248","541","124","109","382","0","33","0","0","1","17","74","46","12","133","108","105","15"
"publicpolygonfeature:5:42026","ZIP Code 33177","country:us/state:fl/zip:33177","33177","97","2294","700","504","2613","2300","1106","283","2259","5344","1880","775","992","29","57","299","54","77","497","158","128","6","454","697","324","2","287","0","2","57","15","12","0","0","18","0","62","71","176","0"
"publicpolygonfeature:5:42039","ZIP Code 33178","country:us/state:fl/zip:33178","33178","125","1515","1361","1408","2454","2560","2385","679","2873","3435","2107","618","891","207","0","176","136","411","367","495","240","107","481","368","336","15","104","0","0","7","0","0","18","19","60","0","236","23","13","5"
"publicpolygonfeature:5:42043","ZIP Code 33179","country:us/state:fl/zip:33179","33179","47","1057","669","431","2038","1388","1301","119","2443","4974","2524","1091","1241","22","11","241","75","43","275","291","214","0","194","522","318","25","149","0","0","57","30","0","88","25","68","0","202","257","70","22"
"publicpolygonfeature:5:42050","ZIP Code 33180","country:us/state:fl/zip:33180","33180","0","389","251","491","1120","672","1518","177","1429","1578","583","314","271","0","0","57","52","22","178","90","126","18","128","329","40","0","42","0","0","79","0","0","121","25","12","0","34","119","0","0"
"publicpolygonfeature:5:42051","ZIP Code 33181","country:us/state:fl/zip:33181","33181","0","486","387","237","713","674","380","278","960","1451","944","257","583","14","10","148","21","0","62","0","74","0","109","294","119","13","22","0","0","36","0","0","138","0","0","69","144","43","91","0"
"publicpolygonfeature:5:42054","ZIP Code 33182","country:us/state:fl/zip:33182","33182","16","494","244","94","616","741","223","47","721","1401","395","186","234","37","0","36","33","0","63","53","23","0","34","206","43","0","54","0","0","0","31","0","12","11","0","0","0","0","0","0"
"publicpolygonfeature:5:42059","ZIP Code 33183","country:us/state:fl/zip:33183","33183","58","650","580","527","1637","1117","1047","73","1347","3702","1089","401","405","0","0","239","34","38","111","175","67","16","113","549","156","14","101","0","0","0","26","0","37","0","0","0","16","34","57","0"
