"feature id","feature label","shid","geoid","Workers in Agriculture, Fishing, and Mining who Commute by Drive Alone (2020-2024)","Workers in Construction who Commute by Drive Alone (2020-2024)","Workers in Manufacturing who Commute by Drive Alone (2020-2024)","Workers in Wholesale Trade who Commute by Drive Alone (2020-2024)","Workers in Retail Trade who Commute by Drive Alone (2020-2024)","Workers in Transportation who Commute by Drive Alone (2020-2024)","Workers in Finance and Insurance who Commute by Drive Alone (2020-2024)","Workers in Information who Commute by Drive Alone (2020-2024)","Workers in Scientific and Professional who Commute by Drive Alone (2020-2024)","Workers in Education and Health Care who Commute by Drive Alone (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Drive Alone (2020-2024)","Workers in Public Administration who Commute by Drive Alone (2020-2024)","Workers in Other Services who Commute by Drive Alone (2020-2024)","Workers in Armed Forces who Commute by Drive Alone (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute by Drive Carpool (2020-2024)","Workers in Construction who Commute by Drive Carpool (2020-2024)","Workers in Manufacturing who Commute by Drive Carpool (2020-2024)","Workers in Wholesale Trade who Commute by Drive Carpool (2020-2024)","Workers in Retail Trade who Commute by Drive Carpool (2020-2024)","Workers in Transportation who Commute by Drive Carpool (2020-2024)","Workers in Finance and Insurance who Commute by Drive Carpool (2020-2024)","Workers in Information who Commute by Drive Carpool (2020-2024)","Workers in Scientific and Professional who Commute by Drive Carpool (2020-2024)","Workers in Education and Health Care who Commute by Drive Carpool (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Drive Carpool (2020-2024)","Workers in Public Administration who Commute by Drive Carpool (2020-2024)","Workers in Other Services who Commute by Drive Carpool (2020-2024)","Workers in Armed Forces who Commute by Drive Carpool (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute by Public Transit (2020-2024)","Workers in Construction who Commute by Public Transit (2020-2024)","Workers in Manufacturing who Commute by Public Transit (2020-2024)","Workers in Wholesale Trade who Commute by Public Transit (2020-2024)","Workers in Retail Trade who Commute by Public Transit (2020-2024)","Workers in Transportation who Commute by Public Transit (2020-2024)","Workers in Finance and Insurance who Commute by Public Transit (2020-2024)","Workers in Information who Commute by Public Transit (2020-2024)","Workers in Scientific and Professional who Commute by Public Transit (2020-2024)","Workers in Education and Health Care who Commute by Public Transit (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Public Transit (2020-2024)","Workers in Public Administration who Commute by Public Transit (2020-2024)"
"publicpolygonfeature:5:59938","ZIP Code 78602","country:us/state:tx/zip:78602","78602","123","1646","1465","226","1269","929","442","269","1015","2960","923","723","416","152","0","281","53","0","158","105","8","66","152","823","170","101","291","53","0","0","0","0","65","0","56","0","0","0","0","15"
"publicpolygonfeature:5:59939","ZIP Code 78701","country:us/state:tx/zip:78701","78701","9","6","303","279","112","0","458","37","686","558","196","260","285","12","0","0","0","0","0","0","64","0","34","33","0","0","0","0","0","0","0","0","0","0","0","0","0","15","6","0"
"publicpolygonfeature:5:59940","ZIP Code 78702","country:us/state:tx/zip:78702","78702","51","412","655","247","814","138","278","329","1941","1717","761","537","179","0","0","216","232","0","58","18","80","45","23","68","60","0","0","0","0","0","17","37","0","14","30","21","43","104","50","0"
"publicpolygonfeature:5:59943","ZIP Code 78703","country:us/state:tx/zip:78703","78703","90","221","509","22","675","77","1060","97","1433","1747","563","194","277","0","0","0","0","0","10","0","21","0","76","160","10","0","0","0","0","0","0","0","6","0","27","0","0","399","35","46"
"publicpolygonfeature:5:59946","ZIP Code 78610","country:us/state:tx/zip:78610","78610","73","1870","1934","574","1441","1071","1318","390","2003","3445","1735","2121","706","0","0","79","36","0","456","174","0","21","283","532","58","167","94","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59947","ZIP Code 78612","country:us/state:tx/zip:78612","78612","55","668","427","49","311","499","145","21","765","1076","508","321","248","0","0","289","0","17","0","24","58","0","25","82","50","56","54","0","0","0","0","0","0","0","0","0","0","23","0","0"
"publicpolygonfeature:5:59949","ZIP Code 78704","country:us/state:tx/zip:78704","78704","83","1015","1105","181","1180","689","1478","434","3772","3529","1328","631","845","17","0","39","133","0","144","71","94","39","166","257","150","57","49","0","0","94","0","15","104","54","21","100","67","216","128","14"
"publicpolygonfeature:5:59950","ZIP Code 78705","country:us/state:tx/zip:78705","78705","48","224","457","7","786","125","388","267","575","1511","737","216","174","0","0","0","80","0","139","98","91","42","33","218","128","0","0","0","33","67","93","0","86","39","7","0","82","444","39","30"
"publicpolygonfeature:5:59951","ZIP Code 78613","country:us/state:tx/zip:78613","78613","44","1573","2917","558","3486","1470","2292","609","4344","6108","2160","1557","1281","10","89","161","295","65","533","38","153","35","381","798","550","51","316","0","0","58","0","0","0","0","57","0","15","0","5","0"
"publicpolygonfeature:5:59953","ZIP Code 78712","country:us/state:tx/zip:78712","78712","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59955","ZIP Code 78615","country:us/state:tx/zip:78615","78615","18","78","22","7","59","58","23","0","30","89","17","72","5","0","0","8","23","0","0","0","0","0","0","9","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59956","ZIP Code 78616","country:us/state:tx/zip:78616","78616","56","994","275","29","267","201","96","6","346","351","353","118","187","0","0","194","25","0","63","22","13","24","177","100","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59958","ZIP Code 78617","country:us/state:tx/zip:78617","78617","77","1549","660","56","1561","475","414","56","862","1788","838","840","763","0","20","260","34","25","109","94","57","37","98","330","289","103","86","0","0","0","0","0","33","0","0","0","21","31","31","0"
"publicpolygonfeature:5:59959","ZIP Code 78620","country:us/state:tx/zip:78620","78620","87","380","688","89","776","220","573","73","722","1482","465","342","227","32","0","35","0","0","29","48","20","0","0","212","25","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59961","ZIP Code 78619","country:us/state:tx/zip:78619","78619","60","95","227","69","142","59","119","31","179","396","93","59","80","0","0","13","0","0","0","0","0","0","11","18","0","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59962","ZIP Code 78621","country:us/state:tx/zip:78621","78621","76","1626","988","118","1344","504","347","33","922","1586","849","1142","462","0","0","307","60","0","100","60","37","0","119","200","150","34","46","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59963","ZIP Code 78622","country:us/state:tx/zip:78622","78622","0","0","21","0","60","0","0","0","37","0","21","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59966","ZIP Code 78626","country:us/state:tx/zip:78626","78626","121","1315","1547","288","2454","570","917","365","1597","3828","1627","962","739","358","21","129","28","6","734","52","118","20","538","515","227","58","47","0","0","0","12","0","0","12","0","0","9","0","0","0"
"publicpolygonfeature:5:59967","ZIP Code 78628","country:us/state:tx/zip:78628","78628","226","1436","1147","267","1529","686","1079","382","2267","4135","1088","923","629","209","0","58","212","0","228","74","16","0","255","402","157","15","173","17","0","0","0","0","0","0","0","0","0","24","0","0"
"publicpolygonfeature:5:59969","ZIP Code 78656","country:us/state:tx/zip:78656","78656","0","162","132","0","229","125","41","0","127","266","86","0","46","0","0","63","0","0","0","0","0","0","30","10","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59971","ZIP Code 78632","country:us/state:tx/zip:78632","78632","133","0","3","50","18","54","0","9","19","95","0","0","5","0","0","0","0","0","16","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59972","ZIP Code 78633","country:us/state:tx/zip:78633","78633","64","541","325","63","479","183","234","71","716","1378","501","400","263","85","0","14","103","13","0","18","0","11","91","140","58","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59973","ZIP Code 78634","country:us/state:tx/zip:78634","78634","88","1634","1876","364","2305","1184","1949","128","1495","3402","1447","1297","1030","125","0","75","54","0","126","0","9","116","184","564","205","200","72","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59979","ZIP Code 78659","country:us/state:tx/zip:78659","78659","0","104","70","0","57","83","0","14","95","298","105","79","46","0","0","0","43","0","0","0","13","0","0","45","59","0","16","0","0","0","0","0","0","0","0","0","12","0","0","0"
"publicpolygonfeature:5:59981","ZIP Code 78640","country:us/state:tx/zip:78640","78640","287","4204","2656","439","4489","1799","1487","402","3154","6958","2561","2210","1327","257","13","521","276","51","849","115","39","0","306","1110","476","98","177","0","0","0","0","0","0","0","9","0","0","77","0","76"
"publicpolygonfeature:5:59982","ZIP Code 78665","country:us/state:tx/zip:78665","78665","19","1283","2072","401","2335","1134","1528","425","3011","5863","1534","1877","1021","72","0","55","170","100","500","198","28","31","169","1049","270","55","168","0","0","0","0","0","21","0","0","0","20","0","12","0"
"publicpolygonfeature:5:59983","ZIP Code 78641","country:us/state:tx/zip:78641","78641","324","2870","3279","527","4342","1588","2142","510","3765","6810","2170","1613","1750","179","64","233","416","50","413","161","140","13","483","1023","809","84","284","0","0","0","33","0","42","0","38","4","148","12","131","24"
"publicpolygonfeature:5:59984","ZIP Code 78642","country:us/state:tx/zip:78642","78642","6","1356","659","233","1056","335","487","348","856","1858","559","456","109","26","23","166","0","0","174","41","45","0","145","140","117","13","23","0","0","0","0","0","0","0","0","0","0","18","0","0"
"publicpolygonfeature:5:59987","ZIP Code 78644","country:us/state:tx/zip:78644","78644","138","1153","450","151","769","479","410","83","561","1312","617","747","225","0","0","148","104","0","0","55","27","0","17","161","174","60","85","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59988","ZIP Code 78645","country:us/state:tx/zip:78645","78645","19","734","299","86","201","85","297","115","538","973","279","363","337","29","28","68","23","12","76","5","13","0","61","36","9","15","40","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59990","ZIP Code 78648","country:us/state:tx/zip:78648","78648","84","163","298","12","482","298","22","0","428","710","175","53","182","0","0","0","29","0","142","0","0","0","9","32","207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59991","ZIP Code 78650","country:us/state:tx/zip:78650","78650","6","174","41","28","57","44","32","6","24","116","15","31","20","0","0","6","23","0","32","5","2","0","0","16","6","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59992","ZIP Code 78652","country:us/state:tx/zip:78652","78652","0","234","127","11","229","6","81","75","319","293","31","144","184","0","0","0","0","0","17","0","0","0","24","145","56","49","0","0","0","0","0","0","0","0","0","0","0","25","31","0"
"publicpolygonfeature:5:59993","ZIP Code 78653","country:us/state:tx/zip:78653","78653","76","1548","956","390","1199","1005","690","216","1698","2798","1375","1190","531","0","104","393","660","0","230","65","28","0","152","428","286","405","20","0","0","0","0","0","0","0","6","0","0","0","0","0"
"publicpolygonfeature:5:59995","ZIP Code 78654","country:us/state:tx/zip:78654","78654","84","1027","376","48","1188","446","285","12","638","1195","652","253","475","0","0","409","49","25","176","32","54","0","71","234","371","0","49","0","0","0","0","0","32","5","0","0","7","0","0","0"
"publicpolygonfeature:5:59996","ZIP Code 78655","country:us/state:tx/zip:78655","78655","29","125","150","14","127","75","24","24","295","441","59","87","80","0","0","77","0","0","4","0","0","0","0","11","51","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59997","ZIP Code 78660","country:us/state:tx/zip:78660","78660","313","2491","5451","623","4345","2900","2552","578","5746","9566","2674","4293","1883","235","0","162","617","126","743","373","193","89","451","1493","823","437","384","0","0","0","0","0","43","0","0","29","0","19","24","0"
"publicpolygonfeature:5:59998","ZIP Code 78661","country:us/state:tx/zip:78661","78661","18","0","108","0","75","41","3","25","0","29","15","0","0","0","0","0","0","0","18","18","0","0","10","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59999","ZIP Code 78662","country:us/state:tx/zip:78662","78662","10","251","105","54","60","99","103","33","57","215","26","29","35","0","16","27","0","0","57","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60002","ZIP Code 78664","country:us/state:tx/zip:78664","78664","30","1548","2566","379","2896","1013","1064","580","3087","5129","1949","1411","1373","45","29","254","403","79","395","218","32","73","458","486","750","131","171","0","0","0","0","0","0","0","0","0","17","10","0","0"
"publicpolygonfeature:5:60003","ZIP Code 78666","country:us/state:tx/zip:78666","78666","233","2136","2004","857","5033","2752","931","303","2633","7044","6299","1328","1326","144","0","628","275","86","1058","371","23","61","636","1039","514","234","292","0","29","0","10","0","10","0","8","0","146","252","102","0"
"publicpolygonfeature:5:60004","ZIP Code 78669","country:us/state:tx/zip:78669","78669","40","355","242","42","426","65","404","8","463","579","270","89","219","0","0","20","11","6","0","0","70","60","9","52","45","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60005","ZIP Code 78676","country:us/state:tx/zip:78676","78676","55","372","385","47","376","216","340","100","815","1086","219","125","398","0","0","0","14","0","35","24","33","0","20","51","24","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60007","ZIP Code 78681","country:us/state:tx/zip:78681","78681","19","1163","1539","298","2384","1302","1086","331","2393","3928","1780","801","760","57","0","287","251","111","214","59","113","270","102","571","326","85","26","0","0","0","0","0","9","0","0","0","7","0","10","0"
"publicpolygonfeature:5:60008","ZIP Code 78717","country:us/state:tx/zip:78717","78717","136","384","1407","206","1523","561","690","247","2961","2694","865","313","314","0","0","65","71","0","81","0","109","0","208","492","92","43","98","0","0","0","0","0","0","0","60","0","24","46","0","0"
"publicpolygonfeature:5:60009","ZIP Code 78719","country:us/state:tx/zip:78719","78719","5","114","93","9","32","94","23","0","31","18","31","0","39","0","0","0","0","0","8","10","0","0","47","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60010","ZIP Code 78721","country:us/state:tx/zip:78721","78721","0","421","186","0","321","81","89","89","550","799","291","78","127","10","0","0","11","0","136","25","0","0","123","66","145","0","0","0","0","11","0","0","0","0","0","0","87","113","6","0"
"publicpolygonfeature:5:60011","ZIP Code 78722","country:us/state:tx/zip:78722","78722","0","56","124","55","69","32","213","48","384","371","90","192","107","0","0","0","0","0","0","0","22","0","0","40","5","0","44","0","0","0","0","0","28","5","0","0","14","28","13","0"
"publicpolygonfeature:5:60012","ZIP Code 78723","country:us/state:tx/zip:78723","78723","12","1070","410","103","1107","526","673","276","1952","3279","1090","674","606","0","27","53","45","0","69","5","83","10","97","234","136","95","20","0","0","0","0","18","75","83","0","0","173","146","118","0"
"publicpolygonfeature:5:60013","ZIP Code 78724","country:us/state:tx/zip:78724","78724","45","1332","873","124","1388","469","313","112","846","1844","1404","997","418","38","0","334","297","0","242","31","62","0","325","304","190","240","62","0","0","0","36","0","0","0","0","0","0","265","47","0"
"publicpolygonfeature:5:60014","ZIP Code 78725","country:us/state:tx/zip:78725","78725","37","409","184","64","450","207","168","26","1034","589","303","496","91","0","0","86","86","126","235","49","0","23","289","56","141","0","0","0","0","0","7","0","0","0","0","0","0","0","24","0"
"publicpolygonfeature:5:60015","ZIP Code 78726","country:us/state:tx/zip:78726","78726","0","232","361","38","748","387","130","267","927","1027","431","149","84","0","0","0","5","0","97","23","87","0","24","18","87","0","33","0","0","0","0","0","9","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60016","ZIP Code 78727","country:us/state:tx/zip:78727","78727","9","439","891","72","1448","560","418","455","1681","2063","892","502","421","10","0","71","316","0","144","29","16","22","115","155","75","0","35","0","0","0","0","0","26","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60017","ZIP Code 78728","country:us/state:tx/zip:78728","78728","37","454","1020","263","1237","571","1044","348","1630","2204","626","475","282","14","0","227","224","0","291","10","15","0","183","253","97","0","36","0","0","0","0","0","18","0","15","29","0","11","0","6"
"publicpolygonfeature:5:60018","ZIP Code 78729","country:us/state:tx/zip:78729","78729","0","467","915","87","1746","848","746","214","2125","2886","948","500","685","0","0","30","65","47","179","40","31","16","237","175","76","24","0","0","0","0","0","0","0","0","0","0","34","0","0","0"
"publicpolygonfeature:5:60019","ZIP Code 78730","country:us/state:tx/zip:78730","78730","0","142","199","33","103","27","242","84","610","556","316","106","41","0","0","0","39","0","16","0","9","0","0","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60020","ZIP Code 78731","country:us/state:tx/zip:78731","78731","34","472","603","145","661","349","820","344","1856","1714","560","410","194","48","0","4","0","24","24","0","50","19","87","201","53","0","0","0","0","0","0","0","24","0","14","56","16","86","0","23"
"publicpolygonfeature:5:60021","ZIP Code 78732","country:us/state:tx/zip:78732","78732","0","277","538","219","509","481","623","38","676","982","389","238","252","0","0","0","7","0","45","0","8","8","23","72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60022","ZIP Code 78733","country:us/state:tx/zip:78733","78733","49","119","281","55","99","55","496","33","580","696","151","201","14","0","0","0","0","0","106","0","37","0","0","0","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60023","ZIP Code 78734","country:us/state:tx/zip:78734","78734","98","430","464","82","602","230","463","54","654","1168","339","268","367","9","0","18","6","0","80","8","26","0","177","111","94","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60024","ZIP Code 78746","country:us/state:tx/zip:78746","78746","31","274","573","99","425","145","831","158","1405","2238","636","162","94","0","0","20","47","37","85","0","0","0","92","70","15","30","35","0","0","17","18","0","2","0","0","0","0","14","0","34"
"publicpolygonfeature:5:60025","ZIP Code 78735","country:us/state:tx/zip:78735","78735","35","396","413","71","575","105","469","107","1400","1439","412","446","272","0","0","14","29","9","116","0","11","0","108","185","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60026","ZIP Code 78736","country:us/state:tx/zip:78736","78736","0","151","232","44","460","146","350","98","260","670","178","105","112","0","0","27","0","0","50","26","0","91","43","0","0","17","62","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60027","ZIP Code 78737","country:us/state:tx/zip:78737","78737","98","539","610","69","429","245","615","126","1004","1262","659","398","509","0","20","21","14","0","41","0","21","0","121","178","131","21","81","35","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60028","ZIP Code 78747","country:us/state:tx/zip:78747","78747","0","931","579","154","1029","297","246","126","1176","1572","535","601","271","11","0","60","18","0","50","130","11","14","127","349","106","28","240","0","0","0","0","0","0","1","0","32","34","6","20","0"
"publicpolygonfeature:5:60029","ZIP Code 78748","country:us/state:tx/zip:78748","78748","11","1480","1605","348","2132","696","1399","360","2837","4902","1535","953","1456","21","0","146","92","0","169","68","151","65","553","335","309","187","61","0","0","27","64","0","7","0","0","0","38","74","43","0"
"publicpolygonfeature:5:60030","ZIP Code 78738","country:us/state:tx/zip:78738","78738","9","137","848","97","539","382","1176","192","1240","1151","569","187","411","0","0","87","75","0","59","0","34","4","74","253","70","0","6","0","0","0","0","0","0","0","0","0","0","10","0","0"
"publicpolygonfeature:5:60031","ZIP Code 78739","country:us/state:tx/zip:78739","78739","40","197","594","42","439","221","507","100","1255","1229","388","246","206","0","0","0","92","0","22","31","20","127","126","121","13","75","18","0","0","0","0","0","0","0","0","0","13","0","0","0"
"publicpolygonfeature:5:60032","ZIP Code 78741","country:us/state:tx/zip:78741","78741","34","1592","1470","245","2167","927","937","398","2600","3103","3524","1029","1281","40","0","420","612","72","514","88","41","41","393","125","611","0","53","0","54","27","0","0","200","3","68","18","240","226","413","91"
"publicpolygonfeature:5:60033","ZIP Code 78742","country:us/state:tx/zip:78742","78742","0","22","63","4","0","20","0","0","0","125","62","0","34","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0"
"publicpolygonfeature:5:60034","ZIP Code 78744","country:us/state:tx/zip:78744","78744","108","1960","2179","267","2658","1375","1103","151","2577","4060","2180","1079","1081","73","0","511","310","21","197","128","26","42","555","372","520","23","145","0","0","0","0","0","30","0","0","0","169","15","296","33"
"publicpolygonfeature:5:60035","ZIP Code 78745","country:us/state:tx/zip:78745","78745","87","1848","1490","448","2175","1132","1200","712","3890","4211","2687","1427","1147","11","0","213","148","18","185","14","55","20","105","439","155","17","108","0","0","161","43","0","112","0","10","0","286","131","95","29"
"publicpolygonfeature:5:60036","ZIP Code 78750","country:us/state:tx/zip:78750","78750","53","466","793","203","999","252","714","209","1579","2048","973","786","545","0","15","79","16","0","87","0","54","8","34","356","6","55","5","0","0","0","38","0","0","0","13","0","0","0","0","0"
"publicpolygonfeature:5:60037","ZIP Code 78751","country:us/state:tx/zip:78751","78751","10","132","288","100","461","317","274","276","1059","1299","940","189","274","20","0","111","0","0","26","0","32","0","16","136","32","0","0","0","0","9","33","0","116","15","0","0","72","482","85","20"
"publicpolygonfeature:5:60038","ZIP Code 78752","country:us/state:tx/zip:78752","78752","37","479","670","18","932","393","255","110","1228","1597","1062","609","421","0","51","112","23","0","313","0","26","24","136","46","101","11","209","0","0","0","0","11","310","0","0","0","167","126","67","28"
"publicpolygonfeature:5:60039","ZIP Code 78753","country:us/state:tx/zip:78753","78753","45","2285","1872","187","2196","1635","759","533","2386","2685","1865","790","1226","0","15","1718","71","202","49","219","273","7","660","245","234","134","517","0","0","45","60","0","0","0","0","52","0","195","155","0"
"publicpolygonfeature:5:60040","ZIP Code 78754","country:us/state:tx/zip:78754","78754","107","1076","1630","185","975","493","686","396","1428","2240","1050","1110","1129","0","0","38","314","50","425","221","41","105","170","332","58","210","313","0","20","0","0","0","0","0","0","0","76","25","0","0"
"publicpolygonfeature:5:60041","ZIP Code 78756","country:us/state:tx/zip:78756","78756","22","76","109","52","269","30","82","88","607","648","258","132","72","0","0","0","0","0","65","12","19","0","11","23","0","0","0","0","0","0","0","0","18","0","0","11","12","84","22","17"
"publicpolygonfeature:5:60042","ZIP Code 78759","country:us/state:tx/zip:78759","78759","113","546","963","283","1651","531","961","426","3043","3266","755","771","392","106","0","46","30","0","272","30","17","30","209","219","169","66","130","0","0","0","36","0","51","0","0","0","18","10","21","19"
"publicpolygonfeature:5:60108","ZIP Code 78953","country:us/state:tx/zip:78953","78953","0","16","62","9","117","46","0","0","18","31","0","82","0","0","0","68","46","0","0","18","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
