"feature id","feature label","shid","geoid","Workers in Agriculture, Fishing, and Mining who Commute by Drive Alone (2020-2024)","Workers in Construction who Commute by Drive Alone (2020-2024)","Workers in Manufacturing who Commute by Drive Alone (2020-2024)","Workers in Wholesale Trade who Commute by Drive Alone (2020-2024)","Workers in Retail Trade who Commute by Drive Alone (2020-2024)","Workers in Transportation who Commute by Drive Alone (2020-2024)","Workers in Finance and Insurance who Commute by Drive Alone (2020-2024)","Workers in Information who Commute by Drive Alone (2020-2024)","Workers in Scientific and Professional who Commute by Drive Alone (2020-2024)","Workers in Education and Health Care who Commute by Drive Alone (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Drive Alone (2020-2024)","Workers in Public Administration who Commute by Drive Alone (2020-2024)","Workers in Other Services who Commute by Drive Alone (2020-2024)","Workers in Armed Forces who Commute by Drive Alone (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute by Drive Carpool (2020-2024)","Workers in Construction who Commute by Drive Carpool (2020-2024)","Workers in Manufacturing who Commute by Drive Carpool (2020-2024)","Workers in Wholesale Trade who Commute by Drive Carpool (2020-2024)","Workers in Retail Trade who Commute by Drive Carpool (2020-2024)","Workers in Transportation who Commute by Drive Carpool (2020-2024)","Workers in Finance and Insurance who Commute by Drive Carpool (2020-2024)","Workers in Information who Commute by Drive Carpool (2020-2024)","Workers in Scientific and Professional who Commute by Drive Carpool (2020-2024)","Workers in Education and Health Care who Commute by Drive Carpool (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Drive Carpool (2020-2024)","Workers in Public Administration who Commute by Drive Carpool (2020-2024)","Workers in Other Services who Commute by Drive Carpool (2020-2024)","Workers in Armed Forces who Commute by Drive Carpool (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute by Public Transit (2020-2024)","Workers in Construction who Commute by Public Transit (2020-2024)","Workers in Manufacturing who Commute by Public Transit (2020-2024)","Workers in Wholesale Trade who Commute by Public Transit (2020-2024)","Workers in Retail Trade who Commute by Public Transit (2020-2024)","Workers in Transportation who Commute by Public Transit (2020-2024)","Workers in Finance and Insurance who Commute by Public Transit (2020-2024)","Workers in Information who Commute by Public Transit (2020-2024)","Workers in Scientific and Professional who Commute by Public Transit (2020-2024)","Workers in Education and Health Care who Commute by Public Transit (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Public Transit (2020-2024)","Workers in Public Administration who Commute by Public Transit (2020-2024)"
"publicpolygonfeature:5:41047","ZIP Code 27054","country:us/state:nc/zip:27054","27054","0","9","179","0","71","42","26","42","67","156","22","49","28","0","10","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41049","ZIP Code 28098","country:us/state:nc/zip:28098","28098","16","99","135","21","191","156","30","8","132","306","62","32","60","0","0","0","4","0","0","0","0","0","0","63","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41053","ZIP Code 28101","country:us/state:nc/zip:28101","28101","0","17","45","29","33","20","19","19","23","66","20","12","10","0","0","0","2","0","3","0","6","0","0","8","3","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41054","ZIP Code 28102","country:us/state:nc/zip:28102","28102","0","0","1","0","2","0","0","0","0","2","0","5","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41144","ZIP Code 28270","country:us/state:nc/zip:28270","28270","20","656","606","231","1316","346","1390","293","1400","2317","910","264","738","12","0","64","156","0","109","27","416","9","209","232","168","0","26","0","0","0","0","0","2","0","40","0","69","0","0","102"
"publicpolygonfeature:5:41147","ZIP Code 28273","country:us/state:nc/zip:28273","28273","14","1347","1810","452","2045","1874","1190","754","1589","3106","1882","393","996","14","0","780","477","20","613","229","34","59","412","964","253","39","182","0","0","80","25","0","0","0","94","0","20","54","24","20"
"publicpolygonfeature:5:41153","ZIP Code 28277","country:us/state:nc/zip:28277","28277","86","1041","1518","275","1771","1353","3338","473","3177","4561","2303","416","941","79","0","103","303","130","461","6","256","75","361","313","424","0","102","0","0","0","46","0","0","6","208","43","48","53","0","0"
"publicpolygonfeature:5:41194","ZIP Code 28012","country:us/state:nc/zip:28012","28012","34","602","1115","135","929","802","830","152","925","2159","590","254","732","83","0","31","169","42","62","15","0","0","61","137","126","16","66","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41199","ZIP Code 28278","country:us/state:nc/zip:28278","28278","0","683","1399","451","1822","1005","1320","183","1471","2532","1061","288","557","13","0","187","167","21","106","133","127","8","60","212","84","12","28","0","0","0","15","0","29","0","25","0","58","18","0","0"
"publicpolygonfeature:5:41204","ZIP Code 28280","country:us/state:nc/zip:28280","28280","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41208","ZIP Code 28282","country:us/state:nc/zip:28282","28282","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41400","ZIP Code 28006","country:us/state:nc/zip:28006","28006","65","4","36","0","79","0","0","0","95","138","15","22","15","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41401","ZIP Code 28007","country:us/state:nc/zip:28007","28007","29","2","199","0","37","19","0","0","23","47","7","5","4","0","0","10","52","0","8","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41404","ZIP Code 28016","country:us/state:nc/zip:28016","28016","20","517","929","167","711","306","288","5","334","572","284","74","142","0","17","50","40","11","291","10","0","0","53","59","132","0","42","0","0","0","0","0","0","0","0","0","0","22","0","0"
"publicpolygonfeature:5:41412","ZIP Code 28021","country:us/state:nc/zip:28021","28021","49","334","955","60","736","339","236","61","346","1117","201","180","389","14","0","147","10","12","62","0","0","0","28","186","92","32","14","0","0","0","0","0","0","0","0","0","0","1","0","0"
"publicpolygonfeature:5:41413","ZIP Code 28023","country:us/state:nc/zip:28023","28023","47","683","727","77","1031","214","222","86","618","1126","307","133","392","0","27","112","77","0","99","0","0","0","0","179","199","43","28","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41414","ZIP Code 28025","country:us/state:nc/zip:28025","28025","118","2088","2527","315","2603","1181","1182","381","2002","4853","1426","873","1175","186","112","423","282","49","275","94","208","0","167","469","390","123","133","0","0","0","16","0","0","0","0","0","10","0","0","0"
"publicpolygonfeature:5:41415","ZIP Code 28033","country:us/state:nc/zip:28033","28033","160","177","238","2","173","42","30","61","150","173","25","21","112","0","0","0","33","0","14","20","0","0","46","47","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41417","ZIP Code 28027","country:us/state:nc/zip:28027","28027","155","2048","2668","749","4267","1780","3362","338","2893","6528","3160","723","1090","42","25","564","239","0","591","96","148","24","425","379","381","13","208","0","0","0","11","0","63","0","12","0","21","0","21","0"
"publicpolygonfeature:5:41418","ZIP Code 28031","country:us/state:nc/zip:28031","28031","15","515","594","234","962","493","1374","390","1085","2486","1208","157","556","29","0","10","6","22","35","54","190","0","264","136","103","0","39","0","0","0","0","0","0","0","74","0","59","0","12","0"
"publicpolygonfeature:5:41419","ZIP Code 28032","country:us/state:nc/zip:28032","28032","0","124","128","12","140","42","67","9","142","208","153","23","53","0","0","4","17","0","21","9","0","0","3","44","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41420","ZIP Code 28034","country:us/state:nc/zip:28034","28034","20","574","1164","104","1163","1153","219","143","659","1716","677","232","308","0","0","179","209","43","8","50","34","0","134","54","92","10","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"publicpolygonfeature:5:41421","ZIP Code 28036","country:us/state:nc/zip:28036","28036","15","288","813","130","826","462","910","0","916","1363","628","99","231","0","0","16","13","0","105","0","61","0","51","79","7","74","10","0","0","0","0","0","72","0","51","0","0","16","0","0"
"publicpolygonfeature:5:41422","ZIP Code 28054","country:us/state:nc/zip:28054","28054","17","1353","2420","537","1912","1383","840","123","1429","2961","1000","557","879","6","0","103","215","64","285","43","45","14","217","281","305","102","47","40","0","0","18","0","15","0","25","0","55","94","14","0"
"publicpolygonfeature:5:41423","ZIP Code 28037","country:us/state:nc/zip:28037","28037","26","973","931","294","1339","827","769","130","802","1888","712","407","274","0","0","123","43","26","127","20","61","0","54","81","132","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41424","ZIP Code 28039","country:us/state:nc/zip:28039","28039","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41425","ZIP Code 28072","country:us/state:nc/zip:28072","28072","0","0","0","0","28","35","59","0","0","95","27","24","30","0","0","0","0","0","25","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"publicpolygonfeature:5:41429","ZIP Code 28075","country:us/state:nc/zip:28075","28075","0","175","556","389","640","373","860","55","603","1493","609","183","441","0","1","25","41","11","58","46","10","0","95","26","38","9","21","0","0","0","44","0","76","0","110","0","0","67","0","0"
"publicpolygonfeature:5:41432","ZIP Code 28052","country:us/state:nc/zip:28052","28052","96","1068","1764","218","1309","791","631","177","858","1707","1166","543","501","0","2","180","145","15","213","87","9","18","165","471","230","56","54","0","0","0","0","0","0","0","31","0","28","0","52","0"
"publicpolygonfeature:5:41433","ZIP Code 28056","country:us/state:nc/zip:28056","28056","15","1103","1867","442","1336","1601","885","180","1335","3724","878","536","843","9","27","324","123","1","157","63","39","0","27","293","320","36","134","0","0","0","4","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41434","ZIP Code 28071","country:us/state:nc/zip:28071","28071","94","101","352","51","125","261","63","10","81","360","54","158","44","0","0","6","41","0","13","0","0","0","0","123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41435","ZIP Code 28078","country:us/state:nc/zip:28078","28078","108","1605","2316","1061","3101","1547","2948","544","3105","4743","2344","533","1026","50","12","81","138","24","248","55","161","0","92","453","165","48","322","0","0","0","22","0","62","25","148","0","163","0","78","20"
"publicpolygonfeature:5:41436","ZIP Code 28107","country:us/state:nc/zip:28107","28107","35","499","383","73","590","174","340","28","388","521","404","168","125","28","0","219","17","0","24","0","13","11","34","128","19","30","0","0","0","0","0","0","0","0","29","0","0","0","0","0"
"publicpolygonfeature:5:41437","ZIP Code 28108","country:us/state:nc/zip:28108","28108","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41439","ZIP Code 28079","country:us/state:nc/zip:28079","28079","43","1116","1498","552","2161","824","1704","436","1856","3241","1299","610","1170","0","0","87","151","30","102","176","68","29","100","254","247","54","112","0","0","0","0","0","0","54","0","0","20","18","0","0"
"publicpolygonfeature:5:41440","ZIP Code 28080","country:us/state:nc/zip:28080","28080","49","361","484","67","281","151","171","102","124","481","329","107","176","0","18","66","0","0","57","0","0","0","69","54","64","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41442","ZIP Code 28086","country:us/state:nc/zip:28086","28086","247","488","2324","154","2022","805","430","130","922","1801","723","462","455","72","0","224","149","21","212","58","23","44","9","293","167","0","79","0","0","0","0","0","0","2","0","0","0","0","0","0"
"publicpolygonfeature:5:41443","ZIP Code 28088","country:us/state:nc/zip:28088","28088","0","20","158","0","195","144","93","20","119","156","68","43","21","0","0","0","0","0","0","0","0","0","0","52","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41447","ZIP Code 28144","country:us/state:nc/zip:28144","28144","121","364","960","173","838","261","428","132","984","2107","613","222","568","29","0","137","233","35","52","27","2","52","59","389","226","9","73","0","0","0","0","0","0","0","0","0","0","92","0","0"
"publicpolygonfeature:5:41448","ZIP Code 28091","country:us/state:nc/zip:28091","28091","0","23","131","19","9","162","0","0","11","180","25","31","96","0","0","104","6","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41449","ZIP Code 28103","country:us/state:nc/zip:28103","28103","158","331","554","144","306","392","134","37","543","779","416","153","224","0","0","69","411","0","67","6","17","0","23","53","19","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41451","ZIP Code 28092","country:us/state:nc/zip:28092","28092","82","1386","2995","500","1805","871","791","79","932","3165","750","714","587","3","0","312","526","47","413","118","16","0","14","165","87","42","88","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41453","ZIP Code 28104","country:us/state:nc/zip:28104","28104","35","804","1110","443","1710","713","1537","319","1185","2589","887","428","562","8","5","19","218","0","78","57","126","16","135","146","239","6","47","0","0","0","0","0","0","0","13","0","0","8","0","0"
"publicpolygonfeature:5:41454","ZIP Code 28105","country:us/state:nc/zip:28105","28105","74","1033","1727","470","2170","729","1710","409","1776","3656","1134","458","1027","0","0","452","187","15","309","42","112","0","395","261","363","21","352","0","0","9","0","0","0","4","17","0","26","15","23","13"
"publicpolygonfeature:5:41455","ZIP Code 28110","country:us/state:nc/zip:28110","28110","210","2891","2886","598","2936","997","957","297","1854","4119","1492","642","924","0","28","529","231","268","333","270","57","0","119","433","388","98","216","0","0","0","0","0","0","0","0","0","0","1","0","0"
"publicpolygonfeature:5:41456","ZIP Code 28112","country:us/state:nc/zip:28112","28112","177","1014","1552","94","1348","425","425","149","842","2229","545","639","733","0","23","346","417","39","144","53","39","0","155","275","244","90","120","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41458","ZIP Code 28119","country:us/state:nc/zip:28119","28119","14","55","163","0","159","52","14","0","87","144","46","0","0","0","0","68","54","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41459","ZIP Code 28115","country:us/state:nc/zip:28115","28115","12","1051","2143","434","2512","807","702","189","1278","3171","1567","350","994","36","0","312","176","134","138","58","30","0","133","262","369","0","70","0","0","0","0","0","0","15","9","7","0","10","0","0"
"publicpolygonfeature:5:41460","ZIP Code 28117","country:us/state:nc/zip:28117","28117","67","1034","2339","607","2617","781","1436","236","1822","3652","1783","214","1074","0","0","157","107","11","136","74","13","26","150","345","212","0","112","0","0","0","12","30","0","33","14","0","0","37","0","0"
"publicpolygonfeature:5:41462","ZIP Code 28120","country:us/state:nc/zip:28120","28120","4","786","1043","254","699","972","755","120","869","1837","734","388","502","7","0","137","105","18","185","26","91","0","12","208","72","5","67","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41463","ZIP Code 28124","country:us/state:nc/zip:28124","28124","35","162","258","26","245","116","115","35","225","726","163","329","168","21","0","21","24","0","15","0","0","0","41","47","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41464","ZIP Code 28125","country:us/state:nc/zip:28125","28125","16","74","127","11","135","67","24","14","156","165","45","58","117","0","0","5","0","0","0","0","0","0","0","81","65","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41467","ZIP Code 28133","country:us/state:nc/zip:28133","28133","2","151","206","20","72","19","19","0","66","143","71","86","18","0","3","7","16","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41468","ZIP Code 28134","country:us/state:nc/zip:28134","28134","6","216","399","167","467","309","539","70","519","846","357","71","232","7","0","98","86","27","108","23","31","21","63","35","75","0","0","0","0","0","22","13","0","0","5","0","4","0","17","0"
"publicpolygonfeature:5:41470","ZIP Code 28135","country:us/state:nc/zip:28135","28135","64","109","222","16","107","151","42","7","27","238","103","84","41","15","39","63","6","0","38","0","5","0","11","40","15","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41471","ZIP Code 28204","country:us/state:nc/zip:28204","28204","33","175","158","69","181","84","479","55","764","993","160","65","178","0","0","58","0","0","117","0","47","0","10","0","8","0","0","0","0","0","0","0","56","12","28","0","40","19","0","0"
"publicpolygonfeature:5:41472","ZIP Code 28205","country:us/state:nc/zip:28205","28205","38","1711","1096","528","1819","1159","1682","330","2509","3250","2425","330","801","53","25","1114","179","38","249","165","62","26","579","304","236","13","85","0","7","7","5","0","100","20","264","5","142","107","44","8"
"publicpolygonfeature:5:41473","ZIP Code 28137","country:us/state:nc/zip:28137","28137","55","27","133","22","177","73","6","0","28","273","50","62","57","2","0","0","19","0","2","9","3","0","0","1","0","0","15","0","0","0","0","0","18","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41474","ZIP Code 28138","country:us/state:nc/zip:28138","28138","69","332","615","78","452","228","172","87","426","833","326","145","211","0","0","88","156","50","14","6","0","0","78","109","99","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41476","ZIP Code 28146","country:us/state:nc/zip:28146","28146","11","974","1799","391","997","799","411","137","1294","2693","1011","497","562","8","37","79","84","79","27","79","25","0","323","185","154","20","28","12","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41477","ZIP Code 28147","country:us/state:nc/zip:28147","28147","42","811","1852","321","1293","549","236","30","365","2025","660","334","235","0","0","315","54","154","261","36","9","45","116","218","50","10","84","0","0","0","0","0","168","0","0","0","0","23","0","0"
"publicpolygonfeature:5:41480","ZIP Code 28159","country:us/state:nc/zip:28159","28159","0","95","146","52","132","96","30","0","10","246","0","46","47","0","0","67","64","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41482","ZIP Code 28206","country:us/state:nc/zip:28206","28206","0","331","371","50","256","583","474","13","486","1103","448","29","269","13","0","56","80","46","171","66","55","0","184","106","25","12","8","0","0","26","0","13","104","20","106","0","128","44","4","0"
"publicpolygonfeature:5:41483","ZIP Code 28164","country:us/state:nc/zip:28164","28164","89","454","829","128","543","527","282","79","659","1142","854","194","438","12","0","74","141","0","131","0","7","0","147","53","0","24","8","0","0","0","0","0","0","0","0","0","14","0","0","0"
"publicpolygonfeature:5:41484","ZIP Code 28166","country:us/state:nc/zip:28166","28166","10","230","945","98","711","305","192","35","431","644","317","89","156","0","0","69","35","0","132","0","0","0","0","20","96","68","13","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41485","ZIP Code 28207","country:us/state:nc/zip:28207","28207","32","108","108","141","292","67","848","64","400","657","230","77","134","0","0","0","0","13","39","0","45","0","0","11","0","0","5","0","0","0","0","0","9","0","19","0","48","0","0","7"
"publicpolygonfeature:5:41486","ZIP Code 28208","country:us/state:nc/zip:28208","28208","24","831","715","294","903","1170","951","191","1818","2689","941","305","606","159","0","458","72","11","354","152","162","0","158","307","150","60","18","0","0","68","60","21","294","109","29","0","184","246","223","0"
"publicpolygonfeature:5:41488","ZIP Code 28168","country:us/state:nc/zip:28168","28168","129","331","692","140","514","309","60","103","325","891","378","112","73","0","0","134","38","0","75","0","0","0","34","115","0","0","42","0","0","0","0","0","0","0","0","0","17","0","0","0"
"publicpolygonfeature:5:41490","ZIP Code 28170","country:us/state:nc/zip:28170","28170","46","104","889","26","205","151","33","11","201","647","141","86","104","0","0","21","588","0","45","6","0","24","0","44","70","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41491","ZIP Code 28173","country:us/state:nc/zip:28173","28173","124","1395","1852","461","2381","697","3141","248","2179","4433","1504","716","888","0","0","95","202","0","392","10","145","43","126","346","316","64","475","0","0","0","0","0","0","12","41","0","0","19","0","11"
"publicpolygonfeature:5:41492","ZIP Code 28174","country:us/state:nc/zip:28174","28174","14","282","400","52","220","190","178","25","106","912","367","33","76","20","11","199","43","0","135","36","0","0","0","251","31","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41493","ZIP Code 28202","country:us/state:nc/zip:28202","28202","26","388","425","212","527","435","540","10","574","983","270","95","249","0","19","10","66","0","42","20","9","0","121","46","22","0","46","0","0","0","13","0","90","0","17","0","0","25","9","0"
"publicpolygonfeature:5:41494","ZIP Code 28203","country:us/state:nc/zip:28203","28203","59","149","369","230","530","391","2105","206","1537","1620","531","131","300","45","0","0","10","0","11","0","124","0","9","108","113","0","0","12","0","16","67","0","24","19","388","0","148","81","72","0"
"publicpolygonfeature:5:41495","ZIP Code 28214","country:us/state:nc/zip:28214","28214","93","1094","1463","415","2074","1677","1368","182","1537","2425","1597","571","695","73","0","266","165","25","101","125","190","0","245","331","217","48","61","0","0","0","0","17","36","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41496","ZIP Code 28215","country:us/state:nc/zip:28215","28215","85","2090","1531","672","2595","1968","1468","46","2027","4631","1529","607","999","76","0","646","427","29","399","141","106","8","340","662","187","10","94","22","0","23","78","24","65","0","23","0","56","110","58","0"
"publicpolygonfeature:5:41497","ZIP Code 28216","country:us/state:nc/zip:28216","28216","71","1024","1227","543","2172","1243","966","290","1678","3521","1345","475","600","0","0","414","47","44","312","87","126","7","245","311","155","0","19","0","0","0","0","0","122","19","138","0","51","78","24","0"
"publicpolygonfeature:5:41498","ZIP Code 28217","country:us/state:nc/zip:28217","28217","0","1174","963","304","829","1190","874","267","1147","1750","604","270","818","0","0","979","339","20","352","196","145","29","412","147","361","0","130","0","0","0","42","37","28","81","116","0","38","6","135","0"
"publicpolygonfeature:5:41499","ZIP Code 28227","country:us/state:nc/zip:28227","28227","28","1804","1511","667","2967","1598","1749","361","1959","4431","1842","831","1132","2","60","691","208","20","420","329","65","0","359","463","399","8","199","0","0","0","14","0","21","11","7","0","53","0","12","0"
"publicpolygonfeature:5:41500","ZIP Code 28244","country:us/state:nc/zip:28244","28244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41501","ZIP Code 28262","country:us/state:nc/zip:28262","28262","0","569","822","96","1264","1491","1267","77","1511","2321","1108","543","944","21","0","104","127","68","116","51","140","43","111","535","125","42","41","0","29","18","12","0","32","0","36","0","66","21","0","0"
