"feature id","feature label","shid","geoid","Workers in Agriculture, Fishing, and Mining who Commute by Drive Alone (2020-2024)","Workers in Construction who Commute by Drive Alone (2020-2024)","Workers in Manufacturing who Commute by Drive Alone (2020-2024)","Workers in Wholesale Trade who Commute by Drive Alone (2020-2024)","Workers in Retail Trade who Commute by Drive Alone (2020-2024)","Workers in Transportation who Commute by Drive Alone (2020-2024)","Workers in Finance and Insurance who Commute by Drive Alone (2020-2024)","Workers in Information who Commute by Drive Alone (2020-2024)","Workers in Scientific and Professional who Commute by Drive Alone (2020-2024)","Workers in Education and Health Care who Commute by Drive Alone (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Drive Alone (2020-2024)","Workers in Public Administration who Commute by Drive Alone (2020-2024)","Workers in Other Services who Commute by Drive Alone (2020-2024)","Workers in Armed Forces who Commute by Drive Alone (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute by Drive Carpool (2020-2024)","Workers in Construction who Commute by Drive Carpool (2020-2024)","Workers in Manufacturing who Commute by Drive Carpool (2020-2024)","Workers in Wholesale Trade who Commute by Drive Carpool (2020-2024)","Workers in Retail Trade who Commute by Drive Carpool (2020-2024)","Workers in Transportation who Commute by Drive Carpool (2020-2024)","Workers in Finance and Insurance who Commute by Drive Carpool (2020-2024)","Workers in Information who Commute by Drive Carpool (2020-2024)","Workers in Scientific and Professional who Commute by Drive Carpool (2020-2024)","Workers in Education and Health Care who Commute by Drive Carpool (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Drive Carpool (2020-2024)","Workers in Public Administration who Commute by Drive Carpool (2020-2024)","Workers in Other Services who Commute by Drive Carpool (2020-2024)","Workers in Armed Forces who Commute by Drive Carpool (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute by Public Transit (2020-2024)","Workers in Construction who Commute by Public Transit (2020-2024)","Workers in Manufacturing who Commute by Public Transit (2020-2024)","Workers in Wholesale Trade who Commute by Public Transit (2020-2024)","Workers in Retail Trade who Commute by Public Transit (2020-2024)","Workers in Transportation who Commute by Public Transit (2020-2024)","Workers in Finance and Insurance who Commute by Public Transit (2020-2024)","Workers in Information who Commute by Public Transit (2020-2024)","Workers in Scientific and Professional who Commute by Public Transit (2020-2024)","Workers in Education and Health Care who Commute by Public Transit (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Public Transit (2020-2024)","Workers in Public Administration who Commute by Public Transit (2020-2024)"
"publicpolygonfeature:5:47565","ZIP Code 46031","country:us/state:in/zip:46031","46031","41","89","127","52","165","4","48","0","84","211","65","65","77","0","6","25","0","0","10","0","0","0","0","12","6","2","9","0","0","0","0","0","0","0","0","0","0","2","0","0"
"publicpolygonfeature:5:47566","ZIP Code 46032","country:us/state:in/zip:46032","46032","59","615","1949","628","1651","736","2193","313","2481","5187","1181","531","603","14","0","64","108","25","93","52","37","0","57","251","251","0","52","0","0","0","0","0","0","0","0","0","5","0","8","0"
"publicpolygonfeature:5:47567","ZIP Code 46033","country:us/state:in/zip:46033","46033","11","687","1473","574","1245","478","1373","224","1936","4078","1104","246","534","84","0","46","79","16","125","28","7","0","135","281","290","11","42","0","0","0","0","0","0","0","0","0","0","5","0","0"
"publicpolygonfeature:5:47568","ZIP Code 46034","country:us/state:in/zip:46034","46034","52","281","284","29","244","52","191","0","404","828","215","167","358","0","0","25","17","0","0","0","0","0","0","42","0","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47569","ZIP Code 46035","country:us/state:in/zip:46035","46035","0","28","276","17","36","19","0","1","23","57","45","18","26","0","0","0","8","0","7","2","0","0","0","5","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47571","ZIP Code 46036","country:us/state:in/zip:46036","46036","124","295","1296","0","504","175","111","35","175","953","222","226","112","25","0","56","215","23","80","36","21","18","17","212","52","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47572","ZIP Code 46037","country:us/state:in/zip:46037","46037","59","846","1515","618","1577","811","2055","285","1658","4519","809","476","617","234","0","39","68","12","342","89","65","0","132","274","11","68","135","14","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47573","ZIP Code 46038","country:us/state:in/zip:46038","46038","48","550","1331","317","1858","643","1725","150","2277","4633","1826","651","527","103","14","198","186","61","269","8","82","0","74","383","283","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47575","ZIP Code 46040","country:us/state:in/zip:46040","46040","9","584","841","249","472","224","418","68","510","1593","526","85","411","0","0","134","83","23","141","0","0","0","5","42","150","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47577","ZIP Code 46044","country:us/state:in/zip:46044","46044","45","127","240","10","109","76","86","5","17","245","42","36","25","0","0","7","18","5","30","0","0","6","0","3","14","6","25","0","0","0","0","0","15","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47578","ZIP Code 46045","country:us/state:in/zip:46045","46045","0","5","43","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47579","ZIP Code 46047","country:us/state:in/zip:46047","46047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47580","ZIP Code 46048","country:us/state:in/zip:46048","46048","4","72","74","9","76","36","48","6","23","161","55","39","23","0","0","5","5","6","0","3","0","0","0","9","65","4","0","0","0","0","0","0","15","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47581","ZIP Code 46049","country:us/state:in/zip:46049","46049","16","14","54","12","20","9","27","10","28","43","1","28","0","0","0","3","12","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47582","ZIP Code 46278","country:us/state:in/zip:46278","46278","5","78","727","3","214","162","292","0","406","958","232","135","120","0","0","0","31","0","17","5","10","0","16","0","52","18","24","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47583","ZIP Code 46050","country:us/state:in/zip:46050","46050","7","84","179","15","56","27","48","23","46","168","40","42","35","0","0","14","0","0","32","12","0","0","2","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47584","ZIP Code 46051","country:us/state:in/zip:46051","46051","0","142","99","4","157","81","104","12","140","307","55","39","43","0","0","15","4","0","10","6","7","0","8","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47585","ZIP Code 46052","country:us/state:in/zip:46052","46052","179","600","1138","217","1192","999","343","68","568","2395","1157","220","413","0","54","124","79","13","169","19","27","34","62","185","235","0","57","0","0","0","10","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47587","ZIP Code 46055","country:us/state:in/zip:46055","46055","0","243","632","89","768","638","687","0","533","1665","282","286","256","16","0","94","0","21","21","61","0","0","0","224","93","0","28","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47588","ZIP Code 46056","country:us/state:in/zip:46056","46056","0","89","103","10","72","43","19","45","60","110","138","81","24","0","0","15","41","0","40","1","3","0","2","21","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47591","ZIP Code 46060","country:us/state:in/zip:46060","46060","69","1487","1891","293","1870","925","954","149","1880","4989","1314","648","1307","74","0","278","166","68","344","57","24","0","144","403","267","0","85","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47593","ZIP Code 46062","country:us/state:in/zip:46062","46062","225","924","1876","319","1708","597","1084","241","1781","4434","1426","774","854","24","0","0","220","71","68","71","76","14","37","427","397","36","93","8","0","0","0","0","16","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47594","ZIP Code 46063","country:us/state:in/zip:46063","46063","3","4","9","0","8","0","0","0","4","19","2","4","2","0","0","0","6","0","2","1","0","0","0","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47595","ZIP Code 46064","country:us/state:in/zip:46064","46064","38","778","705","92","525","316","310","135","517","1422","519","118","213","0","0","64","16","0","9","124","0","0","21","131","22","4","14","0","0","0","0","0","0","0","0","0","0","7","0","0"
"publicpolygonfeature:5:47597","ZIP Code 46068","country:us/state:in/zip:46068","46068","33","79","203","13","72","85","72","18","90","203","105","40","63","0","0","2","0","0","4","20","4","0","0","83","3","0","15","0","0","0","0","0","0","2","0","0","0","0","0","0"
"publicpolygonfeature:5:47598","ZIP Code 46069","country:us/state:in/zip:46069","46069","33","320","461","89","216","223","76","0","259","601","204","43","311","0","0","74","15","52","49","74","26","0","39","174","76","20","35","0","0","0","0","0","11","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47599","ZIP Code 46070","country:us/state:in/zip:46070","46070","3","54","202","2","82","31","15","12","36","155","22","10","145","2","0","10","22","0","0","0","0","0","0","16","10","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47600","ZIP Code 46071","country:us/state:in/zip:46071","46071","23","80","189","34","124","104","53","19","27","241","80","40","43","0","2","0","29","0","2","0","15","0","13","27","7","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"publicpolygonfeature:5:47601","ZIP Code 46072","country:us/state:in/zip:46072","46072","96","208","511","63","298","218","54","32","217","748","117","280","267","0","0","18","216","0","14","0","0","0","19","79","0","98","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47602","ZIP Code 46074","country:us/state:in/zip:46074","46074","139","966","2062","555","2214","837","1436","65","1752","5169","1170","265","570","50","118","101","148","0","633","32","67","11","159","437","115","0","145","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47603","ZIP Code 46075","country:us/state:in/zip:46075","46075","43","237","338","63","460","195","221","23","356","1403","354","215","127","0","0","45","32","14","73","26","13","0","56","0","60","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47604","ZIP Code 46076","country:us/state:in/zip:46076","46076","10","28","279","9","66","30","30","7","24","92","21","86","16","0","0","3","2","3","0","5","5","0","1","11","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47605","ZIP Code 46077","country:us/state:in/zip:46077","46077","125","809","1685","230","1160","562","941","120","1243","3873","771","453","588","0","0","18","40","0","90","110","83","0","16","219","58","12","9","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47606","ZIP Code 46103","country:us/state:in/zip:46103","46103","0","19","15","6","29","11","3","0","8","27","13","12","11","0","0","2","28","0","8","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47610","ZIP Code 46106","country:us/state:in/zip:46106","46106","63","331","705","67","265","148","109","25","233","847","166","143","201","30","0","0","14","0","53","35","0","0","0","118","0","16","15","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47611","ZIP Code 46107","country:us/state:in/zip:46107","46107","0","481","471","81","838","414","253","23","418","1001","280","352","349","0","0","30","44","0","148","0","17","0","7","113","124","28","13","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47612","ZIP Code 46110","country:us/state:in/zip:46110","46110","0","38","78","0","0","0","0","0","18","59","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47613","ZIP Code 46111","country:us/state:in/zip:46111","46111","0","20","57","25","74","0","0","0","1","57","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47614","ZIP Code 46118","country:us/state:in/zip:46118","46118","14","356","301","20","97","114","104","2","208","269","64","93","39","0","54","32","19","4","99","1","0","0","5","26","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47615","ZIP Code 46112","country:us/state:in/zip:46112","46112","67","1078","2041","345","1842","1409","854","89","1756","5333","1239","649","741","0","0","78","58","54","137","25","38","19","386","469","209","0","99","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47616","ZIP Code 46113","country:us/state:in/zip:46113","46113","108","310","732","116","916","1441","190","9","504","1789","201","241","286","34","0","89","128","78","352","164","85","0","134","131","55","0","12","32","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47618","ZIP Code 46117","country:us/state:in/zip:46117","46117","0","37","17","0","21","21","18","0","0","65","0","25","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47619","ZIP Code 46280","country:us/state:in/zip:46280","46280","0","221","340","140","312","120","84","36","472","720","450","33","211","0","0","48","22","0","17","0","6","0","49","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47621","ZIP Code 46124","country:us/state:in/zip:46124","46124","47","157","658","0","204","112","205","13","163","411","378","90","108","16","0","0","79","10","62","24","0","0","0","54","79","24","28","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47622","ZIP Code 46121","country:us/state:in/zip:46121","46121","81","189","483","65","166","196","170","33","202","490","54","146","76","0","0","19","69","0","31","3","0","0","0","30","3","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47623","ZIP Code 46122","country:us/state:in/zip:46122","46122","45","917","1074","161","592","603","425","46","596","1674","292","584","289","21","0","191","0","0","37","27","0","0","0","313","67","47","30","28","10","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47624","ZIP Code 46123","country:us/state:in/zip:46123","46123","9","684","2582","511","1908","2169","1009","266","1665","4349","1062","701","703","97","0","66","106","0","450","190","70","0","45","309","205","93","99","0","0","15","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47625","ZIP Code 46125","country:us/state:in/zip:46125","46125","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47626","ZIP Code 46290","country:us/state:in/zip:46290","46290","0","0","10","0","0","0","0","0","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47627","ZIP Code 46126","country:us/state:in/zip:46126","46126","33","136","159","34","79","79","2","39","191","434","197","61","53","0","0","0","32","0","7","0","0","0","22","8","17","0","42","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47630","ZIP Code 46142","country:us/state:in/zip:46142","46142","104","1030","1451","331","1875","1041","1065","254","1147","3691","965","499","640","0","0","6","67","22","235","141","74","0","81","520","145","0","74","0","0","0","1","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47631","ZIP Code 46130","country:us/state:in/zip:46130","46130","17","131","166","0","43","83","32","13","68","310","86","102","74","0","0","0","31","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47632","ZIP Code 46131","country:us/state:in/zip:46131","46131","244","918","1575","259","1713","964","444","105","1107","3435","726","639","660","155","12","53","78","43","184","16","46","0","249","373","75","75","120","0","0","0","0","0","0","1","0","0","0","30","0","0"
"publicpolygonfeature:5:47634","ZIP Code 46149","country:us/state:in/zip:46149","46149","7","58","172","30","16","32","41","12","83","145","35","3","137","0","0","0","0","0","16","0","0","0","13","50","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47638","ZIP Code 46140","country:us/state:in/zip:46140","46140","173","1792","2393","474","2090","1302","904","275","1618","3747","1518","668","640","92","0","170","327","0","193","96","57","0","167","425","252","95","60","0","0","0","0","0","0","0","0","0","0","0","3","0"
"publicpolygonfeature:5:47639","ZIP Code 46143","country:us/state:in/zip:46143","46143","107","2025","3147","383","3054","1978","1121","191","2329","6596","1106","928","1067","184","0","132","197","108","313","69","48","32","212","560","306","9","20","0","0","0","0","0","0","0","0","0","0","108","31","0"
"publicpolygonfeature:5:47640","ZIP Code 46144","country:us/state:in/zip:46144","46144","0","0","12","0","13","43","23","0","0","9","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47642","ZIP Code 46147","country:us/state:in/zip:46147","46147","60","50","182","18","47","46","89","0","74","243","94","51","63","0","0","7","2","0","1","0","0","0","2","24","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47644","ZIP Code 46157","country:us/state:in/zip:46157","46157","71","238","153","31","238","235","81","2","77","304","67","74","47","9","0","27","17","0","19","14","46","0","7","17","7","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47645","ZIP Code 46158","country:us/state:in/zip:46158","46158","35","913","1340","245","712","1345","450","92","512","2144","537","268","401","13","0","65","84","91","33","26","8","0","85","172","77","6","50","0","0","0","0","0","15","0","0","0","13","0","0","0"
"publicpolygonfeature:5:47647","ZIP Code 46160","country:us/state:in/zip:46160","46160","9","368","292","3","332","168","192","15","142","502","86","113","118","0","0","20","0","6","0","0","0","0","3","92","0","16","26","0","0","0","15","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47648","ZIP Code 46161","country:us/state:in/zip:46161","46161","28","91","199","38","50","81","15","32","92","152","51","33","43","0","0","15","9","3","0","0","0","0","6","49","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47649","ZIP Code 46162","country:us/state:in/zip:46162","46162","0","0","27","0","10","0","10","17","15","0","24","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47650","ZIP Code 46163","country:us/state:in/zip:46163","46163","13","353","933","210","654","219","358","91","516","1329","292","479","231","11","0","34","83","0","0","16","35","0","21","77","22","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47651","ZIP Code 46164","country:us/state:in/zip:46164","46164","29","260","336","29","225","107","48","15","82","286","112","79","150","0","0","13","22","0","13","3","0","0","0","7","10","3","0","0","0","0","0","0","0","0","0","0","3","0","0","0"
"publicpolygonfeature:5:47652","ZIP Code 46165","country:us/state:in/zip:46165","46165","48","93","91","18","71","27","7","0","62","170","16","28","41","0","0","10","0","0","39","0","0","0","27","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47653","ZIP Code 46166","country:us/state:in/zip:46166","46166","39","202","139","21","113","135","52","6","80","171","16","56","89","43","0","3","27","0","4","3","5","0","25","34","21","4","12","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47654","ZIP Code 46167","country:us/state:in/zip:46167","46167","42","177","632","84","140","211","130","26","163","628","174","7","85","0","0","9","29","9","0","0","0","0","49","149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47655","ZIP Code 46182","country:us/state:in/zip:46182","46182","27","72","133","17","26","49","0","0","27","246","29","19","63","0","0","0","90","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47656","ZIP Code 46168","country:us/state:in/zip:46168","46168","33","755","1443","186","1626","2081","650","127","1302","3121","1001","635","625","34","0","14","151","14","63","265","28","8","107","387","21","31","94","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47659","ZIP Code 46183","country:us/state:in/zip:46183","46183","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47660","ZIP Code 46184","country:us/state:in/zip:46184","46184","35","697","520","85","551","485","187","110","387","1427","352","285","236","0","0","11","0","25","58","0","0","0","74","106","161","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47664","ZIP Code 46186","country:us/state:in/zip:46186","46186","23","36","54","37","69","75","19","6","38","113","16","40","41","0","0","0","10","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47665","ZIP Code 46201","country:us/state:in/zip:46201","46201","27","1093","993","267","937","841","331","121","937","2565","1152","456","470","0","11","336","201","18","60","95","52","6","197","188","263","59","47","0","0","13","53","0","213","49","0","0","50","82","96","0"
"publicpolygonfeature:5:47666","ZIP Code 46176","country:us/state:in/zip:46176","46176","87","581","2899","240","952","610","274","37","724","2126","1206","227","845","18","28","79","273","0","167","39","24","11","88","199","189","0","33","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47667","ZIP Code 46180","country:us/state:in/zip:46180","46180","4","20","61","2","37","51","22","2","56","54","27","8","2","0","0","0","0","0","0","1","0","2","0","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47668","ZIP Code 46181","country:us/state:in/zip:46181","46181","17","178","269","35","130","52","20","77","42","448","97","139","107","6","0","10","22","0","24","4","7","0","4","30","6","17","0","0","0","0","0","0","0","0","0","0","8","0","0","0"
"publicpolygonfeature:5:47669","ZIP Code 46229","country:us/state:in/zip:46229","46229","49","611","1417","231","1755","1103","345","128","1022","2532","559","332","284","13","0","29","163","14","231","84","0","0","123","123","110","74","33","0","0","0","48","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47670","ZIP Code 46202","country:us/state:in/zip:46202","46202","0","194","494","106","636","285","528","71","738","1996","892","369","243","3","0","62","95","33","36","0","29","14","33","152","97","35","33","0","0","0","47","15","104","19","50","0","67","92","89","30"
"publicpolygonfeature:5:47671","ZIP Code 46203","country:us/state:in/zip:46203","46203","19","1270","1079","310","1310","928","990","126","1587","2837","1169","663","666","25","0","370","253","81","145","139","1","35","223","404","221","31","38","0","0","11","26","0","0","21","24","0","57","136","37","0"
"publicpolygonfeature:5:47672","ZIP Code 46204","country:us/state:in/zip:46204","46204","9","302","626","50","152","249","143","108","571","1027","237","368","161","0","0","0","0","0","30","0","0","0","31","28","0","0","0","0","0","0","27","0","0","12","0","0","53","0","23","0"
"publicpolygonfeature:5:47673","ZIP Code 46205","country:us/state:in/zip:46205","46205","22","818","910","171","1089","553","773","176","1371","3005","817","730","398","0","0","49","50","0","60","63","9","0","51","219","199","47","1","0","0","0","0","0","55","35","19","0","91","75","169","3"
