"feature id","feature label","shid","geoid","Workers in Agriculture, Fishing, and Mining who Commute by Drive Alone (2020-2024)","Workers in Construction who Commute by Drive Alone (2020-2024)","Workers in Manufacturing who Commute by Drive Alone (2020-2024)","Workers in Wholesale Trade who Commute by Drive Alone (2020-2024)","Workers in Retail Trade who Commute by Drive Alone (2020-2024)","Workers in Transportation who Commute by Drive Alone (2020-2024)","Workers in Finance and Insurance who Commute by Drive Alone (2020-2024)","Workers in Information who Commute by Drive Alone (2020-2024)","Workers in Scientific and Professional who Commute by Drive Alone (2020-2024)","Workers in Education and Health Care who Commute by Drive Alone (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Drive Alone (2020-2024)","Workers in Public Administration who Commute by Drive Alone (2020-2024)","Workers in Other Services who Commute by Drive Alone (2020-2024)","Workers in Armed Forces who Commute by Drive Alone (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute by Drive Carpool (2020-2024)","Workers in Construction who Commute by Drive Carpool (2020-2024)","Workers in Manufacturing who Commute by Drive Carpool (2020-2024)","Workers in Wholesale Trade who Commute by Drive Carpool (2020-2024)","Workers in Retail Trade who Commute by Drive Carpool (2020-2024)","Workers in Transportation who Commute by Drive Carpool (2020-2024)","Workers in Finance and Insurance who Commute by Drive Carpool (2020-2024)","Workers in Information who Commute by Drive Carpool (2020-2024)","Workers in Scientific and Professional who Commute by Drive Carpool (2020-2024)","Workers in Education and Health Care who Commute by Drive Carpool (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Drive Carpool (2020-2024)","Workers in Public Administration who Commute by Drive Carpool (2020-2024)","Workers in Other Services who Commute by Drive Carpool (2020-2024)","Workers in Armed Forces who Commute by Drive Carpool (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute by Public Transit (2020-2024)","Workers in Construction who Commute by Public Transit (2020-2024)","Workers in Manufacturing who Commute by Public Transit (2020-2024)","Workers in Wholesale Trade who Commute by Public Transit (2020-2024)","Workers in Retail Trade who Commute by Public Transit (2020-2024)","Workers in Transportation who Commute by Public Transit (2020-2024)","Workers in Finance and Insurance who Commute by Public Transit (2020-2024)","Workers in Information who Commute by Public Transit (2020-2024)","Workers in Scientific and Professional who Commute by Public Transit (2020-2024)","Workers in Education and Health Care who Commute by Public Transit (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Public Transit (2020-2024)","Workers in Public Administration who Commute by Public Transit (2020-2024)"
"publicpolygonfeature:5:42694","ZIP Code 32817","country:us/state:fl/zip:32817","32817","0","646","744","441","1797","869","656","166","1493","3168","2705","631","685","23","56","331","63","10","212","51","93","37","189","338","280","14","0","0","0","38","9","0","7","0","0","0","6","86","26","11"
"publicpolygonfeature:5:42739","ZIP Code 32818","country:us/state:fl/zip:32818","32818","30","928","557","185","2341","1958","692","180","1851","4490","3647","621","1224","15","0","118","80","74","408","359","89","0","193","906","537","194","144","0","0","104","37","0","75","83","12","55","171","251","548","0"
"publicpolygonfeature:5:42754","ZIP Code 32819","country:us/state:fl/zip:32819","32819","13","651","604","262","1098","806","364","98","1128","2056","3569","192","310","25","0","96","93","28","43","32","65","0","124","192","291","19","102","0","0","0","0","0","0","0","0","0","37","0","43","21"
"publicpolygonfeature:5:42764","ZIP Code 32820","country:us/state:fl/zip:32820","32820","0","153","222","0","234","188","87","0","241","1206","601","607","72","0","0","448","30","0","6","0","0","0","26","174","13","0","54","0","0","0","0","0","0","0","0","0","0","0","19","0"
"publicpolygonfeature:5:42777","ZIP Code 32821","country:us/state:fl/zip:32821","32821","11","591","404","0","1690","647","220","121","1289","1383","3298","248","391","0","0","40","153","146","209","46","4","31","286","273","465","18","85","0","33","0","0","0","7","0","0","0","0","0","0","0"
"publicpolygonfeature:5:42802","ZIP Code 32822","country:us/state:fl/zip:32822","32822","51","1814","1211","407","2895","2945","1285","386","2779","4888","2917","720","2241","0","0","311","0","194","581","376","195","20","309","1057","571","31","153","0","0","14","69","0","118","66","0","0","31","25","116","0"
"publicpolygonfeature:5:42808","ZIP Code 32824","country:us/state:fl/zip:32824","32824","147","1268","975","636","2589","1947","847","112","3724","3918","3825","828","1025","0","0","169","152","178","484","161","223","0","490","674","500","49","171","0","0","161","0","4","0","41","58","0","93","12","12","46"
"publicpolygonfeature:5:42878","ZIP Code 32825","country:us/state:fl/zip:32825","32825","98","1389","1975","394","2786","1678","896","458","2773","5505","3387","650","1647","109","0","157","206","53","528","330","55","41","142","743","423","164","192","0","0","0","0","0","0","14","59","0","11","27","88","0"
"publicpolygonfeature:5:42906","ZIP Code 32826","country:us/state:fl/zip:32826","32826","13","423","714","172","855","496","496","49","1146","2746","2247","344","289","0","0","64","41","12","90","21","27","16","85","85","186","11","168","0","0","0","0","0","24","0","0","0","6","106","20","0"
"publicpolygonfeature:5:42986","ZIP Code 32827","country:us/state:fl/zip:32827","32827","0","415","140","138","638","715","295","34","939","1869","563","307","19","86","0","0","0","47","0","0","50","10","53","432","0","0","0","0","0","0","0","0","0","0","42","0","0","0","0","0"
"publicpolygonfeature:5:43058","ZIP Code 32828","country:us/state:fl/zip:32828","32828","0","1140","1802","399","2658","1652","1529","613","3439","6421","2706","989","1589","107","0","148","90","84","263","220","43","0","586","420","553","26","63","0","0","0","0","0","0","0","0","0","5","0","0","0"
"publicpolygonfeature:5:43065","ZIP Code 32829","country:us/state:fl/zip:32829","32829","4","523","322","203","863","1004","613","211","668","1920","865","545","430","0","0","0","37","20","218","120","205","0","129","192","71","90","196","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43100","ZIP Code 32830","country:us/state:fl/zip:32830","32830","0","0","51","0","0","1","0","0","68","47","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43105","ZIP Code 32831","country:us/state:fl/zip:32831","32831","0","0","17","0","0","0","0","0","0","7","6","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43116","ZIP Code 32832","country:us/state:fl/zip:32832","32832","27","554","938","233","1603","1767","1184","208","1617","3021","1875","838","940","27","0","16","53","0","86","62","29","38","540","211","232","177","464","0","0","0","0","0","0","0","0","0","0","32","0","0"
"publicpolygonfeature:5:43119","ZIP Code 32833","country:us/state:fl/zip:32833","32833","0","453","308","57","448","555","187","32","244","758","206","92","153","0","0","131","15","0","41","25","10","13","0","119","37","26","14","0","0","0","0","0","8","0","0","0","112","0","0","0"
"publicpolygonfeature:5:43128","ZIP Code 32835","country:us/state:fl/zip:32835","32835","116","1324","458","394","1660","1108","833","236","2499","3376","3663","473","711","0","0","376","65","274","140","130","67","14","940","517","696","38","152","0","0","0","0","0","145","22","0","0","29","222","141","0"
"publicpolygonfeature:5:43161","ZIP Code 32836","country:us/state:fl/zip:32836","32836","0","425","503","120","721","279","287","53","1022","1414","2340","78","172","0","0","18","41","0","24","104","137","0","76","215","327","0","81","0","0","0","0","69","0","0","0","0","0","0","10","0"
"publicpolygonfeature:5:43165","ZIP Code 32837","country:us/state:fl/zip:32837","32837","59","1262","911","171","3375","1448","1079","319","1520","3055","4187","593","824","16","50","241","30","91","324","491","157","49","381","283","746","82","142","0","0","0","0","0","61","0","0","0","17","30","36","0"
"publicpolygonfeature:5:43169","ZIP Code 32839","country:us/state:fl/zip:32839","32839","203","1270","782","284","2523","1976","840","134","2389","2742","4609","411","642","102","0","434","108","0","305","126","39","0","348","613","629","51","194","0","0","34","19","0","139","53","46","18","170","106","490","0"
"publicpolygonfeature:5:43226","ZIP Code 32102","country:us/state:fl/zip:32102","32102","0","132","89","40","23","99","21","15","122","50","90","0","60","0","0","33","10","0","0","0","0","0","0","70","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43249","ZIP Code 32159","country:us/state:fl/zip:32159","32159","47","436","153","105","1501","273","260","98","658","1389","445","155","406","0","0","148","0","3","212","33","0","0","121","212","158","0","27","0","0","0","0","0","20","0","0","0","0","3","0","0"
"publicpolygonfeature:5:43412","ZIP Code 32714","country:us/state:fl/zip:32714","32714","0","1179","811","663","1605","1281","1165","334","1772","3260","1610","527","617","18","19","258","33","0","150","20","63","0","365","708","325","118","141","0","0","43","0","0","0","0","0","0","26","22","23","0"
"publicpolygonfeature:5:43419","ZIP Code 32701","country:us/state:fl/zip:32701","32701","0","536","209","206","1480","843","573","85","1351","2695","1047","286","346","0","2","22","12","0","57","44","36","4","80","105","138","32","20","0","0","0","0","0","37","0","0","25","0","0","12","0"
"publicpolygonfeature:5:43422","ZIP Code 32702","country:us/state:fl/zip:32702","32702","0","245","0","0","87","45","99","6","49","54","23","11","51","0","0","17","0","0","0","0","17","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43444","ZIP Code 32703","country:us/state:fl/zip:32703","32703","411","2082","1372","722","3156","957","1111","267","1564","5237","2356","976","670","74","0","594","126","34","277","106","90","0","393","703","295","62","226","0","1","0","0","0","0","0","21","0","35","28","0","0"
"publicpolygonfeature:5:43445","ZIP Code 32707","country:us/state:fl/zip:32707","32707","0","1233","662","269","1520","651","907","181","2139","3466","2000","401","735","45","26","231","187","0","217","14","64","0","104","415","324","17","162","0","0","25","0","0","12","0","0","0","19","12","10","0"
"publicpolygonfeature:5:43446","ZIP Code 32708","country:us/state:fl/zip:32708","32708","24","1576","699","578","1751","1297","963","210","1957","4777","2131","500","643","93","0","0","121","0","266","120","81","21","224","408","214","44","84","0","0","12","0","0","59","0","0","0","0","103","0","0"
"publicpolygonfeature:5:43447","ZIP Code 32735","country:us/state:fl/zip:32735","32735","0","169","124","57","325","56","15","7","147","415","124","82","92","0","0","14","0","0","0","40","19","0","65","77","41","0","83","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43448","ZIP Code 32709","country:us/state:fl/zip:32709","32709","23","134","55","19","0","97","48","16","61","126","21","38","29","0","0","32","0","0","0","0","0","0","0","8","11","0","39","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43449","ZIP Code 32712","country:us/state:fl/zip:32712","32712","49","1945","775","607","1707","923","917","445","2173","4069","1644","539","1067","4","59","247","241","0","160","26","33","25","290","253","112","34","101","0","0","0","0","0","0","0","51","0","0","3","0","0"
"publicpolygonfeature:5:43451","ZIP Code 32720","country:us/state:fl/zip:32720","32720","103","1092","441","242","1215","774","835","115","1018","1954","1706","616","390","143","15","282","251","8","433","86","81","31","136","390","315","63","164","0","0","0","0","0","0","0","0","0","0","0","7","0"
"publicpolygonfeature:5:43453","ZIP Code 32726","country:us/state:fl/zip:32726","32726","62","888","337","152","961","168","798","68","564","2237","840","705","590","12","16","56","28","34","314","165","0","7","162","253","159","0","92","0","0","0","0","0","0","9","0","0","0","0","19","0"
"publicpolygonfeature:5:43454","ZIP Code 32730","country:us/state:fl/zip:32730","32730","36","233","66","87","264","60","50","11","363","777","395","50","82","0","0","95","108","0","28","91","11","0","12","83","22","0","20","30","0","0","0","0","0","0","11","0","0","0","27","0"
"publicpolygonfeature:5:43455","ZIP Code 32732","country:us/state:fl/zip:32732","32732","18","258","41","0","88","60","104","24","287","448","53","82","91","0","0","114","0","0","0","14","0","20","32","55","96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43456","ZIP Code 32736","country:us/state:fl/zip:32736","32736","112","773","285","135","333","233","267","16","385","1104","422","362","144","0","0","107","10","29","44","45","23","0","0","69","178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43457","ZIP Code 32751","country:us/state:fl/zip:32751","32751","28","690","345","172","837","319","706","238","1569","2275","1046","287","183","0","0","9","21","22","98","10","4","0","40","226","110","27","18","0","0","0","0","0","0","0","0","0","0","0","17","0"
"publicpolygonfeature:5:43460","ZIP Code 32746","country:us/state:fl/zip:32746","32746","48","1059","966","597","1768","751","1022","293","2366","3451","2070","336","1139","10","0","56","42","0","336","63","201","0","122","403","98","0","63","0","0","0","53","0","0","0","0","0","30","12","6","14"
"publicpolygonfeature:5:43461","ZIP Code 32750","country:us/state:fl/zip:32750","32750","22","636","560","181","1072","1015","831","111","1245","1998","701","464","439","5","0","137","42","22","114","43","103","0","95","91","44","57","51","7","0","0","0","0","0","0","0","0","0","10","0","0"
"publicpolygonfeature:5:43463","ZIP Code 32757","country:us/state:fl/zip:32757","32757","179","715","412","236","1116","391","612","351","1513","2552","614","410","437","22","30","298","10","0","103","47","62","21","30","282","195","88","43","0","2","0","2","0","0","0","0","0","16","19","0","0"
"publicpolygonfeature:5:43466","ZIP Code 32765","country:us/state:fl/zip:32765","32765","50","1463","897","303","2471","1336","1197","298","3477","4937","3450","994","681","33","0","171","85","145","242","174","55","37","223","480","280","108","43","0","0","0","0","0","0","0","0","0","11","0","0","0"
"publicpolygonfeature:5:43467","ZIP Code 32766","country:us/state:fl/zip:32766","32766","25","457","338","101","435","272","327","81","634","1422","357","227","287","22","0","70","4","26","23","53","42","0","25","172","126","20","18","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43468","ZIP Code 32767","country:us/state:fl/zip:32767","32767","0","141","57","39","217","61","43","19","130","160","104","30","15","0","0","23","0","0","23","0","0","0","0","57","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43470","ZIP Code 32771","country:us/state:fl/zip:32771","32771","60","1286","1177","926","2022","1571","1822","277","3159","4513","1986","1171","644","44","46","557","64","41","219","218","275","0","471","746","308","12","141","11","0","29","0","154","9","4","0","0","4","26","78","9"
"publicpolygonfeature:5:43471","ZIP Code 32773","country:us/state:fl/zip:32773","32773","0","1153","724","330","1735","968","437","126","1439","2525","1397","378","463","0","0","271","0","127","138","119","0","59","269","133","42","10","123","0","0","0","0","46","0","0","0","0","13","19","36","0"
"publicpolygonfeature:5:43472","ZIP Code 32776","country:us/state:fl/zip:32776","32776","59","268","236","86","596","323","421","20","288","1169","518","671","74","0","54","52","0","0","88","0","0","0","39","143","120","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43473","ZIP Code 32778","country:us/state:fl/zip:32778","32778","71","603","311","175","714","366","475","96","970","2072","688","362","126","0","155","181","78","0","116","0","9","0","23","286","128","87","27","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43474","ZIP Code 32779","country:us/state:fl/zip:32779","32779","19","737","494","155","842","349","832","68","1532","2423","881","622","506","20","0","104","39","107","68","82","58","40","25","94","37","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43476","ZIP Code 32784","country:us/state:fl/zip:32784","32784","88","624","131","12","410","259","135","13","274","557","308","304","77","0","0","83","28","0","0","11","16","0","33","20","105","0","112","0","0","0","0","0","2","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43477","ZIP Code 32789","country:us/state:fl/zip:32789","32789","4","545","317","182","890","345","1081","200","1699","2258","800","144","235","14","0","27","21","0","36","16","28","20","145","75","79","0","22","0","0","0","0","0","0","0","5","0","0","10","27","0"
"publicpolygonfeature:5:43478","ZIP Code 32792","country:us/state:fl/zip:32792","32792","18","1201","702","613","1977","1014","1323","256","2799","4150","3433","474","910","0","0","361","121","96","818","78","173","0","90","425","285","5","90","0","0","0","0","0","32","0","0","0","76","11","56","0"
"publicpolygonfeature:5:43626","ZIP Code 33848","country:us/state:fl/zip:33848","33848","0","0","61","14","57","0","0","0","0","89","72","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0"
"publicpolygonfeature:5:43644","ZIP Code 33896","country:us/state:fl/zip:33896","33896","14","571","571","140","896","646","407","40","1151","1378","3428","158","467","0","0","0","30","0","60","80","97","52","131","288","448","0","0","0","0","0","21","0","91","0","27","0","0","0","0","0"
"publicpolygonfeature:5:43785","ZIP Code 34705","country:us/state:fl/zip:34705","34705","18","192","58","34","126","30","50","7","130","196","59","31","41","0","0","9","9","0","10","7","0","10","14","7","13","0","6","0","0","0","0","0","0","0","0","0","6","0","0","0"
"publicpolygonfeature:5:43786","ZIP Code 34711","country:us/state:fl/zip:34711","34711","51","1621","734","621","3228","1180","1181","540","1797","5312","3975","1206","1044","0","11","164","109","30","320","77","87","6","138","488","242","47","58","0","0","0","0","0","0","0","0","0","0","15","0","0"
"publicpolygonfeature:5:43787","ZIP Code 34714","country:us/state:fl/zip:34714","34714","31","592","421","101","1376","248","341","69","979","1662","3669","318","284","0","0","56","0","0","100","26","40","0","57","185","1123","0","35","0","0","0","0","0","0","0","0","0","12","0","0","0"
"publicpolygonfeature:5:43788","ZIP Code 34715","country:us/state:fl/zip:34715","34715","24","909","577","225","1120","374","352","111","584","2071","1759","607","219","20","0","62","0","55","77","76","49","0","100","205","219","26","17","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43789","ZIP Code 34731","country:us/state:fl/zip:34731","34731","0","552","153","89","817","223","215","98","181","1060","375","210","166","0","0","50","0","0","104","90","0","0","146","31","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43790","ZIP Code 34734","country:us/state:fl/zip:34734","34734","0","216","30","14","53","52","37","47","309","302","141","11","100","0","0","0","0","0","75","0","62","0","50","0","189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43791","ZIP Code 34736","country:us/state:fl/zip:34736","34736","132","574","395","419","1465","552","241","101","766","3203","1610","312","696","138","20","173","0","35","203","62","22","0","0","91","40","265","128","0","0","0","0","0","0","0","0","0","0","28","0","0"
"publicpolygonfeature:5:43792","ZIP Code 34739","country:us/state:fl/zip:34739","34739","79","141","0","0","166","0","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43793","ZIP Code 34741","country:us/state:fl/zip:34741","34741","20","1779","797","295","2965","1793","530","177","2161","2558","3957","425","610","42","0","988","164","41","393","533","212","0","532","265","950","48","150","0","87","83","96","0","185","44","72","14","197","60","441","0"
"publicpolygonfeature:5:43794","ZIP Code 34743","country:us/state:fl/zip:34743","34743","58","1283","646","393","2120","1306","924","247","1461","2535","2713","406","671","17","0","219","87","64","447","708","61","0","252","934","321","0","81","0","0","0","0","0","0","16","79","28","0","24","0","29"
"publicpolygonfeature:5:43795","ZIP Code 34744","country:us/state:fl/zip:34744","34744","50","2865","1034","405","4111","2755","1499","239","2246","4425","3650","656","1022","38","76","465","390","215","595","255","182","0","317","484","436","399","649","0","0","0","9","0","75","0","0","0","20","25","25","32"
"publicpolygonfeature:5:43796","ZIP Code 34746","country:us/state:fl/zip:34746","34746","191","1307","701","421","2515","1580","821","34","2322","3459","4567","460","1208","28","0","530","52","178","610","187","142","0","545","676","655","210","143","0","0","0","38","19","2","0","0","0","72","35","176","0"
"publicpolygonfeature:5:43797","ZIP Code 34747","country:us/state:fl/zip:34747","34747","7","594","485","69","1203","328","688","291","1003","1177","4451","170","435","0","0","190","0","0","62","99","24","0","100","151","402","7","25","0","0","0","0","0","0","0","0","0","0","83","22","156"
"publicpolygonfeature:5:43798","ZIP Code 34748","country:us/state:fl/zip:34748","34748","152","969","561","41","1672","907","491","80","1066","2543","731","583","426","26","23","29","2","0","178","51","70","55","45","388","313","35","77","0","0","0","0","0","0","0","0","0","44","0","25","0"
"publicpolygonfeature:5:43799","ZIP Code 34753","country:us/state:fl/zip:34753","34753","14","776","166","35","470","105","14","13","305","777","246","242","43","10","0","0","0","0","86","27","0","0","28","8","91","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43800","ZIP Code 34759","country:us/state:fl/zip:34759","34759","9","1050","676","295","1466","1160","431","151","744","2098","2926","210","647","0","0","201","34","7","290","495","289","21","402","82","230","204","53","0","0","0","16","0","46","0","0","0","39","64","0","0"
"publicpolygonfeature:5:43801","ZIP Code 34760","country:us/state:fl/zip:34760","34760","0","44","33","0","40","0","14","0","42","37","22","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43802","ZIP Code 34761","country:us/state:fl/zip:34761","34761","27","1401","681","408","1963","698","876","524","2186","3560","2559","708","733","142","0","754","204","12","121","87","37","27","444","905","222","147","142","0","0","0","0","0","0","0","0","0","0","55","29","0"
"publicpolygonfeature:5:43803","ZIP Code 34762","country:us/state:fl/zip:34762","34762","0","0","53","0","0","0","0","0","21","7","45","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43804","ZIP Code 34769","country:us/state:fl/zip:34769","34769","0","930","804","369","1201","970","295","72","947","2461","1755","482","310","0","0","90","0","0","251","90","89","13","47","93","172","125","184","0","0","22","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43805","ZIP Code 34771","country:us/state:fl/zip:34771","34771","90","1082","1084","369","1818","1500","447","125","477","2890","1491","730","546","0","0","166","58","0","256","102","47","0","69","105","255","86","200","0","0","0","0","0","0","0","0","0","0","70","0","0"
