"feature id","feature label","shid","geoid","Workers in Agriculture, Fishing, and Mining who Commute by Drive Alone (2020-2024)","Workers in Construction who Commute by Drive Alone (2020-2024)","Workers in Manufacturing who Commute by Drive Alone (2020-2024)","Workers in Wholesale Trade who Commute by Drive Alone (2020-2024)","Workers in Retail Trade who Commute by Drive Alone (2020-2024)","Workers in Transportation who Commute by Drive Alone (2020-2024)","Workers in Finance and Insurance who Commute by Drive Alone (2020-2024)","Workers in Information who Commute by Drive Alone (2020-2024)","Workers in Scientific and Professional who Commute by Drive Alone (2020-2024)","Workers in Education and Health Care who Commute by Drive Alone (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Drive Alone (2020-2024)","Workers in Public Administration who Commute by Drive Alone (2020-2024)","Workers in Other Services who Commute by Drive Alone (2020-2024)","Workers in Armed Forces who Commute by Drive Alone (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute by Drive Carpool (2020-2024)","Workers in Construction who Commute by Drive Carpool (2020-2024)","Workers in Manufacturing who Commute by Drive Carpool (2020-2024)","Workers in Wholesale Trade who Commute by Drive Carpool (2020-2024)","Workers in Retail Trade who Commute by Drive Carpool (2020-2024)","Workers in Transportation who Commute by Drive Carpool (2020-2024)","Workers in Finance and Insurance who Commute by Drive Carpool (2020-2024)","Workers in Information who Commute by Drive Carpool (2020-2024)","Workers in Scientific and Professional who Commute by Drive Carpool (2020-2024)","Workers in Education and Health Care who Commute by Drive Carpool (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Drive Carpool (2020-2024)","Workers in Public Administration who Commute by Drive Carpool (2020-2024)","Workers in Other Services who Commute by Drive Carpool (2020-2024)","Workers in Armed Forces who Commute by Drive Carpool (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute by Public Transit (2020-2024)","Workers in Construction who Commute by Public Transit (2020-2024)","Workers in Manufacturing who Commute by Public Transit (2020-2024)","Workers in Wholesale Trade who Commute by Public Transit (2020-2024)","Workers in Retail Trade who Commute by Public Transit (2020-2024)","Workers in Transportation who Commute by Public Transit (2020-2024)","Workers in Finance and Insurance who Commute by Public Transit (2020-2024)","Workers in Information who Commute by Public Transit (2020-2024)","Workers in Scientific and Professional who Commute by Public Transit (2020-2024)","Workers in Education and Health Care who Commute by Public Transit (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Public Transit (2020-2024)","Workers in Public Administration who Commute by Public Transit (2020-2024)"
"publicpolygonfeature:5:45681","ZIP Code 40019","country:us/state:ky/zip:40019","40019","40","66","299","0","168","78","106","1","75","227","91","61","71","0","0","11","63","18","26","50","9","0","0","41","26","4","6","4","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45682","ZIP Code 40020","country:us/state:ky/zip:40020","40020","0","1","27","0","0","9","8","0","2","13","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45683","ZIP Code 40031","country:us/state:ky/zip:40031","40031","76","612","1343","83","1026","481","443","149","838","2055","807","384","369","0","5","11","24","0","113","51","137","0","113","512","137","31","61","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45684","ZIP Code 40036","country:us/state:ky/zip:40036","40036","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45686","ZIP Code 40228","country:us/state:ky/zip:40228","40228","0","255","1153","49","1020","686","526","47","577","1342","596","383","241","16","0","40","195","8","19","186","19","0","120","278","152","36","36","0","9","0","1","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45687","ZIP Code 40046","country:us/state:ky/zip:40046","40046","14","13","120","6","128","0","0","0","51","132","0","0","0","0","0","19","0","0","0","0","0","0","7","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45688","ZIP Code 40047","country:us/state:ky/zip:40047","40047","53","762","1560","248","1009","1091","418","63","724","2112","600","504","525","40","0","61","199","36","140","22","32","11","70","204","28","0","99","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45691","ZIP Code 40050","country:us/state:ky/zip:40050","40050","14","32","175","22","95","11","5","0","20","190","19","102","19","0","0","0","3","0","0","27","0","0","5","5","9","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45692","ZIP Code 40051","country:us/state:ky/zip:40051","40051","3","114","680","0","113","106","109","0","85","314","48","63","56","0","0","14","19","0","23","10","14","0","0","54","33","35","24","0","0","0","0","0","0","2","0","0","0","0","2","0"
"publicpolygonfeature:5:45693","ZIP Code 40057","country:us/state:ky/zip:40057","40057","26","112","249","32","256","41","22","17","172","232","39","57","54","0","13","35","10","12","6","10","31","0","0","47","1","16","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45694","ZIP Code 40058","country:us/state:ky/zip:40058","40058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45695","ZIP Code 40059","country:us/state:ky/zip:40059","40059","36","241","722","118","753","361","753","119","989","1606","423","155","336","14","0","54","76","6","102","58","27","0","90","217","26","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0"
"publicpolygonfeature:5:45699","ZIP Code 40068","country:us/state:ky/zip:40068","40068","50","96","173","9","145","74","39","34","14","93","58","39","67","0","0","71","11","0","14","2","0","0","0","12","69","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45700","ZIP Code 40065","country:us/state:ky/zip:40065","40065","111","731","2285","139","1698","910","798","93","719","2527","807","511","465","44","20","195","599","26","100","58","54","5","204","149","96","32","152","0","0","0","0","0","8","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45702","ZIP Code 40070","country:us/state:ky/zip:40070","40070","26","33","21","0","4","15","0","0","0","20","53","4","21","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45703","ZIP Code 40071","country:us/state:ky/zip:40071","40071","40","618","1122","144","626","594","245","32","434","1485","536","219","311","0","0","34","47","38","35","108","20","0","22","137","33","0","50","0","0","0","0","0","0","15","0","0","0","0","0","0"
"publicpolygonfeature:5:45704","ZIP Code 40075","country:us/state:ky/zip:40075","40075","24","0","54","0","35","30","10","8","12","54","0","50","15","0","0","0","12","0","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45705","ZIP Code 40076","country:us/state:ky/zip:40076","40076","23","94","160","0","142","77","61","0","88","186","14","106","44","0","0","0","0","6","0","0","7","0","0","21","0","6","0","0","0","0","0","0","43","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45706","ZIP Code 40077","country:us/state:ky/zip:40077","40077","0","15","81","0","0","4","0","0","0","44","48","0","14","0","0","0","0","9","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45707","ZIP Code 40108","country:us/state:ky/zip:40108","40108","72","591","721","58","573","518","195","124","204","885","529","295","192","18","16","66","26","0","41","12","26","12","28","53","97","0","0","10","0","0","0","0","0","0","0","0","0","8","0","0"
"publicpolygonfeature:5:45709","ZIP Code 40104","country:us/state:ky/zip:40104","40104","0","15","81","0","0","54","0","0","0","87","9","0","76","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45710","ZIP Code 40107","country:us/state:ky/zip:40107","40107","22","118","141","8","132","183","0","0","52","107","0","49","31","0","6","0","13","0","0","0","0","0","0","12","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45711","ZIP Code 40109","country:us/state:ky/zip:40109","40109","0","71","32","0","6","168","0","9","47","259","0","66","0","0","0","24","47","0","0","0","0","0","14","0","3","0","29","0","0","0","0","0","0","0","0","0","0","12","0","0"
"publicpolygonfeature:5:45712","ZIP Code 40110","country:us/state:ky/zip:40110","40110","0","18","9","0","0","8","0","0","0","259","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45714","ZIP Code 40121","country:us/state:ky/zip:40121","40121","62","27","47","19","171","19","111","45","53","205","44","270","24","2025","0","0","0","0","43","0","0","0","0","5","0","0","0","207","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45716","ZIP Code 40142","country:us/state:ky/zip:40142","40142","0","111","31","0","29","59","0","0","41","304","254","9","17","12","0","8","0","0","0","43","0","0","18","51","0","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45719","ZIP Code 40161","country:us/state:ky/zip:40161","40161","8","18","2","0","0","0","0","0","0","41","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45723","ZIP Code 40150","country:us/state:ky/zip:40150","40150","19","135","276","29","242","307","32","18","127","454","83","88","42","0","0","38","83","6","4","31","2","0","0","27","10","18","8","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45725","ZIP Code 40155","country:us/state:ky/zip:40155","40155","0","6","20","1","94","25","12","0","65","30","15","0","25","0","0","0","11","0","26","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45726","ZIP Code 40157","country:us/state:ky/zip:40157","40157","9","32","54","7","48","27","18","22","49","30","55","35","26","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45731","ZIP Code 40165","country:us/state:ky/zip:40165","40165","151","1269","2230","440","2286","1947","487","170","1366","2836","865","672","486","47","0","162","156","7","240","144","127","11","78","204","121","92","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45732","ZIP Code 40175","country:us/state:ky/zip:40175","40175","25","375","628","245","1193","600","171","32","500","1180","518","550","271","151","39","40","29","0","139","22","0","0","60","109","91","32","0","0","0","0","9","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45733","ZIP Code 40176","country:us/state:ky/zip:40176","40176","0","26","40","47","83","17","0","0","28","38","5","9","18","0","0","67","0","0","14","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45734","ZIP Code 40177","country:us/state:ky/zip:40177","40177","0","30","127","0","79","89","13","0","41","60","69","11","18","22","0","0","0","0","13","0","0","0","0","29","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0"
"publicpolygonfeature:5:45735","ZIP Code 40213","country:us/state:ky/zip:40213","40213","63","364","743","311","865","601","275","45","558","1178","531","167","559","7","6","13","229","73","43","76","10","14","50","154","36","14","14","0","0","17","0","0","20","11","0","0","20","16","0","25"
"publicpolygonfeature:5:45736","ZIP Code 40214","country:us/state:ky/zip:40214","40214","24","1007","2286","262","2045","2870","647","267","1194","3609","1051","420","812","32","0","53","606","95","298","432","89","106","121","300","204","13","195","0","0","32","54","0","77","0","14","0","0","0","83","102"
"publicpolygonfeature:5:45737","ZIP Code 40215","country:us/state:ky/zip:40215","40215","61","423","1342","169","755","792","180","99","368","1135","455","198","392","0","0","152","86","0","53","56","0","0","64","192","131","0","64","0","0","0","0","0","22","0","4","0","5","6","14","25"
"publicpolygonfeature:5:45738","ZIP Code 40216","country:us/state:ky/zip:40216","40216","0","694","2230","349","1615","2198","775","86","795","3728","902","379","727","8","0","57","549","0","204","106","32","0","265","250","156","52","19","0","0","0","44","0","0","118","8","14","29","95","336","0"
"publicpolygonfeature:5:45739","ZIP Code 40217","country:us/state:ky/zip:40217","40217","24","366","577","132","396","398","246","183","654","1543","713","137","135","9","0","0","75","0","56","18","0","0","8","60","25","3","11","0","0","0","0","0","0","14","2","0","0","34","36","0"
"publicpolygonfeature:5:45740","ZIP Code 40219","country:us/state:ky/zip:40219","40219","73","982","2226","489","1583","1788","772","221","1194","2494","817","273","741","104","0","61","465","172","237","375","32","18","253","309","323","68","55","6","0","0","47","0","9","18","0","0","0","51","142","0"
"publicpolygonfeature:5:45741","ZIP Code 40220","country:us/state:ky/zip:40220","40220","29","520","1286","312","1519","1112","1182","226","1142","3634","1573","526","684","31","0","13","276","38","159","65","54","23","78","347","69","59","22","0","0","0","35","0","0","16","18","14","13","19","0","0"
"publicpolygonfeature:5:45742","ZIP Code 40222","country:us/state:ky/zip:40222","40222","19","380","1017","273","772","816","640","112","1218","2326","594","191","244","37","0","8","39","2","106","43","6","0","42","181","86","4","51","0","0","0","0","0","0","0","0","0","0","0","7","0"
"publicpolygonfeature:5:45743","ZIP Code 40223","country:us/state:ky/zip:40223","40223","24","473","1004","218","655","315","432","62","695","2310","623","162","339","62","0","41","34","6","10","73","42","0","82","192","184","15","20","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45744","ZIP Code 40229","country:us/state:ky/zip:40229","40229","16","1032","2972","353","1831","2392","708","179","987","3431","908","573","750","92","0","97","221","0","279","525","30","3","234","700","295","36","87","17","0","0","0","0","0","0","0","2","0","0","0","0"
"publicpolygonfeature:5:45745","ZIP Code 40231","country:us/state:ky/zip:40231","40231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45746","ZIP Code 40241","country:us/state:ky/zip:40241","40241","0","551","1115","228","1242","788","892","120","1055","3949","794","434","292","1","0","52","75","23","158","144","33","27","127","293","142","18","73","0","0","0","0","0","88","12","0","0","0","65","0","0"
"publicpolygonfeature:5:45747","ZIP Code 40242","country:us/state:ky/zip:40242","40242","3","238","521","118","445","438","357","61","331","1050","418","145","296","4","0","18","64","1","67","6","36","2","21","66","33","6","27","0","0","2","0","0","16","0","0","0","0","1","0","0"
"publicpolygonfeature:5:45748","ZIP Code 40243","country:us/state:ky/zip:40243","40243","3","216","493","50","807","232","364","50","426","1144","586","168","233","0","0","17","8","0","31","0","8","0","50","81","82","0","44","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45749","ZIP Code 40245","country:us/state:ky/zip:40245","40245","61","694","1705","467","1331","959","1395","344","1335","3758","860","378","609","31","0","39","123","20","180","27","19","18","66","333","128","7","17","0","0","0","0","0","11","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45750","ZIP Code 40258","country:us/state:ky/zip:40258","40258","6","665","1364","229","847","1415","227","104","724","2015","586","470","616","60","8","130","115","40","320","206","151","22","51","144","144","117","115","8","0","0","11","0","93","0","0","0","0","18","0","0"
"publicpolygonfeature:5:45751","ZIP Code 40272","country:us/state:ky/zip:40272","40272","11","658","1827","426","1266","2115","548","531","884","3014","703","357","727","29","0","273","402","32","310","167","196","5","232","316","140","13","68","0","0","0","9","0","0","12","0","0","0","0","0","0"
"publicpolygonfeature:5:45752","ZIP Code 40280","country:us/state:ky/zip:40280","40280","0","0","10","0","15","10","0","0","0","6","9","0","0","0","0","0","0","0","0","0","0","0","0","3","8","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0"
"publicpolygonfeature:5:45754","ZIP Code 40291","country:us/state:ky/zip:40291","40291","11","919","2886","393","1477","1785","815","242","1024","3190","1497","372","1345","73","16","47","224","205","160","169","30","10","32","287","92","10","136","0","0","0","80","0","11","0","0","0","57","20","17","0"
"publicpolygonfeature:5:45755","ZIP Code 40299","country:us/state:ky/zip:40299","40299","26","700","1914","550","1419","938","1126","153","1562","4644","1203","496","742","52","11","7","233","10","138","107","149","6","113","458","223","49","260","0","0","0","64","0","22","0","37","0","0","0","0","0"
"publicpolygonfeature:5:47979","ZIP Code 47104","country:us/state:in/zip:47104","47104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47982","ZIP Code 47114","country:us/state:in/zip:47114","47114","0","27","22","15","10","30","0","0","0","6","9","0","4","0","0","0","31","0","0","0","0","0","2","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47986","ZIP Code 47120","country:us/state:in/zip:47120","47120","13","30","28","0","0","22","0","0","6","112","0","36","0","0","0","13","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47988","ZIP Code 47106","country:us/state:in/zip:47106","47106","58","142","391","63","182","102","37","0","175","435","122","49","143","0","0","110","0","0","13","0","39","2","38","17","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47989","ZIP Code 47108","country:us/state:in/zip:47108","47108","62","58","282","15","53","13","0","9","32","144","48","30","11","0","0","0","51","0","30","0","0","0","6","16","22","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0"
