"feature id","feature label","shid","geoid","Workers in Agriculture, Fishing, and Mining who Commute by Drive Alone (2020-2024)","Workers in Construction who Commute by Drive Alone (2020-2024)","Workers in Manufacturing who Commute by Drive Alone (2020-2024)","Workers in Wholesale Trade who Commute by Drive Alone (2020-2024)","Workers in Retail Trade who Commute by Drive Alone (2020-2024)","Workers in Transportation who Commute by Drive Alone (2020-2024)","Workers in Finance and Insurance who Commute by Drive Alone (2020-2024)","Workers in Information who Commute by Drive Alone (2020-2024)","Workers in Scientific and Professional who Commute by Drive Alone (2020-2024)","Workers in Education and Health Care who Commute by Drive Alone (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Drive Alone (2020-2024)","Workers in Public Administration who Commute by Drive Alone (2020-2024)","Workers in Other Services who Commute by Drive Alone (2020-2024)","Workers in Armed Forces who Commute by Drive Alone (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute by Drive Carpool (2020-2024)","Workers in Construction who Commute by Drive Carpool (2020-2024)","Workers in Manufacturing who Commute by Drive Carpool (2020-2024)","Workers in Wholesale Trade who Commute by Drive Carpool (2020-2024)","Workers in Retail Trade who Commute by Drive Carpool (2020-2024)","Workers in Transportation who Commute by Drive Carpool (2020-2024)","Workers in Finance and Insurance who Commute by Drive Carpool (2020-2024)","Workers in Information who Commute by Drive Carpool (2020-2024)","Workers in Scientific and Professional who Commute by Drive Carpool (2020-2024)","Workers in Education and Health Care who Commute by Drive Carpool (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Drive Carpool (2020-2024)","Workers in Public Administration who Commute by Drive Carpool (2020-2024)","Workers in Other Services who Commute by Drive Carpool (2020-2024)","Workers in Armed Forces who Commute by Drive Carpool (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute by Public Transit (2020-2024)","Workers in Construction who Commute by Public Transit (2020-2024)","Workers in Manufacturing who Commute by Public Transit (2020-2024)","Workers in Wholesale Trade who Commute by Public Transit (2020-2024)","Workers in Retail Trade who Commute by Public Transit (2020-2024)","Workers in Transportation who Commute by Public Transit (2020-2024)","Workers in Finance and Insurance who Commute by Public Transit (2020-2024)","Workers in Information who Commute by Public Transit (2020-2024)","Workers in Scientific and Professional who Commute by Public Transit (2020-2024)","Workers in Education and Health Care who Commute by Public Transit (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Public Transit (2020-2024)","Workers in Public Administration who Commute by Public Transit (2020-2024)"
"publicpolygonfeature:5:34911","ZIP Code 08019","country:us/state:nj/zip:08019","08019","4","18","40","0","66","11","18","0","13","155","13","11","6","0","2","0","0","0","5","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34912","ZIP Code 08020","country:us/state:nj/zip:08020","08020","0","110","65","39","0","55","123","0","83","285","41","101","42","30","0","11","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0"
"publicpolygonfeature:5:34913","ZIP Code 08021","country:us/state:nj/zip:08021","08021","49","587","1362","298","2579","2058","556","189","2021","4902","1222","1008","1142","12","0","387","122","122","192","137","193","7","261","588","144","152","95","0","14","6","0","0","60","78","40","4","43","411","103","28"
"publicpolygonfeature:5:34914","ZIP Code 08022","country:us/state:nj/zip:08022","08022","0","259","197","91","115","106","171","36","278","786","138","595","168","19","0","7","0","0","0","23","17","0","14","26","0","0","27","0","0","0","0","0","0","19","37","39","54","0","0","0"
"publicpolygonfeature:5:34915","ZIP Code 08023","country:us/state:nj/zip:08023","08023","0","18","0","28","45","44","0","0","0","48","78","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34916","ZIP Code 08026","country:us/state:nj/zip:08026","08026","0","64","61","4","90","76","48","0","43","191","71","35","6","0","0","7","0","0","34","0","0","0","0","7","5","0","0","0","6","0","0","0","0","1","0","0","31","4","4","4"
"publicpolygonfeature:5:34917","ZIP Code 08027","country:us/state:nj/zip:08027","08027","8","147","205","48","176","220","147","26","159","369","58","165","43","0","0","0","0","0","35","0","0","0","0","38","0","0","0","0","0","0","0","0","16","0","0","0","11","11","0","0"
"publicpolygonfeature:5:34918","ZIP Code 08028","country:us/state:nj/zip:08028","08028","3","573","603","169","1104","572","362","17","474","2436","933","349","338","53","0","0","16","88","159","59","30","13","59","96","103","12","14","0","0","0","0","0","2","35","188","0","35","3","24","0"
"publicpolygonfeature:5:34919","ZIP Code 08030","country:us/state:nj/zip:08030","08030","5","354","284","163","744","375","85","42","273","1002","429","232","200","0","0","83","92","4","171","31","16","0","65","41","35","67","41","0","0","3","0","0","11","4","0","0","11","14","4","0"
"publicpolygonfeature:5:34920","ZIP Code 08031","country:us/state:nj/zip:08031","08031","0","343","215","96","577","317","182","30","533","1050","392","267","194","0","0","32","120","0","15","28","46","0","18","20","90","5","5","0","0","0","0","0","0","0","10","2","0","21","0","23"
"publicpolygonfeature:5:34921","ZIP Code 08033","country:us/state:nj/zip:08033","08033","0","180","278","138","256","131","433","42","851","1905","279","244","66","0","0","0","4","0","23","0","26","13","53","119","38","0","0","15","0","21","70","6","0","0","94","40","178","299","32","23"
"publicpolygonfeature:5:34922","ZIP Code 08034","country:us/state:nj/zip:08034","08034","0","326","448","80","933","463","527","23","1007","2044","647","385","339","30","0","64","63","0","68","5","8","0","106","278","48","58","34","0","0","0","14","0","65","48","82","0","21","207","13","41"
"publicpolygonfeature:5:34923","ZIP Code 08035","country:us/state:nj/zip:08035","08035","0","234","162","80","187","81","44","44","351","815","227","170","57","0","0","12","26","5","0","0","0","0","16","85","33","0","0","0","0","6","0","0","16","0","15","8","46","46","44","0"
"publicpolygonfeature:5:34924","ZIP Code 08036","country:us/state:nj/zip:08036","08036","0","183","43","164","313","201","147","0","220","540","288","149","41","0","0","0","0","0","0","52","0","0","0","18","0","0","0","0","0","0","27","26","0","0","8","0","0","0","58","0"
"publicpolygonfeature:5:34926","ZIP Code 08037","country:us/state:nj/zip:08037","08037","299","744","475","203","1197","486","397","64","673","2451","631","617","473","75","0","81","142","0","191","118","0","0","151","178","68","4","22","0","0","6","3","0","0","0","0","0","37","10","14","0"
"publicpolygonfeature:5:34927","ZIP Code 08038","country:us/state:nj/zip:08038","08038","0","40","56","2","0","6","2","0","29","17","0","0","2","0","3","3","0","0","0","0","0","0","11","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34928","ZIP Code 08039","country:us/state:nj/zip:08039","08039","0","7","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34929","ZIP Code 08041","country:us/state:nj/zip:08041","08041","14","49","28","0","16","9","0","0","11","54","6","22","34","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34930","ZIP Code 08042","country:us/state:nj/zip:08042","08042","0","7","0","0","0","0","0","0","7","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34931","ZIP Code 08043","country:us/state:nj/zip:08043","08043","10","353","861","187","1323","484","522","93","1731","3156","534","333","374","154","0","87","0","0","78","0","71","0","30","242","18","0","66","12","0","0","13","0","15","0","85","122","63","154","0","42"
"publicpolygonfeature:5:34932","ZIP Code 08045","country:us/state:nj/zip:08045","08045","0","63","60","24","134","173","28","31","62","279","117","57","28","9","0","0","0","0","0","0","0","0","14","22","41","0","8","0","0","4","0","0","0","12","0","0","6","155","0","0"
"publicpolygonfeature:5:34933","ZIP Code 08046","country:us/state:nj/zip:08046","08046","7","390","1051","522","1619","1216","447","129","733","3532","455","1094","630","204","0","122","128","94","338","57","16","10","99","310","145","102","59","0","0","18","80","12","30","78","78","8","65","74","37","89"
"publicpolygonfeature:5:34934","ZIP Code 08048","country:us/state:nj/zip:08048","08048","28","200","341","105","834","255","293","120","470","1057","397","361","269","261","0","5","28","0","1","0","0","0","13","178","69","14","0","12","0","9","0","0","0","0","19","0","29","0","0","14"
"publicpolygonfeature:5:34935","ZIP Code 08049","country:us/state:nj/zip:08049","08049","0","191","202","7","296","78","125","63","255","462","95","155","116","16","0","0","0","7","29","0","0","0","9","29","0","0","7","0","0","0","0","8","11","0","0","0","0","51","0","7"
"publicpolygonfeature:5:34937","ZIP Code 08051","country:us/state:nj/zip:08051","08051","38","310","502","179","527","271","301","98","904","1590","330","184","153","13","0","35","0","0","23","9","11","0","0","41","0","0","1","0","0","0","0","0","14","107","0","0","0","11","0","13"
"publicpolygonfeature:5:34938","ZIP Code 08052","country:us/state:nj/zip:08052","08052","12","631","581","174","1111","497","646","146","621","1758","654","422","269","29","0","209","0","29","98","70","70","32","93","155","77","27","33","0","0","0","64","0","91","7","31","0","24","21","0","0"
"publicpolygonfeature:5:34939","ZIP Code 08053","country:us/state:nj/zip:08053","08053","38","1105","1198","589","1869","641","1416","208","2155","6262","1090","1229","635","169","15","43","54","75","168","12","34","0","99","277","128","36","28","17","0","0","0","0","56","41","55","79","50","211","0","0"
"publicpolygonfeature:5:34940","ZIP Code 08054","country:us/state:nj/zip:08054","08054","0","699","1737","352","1814","1137","1373","490","2004","5726","1352","1447","585","122","0","27","13","40","312","49","90","59","145","83","76","94","13","0","0","0","0","0","13","0","38","133","45","33","140","0"
"publicpolygonfeature:5:34941","ZIP Code 08055","country:us/state:nj/zip:08055","08055","55","485","570","448","1056","561","732","130","948","3267","752","650","237","36","0","8","64","8","20","17","0","0","43","52","36","11","0","0","0","0","121","0","16","0","75","14","96","184","0","15"
"publicpolygonfeature:5:34942","ZIP Code 08056","country:us/state:nj/zip:08056","08056","0","239","166","38","82","74","139","0","87","700","175","94","15","0","0","11","0","0","0","0","0","0","0","115","42","0","0","0","0","3","0","0","0","0","0","0","0","57","0","0"
"publicpolygonfeature:5:34943","ZIP Code 08057","country:us/state:nj/zip:08057","08057","0","350","717","231","790","204","639","196","1016","1845","410","355","176","0","0","61","36","0","0","0","21","0","19","90","0","7","13","0","0","0","0","0","25","0","8","0","46","48","0","16"
"publicpolygonfeature:5:34944","ZIP Code 08059","country:us/state:nj/zip:08059","08059","0","368","233","73","405","203","30","12","163","525","175","83","54","0","0","49","0","0","32","9","11","0","15","45","31","0","32","0","0","0","0","0","0","0","0","0","5","75","32","0"
"publicpolygonfeature:5:34945","ZIP Code 08060","country:us/state:nj/zip:08060","08060","20","368","602","93","954","640","388","127","837","3407","501","1319","322","547","11","17","53","202","106","102","38","1","118","119","90","62","18","13","0","64","0","0","101","69","0","0","6","15","0","22"
"publicpolygonfeature:5:34946","ZIP Code 08061","country:us/state:nj/zip:08061","08061","0","23","174","170","88","168","126","158","102","396","66","63","43","0","0","0","0","0","13","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34947","ZIP Code 08062","country:us/state:nj/zip:08062","08062","29","696","485","108","682","221","495","197","592","1827","256","243","193","0","13","26","16","9","152","34","9","0","76","144","63","41","15","0","0","0","8","8","0","0","5","0","0","9","0","9"
"publicpolygonfeature:5:34948","ZIP Code 08063","country:us/state:nj/zip:08063","08063","0","140","154","35","132","48","44","6","122","273","33","53","90","0","0","2","11","0","5","19","0","0","18","20","0","7","0","0","0","0","18","0","13","0","6","0","7","0","21","6"
"publicpolygonfeature:5:34949","ZIP Code 08064","country:us/state:nj/zip:08064","08064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34951","ZIP Code 08066","country:us/state:nj/zip:08066","08066","0","79","248","138","404","257","75","66","299","793","135","161","160","0","0","29","0","0","92","32","0","0","55","79","0","0","4","0","0","0","0","0","0","0","0","0","0","22","0","0"
"publicpolygonfeature:5:34952","ZIP Code 08067","country:us/state:nj/zip:08067","08067","12","43","70","25","51","46","3","3","47","141","47","18","23","0","0","15","5","0","5","2","0","0","8","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34953","ZIP Code 08068","country:us/state:nj/zip:08068","08068","0","249","141","15","298","207","80","18","108","544","90","327","111","150","0","0","18","0","67","5","0","0","24","121","17","8","9","6","0","0","0","4","0","0","4","0","0","0","0","5"
"publicpolygonfeature:5:34954","ZIP Code 08069","country:us/state:nj/zip:08069","08069","10","223","353","332","528","516","323","10","475","891","244","253","89","0","8","0","223","0","42","31","16","0","0","172","0","8","0","0","0","0","0","0","23","0","0","0","0","0","1","9"
"publicpolygonfeature:5:34956","ZIP Code 08070","country:us/state:nj/zip:08070","08070","13","251","407","271","467","577","214","16","329","1180","267","169","140","0","0","0","86","15","2","27","0","0","45","29","118","28","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34957","ZIP Code 08071","country:us/state:nj/zip:08071","08071","0","370","311","172","392","210","133","65","230","1376","271","178","118","0","0","9","0","0","63","24","0","15","38","65","27","8","0","0","0","0","7","0","7","0","0","0","0","12","3","14"
"publicpolygonfeature:5:34958","ZIP Code 08072","country:us/state:nj/zip:08072","08072","0","0","0","0","0","10","0","0","0","2","10","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34959","ZIP Code 08073","country:us/state:nj/zip:08073","08073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34960","ZIP Code 08074","country:us/state:nj/zip:08074","08074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34961","ZIP Code 08075","country:us/state:nj/zip:08075","08075","29","1232","1118","350","1120","1205","659","172","996","3016","745","594","556","87","0","371","99","5","187","112","56","30","283","197","239","21","119","0","0","15","47","0","14","20","0","9","18","131","0","13"
"publicpolygonfeature:5:34962","ZIP Code 08077","country:us/state:nj/zip:08077","08077","24","573","666","227","770","593","529","48","931","1936","615","411","264","11","0","23","80","7","50","24","14","0","66","77","53","17","7","0","0","0","6","0","0","8","26","4","40","47","3","49"
"publicpolygonfeature:5:34963","ZIP Code 08078","country:us/state:nj/zip:08078","08078","0","345","343","102","470","167","148","17","233","833","165","104","165","0","0","0","0","0","44","0","51","10","10","37","58","30","0","0","0","0","0","0","50","0","9","0","13","49","20","0"
"publicpolygonfeature:5:34964","ZIP Code 08108","country:us/state:nj/zip:08108","08108","0","304","321","105","673","238","338","73","881","1741","511","372","218","11","29","4","24","7","29","8","29","6","51","139","55","0","25","27","0","12","0","0","16","47","62","54","269","224","22","39"
"publicpolygonfeature:5:34965","ZIP Code 08079","country:us/state:nj/zip:08079","08079","63","213","220","54","542","488","132","35","286","817","353","242","172","42","0","11","79","35","4","54","10","0","66","118","109","7","3","0","0","0","0","0","20","0","6","0","5","79","0","0"
"publicpolygonfeature:5:34967","ZIP Code 08080","country:us/state:nj/zip:08080","08080","9","799","888","661","1599","726","1072","279","1204","4448","956","602","449","0","0","87","16","0","66","30","39","0","71","407","73","63","92","0","0","0","0","0","23","0","8","0","37","8","0","11"
"publicpolygonfeature:5:34968","ZIP Code 08081","country:us/state:nj/zip:08081","08081","141","1175","1289","432","2036","1641","648","391","1994","5875","1172","1266","859","46","0","130","124","27","526","82","71","0","184","404","335","128","18","0","0","0","0","0","73","18","55","0","117","170","10","99"
"publicpolygonfeature:5:34969","ZIP Code 08083","country:us/state:nj/zip:08083","08083","0","253","365","139","355","257","231","30","328","1050","231","170","92","20","0","10","23","49","36","88","10","5","12","67","49","16","2","0","0","0","0","0","0","0","0","0","35","19","18","47"
"publicpolygonfeature:5:34970","ZIP Code 08084","country:us/state:nj/zip:08084","08084","0","297","193","118","463","170","62","57","144","706","286","86","74","0","0","38","0","71","20","4","0","0","0","145","0","4","0","0","0","0","0","0","25","38","41","0","20","40","13","12"
"publicpolygonfeature:5:34971","ZIP Code 08085","country:us/state:nj/zip:08085","08085","64","527","765","254","942","721","389","109","479","2004","828","433","154","0","0","0","40","30","72","71","26","0","47","113","362","7","22","0","0","9","15","0","14","0","5","0","0","47","0","0"
"publicpolygonfeature:5:34972","ZIP Code 08086","country:us/state:nj/zip:08086","08086","0","94","439","195","785","251","185","101","337","962","108","164","72","4","0","44","7","0","30","58","8","0","22","74","0","5","0","0","0","0","0","0","0","0","0","0","0","0","38","0"
"publicpolygonfeature:5:34973","ZIP Code 08087","country:us/state:nj/zip:08087","08087","29","980","601","134","1203","639","315","166","847","2306","1045","881","350","0","0","110","0","9","161","89","0","15","57","288","64","11","23","0","0","11","0","0","114","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34974","ZIP Code 08088","country:us/state:nj/zip:08088","08088","173","713","485","285","1035","607","688","81","995","2142","403","605","273","42","21","60","0","0","25","29","0","0","9","153","131","0","99","0","0","0","0","0","11","1","0","0","0","41","0","0"
"publicpolygonfeature:5:34975","ZIP Code 08089","country:us/state:nj/zip:08089","08089","6","126","210","26","113","162","84","2","52","503","69","116","130","0","3","65","0","0","26","14","9","0","15","23","4","15","0","0","0","8","0","5","4","10","4","0","8","26","0","4"
"publicpolygonfeature:5:34976","ZIP Code 08090","country:us/state:nj/zip:08090","08090","0","279","376","119","537","263","201","53","309","1011","227","98","187","0","0","28","18","8","37","26","20","0","22","108","4","0","9","0","0","0","11","11","0","0","0","0","7","48","0","0"
"publicpolygonfeature:5:34977","ZIP Code 08091","country:us/state:nj/zip:08091","08091","0","281","352","35","202","26","40","0","443","482","199","102","69","0","0","18","17","0","0","0","0","0","105","0","0","47","0","0","0","21","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34979","ZIP Code 08093","country:us/state:nj/zip:08093","08093","15","170","391","162","591","302","206","20","202","781","205","240","218","0","0","23","0","38","45","61","35","0","87","134","12","0","17","0","0","0","0","0","0","124","0","0","35","0","0","0"
"publicpolygonfeature:5:34980","ZIP Code 08109","country:us/state:nj/zip:08109","08109","45","606","780","94","1262","697","414","106","701","1683","549","612","319","0","0","102","302","41","304","46","19","77","64","219","75","32","34","0","0","15","0","0","0","9","6","0","26","118","21","0"
"publicpolygonfeature:5:34981","ZIP Code 08094","country:us/state:nj/zip:08094","08094","127","1602","1034","273","2052","1339","789","181","1559","4425","765","1193","540","21","27","203","52","19","328","69","49","16","118","343","157","91","25","0","13","0","23","0","0","25","107","0","11","26","0","0"
"publicpolygonfeature:5:34982","ZIP Code 08095","country:us/state:nj/zip:08095","08095","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34983","ZIP Code 08096","country:us/state:nj/zip:08096","08096","6","1037","937","433","1742","1409","492","254","1269","3604","940","755","616","111","0","24","87","8","130","247","83","26","74","263","225","94","184","0","0","21","0","0","0","0","13","12","196","82","17","0"
"publicpolygonfeature:5:34984","ZIP Code 08097","country:us/state:nj/zip:08097","08097","11","106","87","20","152","53","94","21","111","461","106","48","26","0","0","0","0","0","3","0","5","0","37","14","30","0","0","0","0","0","0","0","2","8","11","0","0","0","13","0"
"publicpolygonfeature:5:34986","ZIP Code 08098","country:us/state:nj/zip:08098","08098","91","247","283","97","278","267","216","32","239","1200","99","214","108","0","0","25","0","0","31","11","7","0","0","71","0","4","0","0","0","0","0","0","7","0","0","0","0","14","0","0"
"publicpolygonfeature:5:34987","ZIP Code 08102","country:us/state:nj/zip:08102","08102","0","12","82","0","212","293","115","0","58","436","172","56","157","0","0","28","56","0","160","0","0","0","78","7","62","17","48","0","0","0","20","0","70","0","39","0","77","48","41","59"
"publicpolygonfeature:5:34988","ZIP Code 08103","country:us/state:nj/zip:08103","08103","14","31","139","37","346","197","170","15","165","514","133","127","0","0","0","44","128","0","91","138","0","0","204","95","127","30","65","0","0","0","256","0","65","0","0","4","36","161","119","0"
"publicpolygonfeature:5:34989","ZIP Code 08104","country:us/state:nj/zip:08104","08104","46","122","491","101","810","376","317","4","175","821","248","106","217","0","25","104","72","20","172","122","53","0","30","378","19","10","0","0","0","0","14","0","111","224","0","0","265","120","81","32"
"publicpolygonfeature:5:34990","ZIP Code 08105","country:us/state:nj/zip:08105","08105","52","383","484","217","952","831","262","67","560","1717","508","7","306","0","16","367","295","52","261","174","95","0","340","181","201","13","152","0","21","56","19","48","191","0","77","0","9","338","48","46"
"publicpolygonfeature:5:34991","ZIP Code 08106","country:us/state:nj/zip:08106","08106","8","255","306","67","466","287","168","27","344","1197","269","113","169","55","0","0","29","3","0","10","0","13","3","0","9","9","8","0","0","0","21","0","21","0","103","66","21","67","0","0"
"publicpolygonfeature:5:34992","ZIP Code 08107","country:us/state:nj/zip:08107","08107","0","347","243","116","432","339","148","84","449","1409","298","219","238","0","0","0","68","0","140","0","31","0","28","359","137","7","23","0","0","0","25","0","153","16","0","32","81","213","154","10"
"publicpolygonfeature:5:34993","ZIP Code 08110","country:us/state:nj/zip:08110","08110","0","180","675","78","737","560","199","23","584","1456","462","563","263","27","0","166","361","148","270","41","0","0","312","290","231","18","14","0","0","16","0","0","28","0","0","0","13","37","39","40"
"publicpolygonfeature:5:34997","ZIP Code 08224","country:us/state:nj/zip:08224","08224","0","64","0","4","7","0","0","4","22","20","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
