"feature id","feature label","shid","geoid","Employment Occupation Management (2020-2024)","Employment Occupation Business and Finance (2020-2024)","Employment Occupation Computer and Mathematical (2020-2024)","Employment Occupation Architecture and Engineering (2020-2024)","Employment Occupation Life, Physical, and Social Science (2020-2024)","Employment Occupation Community and Social Service (2020-2024)","Employment Occupation Legal (2020-2024)","Employment Occupation Education, Training and Library (2020-2024)","Employment Occupation Arts, Design, Entertainment, Sports and Media (2020-2024)","Employment Occupation Health Diagnosis and Treating Practitioners (2020-2024)","Employment Occupation Health Technologist and Technicians (2020-2024)","Employment Occupation Healthcare Support (2020-2024)","Employment Occupation Fire Fighting and Prevention (2020-2024)","Employment Occupation Law Enforcement (2020-2024)","Employment Occupation Food Preparation and Serving (2020-2024)","Employment Occupation Building, Grounds Cleaning, and Maintenance (2020-2024)","Employment Occupation Personal Care and Service (2020-2024)","Employment Occupation Sales (2020-2024)","Employment Occupation Office and Administrative Support (2020-2024)","Employment Occupation Farming, Fishing and Forestry (2020-2024)","Employment Occupation Construction and Extraction (2020-2024)","Employment Occupation Installation, Maintenance, and Repair (2020-2024)","Employment Occupation Production (2020-2024)","Employment Occupation Transportation (2020-2024)","Employment Occupation Material Moving (2020-2024)"
"publicpolygonfeature:5:44545","ZIP Code 37029","country:us/state:tn/zip:37029","37029","381","138","167","21","32","16","83","160","65","220","80","71","60","29","128","78","45","310","480","0","268","147","194","92","36"
"publicpolygonfeature:5:44546","ZIP Code 37030","country:us/state:tn/zip:37030","37030","206","156","83","73","16","41","20","253","104","126","219","46","0","96","112","134","53","385","289","7","260","110","528","252","194"
"publicpolygonfeature:5:44547","ZIP Code 37032","country:us/state:tn/zip:37032","37032","193","69","49","17","29","39","0","274","48","38","177","19","81","69","126","29","65","306","340","46","221","331","108","78","194"
"publicpolygonfeature:5:44548","ZIP Code 37076","country:us/state:tn/zip:37076","37076","2940","2062","870","220","503","357","119","1325","934","878","302","363","264","105","1054","465","531","2237","2525","29","844","238","1061","1190","492"
"publicpolygonfeature:5:44549","ZIP Code 37033","country:us/state:tn/zip:37033","37033","304","84","15","20","23","104","26","234","31","113","124","68","6","44","206","226","63","387","393","61","353","268","346","109","112"
"publicpolygonfeature:5:44550","ZIP Code 37165","country:us/state:tn/zip:37165","37165","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","7"
"publicpolygonfeature:5:44552","ZIP Code 37035","country:us/state:tn/zip:37035","37035","155","59","18","0","30","0","0","223","46","132","39","31","11","0","112","63","45","195","278","60","74","58","142","158","30"
"publicpolygonfeature:5:44554","ZIP Code 37036","country:us/state:tn/zip:37036","37036","381","188","12","125","0","77","0","43","6","109","82","88","4","15","234","81","50","155","312","17","255","127","223","118","111"
"publicpolygonfeature:5:44556","ZIP Code 37037","country:us/state:tn/zip:37037","37037","758","220","60","94","45","0","0","349","117","162","169","89","21","75","418","77","198","762","468","30","191","245","441","210","285"
"publicpolygonfeature:5:44557","ZIP Code 37217","country:us/state:tn/zip:37217","37217","1571","938","461","64","106","231","41","689","608","441","142","263","122","18","1227","1032","163","1308","1388","69","1793","672","1186","1320","1077"
"publicpolygonfeature:5:44562","ZIP Code 37046","country:us/state:tn/zip:37046","37046","686","343","75","79","20","54","66","101","164","234","81","35","0","0","38","22","89","785","144","0","56","52","25","76","141"
"publicpolygonfeature:5:44563","ZIP Code 37115","country:us/state:tn/zip:37115","37115","1736","1065","535","65","173","160","189","1121","795","594","557","802","134","117","1508","1110","244","1778","2489","0","2427","394","1265","907","1243"
"publicpolygonfeature:5:44564","ZIP Code 37048","country:us/state:tn/zip:37048","37048","498","146","77","60","47","71","71","202","57","119","56","131","45","20","120","94","125","300","458","19","151","168","158","125","92"
"publicpolygonfeature:5:44565","ZIP Code 37049","country:us/state:tn/zip:37049","37049","311","195","17","19","32","43","14","117","20","65","9","64","30","30","110","56","35","116","208","0","303","26","273","104","98"
"publicpolygonfeature:5:44566","ZIP Code 37118","country:us/state:tn/zip:37118","37118","56","39","24","0","0","0","0","68","25","18","76","0","0","0","62","0","16","9","97","0","10","52","0","0","0"
"publicpolygonfeature:5:44569","ZIP Code 37051","country:us/state:tn/zip:37051","37051","141","45","18","0","0","13","0","38","6","127","43","70","53","0","95","35","31","114","140","0","196","163","80","44","27"
"publicpolygonfeature:5:44571","ZIP Code 37055","country:us/state:tn/zip:37055","37055","1649","459","329","183","117","145","24","749","228","532","577","622","206","136","801","276","332","1418","1329","13","631","811","1620","472","683"
"publicpolygonfeature:5:44572","ZIP Code 37057","country:us/state:tn/zip:37057","37057","33","37","0","0","0","0","0","33","0","29","0","0","0","13","0","33","32","47","72","0","27","20","64","0","35"
"publicpolygonfeature:5:44575","ZIP Code 37062","country:us/state:tn/zip:37062","37062","787","403","479","114","7","54","22","723","154","623","119","118","34","20","409","199","137","775","752","49","258","163","203","190","250"
"publicpolygonfeature:5:44576","ZIP Code 37064","country:us/state:tn/zip:37064","37064","5842","3426","2126","907","186","784","684","1922","1202","1830","563","347","241","103","1588","1200","718","3832","3429","69","920","467","491","761","402"
"publicpolygonfeature:5:44577","ZIP Code 37066","country:us/state:tn/zip:37066","37066","3992","1389","1252","522","146","491","362","1699","685","1647","671","528","335","430","1380","957","645","3609","4212","173","1088","1218","1882","1253","2098"
"publicpolygonfeature:5:44579","ZIP Code 37067","country:us/state:tn/zip:37067","37067","3120","1751","1582","443","133","374","149","845","553","869","303","111","177","42","976","192","338","2305","1300","0","382","141","352","292","119"
"publicpolygonfeature:5:44580","ZIP Code 37069","country:us/state:tn/zip:37069","37069","2245","1155","345","209","255","159","232","851","500","528","100","41","31","16","352","97","244","1206","932","12","254","95","40","112","128"
"publicpolygonfeature:5:44581","ZIP Code 37072","country:us/state:tn/zip:37072","37072","1617","993","685","355","127","177","246","1151","425","645","438","313","315","85","495","458","663","1230","1982","146","1240","432","730","774","683"
"publicpolygonfeature:5:44582","ZIP Code 37073","country:us/state:tn/zip:37073","37073","793","333","199","82","5","70","71","652","122","372","234","144","110","32","251","208","236","587","1028","54","481","440","621","303","355"
"publicpolygonfeature:5:44583","ZIP Code 37074","country:us/state:tn/zip:37074","37074","205","219","35","37","0","9","45","208","11","128","211","16","66","262","257","107","35","262","519","0","322","163","469","400","694"
"publicpolygonfeature:5:44584","ZIP Code 37075","country:us/state:tn/zip:37075","37075","5862","2768","1483","951","163","828","352","3069","1232","1916","797","748","251","319","2089","414","1002","3654","4548","83","1121","928","1055","1657","1254"
"publicpolygonfeature:5:44585","ZIP Code 37080","country:us/state:tn/zip:37080","37080","439","201","48","34","29","36","82","141","98","58","0","123","47","13","118","153","77","223","505","0","178","162","155","141","87"
"publicpolygonfeature:5:44586","ZIP Code 37082","country:us/state:tn/zip:37082","37082","348","140","149","30","5","48","53","213","29","45","31","0","17","13","117","115","59","333","480","4","200","44","135","204","127"
"publicpolygonfeature:5:44587","ZIP Code 37218","country:us/state:tn/zip:37218","37218","743","294","179","113","121","84","81","451","116","254","194","395","110","6","600","307","49","392","951","0","114","158","389","185","352"
"publicpolygonfeature:5:44588","ZIP Code 37083","country:us/state:tn/zip:37083","37083","652","104","61","144","26","176","0","487","0","337","242","258","61","290","262","304","186","627","846","361","567","284","897","380","611"
"publicpolygonfeature:5:44589","ZIP Code 37085","country:us/state:tn/zip:37085","37085","311","188","84","106","22","35","25","332","6","103","91","0","75","29","151","97","24","186","409","0","128","215","304","60","184"
"publicpolygonfeature:5:44590","ZIP Code 37087","country:us/state:tn/zip:37087","37087","3421","1582","584","578","76","395","113","1844","423","1097","618","765","248","720","1143","715","849","2968","2760","1","1818","652","1896","1013","1598"
"publicpolygonfeature:5:44591","ZIP Code 37219","country:us/state:tn/zip:37219","37219","408","262","54","0","150","0","0","126","25","200","0","15","0","0","238","127","0","393","129","0","14","20","0","21","0"
"publicpolygonfeature:5:44592","ZIP Code 37090","country:us/state:tn/zip:37090","37090","1558","638","424","179","71","235","165","528","168","566","182","150","285","97","445","136","177","700","1376","38","534","451","640","584","575"
"publicpolygonfeature:5:44594","ZIP Code 37220","country:us/state:tn/zip:37220","37220","715","283","89","24","66","80","168","197","142","249","22","16","0","0","29","44","63","315","132","0","27","45","31","24","25"
"publicpolygonfeature:5:44595","ZIP Code 37095","country:us/state:tn/zip:37095","37095","139","21","5","0","0","1","0","20","54","21","2","47","21","4","32","11","0","22","152","2","35","68","32","87","99"
"publicpolygonfeature:5:44599","ZIP Code 37098","country:us/state:tn/zip:37098","37098","257","107","51","0","60","38","10","113","33","175","155","260","29","59","185","106","36","193","367","0","229","284","158","82","49"
"publicpolygonfeature:5:44600","ZIP Code 37128","country:us/state:tn/zip:37128","37128","5535","2221","1947","1016","107","940","248","2842","995","2029","1443","324","323","293","2621","2031","923","3001","5992","99","2128","1973","2257","1679","1549"
"publicpolygonfeature:5:44603","ZIP Code 37132","country:us/state:tn/zip:37132","37132","25","9","6","4","1","0","0","83","38","0","28","18","0","0","158","14","168","314","192","0","10","43","54","5","107"
"publicpolygonfeature:5:44604","ZIP Code 37122","country:us/state:tn/zip:37122","37122","5321","3013","1725","1000","398","762","369","1763","741","2387","536","429","319","183","1334","1086","701","3937","3644","74","1121","772","1333","1292","1284"
"publicpolygonfeature:5:44605","ZIP Code 37127","country:us/state:tn/zip:37127","37127","1157","657","542","122","43","69","90","655","202","430","227","201","15","157","887","247","118","849","1375","0","349","305","647","541","770"
"publicpolygonfeature:5:44606","ZIP Code 37129","country:us/state:tn/zip:37129","37129","4672","2225","1364","801","224","684","329","2713","791","1873","698","732","219","519","1752","761","685","3012","3656","167","1048","954","1958","1458","1545"
"publicpolygonfeature:5:44607","ZIP Code 37130","country:us/state:tn/zip:37130","37130","3134","1748","897","546","378","602","212","2609","744","943","726","779","197","229","2178","1483","422","3132","3645","62","1268","1120","2773","893","1661"
"publicpolygonfeature:5:44608","ZIP Code 37137","country:us/state:tn/zip:37137","37137","157","45","9","0","0","0","0","0","0","41","42","0","0","17","26","106","0","80","78","0","51","74","118","19","5"
"publicpolygonfeature:5:44609","ZIP Code 37138","country:us/state:tn/zip:37138","37138","1892","652","307","257","194","45","36","595","507","467","268","218","153","145","337","208","585","1089","1604","0","626","213","396","353","494"
"publicpolygonfeature:5:44611","ZIP Code 37209","country:us/state:tn/zip:37209","37209","3868","2708","1220","653","340","396","550","1962","1333","2340","161","328","39","132","920","540","618","2142","2264","19","641","264","395","391","389"
"publicpolygonfeature:5:44612","ZIP Code 37145","country:us/state:tn/zip:37145","37145","163","49","53","29","3","4","0","55","51","45","25","47","29","0","101","88","11","81","124","62","47","92","102","46","40"
"publicpolygonfeature:5:44613","ZIP Code 37146","country:us/state:tn/zip:37146","37146","566","233","163","28","106","85","57","407","80","226","91","132","119","151","171","140","59","246","421","12","84","244","263","182","36"
"publicpolygonfeature:5:44614","ZIP Code 37148","country:us/state:tn/zip:37148","37148","1223","580","321","79","37","135","66","676","130","391","492","262","115","228","375","257","229","1423","1449","25","1121","796","1702","703","563"
"publicpolygonfeature:5:44615","ZIP Code 37149","country:us/state:tn/zip:37149","37149","138","74","60","44","0","0","17","75","0","21","8","114","4","11","53","21","5","22","139","23","38","17","101","0","163"
"publicpolygonfeature:5:44616","ZIP Code 37150","country:us/state:tn/zip:37150","37150","268","24","0","18","21","18","8","17","0","43","33","94","0","20","100","31","19","65","213","104","172","94","247","105","49"
"publicpolygonfeature:5:44617","ZIP Code 37151","country:us/state:tn/zip:37151","37151","23","25","0","0","0","0","0","52","0","15","14","13","0","0","0","51","0","31","27","9","0","7","34","9","35"
"publicpolygonfeature:5:44618","ZIP Code 37153","country:us/state:tn/zip:37153","37153","402","174","200","76","0","47","0","213","137","182","87","54","0","32","62","59","15","175","321","0","179","68","72","64","96"
"publicpolygonfeature:5:44621","ZIP Code 37210","country:us/state:tn/zip:37210","37210","1163","633","593","39","113","139","118","382","283","310","147","288","56","0","835","362","177","606","915","13","755","260","306","265","438"
"publicpolygonfeature:5:44622","ZIP Code 37167","country:us/state:tn/zip:37167","37167","2996","2036","1213","832","82","246","105","1642","763","924","644","675","211","171","2097","1189","1008","3502","4287","84","2733","1018","3348","1518","1710"
"publicpolygonfeature:5:44625","ZIP Code 37172","country:us/state:tn/zip:37172","37172","1155","620","215","251","28","347","78","623","252","411","330","458","159","188","889","781","204","1242","1487","14","1157","817","1546","623","856"
"publicpolygonfeature:5:44626","ZIP Code 37215","country:us/state:tn/zip:37215","37215","2441","1259","496","251","280","111","628","783","590","1593","98","87","9","23","193","34","392","1030","723","0","76","42","178","59","48"
"publicpolygonfeature:5:44627","ZIP Code 37174","country:us/state:tn/zip:37174","37174","4526","2536","2170","459","221","421","283","1252","1289","1240","244","204","298","282","1342","554","503","3222","3009","23","846","428","1231","894","777"
"publicpolygonfeature:5:44630","ZIP Code 37181","country:us/state:tn/zip:37181","37181","79","11","0","0","0","3","1","11","0","43","8","21","3","0","27","11","13","132","76","120","69","14","231","28","46"
"publicpolygonfeature:5:44632","ZIP Code 37186","country:us/state:tn/zip:37186","37186","396","122","25","71","0","39","18","262","109","167","100","160","16","4","242","83","207","768","449","0","300","327","719","156","578"
"publicpolygonfeature:5:44633","ZIP Code 37179","country:us/state:tn/zip:37179","37179","1546","594","415","165","153","159","77","478","409","367","433","0","100","100","349","192","208","1289","966","0","361","111","112","357","212"
"publicpolygonfeature:5:44634","ZIP Code 37189","country:us/state:tn/zip:37189","37189","346","151","81","55","0","124","9","188","17","79","0","8","49","15","22","9","47","112","271","0","28","137","57","74","81"
"publicpolygonfeature:5:44635","ZIP Code 37216","country:us/state:tn/zip:37216","37216","2465","743","670","187","88","200","288","703","1173","516","299","162","171","63","375","89","311","734","1104","15","342","76","269","305","265"
"publicpolygonfeature:5:44637","ZIP Code 37203","country:us/state:tn/zip:37203","37203","2790","1614","818","283","368","200","401","1077","1049","1848","191","299","113","8","609","97","219","1436","1201","0","150","161","273","175","312"
"publicpolygonfeature:5:44638","ZIP Code 37184","country:us/state:tn/zip:37184","37184","430","138","38","23","84","16","0","251","36","55","68","84","23","128","156","69","3","292","756","45","296","105","216","124","88"
"publicpolygonfeature:5:44639","ZIP Code 37204","country:us/state:tn/zip:37204","37204","1753","1118","511","194","238","320","182","817","679","851","122","100","36","42","469","144","429","976","735","0","84","40","137","208","182"
"publicpolygonfeature:5:44640","ZIP Code 37205","country:us/state:tn/zip:37205","37205","2320","1263","651","235","140","246","999","722","545","1145","84","39","28","76","381","131","213","1301","974","30","193","103","80","77","265"
"publicpolygonfeature:5:44642","ZIP Code 37187","country:us/state:tn/zip:37187","37187","591","223","14","22","0","72","0","87","103","149","142","96","47","31","149","24","96","509","621","0","252","184","516","97","154"
"publicpolygonfeature:5:44643","ZIP Code 37188","country:us/state:tn/zip:37188","37188","1242","426","285","309","13","129","83","612","284","561","257","154","96","108","453","331","314","1131","1300","0","364","447","461","406","380"
"publicpolygonfeature:5:44644","ZIP Code 37206","country:us/state:tn/zip:37206","37206","3437","1345","1037","432","234","265","333","1105","1435","736","131","180","88","76","956","197","360","2098","925","0","279","131","322","501","419"
"publicpolygonfeature:5:44645","ZIP Code 37190","country:us/state:tn/zip:37190","37190","266","292","80","51","45","135","73","327","44","191","196","101","19","19","185","152","31","274","719","0","195","126","549","183","206"
"publicpolygonfeature:5:44647","ZIP Code 37201","country:us/state:tn/zip:37201","37201","162","36","184","0","0","43","16","38","41","94","69","0","0","38","50","0","0","52","19","0","53","0","0","0","0"
"publicpolygonfeature:5:44648","ZIP Code 37211","country:us/state:tn/zip:37211","37211","5010","2517","1992","647","473","673","308","2658","2086","2106","631","505","375","308","2315","1703","902","3920","3909","81","3143","1038","2067","1249","1973"
"publicpolygonfeature:5:44649","ZIP Code 37212","country:us/state:tn/zip:37212","37212","1410","705","569","105","532","167","356","1425","480","1111","28","253","69","0","1207","28","441","1166","898","5","0","18","166","69","80"
"publicpolygonfeature:5:44650","ZIP Code 37213","country:us/state:tn/zip:37213","37213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:44651","ZIP Code 37214","country:us/state:tn/zip:37214","37214","2213","1463","855","323","285","301","421","955","1263","420","315","631","237","63","720","404","520","1616","2593","12","727","337","596","330","767"
"publicpolygonfeature:5:44652","ZIP Code 37221","country:us/state:tn/zip:37221","37221","4114","2207","1075","599","438","492","668","2005","989","1958","518","182","127","201","1006","425","513","2647","2420","0","593","202","405","234","230"
"publicpolygonfeature:5:44653","ZIP Code 37228","country:us/state:tn/zip:37228","37228","344","35","123","23","10","90","23","119","266","170","15","8","6","0","106","34","58","189","190","0","43","0","84","44","13"
"publicpolygonfeature:5:44933","ZIP Code 38401","country:us/state:tn/zip:38401","38401","2433","1790","1112","456","92","690","170","2736","548","1414","766","938","238","214","1707","878","663","3428","4486","17","1548","1416","2793","1567","1203"
"publicpolygonfeature:5:45004","ZIP Code 38548","country:us/state:tn/zip:38548","38548","27","11","11","12","0","0","0","8","0","15","0","0","0","0","12","9","0","68","26","8","9","14","57","8","56"
"publicpolygonfeature:5:45007","ZIP Code 38552","country:us/state:tn/zip:38552","38552","12","31","0","0","0","0","0","5","0","0","0","0","0","0","7","0","0","39","6","0","0","10","30","3","22"
"publicpolygonfeature:5:45038","ZIP Code 38563","country:us/state:tn/zip:38563","38563","50","36","4","20","0","15","3","93","0","5","18","60","0","36","15","12","24","24","178","0","65","55","98","38","150"
"publicpolygonfeature:5:45097","ZIP Code 38451","country:us/state:tn/zip:38451","38451","145","143","48","62","0","39","12","87","0","209","63","34","57","0","74","29","49","226","186","19","237","82","79","99","122"
"publicpolygonfeature:5:45103","ZIP Code 38454","country:us/state:tn/zip:38454","38454","48","14","0","10","0","0","0","97","0","13","0","0","0","11","9","18","0","20","61","13","42","31","72","31","12"
"publicpolygonfeature:5:45105","ZIP Code 38461","country:us/state:tn/zip:38461","38461","167","11","0","0","0","0","0","76","6","28","26","0","0","0","15","37","0","75","23","0","48","0","0","0","18"
"publicpolygonfeature:5:45120","ZIP Code 38474","country:us/state:tn/zip:38474","38474","218","154","57","58","0","35","8","145","17","307","127","71","21","107","95","125","156","333","635","0","122","434","318","180","229"
"publicpolygonfeature:5:45121","ZIP Code 38482","country:us/state:tn/zip:38482","38482","80","29","36","67","0","21","0","16","26","62","60","71","10","0","29","16","0","92","207","45","101","80","42","7","5"
"publicpolygonfeature:5:45123","ZIP Code 38476","country:us/state:tn/zip:38476","38476","53","26","13","53","0","0","0","0","7","0","0","46","0","0","21","0","0","74","29","0","19","0","8","100","0"
"publicpolygonfeature:5:45129","ZIP Code 38487","country:us/state:tn/zip:38487","38487","56","0","8","28","0","0","0","0","0","0","0","0","40","6","37","3","0","78","43","0","26","0","28","3","0"
"publicpolygonfeature:5:45135","ZIP Code 38547","country:us/state:tn/zip:38547","38547","143","4","22","0","12","0","0","16","0","49","26","0","11","13","35","24","9","112","134","0","157","62","145","27","6"
"publicpolygonfeature:5:45149","ZIP Code 38560","country:us/state:tn/zip:38560","38560","33","6","0","7","7","6","0","35","0","29","10","9","27","15","84","5","0","0","110","0","42","18","112","21","21"
"publicpolygonfeature:5:45150","ZIP Code 38567","country:us/state:tn/zip:38567","38567","88","22","18","0","0","0","18","47","0","13","21","11","0","0","14","72","0","0","52","0","0","40","56","21","0"
"publicpolygonfeature:5:45154","ZIP Code 38569","country:us/state:tn/zip:38569","38569","73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","4","0","29","0","0"
"publicpolygonfeature:5:6676390","ZIP Code 37238","country:us/state:tn/zip:37238","37238","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:6677960","ZIP Code 37232","country:us/state:tn/zip:37232","37232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:22:928499","Nashville-Davidson--Murfreesboro--Franklin, TN Area","country:us/state:tn/msa:nashville-davidson--murfreesboro--franklin","34980","143545","75228","43323","19600","10196","17848","13310","67600","34954","54056","22390","21628","9301","8959","54344","30734","24366","105804","117758","2694","50994","29997","59245","39289","43243"
