"feature id","feature label","shid","geoid","Employment Occupation Management (2020-2024)","Employment Occupation Business and Finance (2020-2024)","Employment Occupation Computer and Mathematical (2020-2024)","Employment Occupation Architecture and Engineering (2020-2024)","Employment Occupation Life, Physical, and Social Science (2020-2024)","Employment Occupation Community and Social Service (2020-2024)","Employment Occupation Legal (2020-2024)","Employment Occupation Education, Training and Library (2020-2024)","Employment Occupation Arts, Design, Entertainment, Sports and Media (2020-2024)","Employment Occupation Health Diagnosis and Treating Practitioners (2020-2024)","Employment Occupation Health Technologist and Technicians (2020-2024)","Employment Occupation Healthcare Support (2020-2024)","Employment Occupation Fire Fighting and Prevention (2020-2024)","Employment Occupation Law Enforcement (2020-2024)","Employment Occupation Food Preparation and Serving (2020-2024)","Employment Occupation Building, Grounds Cleaning, and Maintenance (2020-2024)","Employment Occupation Personal Care and Service (2020-2024)","Employment Occupation Sales (2020-2024)","Employment Occupation Office and Administrative Support (2020-2024)","Employment Occupation Farming, Fishing and Forestry (2020-2024)","Employment Occupation Construction and Extraction (2020-2024)","Employment Occupation Installation, Maintenance, and Repair (2020-2024)","Employment Occupation Production (2020-2024)","Employment Occupation Transportation (2020-2024)","Employment Occupation Material Moving (2020-2024)"
"publicpolygonfeature:5:34923","ZIP Code 08035","country:us/state:nj/zip:08035","08035","710","390","309","111","48","85","110","298","144","406","35","46","78","106","153","27","65","214","410","0","168","106","39","32","86"
"publicpolygonfeature:5:34924","ZIP Code 08036","country:us/state:nj/zip:08036","08036","338","145","160","45","21","22","81","214","50","157","156","15","17","0","145","88","39","654","278","0","115","102","159","42","166"
"publicpolygonfeature:5:34926","ZIP Code 08037","country:us/state:nj/zip:08037","08037","1152","505","136","254","66","351","96","853","132","535","108","455","170","216","699","537","277","1083","1041","259","647","463","483","484","414"
"publicpolygonfeature:5:34927","ZIP Code 08038","country:us/state:nj/zip:08038","08038","0","0","0","0","0","0","0","5","0","0","12","0","0","0","0","17","31","41","11","3","54","3","22","2","0"
"publicpolygonfeature:5:34928","ZIP Code 08039","country:us/state:nj/zip:08039","08039","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","14","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34929","ZIP Code 08041","country:us/state:nj/zip:08041","08041","54","20","6","20","11","9","5","7","3","16","8","0","0","0","0","16","5","6","40","0","17","11","20","19","13"
"publicpolygonfeature:5:34930","ZIP Code 08042","country:us/state:nj/zip:08042","08042","5","0","0","0","0","0","0","0","0","80","0","0","0","5","0","7","0","0","0","0","7","0","0","0","0"
"publicpolygonfeature:5:34931","ZIP Code 08043","country:us/state:nj/zip:08043","08043","1942","1585","1156","461","259","315","626","771","235","1321","358","453","76","93","510","38","326","1417","1624","0","157","167","241","410","392"
"publicpolygonfeature:5:34932","ZIP Code 08045","country:us/state:nj/zip:08045","08045","77","30","22","12","6","11","0","72","0","185","60","129","22","0","163","61","17","114","137","0","11","56","103","83","121"
"publicpolygonfeature:5:34933","ZIP Code 08046","country:us/state:nj/zip:08046","08046","1267","1120","371","221","43","519","173","822","137","497","383","1190","297","267","422","516","315","1387","2396","0","389","619","961","731","1048"
"publicpolygonfeature:5:34934","ZIP Code 08048","country:us/state:nj/zip:08048","08048","1235","612","460","138","99","82","89","545","47","275","134","69","95","130","335","103","146","589","649","0","166","156","223","159","250"
"publicpolygonfeature:5:34935","ZIP Code 08049","country:us/state:nj/zip:08049","08049","154","151","95","66","31","58","26","142","40","180","27","110","0","37","37","81","92","305","438","0","123","176","196","154","28"
"publicpolygonfeature:5:34937","ZIP Code 08051","country:us/state:nj/zip:08051","08051","628","472","299","211","73","174","99","723","19","255","141","182","57","58","584","61","112","1133","671","0","239","170","184","257","292"
"publicpolygonfeature:5:34938","ZIP Code 08052","country:us/state:nj/zip:08052","08052","1148","973","644","220","110","175","253","483","94","418","353","178","55","54","552","151","195","1172","1295","5","634","246","257","503","495"
"publicpolygonfeature:5:34939","ZIP Code 08053","country:us/state:nj/zip:08053","08053","4425","2292","1476","759","283","656","475","2751","418","1744","557","399","209","466","820","369","570","2770","2567","0","520","288","353","501","328"
"publicpolygonfeature:5:34940","ZIP Code 08054","country:us/state:nj/zip:08054","08054","3948","2719","1504","714","304","519","502","2133","617","2085","784","509","229","204","918","510","472","2274","2885","3","396","540","418","518","445"
"publicpolygonfeature:5:34941","ZIP Code 08055","country:us/state:nj/zip:08055","08055","3118","1373","599","444","243","298","203","1256","209","1063","369","267","68","105","630","139","254","2005","1246","36","226","244","221","285","198"
"publicpolygonfeature:5:34942","ZIP Code 08056","country:us/state:nj/zip:08056","08056","504","224","107","83","15","43","40","401","0","267","0","23","113","38","48","0","97","177","296","0","131","56","114","0","41"
"publicpolygonfeature:5:34943","ZIP Code 08057","country:us/state:nj/zip:08057","08057","1750","844","431","544","180","267","523","901","260","829","136","148","76","27","152","165","181","1226","759","15","165","38","168","313","116"
"publicpolygonfeature:5:34944","ZIP Code 08059","country:us/state:nj/zip:08059","08059","433","196","55","88","18","56","46","183","39","102","105","99","24","23","168","4","159","243","543","0","296","160","112","97","110"
"publicpolygonfeature:5:34945","ZIP Code 08060","country:us/state:nj/zip:08060","08060","1500","670","518","419","189","226","217","1171","284","959","456","473","117","368","531","185","336","926","1731","11","227","487","509","609","431"
"publicpolygonfeature:5:34946","ZIP Code 08061","country:us/state:nj/zip:08061","08061","501","267","110","85","20","0","60","162","10","155","89","0","12","44","33","0","46","180","116","0","0","109","71","42","107"
"publicpolygonfeature:5:34947","ZIP Code 08062","country:us/state:nj/zip:08062","08062","1652","416","340","221","186","64","62","667","156","990","130","78","21","195","293","244","84","935","776","12","631","97","212","144","258"
"publicpolygonfeature:5:34948","ZIP Code 08063","country:us/state:nj/zip:08063","08063","160","49","27","32","11","62","15","64","12","57","25","19","41","26","61","78","97","174","145","7","121","43","81","42","110"
"publicpolygonfeature:5:34949","ZIP Code 08064","country:us/state:nj/zip:08064","08064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34951","ZIP Code 08066","country:us/state:nj/zip:08066","08066","249","128","196","76","37","57","0","446","110","78","23","209","118","35","20","23","152","244","316","0","158","28","216","323","380"
"publicpolygonfeature:5:34952","ZIP Code 08067","country:us/state:nj/zip:08067","08067","135","34","32","6","26","24","7","76","14","39","8","16","14","5","7","24","22","98","43","3","30","21","24","41","67"
"publicpolygonfeature:5:34953","ZIP Code 08068","country:us/state:nj/zip:08068","08068","266","281","23","77","22","31","33","148","61","129","73","144","11","18","61","120","127","278","467","0","169","96","91","125","168"
"publicpolygonfeature:5:34954","ZIP Code 08069","country:us/state:nj/zip:08069","08069","432","84","253","75","20","96","41","389","10","151","45","254","58","14","231","287","46","482","1061","32","158","271","315","262","491"
"publicpolygonfeature:5:34956","ZIP Code 08070","country:us/state:nj/zip:08070","08070","478","242","117","147","35","94","57","580","39","266","102","50","86","0","216","233","139","525","880","6","212","205","293","165","220"
"publicpolygonfeature:5:34957","ZIP Code 08071","country:us/state:nj/zip:08071","08071","534","232","180","94","30","76","134","716","232","253","63","243","55","23","189","58","102","437","688","0","242","159","293","118","110"
"publicpolygonfeature:5:34958","ZIP Code 08072","country:us/state:nj/zip:08072","08072","10","0","0","0","0","16","0","0","0","0","0","0","0","0","0","27","0","10","2","0","0","0","0","10","0"
"publicpolygonfeature:5:34959","ZIP Code 08073","country:us/state:nj/zip:08073","08073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34960","ZIP Code 08074","country:us/state:nj/zip:08074","08074","160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34961","ZIP Code 08075","country:us/state:nj/zip:08075","08075","1575","986","381","273","380","280","295","1274","282","561","391","375","258","114","547","572","387","1273","2283","0","1278","570","687","795","681"
"publicpolygonfeature:5:34962","ZIP Code 08077","country:us/state:nj/zip:08077","08077","1273","940","307","321","124","259","235","823","153","586","214","107","71","59","328","298","183","1269","1319","19","559","219","330","364","189"
"publicpolygonfeature:5:34963","ZIP Code 08078","country:us/state:nj/zip:08078","08078","340","336","67","73","24","51","46","335","170","142","53","99","46","54","119","174","138","452","631","0","229","187","194","141","273"
"publicpolygonfeature:5:34964","ZIP Code 08108","country:us/state:nj/zip:08108","08108","1595","844","587","190","205","263","495","735","508","799","190","154","51","42","374","230","308","832","1274","0","96","138","246","105","150"
"publicpolygonfeature:5:34965","ZIP Code 08079","country:us/state:nj/zip:08079","08079","347","132","55","132","28","137","103","205","50","172","80","301","93","53","143","282","136","295","665","92","159","172","440","31","529"
"publicpolygonfeature:5:34967","ZIP Code 08080","country:us/state:nj/zip:08080","08080","3699","1355","637","334","199","329","240","1337","301","1873","564","500","65","213","675","247","348","2341","2196","7","552","566","434","261","399"
"publicpolygonfeature:5:34968","ZIP Code 08081","country:us/state:nj/zip:08081","08081","2882","1664","604","455","296","668","328","1392","642","1626","897","959","375","366","932","448","589","2853","3471","141","706","688","809","1492","872"
"publicpolygonfeature:5:34969","ZIP Code 08083","country:us/state:nj/zip:08083","08083","472","361","165","109","10","65","56","318","133","142","137","240","66","35","222","78","197","558","769","0","104","196","208","128","168"
"publicpolygonfeature:5:34970","ZIP Code 08084","country:us/state:nj/zip:08084","08084","275","178","210","95","30","67","29","259","34","173","91","120","47","67","213","66","130","514","431","0","270","66","178","125","140"
"publicpolygonfeature:5:34971","ZIP Code 08085","country:us/state:nj/zip:08085","08085","1384","920","344","416","121","310","71","725","93","959","140","82","73","149","916","154","248","879","996","24","374","217","371","448","491"
"publicpolygonfeature:5:34972","ZIP Code 08086","country:us/state:nj/zip:08086","08086","578","461","160","89","15","27","24","393","97","331","207","97","9","24","94","96","25","616","721","0","97","131","211","116","162"
"publicpolygonfeature:5:34973","ZIP Code 08087","country:us/state:nj/zip:08087","08087","1109","662","223","164","108","40","100","1029","213","282","305","355","200","357","682","440","358","1132","1712","59","967","670","385","465","343"
"publicpolygonfeature:5:34974","ZIP Code 08088","country:us/state:nj/zip:08088","08088","1754","662","323","253","280","133","232","858","77","857","186","207","94","88","396","250","120","1351","1128","50","455","433","307","579","119"
"publicpolygonfeature:5:34975","ZIP Code 08089","country:us/state:nj/zip:08089","08089","223","135","19","15","14","7","8","126","96","70","21","22","33","0","97","37","38","221","307","9","293","126","145","98","154"
"publicpolygonfeature:5:34976","ZIP Code 08090","country:us/state:nj/zip:08090","08090","470","352","169","62","7","170","62","440","104","216","170","107","38","87","175","101","140","409","631","0","279","82","271","149","272"
"publicpolygonfeature:5:34977","ZIP Code 08091","country:us/state:nj/zip:08091","08091","282","195","135","60","23","23","16","148","35","64","118","131","28","0","224","215","52","240","501","0","289","51","208","28","23"
"publicpolygonfeature:5:34979","ZIP Code 08093","country:us/state:nj/zip:08093","08093","442","256","47","26","58","83","70","345","88","86","55","168","32","66","209","129","78","476","748","15","256","208","362","288","284"
"publicpolygonfeature:5:34980","ZIP Code 08109","country:us/state:nj/zip:08109","08109","976","856","247","173","177","146","80","656","120","683","260","350","182","128","322","250","296","1083","1729","90","605","391","810","725","733"
"publicpolygonfeature:5:34981","ZIP Code 08094","country:us/state:nj/zip:08094","08094","2652","1394","819","427","71","177","152","1688","255","1271","1097","832","284","466","741","506","306","1720","2493","11","1418","764","473","737","570"
"publicpolygonfeature:5:34982","ZIP Code 08095","country:us/state:nj/zip:08095","08095","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34983","ZIP Code 08096","country:us/state:nj/zip:08096","08096","1875","1077","806","521","144","294","110","1106","402","856","544","659","363","219","685","324","508","1961","2265","4","810","499","871","859","728"
"publicpolygonfeature:5:34984","ZIP Code 08097","country:us/state:nj/zip:08097","08097","212","56","45","30","19","40","18","178","7","61","10","23","54","0","76","40","22","190","254","0","72","72","40","76","33"
"publicpolygonfeature:5:34986","ZIP Code 08098","country:us/state:nj/zip:08098","08098","471","179","55","38","85","167","130","587","24","267","101","51","0","30","55","89","50","324","628","119","244","131","221","102","150"
"publicpolygonfeature:5:34987","ZIP Code 08102","country:us/state:nj/zip:08102","08102","267","62","87","77","6","36","30","148","23","66","51","47","80","2","238","207","62","188","460","0","35","26","195","180","473"
"publicpolygonfeature:5:34988","ZIP Code 08103","country:us/state:nj/zip:08103","08103","282","110","36","18","0","43","6","132","46","21","91","478","55","73","263","652","32","246","438","0","44","85","158","234","767"
"publicpolygonfeature:5:34989","ZIP Code 08104","country:us/state:nj/zip:08104","08104","355","310","35","14","21","178","30","443","37","53","29","755","83","10","332","427","67","458","1055","46","249","236","569","351","1335"
"publicpolygonfeature:5:34990","ZIP Code 08105","country:us/state:nj/zip:08105","08105","473","269","95","104","35","82","0","327","192","52","112","887","186","59","685","1026","317","961","1310","41","825","272","674","686","1774"
"publicpolygonfeature:5:34991","ZIP Code 08106","country:us/state:nj/zip:08106","08106","720","564","115","79","29","76","69","380","260","494","69","54","24","66","238","140","142","483","590","0","224","57","200","78","217"
"publicpolygonfeature:5:34992","ZIP Code 08107","country:us/state:nj/zip:08107","08107","888","574","225","157","35","226","126","517","187","390","114","209","13","81","460","295","242","514","835","0","200","273","198","182","186"
"publicpolygonfeature:5:34993","ZIP Code 08110","country:us/state:nj/zip:08110","08110","552","493","328","115","142","253","52","209","189","488","274","303","154","28","509","452","253","620","708","27","374","283","975","615","872"
"publicpolygonfeature:5:34997","ZIP Code 08224","country:us/state:nj/zip:08224","08224","9","0","0","0","0","3","0","3","0","4","0","0","0","0","13","6","8","4","12","0","21","36","0","6","17"
"publicpolygonfeature:5:35004","ZIP Code 08215","country:us/state:nj/zip:08215","08215","625","363","112","52","17","105","14","485","193","230","178","364","88","33","354","304","238","561","612","4","443","121","401","157","193"
"publicpolygonfeature:5:35020","ZIP Code 08312","country:us/state:nj/zip:08312","08312","286","200","144","41","66","10","41","284","54","234","256","85","60","31","153","104","109","298","436","0","200","226","137","130","68"
"publicpolygonfeature:5:35027","ZIP Code 08318","country:us/state:nj/zip:08318","08318","859","277","63","163","18","99","72","597","55","189","122","109","20","100","86","121","110","509","598","8","194","262","400","329","283"
"publicpolygonfeature:5:35034","ZIP Code 08322","country:us/state:nj/zip:08322","08322","622","101","76","56","70","106","12","436","94","216","163","191","105","70","220","130","194","472","642","0","521","217","174","241","302"
"publicpolygonfeature:5:35038","ZIP Code 08328","country:us/state:nj/zip:08328","08328","36","35","0","0","0","20","47","27","7","0","38","96","15","0","73","0","7","24","47","0","77","48","82","0","25"
"publicpolygonfeature:5:35044","ZIP Code 08343","country:us/state:nj/zip:08343","08343","292","262","46","54","50","26","56","284","0","98","13","14","12","68","66","35","92","141","143","10","125","38","41","12","157"
"publicpolygonfeature:5:35045","ZIP Code 08344","country:us/state:nj/zip:08344","08344","388","141","40","10","6","176","3","141","38","173","49","86","33","59","102","26","97","170","317","19","230","91","84","111","60"
"publicpolygonfeature:5:35050","ZIP Code 08554","country:us/state:nj/zip:08554","08554","92","78","97","44","14","68","15","89","25","37","69","41","4","0","47","4","11","204","293","0","162","161","75","111","142"
"publicpolygonfeature:5:35063","ZIP Code 08505","country:us/state:nj/zip:08505","08505","1374","656","637","206","195","151","174","765","195","506","158","259","112","253","273","312","138","891","1358","26","408","366","326","305","361"
"publicpolygonfeature:5:35065","ZIP Code 08511","country:us/state:nj/zip:08511","08511","61","20","8","43","5","0","0","87","0","2","0","0","7","15","33","10","3","14","55","2","19","57","47","41","0"
"publicpolygonfeature:5:35069","ZIP Code 08515","country:us/state:nj/zip:08515","08515","837","496","868","53","123","83","15","363","206","211","62","40","17","55","64","8","0","239","399","19","183","65","116","28","24"
"publicpolygonfeature:5:35070","ZIP Code 08518","country:us/state:nj/zip:08518","08518","279","91","146","47","170","0","25","331","0","69","76","94","42","18","148","61","17","215","476","0","152","134","283","264","301"
"publicpolygonfeature:5:35088","ZIP Code 08562","country:us/state:nj/zip:08562","08562","269","164","74","26","25","0","2","150","27","23","39","96","3","43","57","66","32","168","229","25","81","131","62","156","66"
"publicpolygonfeature:5:35103","ZIP Code 08640","country:us/state:nj/zip:08640","08640","47","16","0","12","0","4","0","80","0","15","6","27","4","0","40","0","10","42","30","0","9","0","13","5","22"
"publicpolygonfeature:5:35104","ZIP Code 08641","country:us/state:nj/zip:08641","08641","29","4","16","0","0","8","20","81","78","64","12","46","15","4","38","97","72","161","206","0","26","16","6","27","0"
"publicpolygonfeature:5:36157","ZIP Code 19422","country:us/state:pa/zip:19422","19422","1916","1171","579","225","241","223","272","505","207","850","180","154","143","55","150","114","166","1167","677","10","168","102","276","122","162"
"publicpolygonfeature:5:36191","ZIP Code 19437","country:us/state:pa/zip:19437","19437","21","26","0","0","0","1","0","0","13","0","0","5","0","0","49","0","13","7","34","0","0","5","0","0","21"
"publicpolygonfeature:5:36196","ZIP Code 19474","country:us/state:pa/zip:19474","19474","35","0","0","0","0","0","0","22","0","7","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:36971","ZIP Code 19001","country:us/state:pa/zip:19001","19001","1034","760","505","146","261","213","61","820","145","477","80","269","40","103","500","164","203","660","1006","6","383","271","295","270","263"
"publicpolygonfeature:5:36996","ZIP Code 19021","country:us/state:pa/zip:19021","19021","318","315","140","90","17","46","0","126","16","67","197","180","61","0","104","85","125","365","615","0","169","155","654","211","350"
"publicpolygonfeature:5:37028","ZIP Code 19022","country:us/state:pa/zip:19022","19022","105","74","135","30","0","17","0","36","0","20","35","30","44","11","181","60","61","281","180","0","18","48","194","106","211"
"publicpolygonfeature:5:37045","ZIP Code 19023","country:us/state:pa/zip:19023","19023","526","343","423","72","78","350","41","451","37","119","165","1158","82","37","706","210","169","916","1464","73","271","98","379","772","410"
"publicpolygonfeature:5:37059","ZIP Code 19025","country:us/state:pa/zip:19025","19025","781","446","145","131","162","74","59","207","82","525","28","86","0","62","96","37","93","351","175","33","77","8","127","39","44"
"publicpolygonfeature:5:37064","ZIP Code 19026","country:us/state:pa/zip:19026","19026","2036","1304","863","278","229","459","274","1380","429","961","330","784","198","215","894","447","368","1578","2057","18","918","291","551","675","534"
"publicpolygonfeature:5:37136","ZIP Code 19027","country:us/state:pa/zip:19027","19027","1225","717","382","278","321","375","186","1192","155","1151","224","455","95","177","290","152","397","986","794","0","121","179","199","618","292"
"publicpolygonfeature:5:37142","ZIP Code 19036","country:us/state:pa/zip:19036","19036","529","275","132","54","78","95","48","537","80","335","290","433","112","133","379","233","171","593","1113","9","472","294","300","388","195"
"publicpolygonfeature:5:37175","ZIP Code 19083","country:us/state:pa/zip:19083","19083","2662","1784","846","415","296","455","498","2161","466","1679","374","384","163","107","622","305","432","2040","1569","33","604","446","509","332","394"
"publicpolygonfeature:5:37300","ZIP Code 18920","country:us/state:pa/zip:18920","18920","28","0","0","0","0","0","0","22","0","13","39","0","0","0","0","0","0","22","0","0","6","0","0","0","30"
"publicpolygonfeature:5:37312","ZIP Code 18923","country:us/state:pa/zip:18923","18923","119","28","0","16","10","0","0","16","0","58","0","0","0","0","0","0","0","50","66","0","23","17","41","0","0"
"publicpolygonfeature:5:37394","ZIP Code 19096","country:us/state:pa/zip:19096","19096","824","782","333","129","466","207","407","813","304","1120","155","60","0","15","153","39","177","431","312","0","48","45","129","83","19"
"publicpolygonfeature:5:37399","ZIP Code 19102","country:us/state:pa/zip:19102","19102","720","797","153","159","173","143","288","232","178","868","101","12","14","0","66","0","68","288","233","0","8","23","29","39","45"
"publicpolygonfeature:5:37451","ZIP Code 19103","country:us/state:pa/zip:19103","19103","2524","2601","1504","513","1224","386","1103","1314","493","1932","216","180","25","0","181","125","229","1052","844","0","48","108","162","139","78"
"publicpolygonfeature:5:37639","ZIP Code 19104","country:us/state:pa/zip:19104","19104","2004","1166","1392","702","1230","678","382","3178","1010","754","515","1099","536","30","2018","611","1547","1589","2288","12","366","240","280","535","911"
"publicpolygonfeature:5:37662","ZIP Code 19106","country:us/state:pa/zip:19106","19106","1618","1368","850","438","314","91","359","579","575","1281","155","70","0","14","31","42","78","753","249","0","62","13","145","103","21"
"publicpolygonfeature:5:37666","ZIP Code 19107","country:us/state:pa/zip:19107","19107","1172","1081","573","337","230","243","430","578","613","1302","360","141","22","8","272","0","312","658","700","0","43","38","188","43","349"
"publicpolygonfeature:5:37667","ZIP Code 19109","country:us/state:pa/zip:19109","19109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:37679","ZIP Code 19111","country:us/state:pa/zip:19111","19111","2399","1544","838","234","114","529","247","1558","517","925","911","2592","556","486","2057","1341","784","1782","3714","26","1720","1387","1357","1360","1495"
"publicpolygonfeature:5:37682","ZIP Code 19112","country:us/state:pa/zip:19112","19112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:37712","ZIP Code 19113","country:us/state:pa/zip:19113","19113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:37801","ZIP Code 19114","country:us/state:pa/zip:19114","19114","1206","989","593","110","163","266","271","668","209","837","357","713","255","180","444","473","404","1201","2529","0","667","689","405","910","439"
"publicpolygonfeature:5:37803","ZIP Code 19115","country:us/state:pa/zip:19115","19115","1483","1111","802","220","193","197","153","1262","254","1271","328","1247","455","387","446","368","635","1251","1691","0","595","254","775","936","633"
