"feature id","feature label","shid","geoid","Housing Built 1939 or Earlier (2020-2024)","Housing Built 1940 to 1949 (2020-2024)","Housing Built 1950 to 1959 (2020-2024)","Housing Built 1960 to 1969 (2020-2024)","Housing Built 1970 to 1979 (2020-2024)","Housing Built 1980 to 1989 (2020-2024)","Housing Built 1990 to 1999 (2020-2024)","Housing Built 2000 to 2009 (2020-2024)","Housing Built 2010 to 2019 (2020-2024)","Housing Built 2020 or Later (2020-2024)"
"publicpolygonfeature:5:41199","ZIP Code 28278","country:us/state:nc/zip:28278","28278","30","47","167","123","293","796","1473","4825","5211","1398"
"publicpolygonfeature:5:41204","ZIP Code 28280","country:us/state:nc/zip:28280","28280","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41208","ZIP Code 28282","country:us/state:nc/zip:28282","28282","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41400","ZIP Code 28006","country:us/state:nc/zip:28006","28006","21","0","63","129","99","75","114","39","67","18"
"publicpolygonfeature:5:41401","ZIP Code 28007","country:us/state:nc/zip:28007","28007","55","61","8","34","47","24","73","31","26","0"
"publicpolygonfeature:5:41404","ZIP Code 28016","country:us/state:nc/zip:28016","28016","609","274","453","836","809","1176","756","619","256","59"
"publicpolygonfeature:5:41412","ZIP Code 28021","country:us/state:nc/zip:28021","28021","679","180","727","773","747","949","1166","724","269","79"
"publicpolygonfeature:5:41413","ZIP Code 28023","country:us/state:nc/zip:28023","28023","566","403","336","891","804","824","1268","1035","267","144"
"publicpolygonfeature:5:41414","ZIP Code 28025","country:us/state:nc/zip:28025","28025","2536","821","2336","1589","2320","2214","4001","3952","3036","625"
"publicpolygonfeature:5:41415","ZIP Code 28033","country:us/state:nc/zip:28033","28033","86","59","12","119","71","366","392","336","0","49"
"publicpolygonfeature:5:41417","ZIP Code 28027","country:us/state:nc/zip:28027","28027","808","843","1009","1455","2385","3120","6152","7006","8037","1604"
"publicpolygonfeature:5:41418","ZIP Code 28031","country:us/state:nc/zip:28031","28031","152","161","288","162","431","1869","3444","4524","3125","341"
"publicpolygonfeature:5:41419","ZIP Code 28032","country:us/state:nc/zip:28032","28032","551","123","40","31","48","81","306","286","91","27"
"publicpolygonfeature:5:41420","ZIP Code 28034","country:us/state:nc/zip:28034","28034","269","507","608","1044","1066","877","981","1674","902","326"
"publicpolygonfeature:5:41421","ZIP Code 28036","country:us/state:nc/zip:28036","28036","117","144","77","240","185","781","1472","2412","2623","575"
"publicpolygonfeature:5:41422","ZIP Code 28054","country:us/state:nc/zip:28054","28054","1368","1058","1878","2713","2647","2501","1851","2295","1943","310"
"publicpolygonfeature:5:41423","ZIP Code 28037","country:us/state:nc/zip:28037","28037","223","73","104","281","1012","1145","2190","3053","3467","1005"
"publicpolygonfeature:5:41424","ZIP Code 28039","country:us/state:nc/zip:28039","28039","0","0","0","0","5","23","0","0","0","0"
"publicpolygonfeature:5:41425","ZIP Code 28072","country:us/state:nc/zip:28072","28072","0","6","104","4","11","22","35","50","4","59"
"publicpolygonfeature:5:41429","ZIP Code 28075","country:us/state:nc/zip:28075","28075","51","30","115","155","330","549","1396","2527","1924","177"
"publicpolygonfeature:5:41432","ZIP Code 28052","country:us/state:nc/zip:28052","28052","1735","1451","2658","2440","2275","1404","1335","1119","692","179"
"publicpolygonfeature:5:41433","ZIP Code 28056","country:us/state:nc/zip:28056","28056","417","231","686","1511","2524","2562","2382","2666","1404","536"
"publicpolygonfeature:5:41434","ZIP Code 28071","country:us/state:nc/zip:28071","28071","209","27","121","176","100","347","330","188","113","182"
"publicpolygonfeature:5:41435","ZIP Code 28078","country:us/state:nc/zip:28078","28078","220","391","333","516","808","1890","6122","9827","7343","1424"
"publicpolygonfeature:5:41436","ZIP Code 28107","country:us/state:nc/zip:28107","28107","56","24","87","315","276","330","656","597","1223","171"
"publicpolygonfeature:5:41437","ZIP Code 28108","country:us/state:nc/zip:28108","28108","0","0","0","21","0","0","18","0","0","0"
"publicpolygonfeature:5:41439","ZIP Code 28079","country:us/state:nc/zip:28079","28079","60","109","83","547","889","682","3241","4901","3361","1062"
"publicpolygonfeature:5:41440","ZIP Code 28080","country:us/state:nc/zip:28080","28080","75","36","97","206","165","621","633","870","348","142"
"publicpolygonfeature:5:41442","ZIP Code 28086","country:us/state:nc/zip:28086","28086","824","739","842","909","2011","1859","2130","1322","770","312"
"publicpolygonfeature:5:41443","ZIP Code 28088","country:us/state:nc/zip:28088","28088","110","124","39","290","82","32","204","117","387","39"
"publicpolygonfeature:5:41447","ZIP Code 28144","country:us/state:nc/zip:28144","28144","2442","984","1648","1607","2052","913","906","1459","618","230"
"publicpolygonfeature:5:41448","ZIP Code 28091","country:us/state:nc/zip:28091","28091","93","99","44","263","154","54","229","55","20","5"
"publicpolygonfeature:5:41449","ZIP Code 28103","country:us/state:nc/zip:28103","28103","513","171","462","508","606","559","674","604","254","124"
"publicpolygonfeature:5:41451","ZIP Code 28092","country:us/state:nc/zip:28092","28092","1360","775","1331","1756","2023","2231","2711","2548","1786","551"
"publicpolygonfeature:5:41453","ZIP Code 28104","country:us/state:nc/zip:28104","28104","25","0","124","429","1043","1650","2833","4363","2363","597"
"publicpolygonfeature:5:41454","ZIP Code 28105","country:us/state:nc/zip:28105","28105","127","19","366","789","1911","3592","4141","3868","2678","792"
"publicpolygonfeature:5:41455","ZIP Code 28110","country:us/state:nc/zip:28110","28110","482","523","850","1217","2215","2267","5046","5421","1845","951"
"publicpolygonfeature:5:41456","ZIP Code 28112","country:us/state:nc/zip:28112","28112","882","197","982","1027","1178","1926","2187","1519","563","446"
"publicpolygonfeature:5:41458","ZIP Code 28119","country:us/state:nc/zip:28119","28119","136","125","86","148","179","299","216","85","0","8"
"publicpolygonfeature:5:41459","ZIP Code 28115","country:us/state:nc/zip:28115","28115","1085","626","913","690","1155","1311","3012","4834","3174","558"
"publicpolygonfeature:5:41460","ZIP Code 28117","country:us/state:nc/zip:28117","28117","24","63","72","608","898","1830","5009","6031","6000","1690"
"publicpolygonfeature:5:41462","ZIP Code 28120","country:us/state:nc/zip:28120","28120","568","410","1158","720","1155","1357","1286","2051","1794","364"
"publicpolygonfeature:5:41463","ZIP Code 28124","country:us/state:nc/zip:28124","28124","235","159","117","275","426","451","408","356","194","93"
"publicpolygonfeature:5:41464","ZIP Code 28125","country:us/state:nc/zip:28125","28125","60","43","31","15","32","170","362","294","146","20"
"publicpolygonfeature:5:41467","ZIP Code 28133","country:us/state:nc/zip:28133","28133","98","110","262","73","87","55","162","168","20","0"
"publicpolygonfeature:5:41468","ZIP Code 28134","country:us/state:nc/zip:28134","28134","124","21","257","144","173","824","931","1301","1159","396"
"publicpolygonfeature:5:41470","ZIP Code 28135","country:us/state:nc/zip:28135","28135","125","42","95","96","237","111","330","221","86","15"
"publicpolygonfeature:5:41471","ZIP Code 28204","country:us/state:nc/zip:28204","28204","1046","62","86","45","167","314","226","1042","3176","124"
"publicpolygonfeature:5:41472","ZIP Code 28205","country:us/state:nc/zip:28205","28205","1951","2647","3757","3694","2808","1600","1809","1827","4199","671"
"publicpolygonfeature:5:41473","ZIP Code 28137","country:us/state:nc/zip:28137","28137","96","47","134","69","229","182","325","158","95","2"
"publicpolygonfeature:5:41474","ZIP Code 28138","country:us/state:nc/zip:28138","28138","342","183","245","156","695","733","957","689","193","149"
"publicpolygonfeature:5:41476","ZIP Code 28146","country:us/state:nc/zip:28146","28146","909","360","1348","1020","2030","1780","2204","2409","1550","261"
"publicpolygonfeature:5:41477","ZIP Code 28147","country:us/state:nc/zip:28147","28147","353","300","545","560","1858","1588","2487","1710","866","73"
"publicpolygonfeature:5:41480","ZIP Code 28159","country:us/state:nc/zip:28159","28159","534","213","184","136","114","46","90","226","5","13"
"publicpolygonfeature:5:41482","ZIP Code 28206","country:us/state:nc/zip:28206","28206","410","449","531","743","677","413","536","1178","1960","708"
"publicpolygonfeature:5:41483","ZIP Code 28164","country:us/state:nc/zip:28164","28164","277","133","318","737","830","962","1258","1454","606","155"
"publicpolygonfeature:5:41484","ZIP Code 28166","country:us/state:nc/zip:28166","28166","89","65","254","270","410","677","754","1239","817","343"
"publicpolygonfeature:5:41485","ZIP Code 28207","country:us/state:nc/zip:28207","28207","1360","462","294","122","362","597","284","456","523","67"
"publicpolygonfeature:5:41486","ZIP Code 28208","country:us/state:nc/zip:28208","28208","1543","1683","2440","2788","2326","1120","1163","2440","2424","612"
"publicpolygonfeature:5:41488","ZIP Code 28168","country:us/state:nc/zip:28168","28168","297","122","336","302","705","923","1117","706","176","10"
"publicpolygonfeature:5:41490","ZIP Code 28170","country:us/state:nc/zip:28170","28170","382","320","607","648","1388","518","622","134","162","91"
"publicpolygonfeature:5:41491","ZIP Code 28173","country:us/state:nc/zip:28173","28173","184","66","142","181","964","1753","3156","7533","6139","1225"
"publicpolygonfeature:5:41492","ZIP Code 28174","country:us/state:nc/zip:28174","28174","104","122","129","367","390","655","444","553","97","27"
"publicpolygonfeature:5:41493","ZIP Code 28202","country:us/state:nc/zip:28202","28202","387","21","113","116","303","922","1566","3654","4584","511"
"publicpolygonfeature:5:41494","ZIP Code 28203","country:us/state:nc/zip:28203","28203","1122","802","598","57","346","209","786","2580","5168","473"
"publicpolygonfeature:5:41495","ZIP Code 28214","country:us/state:nc/zip:28214","28214","427","300","953","859","1441","2060","2204","4110","2954","810"
"publicpolygonfeature:5:41496","ZIP Code 28215","country:us/state:nc/zip:28215","28215","129","198","1149","2606","3987","3047","4467","5278","3908","1208"
"publicpolygonfeature:5:41497","ZIP Code 28216","country:us/state:nc/zip:28216","28216","265","501","2158","2599","1863","1462","3639","6967","5316","672"
"publicpolygonfeature:5:41498","ZIP Code 28217","country:us/state:nc/zip:28217","28217","188","237","1157","1777","1826","947","1578","2419","2902","1299"
"publicpolygonfeature:5:41499","ZIP Code 28227","country:us/state:nc/zip:28227","28227","246","234","825","1009","3976","6718","3206","3937","2400","544"
"publicpolygonfeature:5:41500","ZIP Code 28244","country:us/state:nc/zip:28244","28244","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41501","ZIP Code 28262","country:us/state:nc/zip:28262","28262","41","42","8","384","700","3134","4606","8313","6504","1259"
"publicpolygonfeature:5:41502","ZIP Code 28269","country:us/state:nc/zip:28269","28269","105","443","655","898","794","2632","10929","11192","4613","1509"
"publicpolygonfeature:5:41696","ZIP Code 28660","country:us/state:nc/zip:28660","28660","145","19","12","0","85","160","210","272","82","64"
"publicpolygonfeature:5:41741","ZIP Code 28677","country:us/state:nc/zip:28677","28677","1573","651","1685","2163","1832","2315","2158","2178","1697","427"
"publicpolygonfeature:5:41750","ZIP Code 28625","country:us/state:nc/zip:28625","28625","685","391","824","1419","2386","2310","3754","3936","1394","319"
"publicpolygonfeature:5:41754","ZIP Code 28634","country:us/state:nc/zip:28634","28634","342","189","86","266","253","322","430","483","86","29"
"publicpolygonfeature:5:41764","ZIP Code 28678","country:us/state:nc/zip:28678","28678","93","82","238","191","141","99","629","463","211","136"
"publicpolygonfeature:5:41770","ZIP Code 28650","country:us/state:nc/zip:28650","28650","192","272","295","464","424","911","901","919","651","215"
"publicpolygonfeature:5:41800","ZIP Code 28689","country:us/state:nc/zip:28689","28689","74","21","6","97","84","177","107","250","60","0"
"publicpolygonfeature:5:41923","ZIP Code 29014","country:us/state:sc/zip:29014","29014","78","23","0","39","98","156","253","100","13","35"
"publicpolygonfeature:5:41935","ZIP Code 29031","country:us/state:sc/zip:29031","29031","13","11","67","111","123","120","151","62","43","0"
"publicpolygonfeature:5:41955","ZIP Code 29055","country:us/state:sc/zip:29055","29055","310","161","262","397","214","155","183","121","100","0"
"publicpolygonfeature:5:41959","ZIP Code 29058","country:us/state:sc/zip:29058","29058","232","43","187","232","305","249","291","384","152","35"
"publicpolygonfeature:5:41963","ZIP Code 29067","country:us/state:sc/zip:29067","29067","457","243","822","513","630","559","532","359","243","102"
"publicpolygonfeature:5:41980","ZIP Code 29717","country:us/state:sc/zip:29717","29717","63","12","71","40","29","98","191","131","38","25"
"publicpolygonfeature:5:41988","ZIP Code 29726","country:us/state:sc/zip:29726","29726","6","27","14","37","66","128","143","100","141","64"
"publicpolygonfeature:5:42270","ZIP Code 29707","country:us/state:sc/zip:29707","29707","142","12","68","161","306","659","455","5330","6983","1650"
"publicpolygonfeature:5:42272","ZIP Code 29708","country:us/state:sc/zip:29708","29708","0","0","43","138","753","984","2124","5689","5907","852"
"publicpolygonfeature:5:42292","ZIP Code 29714","country:us/state:sc/zip:29714","29714","16","20","53","103","180","266","350","119","82","40"
"publicpolygonfeature:5:42300","ZIP Code 29704","country:us/state:sc/zip:29704","29704","101","0","11","31","268","253","207","282","178","17"
"publicpolygonfeature:5:42304","ZIP Code 29706","country:us/state:sc/zip:29706","29706","926","585","1125","1117","1291","1076","1520","702","416","116"
"publicpolygonfeature:5:42307","ZIP Code 29715","country:us/state:sc/zip:29715","29715","359","371","724","239","618","1574","1530","4182","6849","1368"
"publicpolygonfeature:5:42309","ZIP Code 29710","country:us/state:sc/zip:29710","29710","561","145","543","528","1556","1857","2194","3563","4552","1082"
"publicpolygonfeature:5:42310","ZIP Code 29712","country:us/state:sc/zip:29712","29712","64","0","40","35","184","55","251","64","268","12"
"publicpolygonfeature:5:42313","ZIP Code 29720","country:us/state:sc/zip:29720","29720","911","1211","1791","2450","3463","2439","3385","2860","3209","1058"
"publicpolygonfeature:5:42314","ZIP Code 29724","country:us/state:sc/zip:29724","29724","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:42318","ZIP Code 29729","country:us/state:sc/zip:29729","29729","59","32","103","30","52","75","390","181","51","22"
"publicpolygonfeature:5:42319","ZIP Code 29730","country:us/state:sc/zip:29730","29730","1549","1036","1946","2347","3412","2537","3750","5177","4309","525"
"publicpolygonfeature:5:42320","ZIP Code 29732","country:us/state:sc/zip:29732","29732","204","244","1024","1979","3529","3544","4466","6663","2896","370"
"publicpolygonfeature:5:42321","ZIP Code 29733","country:us/state:sc/zip:29733","29733","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:42324","ZIP Code 29742","country:us/state:sc/zip:29742","29742","21","51","44","79","97","241","175","423","61","24"
"publicpolygonfeature:5:42325","ZIP Code 29743","country:us/state:sc/zip:29743","29743","12","11","19","37","62","112","314","100","31","0"
"publicpolygonfeature:5:42327","ZIP Code 29745","country:us/state:sc/zip:29745","29745","357","372","474","699","1218","1639","3954","3026","1691","393"
"publicpolygonfeature:5:6671518","ZIP Code 28274","country:us/state:nc/zip:28274","28274","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:6676902","ZIP Code 28041","country:us/state:nc/zip:28041","28041","0","0","3","0","0","0","0","0","0","0"
"publicpolygonfeature:5:6678389","ZIP Code 28223","country:us/state:nc/zip:28223","28223","0","0","0","0","9","0","0","0","0","0"
"publicpolygonfeature:22:928125","Charlotte-Concord-Gastonia, NC-SC Area","country:us/state:nc/msa:charlotte-concord-gastonia","16740","47112","32412","64139","81683","113717","136851","191146","248781","204598","44769"
