"feature id","feature label","shid","geoid","Education 9th to 12th Grade, No Diploma (2020-2024)","Education Less than 9th Grade (2020-2024)","Education High School Degree (2020-2024)","Education Some College No Degree (2020-2024)","Education Associate Degree (2020-2024)","Education Bachelor's Degree (2020-2024)","Education Graduate Degree (2020-2024)","Blue-collar Employment (2020-2024)","Employment Entropy Index (2023)","Employment Access Index (2016)","Management, Business, Science, and Arts Occupations (2020-2024)","Service Occupations (2020-2024)","Sales and Office Occupations (2020-2024)","Natural Resources, Construction, and Maintenance Occupations (2020-2024)","Production, Transportation, and Material Moving Occupations (2020-2024)","Military Occupations (2020-2024)"
"publicpolygonfeature:5:34970","ZIP Code 08084","country:us/state:nj/zip:08084","08084","241","155","1595","937","483","972","584","779","0.7670336258656696","28254.5207","1441","643","945","336","443","0"
"publicpolygonfeature:5:34971","ZIP Code 08085","country:us/state:nj/zip:08085","08085","341","431","3045","1657","1390","3995","2884","1925","0.5973941115239555","17072.4859","5483","1622","1875","615","1310","0"
"publicpolygonfeature:5:34972","ZIP Code 08086","country:us/state:nj/zip:08086","08086","431","60","1859","1119","876","1415","1049","717","0.7972182702985282","32692.7481","2382","345","1337","228","489","4"
"publicpolygonfeature:5:34973","ZIP Code 08087","country:us/state:nj/zip:08087","08087","849","255","7030","3858","1601","3828","1743","2889","0.8371355063679969","6002.5631","4235","2392","2844","1696","1193","0"
"publicpolygonfeature:5:34974","ZIP Code 08088","country:us/state:nj/zip:08088","08088","813","395","5553","3427","1454","4487","2313","1943","0.877081917996299","9668.6141","5615","1155","2479","938","1005","42"
"publicpolygonfeature:5:34975","ZIP Code 08089","country:us/state:nj/zip:08089","08089","275","61","1082","784","365","503","158","825","0.9024004339401416","9177.989","734","227","528","428","397","0"
"publicpolygonfeature:5:34976","ZIP Code 08090","country:us/state:nj/zip:08090","08090","186","70","1994","1273","864","1379","757","1053","0.9036889091366561","22285.514","2222","648","1040","361","692","0"
"publicpolygonfeature:5:34977","ZIP Code 08091","country:us/state:nj/zip:08091","08091","224","88","1992","770","310","928","294","599","0.8237187426764899","22437.7554","1099","650","741","340","259","0"
"publicpolygonfeature:5:34979","ZIP Code 08093","country:us/state:nj/zip:08093","08093","295","229","2695","1548","592","908","564","1413","0.8017064182042254","36695.0511","1556","682","1224","479","934","0"
"publicpolygonfeature:5:34980","ZIP Code 08109","country:us/state:nj/zip:08109","08109","1270","884","5454","3111","1151","3228","1570","3354","0.8723752129750112","54822.5157","4374","1528","2812","1086","2268","0"
"publicpolygonfeature:5:34981","ZIP Code 08094","country:us/state:nj/zip:08094","08094","1430","532","10303","5883","2747","5629","2810","3973","0.9014560209662202","11059.4138","10003","3135","4213","2193","1780","33"
"publicpolygonfeature:5:34982","ZIP Code 08095","country:us/state:nj/zip:08095","08095","0","0","0","0","0","0","0","0","0","9461","0","0","0","0","0","0"
"publicpolygonfeature:5:34983","ZIP Code 08096","country:us/state:nj/zip:08096","08096","910","864","8951","4726","2139","5542","2218","3771","0.8841754268809355","33330.8444","7735","2758","4226","1313","2458","63"
"publicpolygonfeature:5:34984","ZIP Code 08097","country:us/state:nj/zip:08097","08097","53","31","816","424","190","468","245","293","0.8393309269566553","28587.6755","676","215","444","144","149","0"
"publicpolygonfeature:5:34986","ZIP Code 08098","country:us/state:nj/zip:08098","08098","246","468","1969","944","530","1789","970","967","0.8805926210397512","10360.3804","2104","275","952","494","473","0"
"publicpolygonfeature:5:34987","ZIP Code 08102","country:us/state:nj/zip:08102","08102","603","909","1471","849","302","425","440","909","0.782810789082465","116756.2018","853","636","648","61","848","0"
"publicpolygonfeature:5:34988","ZIP Code 08103","country:us/state:nj/zip:08103","08103","1708","958","3068","1419","250","383","394","1288","0.7356374601539274","94668.268","785","1553","684","129","1159","0"
"publicpolygonfeature:5:34989","ZIP Code 08104","country:us/state:nj/zip:08104","08104","1578","1102","5729","2788","977","771","508","2786","0.8210385853194793","67047.4809","1505","1674","1513","531","2255","0"
"publicpolygonfeature:5:34990","ZIP Code 08105","country:us/state:nj/zip:08105","08105","2893","3202","4880","2584","694","1009","310","4272","0.7695467273860851","65513.4873","1741","3160","2271","1138","3134","0"
"publicpolygonfeature:5:34991","ZIP Code 08106","country:us/state:nj/zip:08106","08106","234","46","1984","1242","450","1906","1187","776","0.9379713274757956","44071.7112","2855","664","1073","281","495","55"
"publicpolygonfeature:5:34992","ZIP Code 08107","country:us/state:nj/zip:08107","08107","447","408","2365","1431","597","2328","1497","1039","0.9621215024137991","53628.9862","3439","1300","1349","473","566","0"
"publicpolygonfeature:5:34993","ZIP Code 08110","country:us/state:nj/zip:08110","08110","1290","1520","4183","1997","1140","1951","551","3146","0.7031153036894243","52627.9827","3095","1699","1328","684","2462","43"
"publicpolygonfeature:5:34997","ZIP Code 08224","country:us/state:nj/zip:08224","08224","0","1","76","27","4","16","14","80","0.2781162165467591","6043.2106","19","27","16","57","23","0"
"publicpolygonfeature:5:35004","ZIP Code 08215","country:us/state:nj/zip:08215","08215","500","284","4379","1984","1013","1441","780","1319","0.7781324688519331","6963.5552","2374","1381","1173","568","751","13"
"publicpolygonfeature:5:35020","ZIP Code 08312","country:us/state:nj/zip:08312","08312","338","72","2657","1247","423","959","450","761","0.8561380718313812","10607.1889","1616","542","734","426","335","0"
"publicpolygonfeature:5:35027","ZIP Code 08318","country:us/state:nj/zip:08318","08318","611","222","3515","1237","812","1534","729","1476","0.8433175505414144","7813.228","2514","546","1107","464","1012","0"
"publicpolygonfeature:5:35034","ZIP Code 08322","country:us/state:nj/zip:08322","08322","404","237","2223","1426","913","1185","567","1455","0.8064833582733828","8531.0472","1952","910","1114","738","717","0"
"publicpolygonfeature:5:35038","ZIP Code 08328","country:us/state:nj/zip:08328","08328","23","37","495","78","225","81","36","232","0.674074306591446","8230","210","191","71","125","107","0"
"publicpolygonfeature:5:35044","ZIP Code 08343","country:us/state:nj/zip:08343","08343","191","107","1086","369","322","779","413","383","0.6587299272462115","9077.1603","1181","287","284","173","210","0"
"publicpolygonfeature:5:35045","ZIP Code 08344","country:us/state:nj/zip:08344","08344","192","81","1541","696","355","693","337","595","0.7606429367308988","8978.4904","1165","403","487","340","255","0"
"publicpolygonfeature:5:35050","ZIP Code 08554","country:us/state:nj/zip:08554","08554","102","42","884","525","213","524","116","651","0.8621690712457493","17942.1293","628","107","497","323","328","0"
"publicpolygonfeature:5:35063","ZIP Code 08505","country:us/state:nj/zip:08505","08505","423","202","3768","2529","976","3579","2007","1792","0.9052280973125518","17873.6223","5017","1347","2249","800","992","0"
"publicpolygonfeature:5:35065","ZIP Code 08511","country:us/state:nj/zip:08511","08511","25","92","196","102","15","130","98","166","0.5979966182004832","10204.997","226","68","69","78","88","0"
"publicpolygonfeature:5:35069","ZIP Code 08515","country:us/state:nj/zip:08515","08515","116","101","976","465","274","2082","1548","435","0.9497171885176646","13234.9381","3317","184","638","267","168","0"
"publicpolygonfeature:5:35070","ZIP Code 08518","country:us/state:nj/zip:08518","08518","260","253","1253","1084","166","854","421","1134","0.41448077737693173","20221.9778","1234","380","691","286","848","0"
"publicpolygonfeature:5:35088","ZIP Code 08562","country:us/state:nj/zip:08562","08562","192","116","978","384","305","684","143","521","0.8686612238942157","11156.7192","799","297","397","237","284","0"
"publicpolygonfeature:5:35103","ZIP Code 08640","country:us/state:nj/zip:08640","08640","858","256","2865","800","307","644","140","49","0.6990675779299941","10216.763","180","81","72","9","40","449"
"publicpolygonfeature:5:35104","ZIP Code 08641","country:us/state:nj/zip:08641","08641","6","23","432","616","254","476","256","75","0.8474490763253107","10834.7125","312","272","367","42","33","558"
"publicpolygonfeature:5:36157","ZIP Code 19422","country:us/state:pa/zip:19422","19422","135","98","1719","1274","590","5539","4964","840","0.7971253905920146","35478.0005","6369","782","1844","280","560","0"
"publicpolygonfeature:5:36191","ZIP Code 19437","country:us/state:pa/zip:19437","19437","0","2","0","0","0","93","88","26","0.2193004219129833","29717","61","67","41","5","21","0"
"publicpolygonfeature:5:36196","ZIP Code 19474","country:us/state:pa/zip:19474","19474","0","0","117","0","28","0","36","0","0.6536941677436928","16209.345","64","29","0","0","0","0"
"publicpolygonfeature:5:36971","ZIP Code 19001","country:us/state:pa/zip:19001","19001","560","156","3237","1587","992","3432","2271","1488","0.7153731881700387","45764.0912","4502","1279","1666","660","828","0"
"publicpolygonfeature:5:36996","ZIP Code 19021","country:us/state:pa/zip:19021","19021","410","94","3127","1452","732","746","391","1539","0.5754176271463105","29873.9674","1332","555","980","324","1215","0"
"publicpolygonfeature:5:37028","ZIP Code 19022","country:us/state:pa/zip:19022","19022","328","195","1444","523","276","371","64","577","0.705430908125438","39512.3081","452","387","461","66","511","0"
"publicpolygonfeature:5:37045","ZIP Code 19023","country:us/state:pa/zip:19023","19023","934","909","5677","3240","1709","1214","1105","2003","0.7099482563587008","51046.9529","2605","2362","2380","442","1561","0"
"publicpolygonfeature:5:37059","ZIP Code 19025","country:us/state:pa/zip:19025","19025","20","139","649","617","270","1681","1908","328","0.8380463738190609","43299.0897","2640","374","526","118","210","0"
"publicpolygonfeature:5:37064","ZIP Code 19026","country:us/state:pa/zip:19026","19026","975","401","4465","4133","2101","6522","3944","2987","0.8938075321034752","45648.3601","8543","2906","3635","1227","1760","0"
"publicpolygonfeature:5:37136","ZIP Code 19027","country:us/state:pa/zip:19027","19027","299","129","2799","2207","773","3712","4787","1409","0.7787471046338168","49757.2758","6206","1566","1780","300","1109","0"
"publicpolygonfeature:5:37142","ZIP Code 19036","country:us/state:pa/zip:19036","19036","228","222","3783","2286","908","1322","891","1658","0.8788272297290213","44660.0735","2453","1461","1706","775","883","0"
"publicpolygonfeature:5:37175","ZIP Code 19083","country:us/state:pa/zip:19083","19083","552","267","4315","3527","1699","8771","6432","2318","0.9241460427857009","44199.2425","11636","2013","3609","1083","1235","0"
"publicpolygonfeature:5:37300","ZIP Code 18920","country:us/state:pa/zip:18920","18920","0","0","33","60","59","96","56","36","0.5186357894265922","9129","102","0","22","6","30","0"
"publicpolygonfeature:5:37312","ZIP Code 18923","country:us/state:pa/zip:18923","18923","0","0","160","83","82","307","128","81","0.7532571631961503","13289.5071","247","0","116","40","41","0"
"publicpolygonfeature:5:37394","ZIP Code 19096","country:us/state:pa/zip:19096","19096","22","109","1149","789","241","2899","5324","324","0.7580134454233441","52688.1451","5540","444","743","93","231","0"
"publicpolygonfeature:5:37399","ZIP Code 19102","country:us/state:pa/zip:19102","19102","0","37","132","194","206","2430","2367","144","0.8754598843217581","329738.824","3812","160","521","31","113","0"
"publicpolygonfeature:5:37451","ZIP Code 19103","country:us/state:pa/zip:19103","19103","96","258","1458","1512","522","7699","10541","535","0.6276762947890978","331897.0152","13810","740","1896","156","379","26"
"publicpolygonfeature:5:37639","ZIP Code 19104","country:us/state:pa/zip:19104","19104","1703","762","6195","3638","1229","6488","5788","2344","0.6816228409834149","172841.9907","13011","5841","3877","618","1726","0"
"publicpolygonfeature:5:37662","ZIP Code 19106","country:us/state:pa/zip:19106","19106","345","278","978","604","506","5598","4768","344","0.8203047793626408","287567.4612","7628","235","1002","75","269","0"
"publicpolygonfeature:5:37666","ZIP Code 19107","country:us/state:pa/zip:19107","19107","261","630","1204","704","379","3931","4309","661","0.8878847934730767","323814.9782","6919","755","1358","81","580","10"
"publicpolygonfeature:5:37667","ZIP Code 19109","country:us/state:pa/zip:19109","19109","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0"
"publicpolygonfeature:5:37679","ZIP Code 19111","country:us/state:pa/zip:19111","19111","3213","3259","16394","7557","3247","6700","4311","7345","0.6656057975210268","51712.8663","9816","7816","5496","3133","4212","0"
"publicpolygonfeature:5:37682","ZIP Code 19112","country:us/state:pa/zip:19112","19112","0","0","0","0","0","0","0","0","0.6558029559520444",,"0","0","0","0","0","0"
"publicpolygonfeature:5:37712","ZIP Code 19113","country:us/state:pa/zip:19113","19113","0","0","0","0","0","0","0","0","0.7006419358425602","45442","0","0","0","0","0","0"
"publicpolygonfeature:5:37801","ZIP Code 19114","country:us/state:pa/zip:19114","19114","1496","505","8182","3912","2003","4275","2564","3110","0.8034842731317592","42886.126","5669","2469","3730","1356","1754","0"
"publicpolygonfeature:5:37803","ZIP Code 19115","country:us/state:pa/zip:19115","19115","1170","1409","7884","3871","2214","5706","4233","3193","0.8176610452680977","46894.284","7274","3538","2942","849","2344","0"
"publicpolygonfeature:5:37806","ZIP Code 19116","country:us/state:pa/zip:19116","19116","1312","1353","7906","3461","2142","5932","3113","3453","0.8443482589822304","42498.7967","5422","3145","2846","969","2484","0"
"publicpolygonfeature:5:37816","ZIP Code 19118","country:us/state:pa/zip:19118","19118","61","93","658","569","271","2237","3517","190","0.885292645874613","42632.8353","3759","665","677","44","146","0"
"publicpolygonfeature:5:37823","ZIP Code 19119","country:us/state:pa/zip:19119","19119","468","423","4374","2588","1142","4495","7345","1088","0.7547020609935174","48017.3212","8744","2059","2317","232","856","9"
"publicpolygonfeature:5:37851","ZIP Code 19135","country:us/state:pa/zip:19135","19135","2426","1482","9162","3508","1988","2063","1628","3906","0.7720675535560533","50255.5724","4815","3365","2574","1166","2740","0"
"publicpolygonfeature:5:37916","ZIP Code 19038","country:us/state:pa/zip:19038","19038","470","267","3382","3237","1660","7039","5877","2216","0.9366137342243579","42641.3489","9553","2035","3325","928","1288","0"
"publicpolygonfeature:5:37982","ZIP Code 18070","country:us/state:pa/zip:18070","18070","39","0","111","27","0","26","20","53","0.45322120725667703","12730.0126","35","8","44","46","7","0"
"publicpolygonfeature:5:37994","ZIP Code 19040","country:us/state:pa/zip:19040","19040","449","542","4156","2892","1610","3900","2392","1982","0.8611904829445834","40019.9456","5936","1803","2478","977","1005","8"
"publicpolygonfeature:5:37999","ZIP Code 19136","country:us/state:pa/zip:19136","19136","1929","1145","9327","3930","1981","2931","2055","2956","0.9338840810688863","46111.1595","4662","3051","3292","1088","1868","0"
"publicpolygonfeature:5:38004","ZIP Code 19137","country:us/state:pa/zip:19137","19137","506","200","2137","1007","342","843","670","745","0.7030802476544584","54571.3605","1171","567","943","154","591","0"
"publicpolygonfeature:5:38047","ZIP Code 19138","country:us/state:pa/zip:19138","19138","1742","549","7587","5611","1700","2143","2019","2278","0.8020561067793773","51932.249","4311","4122","2659","296","1982","0"
"publicpolygonfeature:5:38085","ZIP Code 19139","country:us/state:pa/zip:19139","19139","3186","921","10458","6316","1780","4667","2210","2613","0.7183762671030488","92149.1356","6461","5386","3833","773","1840","9"
"publicpolygonfeature:5:38089","ZIP Code 19372","country:us/state:pa/zip:19372","19372","21","21","391","341","131","552","97","258","0.8032773945555696","13915.75","508","86","310","25","233","0"
