"feature id","feature label","shid","geoid","Management, Business, Science, and Arts Occupations Commute by Drive Alone (2020-2024)","Service Occupations Commute by Drive Alone (2020-2024)","Sales and Office Occupations Commute by Drive Alone (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Drive Alone (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Drive Alone (2020-2024)","Military Occupations Commute by Drive Alone (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Drive Carpool (2020-2024)","Service Occupations Commute by Drive Carpool (2020-2024)","Sales and Office Occupations Commute by Drive Carpool (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Drive Carpool (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Drive Carpool (2020-2024)","Military Occupations Commute by Drive Carpool (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Public Transit (2020-2024)","Service Occupations Commute by Public Transit (2020-2024)","Sales and Office Occupations Commute by Public Transit (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Public Transit (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Public Transit (2020-2024)","Military Occupations Commute by Public Transit (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Walk (2020-2024)","Service Occupations Commute by Walk (2020-2024)","Sales and Office Occupations Commute by Walk (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Walk (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Walk (2020-2024)","Military Occupations Commute by Walk (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Service Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Sales and Office Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Military Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)"
"publicpolygonfeature:5:43222","ZIP Code 32095","country:us/state:fl/zip:32095","32095","2924","1316","1294","162","279","0","326","86","166","150","0","0","28","0","0","0","0","0","11","0","0","0","0","0","156","40","77","40","0","0"
"publicpolygonfeature:5:43223","ZIP Code 32068","country:us/state:fl/zip:32068","32068","6764","3275","4944","3078","3145","159","637","856","338","627","605","74","0","0","25","0","0","0","65","20","21","50","28","0","47","75","389","0","14","24"
"publicpolygonfeature:5:43225","ZIP Code 32087","country:us/state:fl/zip:32087","32087","285","224","140","97","181","0","23","15","0","53","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43227","ZIP Code 32091","country:us/state:fl/zip:32091","32091","1114","1054","1447","378","505","35","141","106","145","234","194","0","0","0","0","0","0","0","87","12","9","0","33","0","62","0","112","0","166","0"
"publicpolygonfeature:5:43228","ZIP Code 32092","country:us/state:fl/zip:32092","32092","9243","2521","3728","1123","1164","46","582","189","485","69","122","0","0","0","0","0","0","0","138","44","45","0","0","0","364","6","5","0","90","0"
"publicpolygonfeature:5:43232","ZIP Code 32097","country:us/state:fl/zip:32097","32097","3323","2093","2690","1406","1371","215","296","260","51","92","11","0","44","0","0","0","0","0","31","0","160","0","0","0","0","13","177","3","30","0"
"publicpolygonfeature:5:43262","ZIP Code 32218","country:us/state:fl/zip:32218","32218","7961","3901","5218","2071","4942","378","875","790","964","160","503","14","22","233","90","0","0","0","32","45","40","0","0","0","279","129","199","84","195","0"
"publicpolygonfeature:5:43263","ZIP Code 32219","country:us/state:fl/zip:32219","32219","1242","827","1321","626","658","250","38","141","347","11","16","0","0","0","0","0","1","0","0","0","38","0","0","0","0","10","0","6","4","0"
"publicpolygonfeature:5:43264","ZIP Code 32220","country:us/state:fl/zip:32220","32220","1246","864","833","740","1072","113","167","23","42","114","116","0","0","0","2","0","65","0","60","2","0","0","0","0","0","19","0","0","25","0"
"publicpolygonfeature:5:43265","ZIP Code 32221","country:us/state:fl/zip:32221","32221","3818","1707","2550","1219","2014","119","221","329","353","0","364","0","36","88","2","0","0","0","13","39","0","0","25","0","87","2","84","0","92","0"
"publicpolygonfeature:5:43266","ZIP Code 32222","country:us/state:fl/zip:32222","32222","2073","961","1905","1051","1084","72","309","25","153","13","234","0","107","0","0","0","0","26","0","0","0","0","0","0","0","129","197","12","0","0"
"publicpolygonfeature:5:43267","ZIP Code 32224","country:us/state:fl/zip:32224","32224","6833","2550","3532","407","1383","645","441","324","135","105","325","0","71","9","0","60","0","0","204","236","101","0","26","0","171","77","108","0","39","0"
"publicpolygonfeature:5:43268","ZIP Code 32225","country:us/state:fl/zip:32225","32225","9289","3252","4408","1748","2220","407","709","501","442","238","202","94","0","0","0","0","0","0","24","52","74","0","26","0","109","25","71","12","64","0"
"publicpolygonfeature:5:43269","ZIP Code 32226","country:us/state:fl/zip:32226","32226","3029","791","1618","640","855","289","483","132","186","225","28","0","0","0","2","0","0","0","56","0","25","0","0","11","51","131","12","40","42","0"
"publicpolygonfeature:5:43270","ZIP Code 32227","country:us/state:fl/zip:32227","32227","285","163","50","244","239","406","16","35","5","13","13","10","0","0","0","0","0","0","6","29","0","59","71","143","0","22","0","26","5","11"
"publicpolygonfeature:5:43271","ZIP Code 32228","country:us/state:fl/zip:32228","32228","13","15","15","84","3","73","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","8","0","0","0","0","0","0"
"publicpolygonfeature:5:43272","ZIP Code 32233","country:us/state:fl/zip:32233","32233","3539","1142","1869","783","704","466","361","229","137","93","46","30","0","15","15","0","0","0","40","26","44","55","46","14","30","68","11","0","45","0"
"publicpolygonfeature:5:43273","ZIP Code 32234","country:us/state:fl/zip:32234","32234","972","683","729","567","564","123","27","68","35","0","52","0","0","0","0","0","0","0","10","0","0","0","2","0","0","0","54","0","0","0"
"publicpolygonfeature:5:43274","ZIP Code 32244","country:us/state:fl/zip:32244","32244","7863","4159","4632","2148","3558","458","975","1346","785","220","621","14","27","16","91","37","17","0","170","88","37","0","32","0","153","51","173","144","187","0"
"publicpolygonfeature:5:43275","ZIP Code 32246","country:us/state:fl/zip:32246","32246","9729","4541","5197","2236","2203","426","1082","760","755","296","168","0","0","30","0","0","0","0","93","20","57","0","0","0","97","88","122","3","65","0"
"publicpolygonfeature:5:43276","ZIP Code 32250","country:us/state:fl/zip:32250","32250","5479","1628","1943","714","782","34","312","205","214","194","0","0","10","0","2","0","0","0","99","45","4","31","0","0","156","36","45","292","0","0"
"publicpolygonfeature:5:43429","ZIP Code 32656","country:us/state:fl/zip:32656","32656","1506","830","1320","697","540","14","241","84","391","186","27","0","0","0","0","0","0","0","16","31","0","0","0","48","0","0","22","0","0","0"
"publicpolygonfeature:5:6684281","ZIP Code 32214","country:us/state:fl/zip:32214","32214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:6703033","ZIP Code 32203","country:us/state:fl/zip:32203","32203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:22:928350","Jacksonville, FL Area","country:us/state:fl/msa:jacksonville","27260","224495","92451","124524","50861","70349","7654","20362","15101","14265","6811","10043","394","1013","1732","1301","400","533","41","2677","2031","2060","1015","883","512","5103","4314","3938","1969","3033","102"
