"feature id","feature label","shid","geoid","Management, Business, Science, and Arts Occupations Commute by Drive Alone (2020-2024)","Service Occupations Commute by Drive Alone (2020-2024)","Sales and Office Occupations Commute by Drive Alone (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Drive Alone (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Drive Alone (2020-2024)","Military Occupations Commute by Drive Alone (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Drive Carpool (2020-2024)","Service Occupations Commute by Drive Carpool (2020-2024)","Sales and Office Occupations Commute by Drive Carpool (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Drive Carpool (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Drive Carpool (2020-2024)","Military Occupations Commute by Drive Carpool (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Public Transit (2020-2024)","Service Occupations Commute by Public Transit (2020-2024)","Sales and Office Occupations Commute by Public Transit (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Public Transit (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Public Transit (2020-2024)","Military Occupations Commute by Public Transit (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Walk (2020-2024)","Service Occupations Commute by Walk (2020-2024)","Sales and Office Occupations Commute by Walk (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Walk (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Walk (2020-2024)","Military Occupations Commute by Walk (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Service Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Sales and Office Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Military Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)"
"publicpolygonfeature:5:45508","ZIP Code 40208","country:us/state:ky/zip:40208","40208","1488","871","1361","114","1129","13","336","139","131","1","197","0","67","97","187","0","67","0","464","290","176","46","96","0","283","26","66","20","42","0"
"publicpolygonfeature:5:45512","ZIP Code 40209","country:us/state:ky/zip:40209","40209","48","10","0","4","125","0","0","89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45514","ZIP Code 40210","country:us/state:ky/zip:40210","40210","680","512","440","161","737","66","81","203","105","11","136","0","125","200","377","0","125","0","0","28","14","0","60","0","41","82","45","36","85","0"
"publicpolygonfeature:5:45516","ZIP Code 40052","country:us/state:ky/zip:40052","40052","52","29","50","64","24","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","21","0","26","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45527","ZIP Code 40211","country:us/state:ky/zip:40211","40211","1104","1070","986","304","1282","0","67","147","48","12","229","0","20","197","107","0","234","0","62","0","15","3","61","0","34","265","116","0","138","0"
"publicpolygonfeature:5:45530","ZIP Code 40212","country:us/state:ky/zip:40212","40212","929","705","775","265","759","0","118","106","112","9","132","0","20","199","7","36","131","48","17","10","3","0","49","0","7","45","8","0","41","0"
"publicpolygonfeature:5:45535","ZIP Code 40055","country:us/state:ky/zip:40055","40055","244","45","116","108","110","0","5","37","11","126","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45542","ZIP Code 40056","country:us/state:ky/zip:40056","40056","704","190","236","65","196","0","15","16","45","0","3","0","0","0","0","0","0","0","18","5","14","0","0","0","0","0","0","0","4","0"
"publicpolygonfeature:5:45544","ZIP Code 40067","country:us/state:ky/zip:40067","40067","1035","189","661","187","244","0","88","74","26","89","31","0","0","0","0","0","0","0","102","5","8","0","0","0","11","3","0","19","0","0"
"publicpolygonfeature:5:45551","ZIP Code 40218","country:us/state:ky/zip:40218","40218","3971","2977","1996","1324","2913","39","450","366","381","79","365","0","25","0","85","0","54","0","0","71","36","0","59","0","0","43","15","8","79","0"
"publicpolygonfeature:5:45667","ZIP Code 40003","country:us/state:ky/zip:40003","40003","325","71","158","53","110","0","41","13","0","8","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45669","ZIP Code 40007","country:us/state:ky/zip:40007","40007","15","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45670","ZIP Code 40004","country:us/state:ky/zip:40004","40004","4220","2323","1908","642","3031","36","376","201","165","191","443","0","0","0","0","0","0","0","41","11","10","0","42","0","0","99","122","0","124","0"
"publicpolygonfeature:5:45671","ZIP Code 40010","country:us/state:ky/zip:40010","40010","136","74","67","35","59","0","38","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45672","ZIP Code 40008","country:us/state:ky/zip:40008","40008","470","204","320","192","404","0","10","32","37","40","28","0","8","0","0","0","0","0","27","0","0","0","14","0","19","0","0","0","0","0"
"publicpolygonfeature:5:45674","ZIP Code 40011","country:us/state:ky/zip:40011","40011","247","176","278","140","167","0","6","18","37","4","8","0","0","0","0","0","0","0","2","5","21","0","0","0","0","0","6","0","0","0"
"publicpolygonfeature:5:45675","ZIP Code 40012","country:us/state:ky/zip:40012","40012","70","32","44","12","150","0","6","36","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45676","ZIP Code 40022","country:us/state:ky/zip:40022","40022","97","20","87","44","90","0","6","0","13","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45677","ZIP Code 40013","country:us/state:ky/zip:40013","40013","1135","215","319","541","441","0","16","36","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"publicpolygonfeature:5:45678","ZIP Code 40023","country:us/state:ky/zip:40023","40023","1163","197","381","195","503","0","106","23","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0"
"publicpolygonfeature:5:45679","ZIP Code 40025","country:us/state:ky/zip:40025","40025","153","12","21","0","4","0","5","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45680","ZIP Code 40014","country:us/state:ky/zip:40014","40014","3812","980","1726","643","1114","17","630","62","115","4","84","0","0","0","0","0","0","0","41","0","0","15","4","0","11","22","10","27","11","0"
"publicpolygonfeature:5:45681","ZIP Code 40019","country:us/state:ky/zip:40019","40019","347","263","254","57","362","0","53","46","5","17","133","4","0","0","0","0","0","0","0","0","13","0","0","0","9","0","0","0","11","0"
"publicpolygonfeature:5:45682","ZIP Code 40020","country:us/state:ky/zip:40020","40020","30","0","1","25","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45683","ZIP Code 40031","country:us/state:ky/zip:40031","40031","3752","1303","1255","710","1646","0","481","485","118","0","111","0","0","0","0","0","0","0","0","0","0","0","10","0","0","12","0","12","0","0"
"publicpolygonfeature:5:45684","ZIP Code 40036","country:us/state:ky/zip:40036","40036","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45686","ZIP Code 40228","country:us/state:ky/zip:40228","40228","2464","1046","1492","317","1572","0","303","329","132","41","284","0","0","0","0","9","1","0","21","0","26","0","0","0","4","10","20","0","12","0"
"publicpolygonfeature:5:45687","ZIP Code 40046","country:us/state:ky/zip:40046","40046","110","103","70","53","128","0","0","14","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45688","ZIP Code 40047","country:us/state:ky/zip:40047","40047","3517","1227","1938","977","2037","13","270","66","235","57","274","0","0","0","0","0","0","0","0","17","0","0","0","0","18","5","22","0","0","0"
"publicpolygonfeature:5:45691","ZIP Code 40050","country:us/state:ky/zip:40050","40050","289","92","100","71","152","0","14","2","0","0","42","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45692","ZIP Code 40051","country:us/state:ky/zip:40051","40051","532","162","302","152","543","0","108","25","31","26","36","0","0","2","2","0","0","0","18","0","19","0","0","0","0","0","0","0","2","0"
"publicpolygonfeature:5:45693","ZIP Code 40057","country:us/state:ky/zip:40057","40057","322","226","290","149","322","0","69","22","27","52","13","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0"
"publicpolygonfeature:5:45694","ZIP Code 40058","country:us/state:ky/zip:40058","40058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45695","ZIP Code 40059","country:us/state:ky/zip:40059","40059","3916","625","1286","302","497","0","397","29","126","53","51","0","0","0","5","0","0","0","56","11","13","0","0","0","63","2","0","0","88","0"
"publicpolygonfeature:5:45699","ZIP Code 40068","country:us/state:ky/zip:40068","40068","269","124","123","86","289","0","48","52","5","78","15","0","0","0","0","0","0","0","0","0","0","0","0","0","23","13","0","19","0","0"
"publicpolygonfeature:5:45700","ZIP Code 40065","country:us/state:ky/zip:40065","40065","3813","1839","2493","925","2768","0","385","185","188","249","683","0","8","0","0","0","0","0","0","0","44","0","0","0","0","62","21","0","12","0"
"publicpolygonfeature:5:45702","ZIP Code 40070","country:us/state:ky/zip:40070","40070","105","45","33","0","14","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45703","ZIP Code 40071","country:us/state:ky/zip:40071","40071","2240","929","1205","761","1271","0","118","56","164","36","150","0","0","0","0","0","15","0","11","15","42","7","0","0","19","33","15","0","24","0"
"publicpolygonfeature:5:45704","ZIP Code 40075","country:us/state:ky/zip:40075","40075","119","69","31","23","50","0","12","19","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0"
"publicpolygonfeature:5:45705","ZIP Code 40076","country:us/state:ky/zip:40076","40076","257","184","184","114","256","0","0","27","7","0","6","0","0","0","0","43","0","0","0","0","0","0","0","0","0","0","21","0","0","0"
"publicpolygonfeature:5:45706","ZIP Code 40077","country:us/state:ky/zip:40077","40077","50","41","34","16","65","0","0","0","6","0","9","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45707","ZIP Code 40108","country:us/state:ky/zip:40108","40108","1420","701","899","857","1098","0","74","122","59","95","27","10","8","0","0","0","0","0","11","18","51","0","7","0","0","11","0","13","62","0"
"publicpolygonfeature:5:45709","ZIP Code 40104","country:us/state:ky/zip:40104","40104","55","27","71","114","55","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45710","ZIP Code 40107","country:us/state:ky/zip:40107","40107","150","84","118","139","352","0","0","20","12","6","13","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","26","29","0","0"
"publicpolygonfeature:5:45711","ZIP Code 40109","country:us/state:ky/zip:40109","40109","370","86","89","22","91","0","0","17","43","29","28","0","0","0","0","0","12","0","0","11","22","0","0","0","0","0","9","0","0","0"
"publicpolygonfeature:5:45712","ZIP Code 40110","country:us/state:ky/zip:40110","40110","265","0","9","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45714","ZIP Code 40121","country:us/state:ky/zip:40121","40121","1401","220","319","384","116","682","35","13","60","53","18","76","0","0","0","0","0","0","110","7","88","7","15","719","0","36","0","0","0","0"
"publicpolygonfeature:5:45716","ZIP Code 40142","country:us/state:ky/zip:40142","40142","102","253","256","83","173","0","42","69","0","51","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45719","ZIP Code 40161","country:us/state:ky/zip:40161","40161","33","8","0","24","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45723","ZIP Code 40150","country:us/state:ky/zip:40150","40150","363","183","540","215","551","0","42","15","13","55","102","0","0","0","0","0","0","0","3","0","16","0","0","0","0","3","0","0","16","0"
"publicpolygonfeature:5:45725","ZIP Code 40155","country:us/state:ky/zip:40155","40155","30","69","90","39","65","0","4","4","26","0","12","0","0","0","0","0","0","0","0","7","0","0","0","0","3","35","0","0","0","0"
"publicpolygonfeature:5:45726","ZIP Code 40157","country:us/state:ky/zip:40157","40157","154","39","78","35","106","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45731","ZIP Code 40165","country:us/state:ky/zip:40165","40165","4443","1933","3508","1796","3548","24","310","215","367","81","375","0","0","0","0","0","0","0","33","54","122","0","15","0","12","77","0","0","14","0"
"publicpolygonfeature:5:45732","ZIP Code 40175","country:us/state:ky/zip:40175","40175","2151","974","1083","696","1524","11","158","99","125","40","139","0","0","0","0","0","9","0","0","0","0","51","0","0","0","17","0","0","0","0"
"publicpolygonfeature:5:45733","ZIP Code 40176","country:us/state:ky/zip:40176","40176","97","19","139","44","12","0","19","0","0","81","0","0","0","0","0","0","0","0","0","0","0","0","45","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45734","ZIP Code 40177","country:us/state:ky/zip:40177","40177","84","64","139","82","185","5","17","9","13","0","3","0","0","0","11","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0"
"publicpolygonfeature:5:45735","ZIP Code 40213","country:us/state:ky/zip:40213","40213","1893","1019","1013","629","1711","2","174","62","102","8","386","0","0","36","45","17","11","0","34","5","0","5","15","0","4","24","13","21","43","0"
"publicpolygonfeature:5:45736","ZIP Code 40214","country:us/state:ky/zip:40214","40214","4796","2149","3227","1433","4921","0","451","337","486","115","1123","0","23","83","70","23","163","0","20","60","193","0","200","0","83","61","128","36","228","0"
"publicpolygonfeature:5:45737","ZIP Code 40215","country:us/state:ky/zip:40215","40215","1163","1096","1145","825","2140","0","193","290","43","136","136","0","25","43","8","0","0","0","14","47","28","3","28","0","77","100","65","141","202","0"
"publicpolygonfeature:5:45738","ZIP Code 40216","country:us/state:ky/zip:40216","40216","3743","2548","3086","1184","3925","0","353","280","350","50","657","0","98","341","147","14","44","0","0","0","25","0","0","0","27","293","0","0","34","0"
"publicpolygonfeature:5:45739","ZIP Code 40217","country:us/state:ky/zip:40217","40217","2772","705","825","396","815","0","45","68","84","0","59","0","14","12","22","14","28","0","29","93","9","34","18","0","80","32","0","0","19","0"
"publicpolygonfeature:5:45740","ZIP Code 40219","country:us/state:ky/zip:40219","40219","2867","2120","2921","1640","4182","27","358","567","276","99","1068","6","39","60","109","0","59","0","353","44","0","0","0","0","11","0","37","0","23","0"
"publicpolygonfeature:5:45741","ZIP Code 40220","country:us/state:ky/zip:40220","40220","6086","2146","2991","721","1832","0","399","187","236","83","298","0","63","0","17","0","35","0","18","78","85","0","0","0","31","48","62","15","38","0"
"publicpolygonfeature:5:45742","ZIP Code 40222","country:us/state:ky/zip:40222","40222","4584","891","1668","337","1122","37","263","99","159","10","37","0","0","7","0","0","0","0","30","20","24","8","0","0","24","83","65","0","2","0"
"publicpolygonfeature:5:45743","ZIP Code 40223","country:us/state:ky/zip:40223","40223","4358","801","1174","319","705","17","303","171","66","41","118","0","0","0","0","0","0","0","95","54","26","0","9","0","34","115","0","0","17","0"
"publicpolygonfeature:5:45744","ZIP Code 40229","country:us/state:ky/zip:40229","40229","4701","2047","3010","1698","4715","53","629","385","339","161","993","17","0","0","2","0","0","0","21","107","28","0","15","0","21","38","78","0","168","0"
"publicpolygonfeature:5:45745","ZIP Code 40231","country:us/state:ky/zip:40231","40231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45746","ZIP Code 40241","country:us/state:ky/zip:40241","40241","6239","1324","1874","481","1542","1","398","184","301","50","232","0","16","65","88","0","12","0","14","92","39","0","18","0","157","12","16","5","70","0"
"publicpolygonfeature:5:45747","ZIP Code 40242","country:us/state:ky/zip:40242","40242","1857","612","1114","242","596","4","91","84","56","18","98","0","2","1","0","0","16","0","28","0","2","0","2","0","12","4","17","8","2","0"
"publicpolygonfeature:5:45748","ZIP Code 40243","country:us/state:ky/zip:40243","40243","2463","359","1348","172","430","0","167","118","36","0","0","0","0","0","0","0","0","0","5","24","0","2","6","0","39","0","75","9","13","8"
"publicpolygonfeature:5:45749","ZIP Code 40245","country:us/state:ky/zip:40245","40245","7676","1211","2847","502","1660","31","512","88","168","36","173","0","0","0","11","0","0","0","18","24","35","11","11","0","46","13","68","0","5","0"
"publicpolygonfeature:5:45750","ZIP Code 40258","country:us/state:ky/zip:40258","40258","2711","1397","1745","772","2657","46","493","213","394","150","321","0","11","0","111","0","0","0","0","0","0","0","0","0","30","6","177","0","56","0"
"publicpolygonfeature:5:45751","ZIP Code 40272","country:us/state:ky/zip:40272","40272","3437","2112","2883","1404","3231","29","318","487","466","335","548","0","9","0","0","0","12","0","104","97","101","0","106","0","31","7","68","15","44","0"
"publicpolygonfeature:5:45752","ZIP Code 40280","country:us/state:ky/zip:40280","40280","12","14","3","0","21","0","0","3","8","0","0","0","0","7","0","0","0","0","8","6","14","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45754","ZIP Code 40291","country:us/state:ky/zip:40291","40291","6153","1911","3145","1148","3621","51","588","243","220","93","274","0","88","17","0","0","80","0","41","28","16","24","4","0","30","52","25","0","9","0"
"publicpolygonfeature:5:45755","ZIP Code 40299","country:us/state:ky/zip:40299","40299","6970","2365","2966","799","2394","31","759","272","208","320","205","0","37","0","22","0","64","0","24","0","25","0","36","0","18","128","0","9","28","0"
"publicpolygonfeature:5:47979","ZIP Code 47104","country:us/state:in/zip:47104","47104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47982","ZIP Code 47114","country:us/state:in/zip:47114","47114","27","9","40","35","12","0","32","11","2","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47986","ZIP Code 47120","country:us/state:in/zip:47120","47120","38","65","69","47","28","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","0"
"publicpolygonfeature:5:47988","ZIP Code 47106","country:us/state:in/zip:47106","47106","464","323","330","278","504","0","19","39","59","100","13","0","0","0","0","0","0","0","15","16","0","0","0","0","0","0","4","0","0","0"
"publicpolygonfeature:5:47989","ZIP Code 47108","country:us/state:in/zip:47108","47108","151","136","58","81","331","0","50","11","18","0","59","0","0","0","0","0","0","0","5","4","2","0","8","0","13","4","0","0","17","0"
"publicpolygonfeature:5:47990","ZIP Code 47110","country:us/state:in/zip:47110","47110","70","16","57","74","0","0","19","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47992","ZIP Code 47111","country:us/state:in/zip:47111","47111","2932","864","1549","360","1575","0","124","69","36","88","69","0","0","0","0","0","0","0","0","80","0","0","13","0","49","25","11","0","5","0"
"publicpolygonfeature:5:47993","ZIP Code 47112","country:us/state:in/zip:47112","47112","2125","919","1165","774","1115","0","188","339","68","128","140","0","0","0","0","0","0","0","38","18","0","0","25","0","14","0","0","3","0","0"
"publicpolygonfeature:5:47994","ZIP Code 47115","country:us/state:in/zip:47115","47115","425","106","312","113","182","0","0","6","14","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47996","ZIP Code 47122","country:us/state:in/zip:47122","47122","2005","523","878","432","694","0","206","110","74","31","23","0","0","0","0","0","0","0","0","7","0","0","0","0","0","10","0","0","14","0"
"publicpolygonfeature:5:47998","ZIP Code 47117","country:us/state:in/zip:47117","47117","449","377","188","320","402","0","33","22","10","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47999","ZIP Code 47124","country:us/state:in/zip:47124","47124","1014","218","269","169","323","0","86","35","34","36","8","0","0","0","0","0","9","0","1","0","0","0","0","0","6","0","0","0","0","0"
"publicpolygonfeature:5:48000","ZIP Code 47125","country:us/state:in/zip:47125","47125","150","142","151","186","182","0","0","8","19","28","9","0","0","0","0","0","0","0","6","10","5","0","6","0","0","0","0","0","0","0"
"publicpolygonfeature:5:48003","ZIP Code 47119","country:us/state:in/zip:47119","47119","2352","763","1055","379","695","0","100","0","0","0","9","0","0","0","0","0","0","0","0","0","1","0","0","0","16","14","0","0","7","0"
"publicpolygonfeature:5:48005","ZIP Code 47126","country:us/state:in/zip:47126","47126","689","180","141","332","340","0","47","33","11","1","53","0","0","0","12","12","14","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:48006","ZIP Code 47129","country:us/state:in/zip:47129","47129","2048","1151","1239","1072","1872","0","242","179","156","45","241","0","0","11","0","0","11","0","12","81","53","5","0","0","39","71","78","0","22","0"
"publicpolygonfeature:5:48007","ZIP Code 47130","country:us/state:in/zip:47130","47130","6675","3091","3981","1279","3622","0","278","547","394","120","743","0","4","9","6","0","23","0","86","199","59","0","52","0","18","113","150","17","240","0"
"publicpolygonfeature:5:48008","ZIP Code 47142","country:us/state:in/zip:47142","47142","65","71","45","56","65","0","17","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:48009","ZIP Code 47135","country:us/state:in/zip:47135","47135","64","34","56","97","98","0","0","0","0","0","35","0","0","0","0","0","0","0","0","1","0","0","8","0","0","0","0","0","0","0"
"publicpolygonfeature:5:48010","ZIP Code 47136","country:us/state:in/zip:47136","47136","579","195","387","216","267","9","56","10","26","11","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0"
"publicpolygonfeature:5:48015","ZIP Code 47141","country:us/state:in/zip:47141","47141","219","76","164","95","163","0","0","10","0","14","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:48018","ZIP Code 47143","country:us/state:in/zip:47143","47143","752","132","243","90","404","0","56","35","135","0","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:48020","ZIP Code 47162","country:us/state:in/zip:47162","47162","52","21","65","13","44","0","11","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:48021","ZIP Code 47147","country:us/state:in/zip:47147","47147","153","104","71","50","410","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:48022","ZIP Code 47150","country:us/state:in/zip:47150","47150","6276","2699","3635","1687","3314","28","449","404","349","126","749","8","0","0","0","0","7","0","57","122","9","12","44","0","54","1","60","20","67","0"
