"feature id","feature label","shid","geoid","Management, Business, Science, and Arts Occupations Commute by Drive Alone (2020-2024)","Service Occupations Commute by Drive Alone (2020-2024)","Sales and Office Occupations Commute by Drive Alone (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Drive Alone (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Drive Alone (2020-2024)","Military Occupations Commute by Drive Alone (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Drive Carpool (2020-2024)","Service Occupations Commute by Drive Carpool (2020-2024)","Sales and Office Occupations Commute by Drive Carpool (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Drive Carpool (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Drive Carpool (2020-2024)","Military Occupations Commute by Drive Carpool (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Public Transit (2020-2024)","Service Occupations Commute by Public Transit (2020-2024)","Sales and Office Occupations Commute by Public Transit (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Public Transit (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Public Transit (2020-2024)","Military Occupations Commute by Public Transit (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Walk (2020-2024)","Service Occupations Commute by Walk (2020-2024)","Sales and Office Occupations Commute by Walk (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Walk (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Walk (2020-2024)","Military Occupations Commute by Walk (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Service Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Sales and Office Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Military Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)"
"publicpolygonfeature:5:59593","ZIP Code 78239","country:us/state:tx/zip:78239","78239","2292","2454","1802","838","1210","58","527","349","369","226","248","0","0","44","34","8","92","0","59","12","24","14","8","0","0","12","19","0","76","0"
"publicpolygonfeature:5:59596","ZIP Code 78240","country:us/state:tx/zip:78240","78240","8655","4006","3646","1333","1856","63","1169","423","791","387","430","0","95","230","128","46","35","0","281","179","113","0","14","0","220","158","178","0","15","0"
"publicpolygonfeature:5:59623","ZIP Code 78242","country:us/state:tx/zip:78242","78242","1809","2401","1643","1705","1961","133","442","687","492","783","191","9","24","76","12","12","0","0","12","41","111","0","0","0","33","6","0","0","105","0"
"publicpolygonfeature:5:59629","ZIP Code 78243","country:us/state:tx/zip:78243","78243","12","0","0","0","11","0","0","0","0","0","0","13","0","0","0","0","0","0","26","6","0","0","0","0","0","24","0","0","0","0"
"publicpolygonfeature:5:59668","ZIP Code 78002","country:us/state:tx/zip:78002","78002","265","435","370","810","382","11","41","90","101","114","41","0","0","0","0","0","0","0","0","0","0","0","0","0","66","0","44","15","0","0"
"publicpolygonfeature:5:59669","ZIP Code 78003","country:us/state:tx/zip:78003","78003","1193","543","449","512","303","0","29","120","4","165","44","0","0","0","0","0","0","0","19","0","15","0","0","0","4","49","0","0","54","0"
"publicpolygonfeature:5:59670","ZIP Code 78004","country:us/state:tx/zip:78004","78004","10","0","133","0","0","0","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59672","ZIP Code 78008","country:us/state:tx/zip:78008","78008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","0"
"publicpolygonfeature:5:59673","ZIP Code 78006","country:us/state:tx/zip:78006","78006","6594","1928","2634","1302","811","41","529","212","290","290","61","0","0","0","0","0","0","0","62","0","26","44","0","0","136","25","120","14","33","0"
"publicpolygonfeature:5:59675","ZIP Code 78009","country:us/state:tx/zip:78009","78009","911","507","860","282","568","5","249","104","87","0","74","0","0","1","0","0","0","0","59","0","33","0","0","0","22","43","0","0","0","0"
"publicpolygonfeature:5:59677","ZIP Code 78015","country:us/state:tx/zip:78015","78015","3891","670","1827","217","398","0","459","55","58","132","87","0","0","0","0","0","0","0","0","26","0","0","0","0","25","90","0","0","29","0"
"publicpolygonfeature:5:59678","ZIP Code 78011","country:us/state:tx/zip:78011","78011","74","195","56","143","63","0","0","7","0","0","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","15","0"
"publicpolygonfeature:5:59679","ZIP Code 78012","country:us/state:tx/zip:78012","78012","17","24","3","27","14","0","0","0","3","8","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59680","ZIP Code 78016","country:us/state:tx/zip:78016","78016","1315","577","759","487","502","0","121","101","0","29","0","0","0","0","0","0","0","0","54","71","45","0","0","0","0","0","0","0","18","0"
"publicpolygonfeature:5:59681","ZIP Code 78013","country:us/state:tx/zip:78013","78013","631","221","234","231","171","0","22","0","8","190","37","0","0","0","0","0","0","0","65","0","2","0","30","0","21","0","0","0","0","0"
"publicpolygonfeature:5:59686","ZIP Code 78121","country:us/state:tx/zip:78121","78121","2168","886","1448","679","828","13","335","147","115","59","109","0","0","0","0","0","0","0","12","0","0","0","0","0","0","16","33","0","30","0"
"publicpolygonfeature:5:59688","ZIP Code 78023","country:us/state:tx/zip:78023","78023","4979","914","1864","409","719","29","809","207","284","77","75","0","43","0","0","0","0","0","99","79","22","0","0","0","105","29","23","0","0","0"
"publicpolygonfeature:5:59694","ZIP Code 78026","country:us/state:tx/zip:78026","78026","734","208","521","560","303","19","85","0","12","135","37","0","0","0","0","0","0","0","0","0","48","0","2","0","30","12","0","15","0","0"
"publicpolygonfeature:5:59696","ZIP Code 78027","country:us/state:tx/zip:78027","78027","159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59701","ZIP Code 78039","country:us/state:tx/zip:78039","78039","432","160","168","104","54","0","30","4","0","17","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59703","ZIP Code 78050","country:us/state:tx/zip:78050","78050","21","17","24","42","18","0","3","0","0","0","0","0","0","0","0","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59704","ZIP Code 78052","country:us/state:tx/zip:78052","78052","562","391","498","390","370","0","87","66","50","78","0","0","0","0","0","0","0","0","0","0","35","0","0","0","59","26","16","0","0","0"
"publicpolygonfeature:5:59706","ZIP Code 78055","country:us/state:tx/zip:78055","78055","218","126","44","55","25","0","29","19","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59707","ZIP Code 78123","country:us/state:tx/zip:78123","78123","257","91","153","22","110","0","0","0","9","0","0","0","0","0","0","0","0","0","8","2","10","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59708","ZIP Code 78209","country:us/state:tx/zip:78209","78209","9657","2272","3002","544","891","139","370","83","165","28","24","0","14","0","112","0","141","0","121","306","82","0","94","0","195","25","288","23","0","0"
"publicpolygonfeature:5:59709","ZIP Code 78056","country:us/state:tx/zip:78056","78056","396","55","243","66","67","0","0","0","96","19","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59710","ZIP Code 78063","country:us/state:tx/zip:78063","78063","1541","537","697","477","662","0","49","85","20","25","32","0","0","0","0","0","0","0","89","0","24","0","1","0","47","0","81","0","12","0"
"publicpolygonfeature:5:59711","ZIP Code 78057","country:us/state:tx/zip:78057","78057","56","66","15","94","9","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59713","ZIP Code 78059","country:us/state:tx/zip:78059","78059","495","162","232","418","482","0","197","0","42","40","35","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","26","0"
"publicpolygonfeature:5:59715","ZIP Code 78210","country:us/state:tx/zip:78210","78210","2728","2404","1843","1264","1536","10","1067","593","169","375","296","0","58","296","235","11","47","0","59","42","106","24","30","0","129","129","23","19","24","0"
"publicpolygonfeature:5:59717","ZIP Code 78064","country:us/state:tx/zip:78064","78064","1042","1051","1334","870","876","0","131","157","63","15","103","0","0","0","0","0","0","0","35","30","12","0","0","0","0","83","0","0","37","0"
"publicpolygonfeature:5:59719","ZIP Code 78065","country:us/state:tx/zip:78065","78065","602","552","540","517","803","0","76","71","357","116","219","0","0","0","0","0","0","0","0","6","85","0","0","0","0","99","90","39","33","0"
"publicpolygonfeature:5:59720","ZIP Code 78066","country:us/state:tx/zip:78066","78066","43","0","0","0","13","0","9","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59721","ZIP Code 78211","country:us/state:tx/zip:78211","78211","1823","2306","1777","1291","1495","0","385","533","563","809","463","11","1","135","191","14","54","0","0","43","0","40","0","0","11","31","80","27","21","0"
"publicpolygonfeature:5:59723","ZIP Code 78069","country:us/state:tx/zip:78069","78069","574","164","665","635","290","0","7","90","29","86","27","0","0","0","0","0","0","0","15","0","3","0","0","0","0","0","0","0","63","0"
"publicpolygonfeature:5:59724","ZIP Code 78101","country:us/state:tx/zip:78101","78101","1096","195","421","409","246","0","117","50","88","43","41","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0"
"publicpolygonfeature:5:59725","ZIP Code 78070","country:us/state:tx/zip:78070","78070","3149","1129","1538","724","443","0","243","101","54","76","27","0","0","4","0","0","0","0","1","0","14","0","0","0","21","14","21","0","0","0"
"publicpolygonfeature:5:59729","ZIP Code 78112","country:us/state:tx/zip:78112","78112","642","475","588","348","527","0","149","109","68","55","118","0","0","0","0","0","0","0","0","0","0","0","0","0","68","0","29","0","49","0"
"publicpolygonfeature:5:59730","ZIP Code 78147","country:us/state:tx/zip:78147","78147","207","191","104","62","98","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59731","ZIP Code 78212","country:us/state:tx/zip:78212","78212","4053","1373","1410","909","508","12","329","102","184","131","123","0","39","167","61","39","44","0","315","171","249","7","3","0","184","143","35","11","182","0"
"publicpolygonfeature:5:59733","ZIP Code 78073","country:us/state:tx/zip:78073","78073","542","677","548","615","585","0","65","79","44","80","396","0","0","0","0","0","0","0","9","93","0","0","8","0","14","101","14","28","82","0"
"publicpolygonfeature:5:59738","ZIP Code 78108","country:us/state:tx/zip:78108","78108","7149","2923","3244","1030","2336","211","577","426","254","0","61","0","0","0","0","0","0","0","0","0","25","16","13","0","65","12","0","0","22","0"
"publicpolygonfeature:5:59739","ZIP Code 78109","country:us/state:tx/zip:78109","78109","8429","4220","4940","1489","3506","222","1077","823","765","71","629","21","0","6","0","47","0","23","21","35","0","0","13","0","36","8","42","32","115","0"
"publicpolygonfeature:5:59740","ZIP Code 78113","country:us/state:tx/zip:78113","78113","338","60","304","146","142","0","44","2","5","13","0","0","0","0","0","0","0","0","0","0","0","10","24","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59741","ZIP Code 78114","country:us/state:tx/zip:78114","78114","2494","961","1764","1135","1478","0","359","282","271","127","221","10","0","0","0","0","21","0","15","6","0","11","11","0","68","44","0","0","0","0"
"publicpolygonfeature:5:59743","ZIP Code 78124","country:us/state:tx/zip:78124","78124","692","316","519","261","419","0","127","83","10","50","31","0","0","0","0","0","0","0","6","18","0","0","2","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59746","ZIP Code 78130","country:us/state:tx/zip:78130","78130","15983","6134","8188","3535","4433","16","1342","1654","957","485","846","73","33","0","0","0","28","0","54","154","104","0","32","0","180","307","85","0","135","0"
"publicpolygonfeature:5:59747","ZIP Code 78132","country:us/state:tx/zip:78132","78132","6448","2011","2365","885","858","150","911","140","356","84","36","0","0","0","0","0","4","0","63","28","55","0","1","0","65","40","25","22","29","0"
"publicpolygonfeature:5:59748","ZIP Code 78133","country:us/state:tx/zip:78133","78133","2401","1045","1288","908","502","15","106","148","167","70","75","0","0","0","0","0","0","0","7","20","28","0","69","0","63","28","57","0","93","0"
"publicpolygonfeature:5:59749","ZIP Code 78140","country:us/state:tx/zip:78140","78140","255","110","201","233","405","0","30","20","36","58","8","0","0","0","0","0","0","0","0","91","0","0","11","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59752","ZIP Code 78143","country:us/state:tx/zip:78143","78143","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59755","ZIP Code 78244","country:us/state:tx/zip:78244","78244","3704","2385","3078","1056","2499","146","611","565","737","342","737","57","124","57","10","0","0","0","0","0","66","0","0","0","30","125","34","11","0","0"
"publicpolygonfeature:5:59756","ZIP Code 78148","country:us/state:tx/zip:78148","78148","3620","835","1568","1199","1362","137","189","304","412","45","309","2","0","0","0","0","0","0","64","22","30","14","17","27","57","16","84","0","27","0"
"publicpolygonfeature:5:59757","ZIP Code 78150","country:us/state:tx/zip:78150","78150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59759","ZIP Code 78152","country:us/state:tx/zip:78152","78152","787","208","365","163","147","106","141","17","20","46","0","3","0","0","0","0","0","0","8","0","0","0","0","0","20","14","0","0","0","0"
"publicpolygonfeature:5:59761","ZIP Code 78154","country:us/state:tx/zip:78154","78154","6280","2441","3657","1006","1716","168","639","469","292","173","340","0","0","0","0","0","0","0","112","0","17","34","0","0","153","23","24","0","50","0"
"publicpolygonfeature:5:59763","ZIP Code 78213","country:us/state:tx/zip:78213","78213","4884","2974","3101","1670","1541","32","639","833","318","688","229","19","17","273","122","0","27","0","1","0","107","0","0","0","50","180","7","18","170","0"
"publicpolygonfeature:5:59765","ZIP Code 78155","country:us/state:tx/zip:78155","78155","5983","3424","4450","2297","4206","34","574","789","478","377","442","24","0","11","8","0","18","0","98","184","39","86","73","0","23","74","113","55","46","0"
"publicpolygonfeature:5:59766","ZIP Code 78201","country:us/state:tx/zip:78201","78201","3071","3122","3051","2698","1503","42","431","716","409","899","222","7","72","334","62","0","100","0","8","91","81","29","16","0","39","87","22","49","17","0"
"publicpolygonfeature:5:59767","ZIP Code 78202","country:us/state:tx/zip:78202","78202","803","622","814","369","479","82","151","194","30","129","67","0","0","76","0","0","24","0","98","7","94","114","0","0","8","40","61","0","52","0"
"publicpolygonfeature:5:59768","ZIP Code 78160","country:us/state:tx/zip:78160","78160","370","429","255","325","245","0","63","0","14","10","0","0","11","0","0","0","0","0","21","0","0","0","0","0","0","12","0","0","30","0"
"publicpolygonfeature:5:59769","ZIP Code 78161","country:us/state:tx/zip:78161","78161","70","18","123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59771","ZIP Code 78203","country:us/state:tx/zip:78203","78203","370","404","233","276","302","14","64","132","16","24","5","0","38","46","18","39","6","0","0","0","0","7","8","0","0","10","0","39","0","0"
"publicpolygonfeature:5:59772","ZIP Code 78204","country:us/state:tx/zip:78204","78204","1638","525","662","453","368","128","32","199","108","0","114","0","0","88","26","0","57","0","31","175","5","56","36","0","73","6","17","44","0","0"
"publicpolygonfeature:5:59773","ZIP Code 78163","country:us/state:tx/zip:78163","78163","3249","682","1588","361","293","18","362","224","51","62","10","0","0","0","0","2","0","0","0","0","17","0","0","0","68","0","51","24","14","0"
"publicpolygonfeature:5:59776","ZIP Code 78214","country:us/state:tx/zip:78214","78214","915","1713","1125","945","1170","0","271","598","409","422","265","0","22","100","0","0","118","0","0","0","0","0","0","0","10","130","75","0","0","0"
"publicpolygonfeature:5:59777","ZIP Code 78215","country:us/state:tx/zip:78215","78215","1117","218","310","39","76","49","111","0","0","0","0","0","38","2","0","0","0","0","53","0","4","6","16","0","167","0","0","0","0","0"
"publicpolygonfeature:5:59778","ZIP Code 78216","country:us/state:tx/zip:78216","78216","6394","3021","4196","1345","1402","89","445","459","554","517","156","0","49","317","104","39","48","0","96","37","229","3","4","0","54","66","38","57","36","0"
"publicpolygonfeature:5:59779","ZIP Code 78217","country:us/state:tx/zip:78217","78217","4330","2278","2751","970","1473","91","403","843","406","198","246","0","48","49","75","0","107","0","81","307","23","0","25","0","15","41","153","0","46","0"
"publicpolygonfeature:5:59780","ZIP Code 78218","country:us/state:tx/zip:78218","78218","4013","3031","2757","1894","2633","282","455","417","238","256","269","0","93","396","299","45","77","25","44","23","14","15","0","0","76","153","126","55","29","0"
"publicpolygonfeature:5:59784","ZIP Code 78222","country:us/state:tx/zip:78222","78222","1624","1891","1965","1116","1941","167","588","436","335","277","533","0","31","82","99","35","93","0","0","0","0","0","0","0","44","203","6","9","33","0"
"publicpolygonfeature:5:59785","ZIP Code 78223","country:us/state:tx/zip:78223","78223","4053","4038","3847","2467","2836","0","809","969","808","809","788","0","25","181","212","58","204","0","3","139","80","2","0","0","57","75","130","59","137","0"
"publicpolygonfeature:5:59787","ZIP Code 78224","country:us/state:tx/zip:78224","78224","1527","1115","2174","1395","1049","0","204","275","111","160","488","0","0","51","0","0","0","0","98","140","78","0","1","0","0","67","196","0","89","0"
"publicpolygonfeature:5:59788","ZIP Code 78225","country:us/state:tx/zip:78225","78225","848","891","1158","907","742","0","181","94","154","267","126","10","9","27","28","12","5","0","2","0","24","0","17","0","0","57","92","0","9","0"
"publicpolygonfeature:5:59789","ZIP Code 78226","country:us/state:tx/zip:78226","78226","433","151","394","265","361","11","48","73","150","451","64","0","0","108","30","13","0","0","1","49","132","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59790","ZIP Code 78227","country:us/state:tx/zip:78227","78227","2641","3524","2394","1631","2108","117","489","662","413","1071","531","3","180","180","143","15","163","0","1","63","39","0","0","0","10","136","99","78","36","0"
"publicpolygonfeature:5:59791","ZIP Code 78228","country:us/state:tx/zip:78228","78228","4059","3811","3655","2353","2397","0","706","915","841","787","280","0","44","323","165","18","194","0","61","149","182","72","23","0","240","267","140","349","106","0"
"publicpolygonfeature:5:59793","ZIP Code 78231","country:us/state:tx/zip:78231","78231","1819","800","856","211","167","0","98","43","39","0","0","0","0","0","0","0","0","0","0","33","0","0","0","0","0","0","11","0","0","0"
"publicpolygonfeature:5:59794","ZIP Code 78232","country:us/state:tx/zip:78232","78232","6313","1382","3012","970","515","13","684","243","390","63","119","0","35","25","0","0","0","0","30","223","79","87","18","0","181","0","55","83","12","0"
"publicpolygonfeature:5:59795","ZIP Code 78233","country:us/state:tx/zip:78233","78233","6245","2468","4096","1424","2485","206","755","638","903","320","505","115","28","62","53","57","31","0","59","37","27","0","139","0","73","42","175","0","10","0"
"publicpolygonfeature:5:59796","ZIP Code 78234","country:us/state:tx/zip:78234","78234","634","97","97","19","51","379","150","0","7","0","51","5","0","19","0","0","0","0","607","135","59","75","83","710","13","0","0","0","5","35"
"publicpolygonfeature:5:59797","ZIP Code 78235","country:us/state:tx/zip:78235","78235","365","81","192","143","146","42","101","167","66","13","32","0","0","40","0","0","5","0","11","8","0","0","0","0","17","0","0","12","0","0"
"publicpolygonfeature:5:59798","ZIP Code 78236","country:us/state:tx/zip:78236","78236","542","66","10","42","128","320","61","5","11","0","22","87","0","57","108","8","12","66","242","566","101","121","48","1296","12","7","0","0","0","30"
"publicpolygonfeature:5:59799","ZIP Code 78245","country:us/state:tx/zip:78245","78245","12442","4786","6721","3284","4202","1104","2311","1476","1626","774","794","125","13","99","95","6","24","0","5","81","126","6","192","0","98","190","251","169","244","0"
"publicpolygonfeature:5:59800","ZIP Code 78247","country:us/state:tx/zip:78247","78247","8768","2446","4081","1745","1954","48","592","501","825","157","143","18","0","0","0","0","0","0","60","29","25","0","2","0","16","12","29","16","37","0"
"publicpolygonfeature:5:59801","ZIP Code 78248","country:us/state:tx/zip:78248","78248","3138","405","1175","284","194","10","153","223","130","89","11","0","0","0","0","0","0","0","4","0","0","0","0","0","63","0","0","0","0","0"
"publicpolygonfeature:5:59802","ZIP Code 78249","country:us/state:tx/zip:78249","78249","9807","3765","4414","1186","1990","104","1431","724","752","53","204","0","69","191","30","38","86","0","405","248","315","22","0","0","206","216","183","0","10","0"
"publicpolygonfeature:5:59803","ZIP Code 78250","country:us/state:tx/zip:78250","78250","8523","2502","3767","2014","2636","5","1170","1090","640","373","290","0","35","82","12","10","65","0","107","48","17","28","15","0","49","80","89","19","32","0"
"publicpolygonfeature:5:59804","ZIP Code 78251","country:us/state:tx/zip:78251","78251","8844","3327","4807","1436","3231","710","1378","684","907","363","380","78","39","37","18","56","26","0","63","79","47","31","48","0","57","24","8","0","104","0"
"publicpolygonfeature:5:59806","ZIP Code 78252","country:us/state:tx/zip:78252","78252","2958","1328","1750","927","1048","165","119","196","343","50","52","0","55","0","0","0","0","0","0","0","29","0","101","0","0","0","0","0","38","0"
"publicpolygonfeature:5:59807","ZIP Code 78253","country:us/state:tx/zip:78253","78253","11767","3613","3482","1013","2556","360","1411","491","530","315","280","62","18","0","0","0","42","0","42","221","151","253","0","0","42","0","129","0","160","0"
"publicpolygonfeature:5:59808","ZIP Code 78254","country:us/state:tx/zip:78254","78254","12238","3622","5199","1468","2083","345","1689","399","995","212","220","12","92","0","0","0","14","0","24","126","80","0","116","0","159","14","80","95","22","0"
"publicpolygonfeature:5:59809","ZIP Code 78260","country:us/state:tx/zip:78260","78260","6781","1339","2292","236","861","92","717","86","316","43","26","47","27","0","0","0","16","0","23","11","36","0","0","0","242","42","122","71","32","0"
"publicpolygonfeature:5:59812","ZIP Code 78255","country:us/state:tx/zip:78255","78255","3424","667","821","167","211","0","820","121","76","82","47","0","0","0","0","0","34","0","29","5","26","0","0","0","57","0","76","0","0","0"
"publicpolygonfeature:5:59813","ZIP Code 78256","country:us/state:tx/zip:78256","78256","2889","639","1032","190","686","0","238","102","182","0","0","0","23","0","0","0","0","0","105","68","0","0","0","0","241","73","284","110","0","0"
"publicpolygonfeature:5:59814","ZIP Code 78257","country:us/state:tx/zip:78257","78257","3264","517","1199","75","176","44","161","153","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","167","0","0","0","27","0"
"publicpolygonfeature:5:59815","ZIP Code 78258","country:us/state:tx/zip:78258","78258","10998","1737","4170","751","966","196","1207","199","459","145","184","0","0","0","0","0","0","0","87","54","11","0","18","0","103","95","25","0","145","0"
"publicpolygonfeature:5:59816","ZIP Code 78259","country:us/state:tx/zip:78259","78259","5621","1659","2076","738","541","0","581","194","212","233","181","0","0","0","0","0","0","0","34","0","25","0","0","0","28","9","0","0","0","0"
"publicpolygonfeature:5:59817","ZIP Code 78261","country:us/state:tx/zip:78261","78261","5565","1086","1957","388","589","18","452","113","165","18","62","0","0","0","0","0","0","0","44","0","0","0","79","0","240","16","0","0","55","0"
"publicpolygonfeature:5:59818","ZIP Code 78263","country:us/state:tx/zip:78263","78263","592","127","274","91","175","11","93","0","12","15","0","0","0","0","0","0","0","0","15","2","0","0","0","0","24","0","16","0","0","0"
