"feature id","feature label","shid","geoid","Management, Business, Science, and Arts Occupations Commute by Drive Alone (2020-2024)","Service Occupations Commute by Drive Alone (2020-2024)","Sales and Office Occupations Commute by Drive Alone (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Drive Alone (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Drive Alone (2020-2024)","Military Occupations Commute by Drive Alone (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Drive Carpool (2020-2024)","Service Occupations Commute by Drive Carpool (2020-2024)","Sales and Office Occupations Commute by Drive Carpool (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Drive Carpool (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Drive Carpool (2020-2024)","Military Occupations Commute by Drive Carpool (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Public Transit (2020-2024)","Service Occupations Commute by Public Transit (2020-2024)","Sales and Office Occupations Commute by Public Transit (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Public Transit (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Public Transit (2020-2024)","Military Occupations Commute by Public Transit (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Walk (2020-2024)","Service Occupations Commute by Walk (2020-2024)","Sales and Office Occupations Commute by Walk (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Walk (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Walk (2020-2024)","Military Occupations Commute by Walk (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Service Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Sales and Office Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Military Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)"
"publicpolygonfeature:5:59950","ZIP Code 78705","country:us/state:tx/zip:78705","78705","2678","1078","1385","180","194","0","141","281","309","0","98","0","684","50","100","67","34","0","2248","896","1034","27","207","0","624","185","42","0","89","0"
"publicpolygonfeature:5:59951","ZIP Code 78613","country:us/state:tx/zip:78613","78613","15429","3526","5378","1561","2505","10","1703","524","687","285","266","0","101","5","9","20","0","0","271","82","47","0","18","0","529","176","178","0","221","0"
"publicpolygonfeature:5:59953","ZIP Code 78712","country:us/state:tx/zip:78712","78712","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59955","ZIP Code 78615","country:us/state:tx/zip:78615","78615","181","50","61","94","92","0","29","47","0","2","6","0","0","0","0","0","0","0","2","0","0","0","0","0","2","3","0","0","0","0"
"publicpolygonfeature:5:59956","ZIP Code 78616","country:us/state:tx/zip:78616","78616","834","501","558","988","398","0","46","300","144","194","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","124","0","96","93","0"
"publicpolygonfeature:5:59958","ZIP Code 78617","country:us/state:tx/zip:78617","78617","2361","1885","1989","1981","1723","0","373","262","401","346","160","0","0","62","0","0","54","0","0","0","1","230","0","0","4","34","27","321","0","0"
"publicpolygonfeature:5:59959","ZIP Code 78620","country:us/state:tx/zip:78620","78620","3490","752","1089","264","542","19","281","37","5","35","43","0","0","0","0","0","0","0","55","0","9","0","8","0","43","0","16","0","19","0"
"publicpolygonfeature:5:59961","ZIP Code 78619","country:us/state:tx/zip:78619","78619","689","148","554","55","163","0","33","21","0","13","11","0","0","0","0","0","0","0","23","0","0","0","0","0","0","9","0","0","0","0"
"publicpolygonfeature:5:59962","ZIP Code 78621","country:us/state:tx/zip:78621","78621","3152","1811","1846","1328","1860","0","508","195","83","217","110","0","0","0","0","0","0","0","56","0","3","25","40","0","11","38","46","170","3","0"
"publicpolygonfeature:5:59963","ZIP Code 78622","country:us/state:tx/zip:78622","78622","51","40","20","23","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59966","ZIP Code 78626","country:us/state:tx/zip:78626","78626","6706","2849","3557","1594","1865","117","933","579","741","119","121","0","12","0","9","0","12","0","78","136","50","20","50","0","72","45","97","17","116","0"
"publicpolygonfeature:5:59967","ZIP Code 78628","country:us/state:tx/zip:78628","78628","8276","1961","2820","1521","1276","149","567","384","310","79","250","17","24","0","0","0","0","0","69","11","35","0","7","0","119","28","65","26","17","0"
"publicpolygonfeature:5:59969","ZIP Code 78656","country:us/state:tx/zip:78656","78656","345","290","139","41","399","0","0","53","0","63","0","0","0","0","0","0","0","0","0","0","29","13","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59971","ZIP Code 78632","country:us/state:tx/zip:78632","78632","241","26","43","18","58","0","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59972","ZIP Code 78633","country:us/state:tx/zip:78633","78633","2779","1058","701","318","371","76","224","16","61","53","112","0","0","0","0","0","0","0","53","27","53","0","0","0","57","49","0","26","41","0"
"publicpolygonfeature:5:59973","ZIP Code 78634","country:us/state:tx/zip:78634","78634","7398","2318","4939","1659","1885","125","919","315","286","82","3","0","0","0","0","0","0","0","3","100","0","41","4","0","251","117","207","45","0","0"
"publicpolygonfeature:5:59979","ZIP Code 78659","country:us/state:tx/zip:78659","78659","578","129","69","100","75","0","58","59","43","0","16","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59981","ZIP Code 78640","country:us/state:tx/zip:78640","78640","11192","5480","7075","4311","3990","182","1395","884","776","460","516","0","162","0","0","0","0","0","45","0","0","0","0","0","46","89","99","45","19","0"
"publicpolygonfeature:5:59982","ZIP Code 78665","country:us/state:tx/zip:78665","78665","11329","3303","4960","1213","1730","40","1318","365","552","37","521","0","20","12","21","0","0","0","65","13","61","1","0","0","204","124","62","50","76","0"
"publicpolygonfeature:5:59983","ZIP Code 78641","country:us/state:tx/zip:78641","78641","16175","3933","6503","2573","2661","24","1854","911","553","431","424","0","228","147","36","0","21","0","277","76","65","0","36","0","552","108","110","39","24","0"
"publicpolygonfeature:5:59984","ZIP Code 78642","country:us/state:tx/zip:78642","78642","3732","1212","1374","990","1010","26","245","277","137","118","110","0","18","0","0","0","0","0","70","0","0","0","0","0","106","0","59","77","66","0"
"publicpolygonfeature:5:59987","ZIP Code 78644","country:us/state:tx/zip:78644","78644","2324","1089","1674","1130","878","0","267","227","60","143","134","0","0","0","0","0","0","0","0","10","0","0","0","0","24","65","25","31","59","0"
"publicpolygonfeature:5:59988","ZIP Code 78645","country:us/state:tx/zip:78645","78645","2214","667","676","589","180","29","165","44","123","28","26","0","0","0","0","0","0","0","61","0","0","0","0","0","66","6","35","0","31","0"
"publicpolygonfeature:5:59990","ZIP Code 78648","country:us/state:tx/zip:78648","78648","781","825","386","281","634","0","95","191","100","11","22","0","0","0","0","0","0","0","12","0","0","0","53","0","29","0","0","0","0","0"
"publicpolygonfeature:5:59991","ZIP Code 78650","country:us/state:tx/zip:78650","78650","143","55","166","179","51","0","16","8","31","6","33","0","0","0","0","0","0","0","9","4","3","7","0","0","3","0","0","15","0","0"
"publicpolygonfeature:5:59992","ZIP Code 78652","country:us/state:tx/zip:78652","78652","995","67","548","57","67","0","194","56","41","0","0","0","25","31","0","0","0","0","0","17","0","0","20","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59993","ZIP Code 78653","country:us/state:tx/zip:78653","78653","5750","2359","2351","1754","1458","0","634","276","743","574","544","0","6","0","0","0","0","0","52","82","0","0","3","0","188","0","91","26","13","0"
"publicpolygonfeature:5:59995","ZIP Code 78654","country:us/state:tx/zip:78654","78654","2571","1261","1241","894","712","0","293","403","253","450","71","0","5","7","12","0","20","0","0","10","22","29","0","0","45","28","47","0","21","0"
"publicpolygonfeature:5:59996","ZIP Code 78655","country:us/state:tx/zip:78655","78655","310","423","435","166","196","0","61","30","4","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","29","0","0","0"
"publicpolygonfeature:5:59997","ZIP Code 78660","country:us/state:tx/zip:78660","78660","20776","5514","7542","3028","6622","168","2399","1211","1258","477","546","0","77","24","14","0","0","0","221","11","91","43","66","0","392","79","58","66","147","20"
"publicpolygonfeature:5:59998","ZIP Code 78661","country:us/state:tx/zip:78661","78661","32","21","139","44","78","0","15","10","18","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59999","ZIP Code 78662","country:us/state:tx/zip:78662","78662","303","179","123","267","205","0","0","16","8","27","191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60002","ZIP Code 78664","country:us/state:tx/zip:78664","78664","9775","3563","4872","1615","3245","0","672","810","771","416","810","0","0","10","0","0","17","0","60","63","109","120","29","0","144","147","88","80","59","0"
"publicpolygonfeature:5:60003","ZIP Code 78666","country:us/state:tx/zip:78666","78666","10228","7820","7512","2739","4650","74","1593","1219","884","565","956","0","230","140","148","29","10","0","730","896","331","40","58","0","395","278","160","90","331","0"
"publicpolygonfeature:5:60004","ZIP Code 78669","country:us/state:tx/zip:78669","78669","1603","439","830","258","72","0","133","44","67","14","33","0","0","0","0","0","0","0","111","10","0","18","0","0","32","51","16","3","3","0"
"publicpolygonfeature:5:60005","ZIP Code 78676","country:us/state:tx/zip:78676","78676","1860","687","904","558","525","0","109","14","74","19","6","0","0","0","0","0","0","0","0","14","14","0","9","0","82","25","41","0","0","0"
"publicpolygonfeature:5:60007","ZIP Code 78681","country:us/state:tx/zip:78681","78681","9060","2325","3738","1074","1587","57","1026","356","327","536","170","0","12","0","14","0","0","0","104","9","81","0","10","0","151","0","52","0","11","0"
"publicpolygonfeature:5:60008","ZIP Code 78717","country:us/state:tx/zip:78717","78717","7309","1155","2731","402","704","0","780","89","313","27","50","0","130","0","0","0","0","0","52","23","0","0","0","0","251","79","163","0","14","0"
"publicpolygonfeature:5:60009","ZIP Code 78719","country:us/state:tx/zip:78719","78719","87","18","58","114","212","0","47","8","0","8","10","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","4","93","0","0"
"publicpolygonfeature:5:60010","ZIP Code 78721","country:us/state:tx/zip:78721","78721","1595","546","295","341","265","0","167","203","136","0","0","0","88","112","6","11","0","0","0","19","0","0","0","0","197","16","21","0","24","0"
"publicpolygonfeature:5:60011","ZIP Code 78722","country:us/state:tx/zip:78722","78722","1284","131","241","58","27","0","102","9","0","0","0","0","47","3","38","0","0","0","122","12","4","0","0","0","208","6","25","10","0","0"
"publicpolygonfeature:5:60012","ZIP Code 78723","country:us/state:tx/zip:78723","78723","6411","1738","1832","1067","730","0","449","98","312","10","5","0","151","299","145","0","18","0","207","0","0","0","72","0","311","88","114","0","101","0"
"publicpolygonfeature:5:60013","ZIP Code 78724","country:us/state:tx/zip:78724","78724","3715","1785","2546","1146","986","25","753","263","346","420","305","0","84","228","0","0","36","0","46","109","0","26","0","0","9","0","0","0","14","0"
"publicpolygonfeature:5:60014","ZIP Code 78725","country:us/state:tx/zip:78725","78725","1930","641","639","447","401","0","129","294","374","103","191","0","31","0","0","0","0","0","0","0","0","0","0","0","17","0","22","0","132","0"
"publicpolygonfeature:5:60015","ZIP Code 78726","country:us/state:tx/zip:78726","78726","2462","845","1020","193","261","0","127","90","129","0","28","0","9","0","0","0","0","0","16","94","48","0","30","0","31","13","16","0","0","0"
"publicpolygonfeature:5:60016","ZIP Code 78727","country:us/state:tx/zip:78727","78727","5595","1116","1929","655","556","10","637","93","97","33","118","0","0","35","26","0","0","0","82","84","105","0","0","0","171","207","25","0","0","0"
"publicpolygonfeature:5:60017","ZIP Code 78728","country:us/state:tx/zip:78728","78728","5448","988","2157","403","1209","0","373","182","310","275","196","0","45","6","28","0","0","0","0","0","59","0","0","0","128","106","24","0","22","0"
"publicpolygonfeature:5:60018","ZIP Code 78729","country:us/state:tx/zip:78729","78729","6489","1836","2329","409","1104","0","417","61","279","0","163","0","34","0","0","0","0","0","22","42","71","0","0","0","270","17","129","11","0","0"
"publicpolygonfeature:5:60019","ZIP Code 78730","country:us/state:tx/zip:78730","78730","1718","205","412","108","16","0","76","0","0","0","16","0","0","0","0","0","0","0","24","0","0","0","0","0","23","0","0","0","0","0"
"publicpolygonfeature:5:60020","ZIP Code 78731","country:us/state:tx/zip:78731","78731","5790","582","1356","144","300","38","296","104","9","29","24","0","170","0","25","0","24","0","6","0","0","0","0","0","171","140","34","30","0","0"
"publicpolygonfeature:5:60021","ZIP Code 78732","country:us/state:tx/zip:78732","78732","2844","406","1183","239","550","0","118","0","45","0","0","0","0","0","0","0","0","0","23","155","193","0","0","0","21","0","0","0","13","0"
"publicpolygonfeature:5:60022","ZIP Code 78733","country:us/state:tx/zip:78733","78733","1775","403","392","138","121","0","51","45","32","0","68","0","0","0","0","0","0","0","0","0","0","0","0","0","74","0","0","0","0","0"
"publicpolygonfeature:5:60023","ZIP Code 78734","country:us/state:tx/zip:78734","78734","2603","838","1061","401","316","9","32","341","98","34","31","0","0","0","0","0","0","0","72","0","55","0","56","0","52","10","95","0","0","0"
"publicpolygonfeature:5:60024","ZIP Code 78746","country:us/state:tx/zip:78746","78746","5316","445","824","202","284","0","231","19","161","20","0","0","83","0","0","0","2","0","170","28","21","15","24","0","60","8","5","0","7","0"
"publicpolygonfeature:5:60025","ZIP Code 78735","country:us/state:tx/zip:78735","78735","4290","540","830","225","255","0","315","53","138","0","0","0","0","0","0","0","0","0","169","48","13","12","0","0","79","20","0","27","47","0"
"publicpolygonfeature:5:60026","ZIP Code 78736","country:us/state:tx/zip:78736","78736","1561","334","695","80","136","0","196","0","93","27","0","0","0","0","0","0","0","0","31","0","0","0","0","0","19","0","0","0","0","0"
"publicpolygonfeature:5:60027","ZIP Code 78737","country:us/state:tx/zip:78737","78737","3943","770","1186","357","307","0","264","168","112","26","79","35","0","0","0","0","0","0","61","19","56","13","0","0","63","0","9","0","256","0"
"publicpolygonfeature:5:60028","ZIP Code 78747","country:us/state:tx/zip:78747","78747","3594","964","1681","725","553","11","524","145","212","63","189","0","42","39","11","1","0","0","5","0","19","4","0","0","63","87","0","8","31","0"
"publicpolygonfeature:5:60029","ZIP Code 78748","country:us/state:tx/zip:78748","78748","9647","3069","3685","1570","1743","21","1061","399","314","232","130","0","64","135","0","27","27","0","113","10","93","0","0","0","152","118","20","17","1","0"
"publicpolygonfeature:5:60030","ZIP Code 78738","country:us/state:tx/zip:78738","78738","4294","762","1308","103","471","0","364","100","122","76","0","0","10","16","0","0","0","0","145","0","26","0","0","0","65","0","96","0","0","0"
"publicpolygonfeature:5:60031","ZIP Code 78739","country:us/state:tx/zip:78739","78739","4046","530","603","96","189","0","469","123","53","0","0","0","13","0","0","0","0","0","11","5","18","0","20","0","139","20","67","0","28","0"
"publicpolygonfeature:5:60032","ZIP Code 78741","country:us/state:tx/zip:78741","78741","7464","4570","3362","2013","1916","22","565","907","574","412","512","0","319","723","239","54","194","0","162","48","186","77","124","0","271","78","117","10","38","0"
"publicpolygonfeature:5:60033","ZIP Code 78742","country:us/state:tx/zip:78742","78742","96","91","38","22","83","0","0","0","30","0","0","0","17","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60034","ZIP Code 78744","country:us/state:tx/zip:78744","78744","7058","4046","4698","2256","2750","43","824","865","419","381","361","0","87","384","72","0","0","0","146","22","41","0","64","0","170","61","67","27","459","0"
"publicpolygonfeature:5:60035","ZIP Code 78745","country:us/state:tx/zip:78745","78745","11194","2778","4543","1570","2380","0","727","143","196","213","198","0","191","407","127","161","42","0","113","49","105","0","125","0","357","26","134","0","136","0"
"publicpolygonfeature:5:60036","ZIP Code 78750","country:us/state:tx/zip:78750","78750","5661","1474","1720","369","396","0","285","137","204","69","20","0","20","0","31","0","0","0","5","14","7","17","0","0","513","0","112","0","0","0"
"publicpolygonfeature:5:60037","ZIP Code 78751","country:us/state:tx/zip:78751","78751","3704","783","841","113","198","0","176","8","75","68","26","0","655","46","78","0","87","0","325","12","70","43","110","0","482","142","20","17","71","0"
"publicpolygonfeature:5:60038","ZIP Code 78752","country:us/state:tx/zip:78752","78752","3337","1472","1116","948","938","0","137","416","180","135","184","0","177","211","321","0","0","0","0","69","0","0","2","0","85","71","54","456","98","0"
"publicpolygonfeature:5:60039","ZIP Code 78753","country:us/state:tx/zip:78753","78753","6557","3989","3171","2184","2563","0","581","1021","558","1693","491","0","116","313","0","45","33","0","272","141","96","17","82","0","136","189","12","108","148","0"
"publicpolygonfeature:5:60040","ZIP Code 78754","country:us/state:tx/zip:78754","78754","5266","1930","1978","1084","2247","0","776","375","418","123","585","0","98","3","0","20","0","0","28","17","0","0","0","0","43","24","14","0","20","0"
"publicpolygonfeature:5:60041","ZIP Code 78756","country:us/state:tx/zip:78756","78756","1691","235","386","83","50","0","46","28","56","0","0","0","163","22","30","0","0","0","142","11","52","0","22","0","79","0","11","84","0","0"
"publicpolygonfeature:5:60042","ZIP Code 78759","country:us/state:tx/zip:78759","78759","9208","1121","2335","479","604","60","451","332","326","55","54","0","52","21","61","0","21","0","100","36","0","0","88","0","227","9","124","0","0","0"
"publicpolygonfeature:5:60108","ZIP Code 78953","country:us/state:tx/zip:78953","78953","144","100","103","0","34","0","0","0","26","132","0","0","0","0","0","0","0","0","8","11","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60111","ZIP Code 78957","country:us/state:tx/zip:78957","78957","882","553","919","590","665","0","98","30","43","7","173","0","36","0","0","0","0","0","104","66","0","0","12","0","0","0","0","20","0","0"
"publicpolygonfeature:5:6688042","ZIP Code 78674","country:us/state:tx/zip:78674","78674","0","9","45","14","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:22:928018","Austin-Round Rock-San Marcos, TX Area","country:us/state:tx/msa:austin-round_rock-san_marcos","12420","381412","117440","154684","65402","81174","1429","36329","20401","18081","11729","11896","80","5828","4128","2107","1109","806","11","10730","4564","4431","1068","1818","146","11954","3777","4395","2320","3749","20"
