"feature id","feature label","shid","geoid","Management, Business, Science, and Arts Occupations Commute by Drive Alone (2020-2024)","Service Occupations Commute by Drive Alone (2020-2024)","Sales and Office Occupations Commute by Drive Alone (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Drive Alone (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Drive Alone (2020-2024)","Military Occupations Commute by Drive Alone (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Drive Carpool (2020-2024)","Service Occupations Commute by Drive Carpool (2020-2024)","Sales and Office Occupations Commute by Drive Carpool (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Drive Carpool (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Drive Carpool (2020-2024)","Military Occupations Commute by Drive Carpool (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Public Transit (2020-2024)","Service Occupations Commute by Public Transit (2020-2024)","Sales and Office Occupations Commute by Public Transit (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Public Transit (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Public Transit (2020-2024)","Military Occupations Commute by Public Transit (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Walk (2020-2024)","Service Occupations Commute by Walk (2020-2024)","Sales and Office Occupations Commute by Walk (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Walk (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Walk (2020-2024)","Military Occupations Commute by Walk (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Service Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Sales and Office Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Military Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)"
"publicpolygonfeature:5:41047","ZIP Code 27054","country:us/state:nc/zip:27054","27054","286","65","175","0","165","0","10","23","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41049","ZIP Code 28098","country:us/state:nc/zip:28098","28098","479","87","338","136","208","0","66","0","0","19","4","0","0","0","0","0","0","0","9","0","0","0","0","0","12","0","0","0","21","0"
"publicpolygonfeature:5:41053","ZIP Code 28101","country:us/state:nc/zip:28101","28101","177","33","39","21","43","0","20","2","3","0","0","0","0","0","3","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41054","ZIP Code 28102","country:us/state:nc/zip:28102","28102","2","4","2","1","1","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41144","ZIP Code 28270","country:us/state:nc/zip:28270","28270","6145","1054","2012","557","719","12","810","163","339","9","95","0","105","25","94","0","0","0","23","0","0","0","38","0","58","16","0","0","8","0"
"publicpolygonfeature:5:41147","ZIP Code 28273","country:us/state:nc/zip:28273","28273","6044","3177","3851","1594","2800","0","768","1182","669","787","656","0","41","92","97","261","25","0","24","19","7","0","0","0","186","110","109","9","337","0"
"publicpolygonfeature:5:41153","ZIP Code 28277","country:us/state:nc/zip:28277","28277","12467","2683","3988","689","1458","47","903","663","462","75","431","0","350","4","50","0","0","0","204","216","51","0","8","0","501","59","34","0","55","0"
"publicpolygonfeature:5:41194","ZIP Code 28012","country:us/state:nc/zip:28012","28012","4132","1191","1625","787","1524","83","221","146","58","49","251","0","0","0","0","0","7","0","154","11","29","0","21","0","60","26","16","13","32","0"
"publicpolygonfeature:5:41199","ZIP Code 28278","country:us/state:nc/zip:28278","28278","6282","1419","2799","476","1796","13","487","97","148","206","207","0","116","0","29","0","0","0","0","30","10","42","33","0","105","22","180","0","82","0"
"publicpolygonfeature:5:41204","ZIP Code 28280","country:us/state:nc/zip:28280","28280","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41208","ZIP Code 28282","country:us/state:nc/zip:28282","28282","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41400","ZIP Code 28006","country:us/state:nc/zip:28006","28006","166","108","125","31","39","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41401","ZIP Code 28007","country:us/state:nc/zip:28007","28007","36","21","44","61","210","0","0","20","8","10","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41404","ZIP Code 28016","country:us/state:nc/zip:28016","28016","1043","577","908","458","1363","0","188","206","79","29","203","0","22","0","0","0","0","0","5","0","0","0","0","0","4","0","0","0","12","0"
"publicpolygonfeature:5:41412","ZIP Code 28021","country:us/state:nc/zip:28021","28021","1643","762","1104","711","783","14","151","121","82","145","84","0","0","1","0","0","0","0","17","0","32","0","13","0","15","36","16","8","0","0"
"publicpolygonfeature:5:41413","ZIP Code 28023","country:us/state:nc/zip:28023","28023","1726","745","1549","883","760","0","111","306","59","154","134","0","0","0","0","0","0","0","13","8","33","31","0","0","43","0","7","0","0","0"
"publicpolygonfeature:5:41414","ZIP Code 28025","country:us/state:nc/zip:28025","28025","7229","3444","3653","2424","4082","78","584","460","585","609","487","0","10","0","0","0","16","0","112","0","141","29","3","0","59","0","81","6","158","0"
"publicpolygonfeature:5:41415","ZIP Code 28033","country:us/state:nc/zip:28033","28033","552","223","224","114","251","0","62","46","20","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","20","0","0","0"
"publicpolygonfeature:5:41417","ZIP Code 28027","country:us/state:nc/zip:28027","28027","13086","4455","5801","2716","3718","27","887","412","800","635","359","0","44","21","0","63","0","0","248","33","79","0","94","0","333","104","52","0","315","0"
"publicpolygonfeature:5:41418","ZIP Code 28031","country:us/state:nc/zip:28031","28031","6062","1130","1711","475","691","29","443","108","214","20","74","0","108","12","25","0","0","0","102","26","39","0","19","0","0","42","79","43","20","0"
"publicpolygonfeature:5:41419","ZIP Code 28032","country:us/state:nc/zip:28032","28032","469","235","180","122","95","0","17","32","38","0","26","0","0","0","0","0","0","0","15","1","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41420","ZIP Code 28034","country:us/state:nc/zip:28034","28034","2672","1138","1388","994","1940","0","206","49","167","164","227","0","0","1","0","0","0","0","38","33","63","0","11","0","8","33","47","0","16","0"
"publicpolygonfeature:5:41421","ZIP Code 28036","country:us/state:nc/zip:28036","28036","3732","573","1511","331","534","0","250","31","61","0","74","0","82","0","5","0","67","0","286","173","85","0","2","0","84","18","26","7","53","0"
"publicpolygonfeature:5:41422","ZIP Code 28054","country:us/state:nc/zip:28054","28054","4451","2446","3363","1530","3621","6","567","325","362","103","364","40","10","125","15","15","56","0","16","9","10","0","0","0","66","47","69","25","36","0"
"publicpolygonfeature:5:41423","ZIP Code 28037","country:us/state:nc/zip:28037","28037","4376","1286","1813","912","985","0","268","209","114","8","76","0","0","0","0","0","0","0","78","10","0","0","0","0","56","0","42","0","8","0"
"publicpolygonfeature:5:41424","ZIP Code 28039","country:us/state:nc/zip:28039","28039","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41425","ZIP Code 28072","country:us/state:nc/zip:28072","28072","60","101","104","18","15","0","0","8","0","0","25","0","0","3","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"publicpolygonfeature:5:41429","ZIP Code 28075","country:us/state:nc/zip:28075","28075","3136","753","1408","420","660","0","136","74","53","45","73","0","141","0","107","0","49","0","45","0","0","11","0","0","117","0","8","24","0","0"
"publicpolygonfeature:5:41432","ZIP Code 28052","country:us/state:nc/zip:28052","28052","2807","1997","2358","1455","2212","0","509","340","267","163","366","0","34","77","0","0","0","0","67","42","104","0","7","0","2","0","0","0","51","0"
"publicpolygonfeature:5:41433","ZIP Code 28056","country:us/state:nc/zip:28056","28056","6226","2478","2624","1135","2282","9","275","369","246","479","175","0","4","0","0","0","0","0","0","39","0","0","84","0","41","34","0","19","49","0"
"publicpolygonfeature:5:41434","ZIP Code 28071","country:us/state:nc/zip:28071","28071","511","264","231","291","457","0","76","88","13","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41435","ZIP Code 28078","country:us/state:nc/zip:28078","28078","14078","2448","5182","1180","2093","50","777","308","316","51","347","0","349","104","0","14","51","0","36","35","58","0","0","0","193","37","73","0","94","0"
"publicpolygonfeature:5:41436","ZIP Code 28107","country:us/state:nc/zip:28107","28107","1359","504","935","536","394","28","115","111","13","219","37","0","29","0","0","0","0","0","30","0","0","0","0","0","11","0","59","0","0","0"
"publicpolygonfeature:5:41437","ZIP Code 28108","country:us/state:nc/zip:28108","28108","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41439","ZIP Code 28079","country:us/state:nc/zip:28079","28079","6927","2482","3533","1581","1987","0","577","284","241","105","203","0","38","0","0","0","54","0","18","0","10","25","0","0","186","20","60","52","55","0"
"publicpolygonfeature:5:41440","ZIP Code 28080","country:us/state:nc/zip:28080","28080","932","536","479","470","466","0","73","92","29","106","50","0","0","0","0","0","0","0","0","0","0","0","0","0","10","76","0","54","43","0"
"publicpolygonfeature:5:41442","ZIP Code 28086","country:us/state:nc/zip:28086","28086","3113","1351","2667","1245","2631","28","339","120","274","255","291","0","0","0","2","0","0","0","6","119","73","7","0","0","51","0","0","19","42","0"
"publicpolygonfeature:5:41443","ZIP Code 28088","country:us/state:nc/zip:28088","28088","351","127","257","65","237","0","31","29","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58","0","0"
"publicpolygonfeature:5:41447","ZIP Code 28144","country:us/state:nc/zip:28144","28144","2692","1428","1590","642","1448","0","460","392","41","180","221","0","0","92","0","0","0","0","108","7","74","47","7","0","130","160","62","0","6","2"
"publicpolygonfeature:5:41448","ZIP Code 28091","country:us/state:nc/zip:28091","28091","151","108","97","79","252","0","0","23","0","104","6","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","19","0"
"publicpolygonfeature:5:41449","ZIP Code 28103","country:us/state:nc/zip:28103","28103","1590","673","795","386","727","0","316","28","73","69","213","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","11","0"
"publicpolygonfeature:5:41451","ZIP Code 28092","country:us/state:nc/zip:28092","28092","4624","2210","3283","1515","3025","3","445","171","303","443","466","0","0","0","0","0","0","0","175","39","73","0","0","0","52","62","41","43","59","0"
"publicpolygonfeature:5:41453","ZIP Code 28104","country:us/state:nc/zip:28104","28104","6694","1470","2599","768","799","0","436","232","99","93","232","0","8","13","0","0","0","0","89","0","0","13","0","0","79","0","10","9","0","0"
"publicpolygonfeature:5:41454","ZIP Code 28105","country:us/state:nc/zip:28105","28105","7726","2579","3506","1138","1424","0","999","544","390","374","202","0","56","27","24","0","0","0","11","108","115","0","8","0","187","14","82","0","60","0"
"publicpolygonfeature:5:41455","ZIP Code 28110","country:us/state:nc/zip:28110","28110","6686","2723","4507","3397","3490","0","1000","495","718","501","256","0","0","1","0","0","0","0","37","0","51","7","39","0","48","137","32","54","70","0"
"publicpolygonfeature:5:41456","ZIP Code 28112","country:us/state:nc/zip:28112","28112","3597","1584","1708","1573","1710","0","348","420","251","421","505","0","0","0","0","0","0","0","72","0","84","30","0","0","78","25","66","0","8","0"
"publicpolygonfeature:5:41458","ZIP Code 28119","country:us/state:nc/zip:28119","28119","119","184","248","43","140","0","0","0","17","98","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41459","ZIP Code 28115","country:us/state:nc/zip:28115","28115","6289","1999","3399","1407","2116","36","383","459","229","354","257","0","17","0","9","0","15","0","64","0","6","44","2","0","180","58","108","36","37","0"
"publicpolygonfeature:5:41460","ZIP Code 28117","country:us/state:nc/zip:28117","28117","8058","2436","3859","1268","2041","0","547","307","231","186","72","0","26","37","0","33","30","0","111","24","52","0","61","0","222","12","47","36","93","0"
"publicpolygonfeature:5:41462","ZIP Code 28120","country:us/state:nc/zip:28120","28120","3747","1355","1607","874","1387","0","218","204","189","124","191","0","0","0","0","0","0","0","56","9","15","0","0","0","27","63","125","20","7","0"
"publicpolygonfeature:5:41463","ZIP Code 28124","country:us/state:nc/zip:28124","28124","994","330","625","227","427","21","68","22","0","21","41","0","24","0","0","0","0","0","21","7","4","3","0","0","0","35","20","0","0","0"
"publicpolygonfeature:5:41464","ZIP Code 28125","country:us/state:nc/zip:28125","28125","311","71","211","168","248","0","73","130","0","5","0","0","0","0","0","0","0","0","0","0","0","7","0","0","122","0","0","0","0","0"
"publicpolygonfeature:5:41467","ZIP Code 28133","country:us/state:nc/zip:28133","28133","165","146","170","204","188","0","14","11","0","7","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41468","ZIP Code 28134","country:us/state:nc/zip:28134","28134","1860","607","778","286","667","7","97","78","100","115","177","0","9","17","13","0","22","0","226","8","41","0","28","0","4","0","9","0","13","0"
"publicpolygonfeature:5:41470","ZIP Code 28135","country:us/state:nc/zip:28135","28135","235","238","168","157","413","15","40","40","44","92","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41471","ZIP Code 28204","country:us/state:nc/zip:28204","28204","2541","348","401","42","62","0","185","8","0","47","0","0","44","55","0","0","56","0","353","22","57","0","0","0","99","7","18","0","0","0"
"publicpolygonfeature:5:41472","ZIP Code 28205","country:us/state:nc/zip:28205","28205","8266","2821","3075","1340","2176","53","572","723","318","1143","319","0","420","127","188","7","14","33","83","72","172","0","149","0","325","196","107","46","165","0"
"publicpolygonfeature:5:41473","ZIP Code 28137","country:us/state:nc/zip:28137","28137","301","133","278","130","123","0","3","1","5","16","24","0","0","0","18","0","0","0","2","0","0","0","0","0","2","0","0","0","3","0"
"publicpolygonfeature:5:41474","ZIP Code 28138","country:us/state:nc/zip:28138","28138","1122","642","683","515","1012","0","150","118","76","114","152","0","0","0","0","0","0","0","13","0","0","0","0","0","0","19","13","0","15","0"
"publicpolygonfeature:5:41476","ZIP Code 28146","country:us/state:nc/zip:28146","28146","4804","1614","2044","1110","2012","0","343","140","107","380","162","0","0","0","0","0","0","0","0","30","0","19","25","0","90","0","10","8","52","0"
"publicpolygonfeature:5:41477","ZIP Code 28147","country:us/state:nc/zip:28147","28147","2862","1254","1541","867","2229","0","215","281","262","391","203","0","15","0","168","0","8","0","2","22","71","0","23","0","0","60","173","0","28","0"
"publicpolygonfeature:5:41480","ZIP Code 28159","country:us/state:nc/zip:28159","28159","230","148","163","132","227","0","0","0","0","67","89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0"
"publicpolygonfeature:5:41482","ZIP Code 28206","country:us/state:nc/zip:28206","28206","1617","575","796","334","1091","13","172","148","263","8","218","0","164","107","117","26","31","0","14","16","69","0","0","0","122","25","31","0","44","0"
"publicpolygonfeature:5:41483","ZIP Code 28164","country:us/state:nc/zip:28164","28164","2298","1225","1120","579","1008","0","150","87","170","41","137","0","0","0","14","0","0","0","11","0","0","0","0","0","29","0","0","0","2","0"
"publicpolygonfeature:5:41484","ZIP Code 28166","country:us/state:nc/zip:28166","28166","1211","650","967","389","946","0","51","170","155","57","0","0","0","0","0","0","0","0","20","0","78","0","218","0","13","0","0","0","0","0"
"publicpolygonfeature:5:41485","ZIP Code 28207","country:us/state:nc/zip:28207","28207","2155","250","602","55","96","0","26","15","33","0","39","0","23","0","60","0","0","0","29","0","0","0","0","0","109","0","0","0","17","0"
"publicpolygonfeature:5:41486","ZIP Code 28208","country:us/state:nc/zip:28208","28208","4139","2024","2415","771","2089","159","393","333","318","458","400","0","217","316","280","214","207","0","27","54","41","11","95","0","197","90","80","0","85","14"
"publicpolygonfeature:5:41488","ZIP Code 28168","country:us/state:nc/zip:28168","28168","1473","488","636","529","931","0","86","84","75","134","59","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","10","29","0","0"
"publicpolygonfeature:5:41490","ZIP Code 28170","country:us/state:nc/zip:28170","28170","681","560","369","176","858","0","49","82","58","28","595","0","0","0","0","0","0","0","4","20","16","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41491","ZIP Code 28173","country:us/state:nc/zip:28173","28173","11492","2188","3565","1331","1443","0","665","696","419","100","334","0","56","0","15","0","12","0","76","39","11","23","29","0","173","42","56","0","33","0"
"publicpolygonfeature:5:41492","ZIP Code 28174","country:us/state:nc/zip:28174","28174","671","690","519","408","567","20","245","113","59","234","66","0","0","0","0","0","0","0","70","137","33","0","26","0","18","0","0","0","7","0"
"publicpolygonfeature:5:41493","ZIP Code 28202","country:us/state:nc/zip:28202","28202","2484","358","1117","163","612","0","272","0","31","53","45","0","132","69","0","0","13","0","1842","316","243","0","55","14","184","34","0","0","0","0"
"publicpolygonfeature:5:41494","ZIP Code 28203","country:us/state:nc/zip:28203","28203","5621","685","1309","86","469","33","300","45","19","0","11","12","581","75","57","16","86","12","578","24","207","9","58","0","235","0","101","0","11","0"
"publicpolygonfeature:5:41495","ZIP Code 28214","country:us/state:nc/zip:28214","28214","5479","2246","3531","1135","2800","73","503","529","231","268","243","0","17","0","0","0","36","0","42","73","120","0","0","15","59","31","114","0","124","0"
"publicpolygonfeature:5:41496","ZIP Code 28215","country:us/state:nc/zip:28215","28215","6474","4166","3662","2268","3712","42","684","639","306","643","799","0","84","133","78","23","129","0","150","0","56","85","19","0","362","43","129","0","106","0"
"publicpolygonfeature:5:41497","ZIP Code 28216","country:us/state:nc/zip:28216","28216","5816","2586","2884","1323","2546","0","411","336","267","394","359","0","97","159","116","0","80","0","34","10","20","7","0","0","120","103","77","26","44","0"
"publicpolygonfeature:5:41498","ZIP Code 28217","country:us/state:nc/zip:28217","28217","3851","1539","2014","1092","1694","0","308","564","610","1047","581","0","148","69","143","0","123","0","77","26","97","27","11","0","14","75","22","0","30","0"
"publicpolygonfeature:5:41499","ZIP Code 28227","country:us/state:nc/zip:28227","28227","8208","2825","4613","1765","3469","2","852","488","494","750","637","0","25","43","38","0","12","0","76","14","63","9","38","0","33","23","193","0","24","0"
"publicpolygonfeature:5:41500","ZIP Code 28244","country:us/state:nc/zip:28244","28244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41501","ZIP Code 28262","country:us/state:nc/zip:28262","28262","5273","1989","2258","691","1802","21","436","284","398","88","297","0","102","0","82","18","12","0","149","146","68","17","0","0","79","67","85","0","11","0"
"publicpolygonfeature:5:41502","ZIP Code 28269","country:us/state:nc/zip:28269","28269","10134","3481","4878","812","3239","6","812","346","736","399","512","0","80","79","12","0","50","31","52","54","49","0","0","0","168","122","83","0","82","59"
"publicpolygonfeature:5:41696","ZIP Code 28660","country:us/state:nc/zip:28660","28660","190","161","68","130","342","0","0","0","22","11","78","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41741","ZIP Code 28677","country:us/state:nc/zip:28677","28677","3860","2281","3197","1679","2766","0","583","246","390","261","1039","0","30","25","0","0","0","0","22","25","22","0","16","0","13","12","16","17","0","21"
"publicpolygonfeature:5:41750","ZIP Code 28625","country:us/state:nc/zip:28625","28625","4399","2719","3018","1524","3285","0","644","389","494","218","362","0","0","0","0","0","8","0","86","49","69","26","22","0","61","13","159","12","53","0"
"publicpolygonfeature:5:41754","ZIP Code 28634","country:us/state:nc/zip:28634","28634","462","259","533","358","400","0","13","52","50","98","141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"publicpolygonfeature:5:41764","ZIP Code 28678","country:us/state:nc/zip:28678","28678","412","294","587","218","709","0","70","0","70","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41770","ZIP Code 28650","country:us/state:nc/zip:28650","28650","1436","692","1019","766","1171","0","19","106","88","0","102","0","0","0","0","0","0","0","0","0","0","0","0","0","22","41","0","0","50","0"
"publicpolygonfeature:5:41800","ZIP Code 28689","country:us/state:nc/zip:28689","28689","158","124","237","132","54","0","27","0","9","0","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","7","14","0"
"publicpolygonfeature:5:41923","ZIP Code 29014","country:us/state:sc/zip:29014","29014","142","147","121","165","120","0","0","15","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41935","ZIP Code 29031","country:us/state:sc/zip:29031","29031","108","217","120","24","379","0","1","7","0","3","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57","0","0","0"
"publicpolygonfeature:5:41955","ZIP Code 29055","country:us/state:sc/zip:29055","29055","314","239","293","165","307","0","22","3","17","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","36","0","0","0","0"
"publicpolygonfeature:5:41959","ZIP Code 29058","country:us/state:sc/zip:29058","29058","544","328","269","329","414","0","26","6","55","10","3","0","0","0","0","0","0","0","0","4","0","0","0","0","0","51","0","0","0","0"
"publicpolygonfeature:5:41963","ZIP Code 29067","country:us/state:sc/zip:29067","29067","1115","541","469","517","792","0","127","44","16","28","118","0","0","0","0","0","0","0","0","2","0","0","0","0","0","60","0","0","33","0"
"publicpolygonfeature:5:41980","ZIP Code 29717","country:us/state:sc/zip:29717","29717","179","26","143","179","90","0","11","0","4","11","12","0","0","0","0","0","0","0","4","0","0","0","2","0","0","0","0","0","13","0"
"publicpolygonfeature:5:41988","ZIP Code 29726","country:us/state:sc/zip:29726","29726","270","102","153","217","98","0","2","0","0","0","4","0","0","0","0","0","32","0","27","0","0","0","0","0","20","0","0","0","0","0"
"publicpolygonfeature:5:42270","ZIP Code 29707","country:us/state:sc/zip:29707","29707","4687","1158","2194","469","923","0","408","165","90","29","128","0","48","0","0","0","0","0","79","30","25","39","0","0","155","127","27","0","18","0"
"publicpolygonfeature:5:42272","ZIP Code 29708","country:us/state:sc/zip:29708","29708","8347","1841","2237","913","1535","0","359","142","166","346","91","0","84","0","0","0","0","0","44","39","16","0","13","0","81","5","77","0","45","0"
"publicpolygonfeature:5:42292","ZIP Code 29714","country:us/state:sc/zip:29714","29714","432","160","80","108","312","1","0","3","4","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","11","3","0","0"
"publicpolygonfeature:5:42300","ZIP Code 29704","country:us/state:sc/zip:29704","29704","411","94","322","145","214","31","21","0","84","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0"
"publicpolygonfeature:5:42304","ZIP Code 29706","country:us/state:sc/zip:29706","29706","1096","1576","1378","786","1885","0","68","242","189","129","294","0","0","0","0","0","0","0","2","59","0","0","0","0","11","15","0","25","33","0"
