"feature id","feature label","shid","geoid","Management, Business, Science, and Arts Occupations Commute by Drive Alone (2020-2024)","Service Occupations Commute by Drive Alone (2020-2024)","Sales and Office Occupations Commute by Drive Alone (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Drive Alone (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Drive Alone (2020-2024)","Military Occupations Commute by Drive Alone (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Drive Carpool (2020-2024)","Service Occupations Commute by Drive Carpool (2020-2024)","Sales and Office Occupations Commute by Drive Carpool (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Drive Carpool (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Drive Carpool (2020-2024)","Military Occupations Commute by Drive Carpool (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Public Transit (2020-2024)","Service Occupations Commute by Public Transit (2020-2024)","Sales and Office Occupations Commute by Public Transit (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Public Transit (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Public Transit (2020-2024)","Military Occupations Commute by Public Transit (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Walk (2020-2024)","Service Occupations Commute by Walk (2020-2024)","Sales and Office Occupations Commute by Walk (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Walk (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Walk (2020-2024)","Military Occupations Commute by Walk (2020-2024)","Management, Business, Science, and Arts Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Service Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Sales and Office Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Production, Transportation, and Material Moving Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Military Occupations Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)"
"publicpolygonfeature:5:46144","ZIP Code 43215","country:us/state:oh/zip:43215","43215","5201","839","1161","153","451","0","174","41","147","0","24","0","157","25","0","0","8","0","566","446","146","59","70","0","138","21","30","0","22","0"
"publicpolygonfeature:5:46148","ZIP Code 43217","country:us/state:oh/zip:43217","43217","107","183","184","18","110","0","31","21","0","23","186","6","0","0","0","0","0","0","4","0","0","0","4","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46151","ZIP Code 43219","country:us/state:oh/zip:43219","43219","2752","1766","1884","350","1841","0","258","264","210","112","343","0","41","217","9","11","63","0","68","21","46","0","15","0","37","126","9","31","31","0"
"publicpolygonfeature:5:46155","ZIP Code 43220","country:us/state:oh/zip:43220","43220","6481","1183","2213","476","1077","0","352","168","111","62","152","0","117","46","35","0","0","0","25","61","44","0","19","0","61","6","59","9","7","0"
"publicpolygonfeature:5:46158","ZIP Code 43232","country:us/state:oh/zip:43232","43232","4021","3182","2903","1290","4902","0","320","315","475","208","646","0","92","247","51","10","120","0","0","181","23","0","17","0","20","226","180","90","0","0"
"publicpolygonfeature:5:46185","ZIP Code 43235","country:us/state:oh/zip:43235","43235","9349","2197","3430","603","1475","0","282","601","309","0","307","0","100","0","48","7","1","0","86","43","12","17","0","0","240","28","27","0","0","10"
"publicpolygonfeature:5:46188","ZIP Code 43240","country:us/state:oh/zip:43240","43240","1707","209","716","173","572","0","40","21","6","0","127","0","24","0","0","0","0","0","54","38","0","0","148","0","10","0","40","0","0","0"
"publicpolygonfeature:5:46242","ZIP Code 43320","country:us/state:oh/zip:43320","43320","45","10","153","29","78","0","0","14","0","0","25","0","0","0","0","5","0","0","4","0","4","0","0","0","0","0","0","0","8","0"
"publicpolygonfeature:5:46245","ZIP Code 43321","country:us/state:oh/zip:43321","43321","39","33","21","21","20","0","8","0","2","2","0","0","0","0","0","0","0","0","2","1","0","0","0","0","2","0","2","0","0","0"
"publicpolygonfeature:5:46299","ZIP Code 43103","country:us/state:oh/zip:43103","43103","1578","872","754","681","1055","0","101","19","74","77","60","0","0","13","0","0","1","0","8","0","0","0","15","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46342","ZIP Code 43008","country:us/state:oh/zip:43008","43008","195","95","436","171","176","0","2","25","0","31","25","0","0","0","0","0","0","0","0","0","0","0","0","0","6","55","11","0","0","0"
"publicpolygonfeature:5:46360","ZIP Code 43204","country:us/state:oh/zip:43204","43204","4599","3107","2230","1715","3390","0","469","563","268","316","430","0","77","237","55","39","139","0","33","19","35","0","135","0","27","108","34","28","20","0"
"publicpolygonfeature:5:46372","ZIP Code 43205","country:us/state:oh/zip:43205","43205","1947","892","661","195","669","89","178","190","9","0","86","0","105","94","92","0","23","0","48","22","71","0","26","0","73","41","0","4","94","0"
"publicpolygonfeature:5:46374","ZIP Code 43206","country:us/state:oh/zip:43206","43206","4585","1150","1345","376","1015","0","308","408","162","30","147","0","9","168","27","0","46","0","216","111","132","0","24","0","173","202","38","24","42","0"
"publicpolygonfeature:5:46379","ZIP Code 43001","country:us/state:oh/zip:43001","43001","448","221","172","88","178","0","47","19","45","6","16","0","0","0","0","0","0","0","15","3","0","0","1","0","0","16","0","0","0","0"
"publicpolygonfeature:5:46380","ZIP Code 43002","country:us/state:oh/zip:43002","43002","347","52","64","31","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46381","ZIP Code 43011","country:us/state:oh/zip:43011","43011","889","346","445","191","481","0","33","5","31","15","4","0","8","0","0","0","12","0","0","0","0","0","0","0","4","0","0","0","9","0"
"publicpolygonfeature:5:46382","ZIP Code 43013","country:us/state:oh/zip:43013","43013","90","168","80","225","55","0","2","19","11","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46384","ZIP Code 43015","country:us/state:oh/zip:43015","43015","10970","3867","4239","1188","2254","13","422","423","304","186","471","0","19","0","0","18","22","0","307","248","123","0","1","0","81","23","59","39","73","0"
"publicpolygonfeature:5:46386","ZIP Code 43016","country:us/state:oh/zip:43016","43016","9928","1585","2571","723","973","0","875","108","167","50","113","0","0","0","0","0","10","0","110","77","14","0","0","0","18","8","22","22","20","0"
"publicpolygonfeature:5:46387","ZIP Code 43017","country:us/state:oh/zip:43017","43017","8957","1524","2026","400","460","0","505","214","69","78","127","0","0","0","4","0","20","0","37","27","54","4","31","0","91","16","0","0","0","0"
"publicpolygonfeature:5:46388","ZIP Code 43019","country:us/state:oh/zip:43019","43019","899","548","527","369","589","7","53","54","191","143","75","0","0","0","0","0","0","0","0","0","14","12","16","0","68","24","11","74","42","0"
"publicpolygonfeature:5:46389","ZIP Code 43021","country:us/state:oh/zip:43021","43021","3315","514","1022","177","367","0","185","49","0","0","14","0","0","0","0","0","0","0","15","25","0","11","0","0","38","0","16","0","0","0"
"publicpolygonfeature:5:46391","ZIP Code 43023","country:us/state:oh/zip:43023","43023","2655","482","977","195","285","14","72","30","40","26","22","0","0","11","0","0","0","0","298","275","218","13","8","0","24","14","0","0","0","0"
"publicpolygonfeature:5:46392","ZIP Code 43025","country:us/state:oh/zip:43025","43025","652","281","475","200","338","0","40","63","26","25","75","0","0","0","0","0","0","0","0","0","0","0","0","0","36","6","0","8","26","0"
"publicpolygonfeature:5:46393","ZIP Code 43026","country:us/state:oh/zip:43026","43026","13875","2773","5631","1011","2580","91","880","292","241","209","361","0","46","0","0","0","25","0","129","78","23","16","0","0","31","43","47","34","20","0"
"publicpolygonfeature:5:46395","ZIP Code 43029","country:us/state:oh/zip:43029","43029","145","11","14","51","23","0","0","17","0","0","11","0","0","0","0","0","0","0","8","0","7","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46396","ZIP Code 43030","country:us/state:oh/zip:43030","43030","65","26","0","10","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46397","ZIP Code 43031","country:us/state:oh/zip:43031","43031","2666","849","1123","820","439","18","264","28","86","117","21","0","0","0","0","0","1","0","66","13","28","0","0","0","9","0","0","13","30","0"
"publicpolygonfeature:5:46398","ZIP Code 43032","country:us/state:oh/zip:43032","43032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46399","ZIP Code 43033","country:us/state:oh/zip:43033","43033","26","12","27","13","63","0","3","5","4","1","4","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46400","ZIP Code 43035","country:us/state:oh/zip:43035","43035","7291","1950","1604","500","1150","52","370","360","205","0","133","0","15","0","0","0","0","0","47","57","0","0","0","0","42","29","6","0","0","0"
"publicpolygonfeature:5:46401","ZIP Code 43036","country:us/state:oh/zip:43036","43036","44","32","20","23","19","0","0","0","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46403","ZIP Code 43044","country:us/state:oh/zip:43044","43044","623","264","217","178","313","0","72","12","60","19","192","0","0","0","0","0","0","0","10","27","8","7","0","0","4","6","2","0","0","0"
"publicpolygonfeature:5:46404","ZIP Code 43040","country:us/state:oh/zip:43040","43040","6216","1881","2348","1194","2831","18","380","183","348","47","144","0","0","0","11","0","111","0","38","6","11","41","10","0","288","33","0","9","34","0"
"publicpolygonfeature:5:46405","ZIP Code 43045","country:us/state:oh/zip:43045","43045","210","86","193","52","120","0","20","14","39","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","8","3","0","0","0","0"
"publicpolygonfeature:5:46406","ZIP Code 43046","country:us/state:oh/zip:43046","43046","406","153","357","160","245","0","30","0","14","0","3","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46407","ZIP Code 43062","country:us/state:oh/zip:43062","43062","4440","1698","2042","945","1611","0","286","384","428","147","317","0","4","36","0","0","8","0","91","36","9","0","12","0","47","81","46","0","34","0"
"publicpolygonfeature:5:46409","ZIP Code 43054","country:us/state:oh/zip:43054","43054","5809","875","1983","458","584","0","359","232","207","14","0","0","10","0","0","0","0","0","64","9","108","0","0","0","31","0","23","10","12","0"
"publicpolygonfeature:5:46410","ZIP Code 43071","country:us/state:oh/zip:43071","43071","209","208","119","253","126","0","0","0","1","11","44","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46411","ZIP Code 43055","country:us/state:oh/zip:43055","43055","6728","3776","4957","2117","3975","11","690","485","756","212","468","0","0","16","5","0","31","0","163","242","72","11","150","0","109","285","128","0","156","0"
"publicpolygonfeature:5:46413","ZIP Code 43056","country:us/state:oh/zip:43056","43056","2215","1025","1157","799","1257","38","119","144","96","81","11","0","0","0","15","0","9","0","7","55","11","0","0","0","0","31","55","0","0","0"
"publicpolygonfeature:5:46415","ZIP Code 43061","country:us/state:oh/zip:43061","43061","642","539","329","92","129","31","33","22","5","0","34","0","81","0","0","0","17","0","9","0","0","0","0","0","18","0","0","0","0","0"
"publicpolygonfeature:5:46416","ZIP Code 43064","country:us/state:oh/zip:43064","43064","3400","915","891","432","475","0","258","96","89","77","6","0","0","0","0","0","0","0","40","0","24","11","27","0","24","0","0","0","5","0"
"publicpolygonfeature:5:46417","ZIP Code 43065","country:us/state:oh/zip:43065","43065","9962","1844","2777","449","659","32","342","196","147","64","90","0","0","15","0","0","0","0","176","0","0","0","0","0","34","54","18","0","14","0"
"publicpolygonfeature:5:46418","ZIP Code 43066","country:us/state:oh/zip:43066","43066","231","117","49","42","64","0","44","10","10","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46419","ZIP Code 43067","country:us/state:oh/zip:43067","43067","212","128","70","71","127","0","18","0","0","40","0","0","0","0","0","0","0","0","6","7","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46420","ZIP Code 43068","country:us/state:oh/zip:43068","43068","7535","3689","4223","1544","4341","23","949","604","433","123","924","0","86","16","0","0","82","0","125","113","54","0","111","0","34","132","97","58","354","0"
"publicpolygonfeature:5:46422","ZIP Code 43074","country:us/state:oh/zip:43074","43074","2837","1113","1309","318","607","0","107","37","185","52","66","0","9","0","0","0","0","0","0","0","12","0","0","0","38","0","0","16","0","0"
"publicpolygonfeature:5:46423","ZIP Code 43076","country:us/state:oh/zip:43076","43076","1515","455","645","394","537","0","60","34","79","29","113","0","0","0","0","0","0","0","8","10","12","0","0","0","0","0","0","0","7","0"
"publicpolygonfeature:5:46424","ZIP Code 43077","country:us/state:oh/zip:43077","43077","28","12","11","7","17","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0"
"publicpolygonfeature:5:46426","ZIP Code 43080","country:us/state:oh/zip:43080","43080","627","310","284","200","260","0","33","18","46","18","15","0","0","0","0","0","0","0","50","8","8","0","0","0","0","0","0","0","38","0"
"publicpolygonfeature:5:46427","ZIP Code 43081","country:us/state:oh/zip:43081","43081","11630","3404","4214","1452","2240","18","668","319","364","45","114","0","33","50","74","0","19","0","223","190","80","7","19","0","104","23","184","17","19","0"
"publicpolygonfeature:5:46428","ZIP Code 43082","country:us/state:oh/zip:43082","43082","7068","1349","2028","375","651","0","139","103","74","35","0","0","0","0","0","0","0","0","208","0","0","0","6","0","51","11","0","0","11","0"
"publicpolygonfeature:5:46430","ZIP Code 43085","country:us/state:oh/zip:43085","43085","5437","1470","1514","299","505","3","247","227","164","0","32","0","0","0","0","0","0","0","37","12","12","0","39","0","133","57","0","0","0","0"
"publicpolygonfeature:5:46432","ZIP Code 43102","country:us/state:oh/zip:43102","43102","376","293","243","282","228","0","30","32","30","0","10","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","25","0","0"
"publicpolygonfeature:5:46433","ZIP Code 43105","country:us/state:oh/zip:43105","43105","1174","474","694","368","405","40","54","0","47","0","46","0","0","0","0","0","2","0","9","13","18","23","0","0","0","37","30","53","0","0"
"publicpolygonfeature:5:46435","ZIP Code 43107","country:us/state:oh/zip:43107","43107","374","147","272","216","222","0","8","66","71","8","23","0","0","0","0","0","0","0","0","0","6","0","0","0","32","20","0","0","0","0"
"publicpolygonfeature:5:46436","ZIP Code 43109","country:us/state:oh/zip:43109","43109","18","2","3","4","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46437","ZIP Code 43119","country:us/state:oh/zip:43119","43119","4884","2687","1727","892","1741","0","243","216","154","96","235","0","0","0","43","0","31","0","0","10","0","38","0","0","34","74","67","0","94","0"
"publicpolygonfeature:5:46438","ZIP Code 43110","country:us/state:oh/zip:43110","43110","7334","2171","3026","892","2460","59","724","295","405","18","410","0","95","0","77","0","12","0","16","26","0","14","0","0","79","16","0","0","23","0"
"publicpolygonfeature:5:46439","ZIP Code 43111","country:us/state:oh/zip:43111","43111","10","3","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46440","ZIP Code 43112","country:us/state:oh/zip:43112","43112","711","439","350","280","256","0","21","26","28","0","3","0","0","0","0","0","0","0","23","2","0","0","0","0","2","0","0","0","0","0"
"publicpolygonfeature:5:46442","ZIP Code 43113","country:us/state:oh/zip:43113","43113","3122","1048","1644","1115","1361","16","352","142","152","108","296","0","0","0","0","0","11","0","16","29","20","4","0","0","29","8","4","0","9","0"
"publicpolygonfeature:5:46443","ZIP Code 43115","country:us/state:oh/zip:43115","43115","151","215","28","132","48","0","6","98","31","23","5","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46444","ZIP Code 43116","country:us/state:oh/zip:43116","43116","277","205","161","47","224","0","136","34","12","17","24","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","18","0","0","0"
"publicpolygonfeature:5:46445","ZIP Code 43117","country:us/state:oh/zip:43117","43117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46446","ZIP Code 43123","country:us/state:oh/zip:43123","43123","10964","4022","5389","1965","4733","13","925","554","573","154","388","0","9","0","13","0","42","0","92","79","39","0","120","0","68","38","112","19","21","0"
"publicpolygonfeature:5:46447","ZIP Code 43125","country:us/state:oh/zip:43125","43125","2338","1066","934","563","1326","0","124","23","89","16","164","0","18","50","21","0","0","0","0","15","0","0","0","0","27","11","0","7","0","0"
"publicpolygonfeature:5:46448","ZIP Code 43126","country:us/state:oh/zip:43126","43126","13","22","24","12","22","0","1","0","14","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46449","ZIP Code 43127","country:us/state:oh/zip:43127","43127","27","0","0","13","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46450","ZIP Code 43130","country:us/state:oh/zip:43130","43130","8107","3793","4310","2815","3897","28","509","385","250","230","623","0","57","4","0","0","9","0","203","340","44","0","21","0","196","195","0","0","17","0"
"publicpolygonfeature:5:46451","ZIP Code 43145","country:us/state:oh/zip:43145","43145","154","99","174","87","179","0","15","8","0","0","12","0","0","0","0","0","0","0","37","0","0","0","0","0","3","1","1","2","0","0"
"publicpolygonfeature:5:46452","ZIP Code 43135","country:us/state:oh/zip:43135","43135","404","250","200","219","251","0","1","20","14","17","152","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","13","0","0"
"publicpolygonfeature:5:46453","ZIP Code 43136","country:us/state:oh/zip:43136","43136","374","116","117","91","129","2","27","4","11","7","13","0","2","0","0","0","0","0","0","0","12","8","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46454","ZIP Code 43137","country:us/state:oh/zip:43137","43137","341","219","169","12","125","0","35","117","0","13","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46455","ZIP Code 43138","country:us/state:oh/zip:43138","43138","1866","1514","1533","800","1388","11","183","248","63","120","171","0","0","0","0","3","1","0","38","25","49","0","0","0","0","0","52","11","0","0"
"publicpolygonfeature:5:46456","ZIP Code 43149","country:us/state:oh/zip:43149","43149","253","73","231","107","229","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"publicpolygonfeature:5:46457","ZIP Code 43140","country:us/state:oh/zip:43140","43140","2503","1237","1494","946","1731","12","224","119","195","84","215","0","0","0","0","0","37","0","19","55","0","5","17","0","35","0","12","14","38","0"
"publicpolygonfeature:5:46459","ZIP Code 43150","country:us/state:oh/zip:43150","43150","325","155","174","112","138","0","9","3","11","1","4","0","0","0","0","0","0","0","0","1","2","0","0","0","27","0","0","24","25","0"
"publicpolygonfeature:5:46460","ZIP Code 43151","country:us/state:oh/zip:43151","43151","20","14","12","19","23","0","0","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46461","ZIP Code 43143","country:us/state:oh/zip:43143","43143","780","322","465","400","270","0","163","29","7","36","61","0","0","0","0","0","2","0","9","9","5","0","4","0","3","0","0","0","0","0"
"publicpolygonfeature:5:46462","ZIP Code 43144","country:us/state:oh/zip:43144","43144","22","17","17","14","25","0","6","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46463","ZIP Code 43156","country:us/state:oh/zip:43156","43156","23","34","1","29","6","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46464","ZIP Code 43157","country:us/state:oh/zip:43157","43157","49","54","6","28","64","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46465","ZIP Code 43158","country:us/state:oh/zip:43158","43158","11","0","21","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46466","ZIP Code 43146","country:us/state:oh/zip:43146","43146","1181","661","495","352","575","0","200","241","112","28","32","0","0","0","0","0","0","0","15","2","16","0","0","0","0","25","0","0","0","0"
"publicpolygonfeature:5:46467","ZIP Code 43147","country:us/state:oh/zip:43147","43147","7990","2401","3466","825","2385","15","666","177","343","80","188","0","0","15","0","0","0","0","44","0","51","0","0","0","88","12","26","79","0","0"
"publicpolygonfeature:5:46468","ZIP Code 43148","country:us/state:oh/zip:43148","43148","141","156","92","91","99","0","7","19","9","3","32","0","0","0","0","0","0","0","8","0","0","0","0","0","9","0","0","0","0","0"
"publicpolygonfeature:5:46469","ZIP Code 43152","country:us/state:oh/zip:43152","43152","96","79","65","77","85","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0"
"publicpolygonfeature:5:46470","ZIP Code 43153","country:us/state:oh/zip:43153","43153","164","79","63","45","74","0","11","2","0","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","7","0"
"publicpolygonfeature:5:46471","ZIP Code 43154","country:us/state:oh/zip:43154","43154","664","92","196","132","144","43","31","36","7","4","19","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","12","0"
"publicpolygonfeature:5:46472","ZIP Code 43155","country:us/state:oh/zip:43155","43155","335","79","180","101","46","0","31","5","11","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","17","0","0","0","0"
"publicpolygonfeature:5:46474","ZIP Code 43162","country:us/state:oh/zip:43162","43162","712","548","369","222","747","0","55","92","8","6","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46475","ZIP Code 43164","country:us/state:oh/zip:43164","43164","301","77","174","153","125","0","18","16","9","46","0","0","3","0","0","0","0","0","4","5","0","0","0","0","2","9","0","0","0","0"
"publicpolygonfeature:5:46476","ZIP Code 43201","country:us/state:oh/zip:43201","43201","5366","2064","1981","412","1144","0","452","195","95","20","44","0","243","151","92","18","57","0","1355","844","596","47","183","0","194","180","127","0","20","0"
"publicpolygonfeature:5:46477","ZIP Code 43202","country:us/state:oh/zip:43202","43202","3675","1091","1563","281","1101","0","237","156","448","65","140","0","519","185","112","0","51","0","164","197","182","13","103","0","226","24","54","0","26","0"
"publicpolygonfeature:5:46478","ZIP Code 43203","country:us/state:oh/zip:43203","43203","866","405","674","71","487","0","79","77","10","0","39","0","102","34","51","0","87","0","49","11","0","0","0","0","10","0","6","74","71","0"
"publicpolygonfeature:5:46479","ZIP Code 43221","country:us/state:oh/zip:43221","43221","7628","1284","2914","453","1062","0","414","48","73","41","75","0","16","17","8","11","0","0","35","37","12","0","5","0","186","14","0","11","77","0"
"publicpolygonfeature:5:46480","ZIP Code 43222","country:us/state:oh/zip:43222","43222","473","198","133","28","239","0","121","89","141","0","71","0","0","41","0","0","29","0","14","5","15","0","0","0","15","0","0","7","21","0"
"publicpolygonfeature:5:46481","ZIP Code 43223","country:us/state:oh/zip:43223","43223","2121","1507","1103","943","1873","0","203","197","175","204","403","0","14","181","97","0","130","0","91","98","91","0","3","0","51","290","0","89","129","0"
