"feature id","feature label","shid","geoid","Female Employed in Management Occupation (2020-2024)","Female Employed in Business and Finance Occupation (2020-2024)","Female Employed in Computer and Mathematical Occupation (2020-2024)","Female Employed in Architecture and Engineering Occupation (2020-2024)","Female Employed in Life, Physical, and Social Science Occupation (2020-2024)","Female Employed in Community and Social Service Occupation (2020-2024)","Female Employed in Legal Occupation (2020-2024)","Female Employed in Education, Training and Library Occupation (2020-2024)","Female Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Female Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Female Employed in Health Technologist and Technicians Occupation (2020-2024)","Female Employed in Healthcare Support Occupation (2020-2024)","Female Employed in Fire Fighting and Prevention Occupation (2020-2024)","Female Employed in Law Enforcement Occupation (2020-2024)","Female Employed in Food Preparation and Serving Occupation (2020-2024)","Female Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Female Employed in Personal Care and Service Occupation (2020-2024)","Female Employed in Sales Occupation (2020-2024)","Female Employed in Office and Administrative Support Occupation (2020-2024)","Female Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Female Employed in Construction and Extraction Occupation (2020-2024)","Female Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Female Employed in Production Occupation (2020-2024)","Female Employed in Transportation Occupation (2020-2024)","Female Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:46451","ZIP Code 43145","country:us/state:oh/zip:43145","43145","46","7","0","0","5","0","3","25","2","33","0","21","0","14","21","0","3","67","119","12","0","0","13","2","27"
"publicpolygonfeature:5:46452","ZIP Code 43135","country:us/state:oh/zip:43135","43135","25","32","0","0","0","0","15","66","0","126","76","97","0","0","14","41","8","71","164","0","13","0","24","11","55"
"publicpolygonfeature:5:46453","ZIP Code 43136","country:us/state:oh/zip:43136","43136","37","53","0","12","3","2","1","73","3","83","16","18","0","3","32","4","13","32","91","0","0","0","11","3","23"
"publicpolygonfeature:5:46454","ZIP Code 43137","country:us/state:oh/zip:43137","43137","125","17","0","0","1","0","6","107","0","18","59","68","0","0","199","1","0","50","71","0","0","0","1","1","1"
"publicpolygonfeature:5:46455","ZIP Code 43138","country:us/state:oh/zip:43138","43138","541","160","0","8","0","37","0","301","40","200","126","239","0","0","400","239","152","316","834","12","19","0","201","29","129"
"publicpolygonfeature:5:46456","ZIP Code 43149","country:us/state:oh/zip:43149","43149","0","0","0","0","14","12","6","55","0","26","0","11","0","0","21","34","0","49","80","0","0","0","0","0","26"
"publicpolygonfeature:5:46457","ZIP Code 43140","country:us/state:oh/zip:43140","43140","432","256","211","67","41","75","45","283","51","428","126","181","0","84","220","223","143","496","851","18","26","0","224","139","261"
"publicpolygonfeature:5:46459","ZIP Code 43150","country:us/state:oh/zip:43150","43150","26","4","18","0","0","39","0","66","2","98","0","23","19","0","4","0","54","60","70","0","0","0","4","0","2"
"publicpolygonfeature:5:46460","ZIP Code 43151","country:us/state:oh/zip:43151","43151","0","0","0","0","0","0","0","8","0","2","4","4","0","0","0","1","4","0","18","0","0","1","7","1","7"
"publicpolygonfeature:5:46461","ZIP Code 43143","country:us/state:oh/zip:43143","43143","153","248","14","0","5","53","0","90","3","132","21","104","10","3","38","45","23","170","183","0","0","8","57","0","83"
"publicpolygonfeature:5:46462","ZIP Code 43144","country:us/state:oh/zip:43144","43144","3","0","0","0","0","1","0","4","0","2","2","12","0","0","2","6","1","2","11","0","0","0","4","0","2"
"publicpolygonfeature:5:46463","ZIP Code 43156","country:us/state:oh/zip:43156","43156","0","0","0","0","0","0","0","2","0","0","0","0","0","7","11","0","6","0","7","0","0","0","6","0","0"
"publicpolygonfeature:5:46464","ZIP Code 43157","country:us/state:oh/zip:43157","43157","12","0","0","0","0","0","4","3","4","9","2","10","0","0","17","0","4","4","10","0","0","0","0","12","0"
"publicpolygonfeature:5:46465","ZIP Code 43158","country:us/state:oh/zip:43158","43158","2","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46466","ZIP Code 43146","country:us/state:oh/zip:43146","43146","221","85","81","13","0","30","0","220","93","271","87","179","46","36","93","3","190","111","314","0","0","0","66","55","50"
"publicpolygonfeature:5:46467","ZIP Code 43147","country:us/state:oh/zip:43147","43147","1486","1134","298","0","78","321","98","986","163","1218","229","507","230","44","346","244","351","950","2021","22","0","68","205","148","323"
"publicpolygonfeature:5:46468","ZIP Code 43148","country:us/state:oh/zip:43148","43148","10","5","0","0","0","3","0","30","0","43","3","44","0","29","29","4","19","7","40","0","0","0","19","15","9"
"publicpolygonfeature:5:46469","ZIP Code 43152","country:us/state:oh/zip:43152","43152","72","0","0","23","0","0","0","0","0","9","0","14","0","0","11","0","0","11","38","0","0","0","35","0","0"
"publicpolygonfeature:5:46470","ZIP Code 43153","country:us/state:oh/zip:43153","43153","3","19","1","13","0","8","0","11","0","100","0","11","0","4","22","0","3","16","52","0","0","0","12","1","1"
"publicpolygonfeature:5:46471","ZIP Code 43154","country:us/state:oh/zip:43154","43154","79","62","3","221","0","11","0","32","16","68","61","16","0","0","0","14","53","56","71","0","0","8","12","30","38"
"publicpolygonfeature:5:46472","ZIP Code 43155","country:us/state:oh/zip:43155","43155","47","43","1","0","21","5","0","56","17","127","2","40","0","12","0","15","0","15","94","0","0","0","10","0","4"
"publicpolygonfeature:5:46474","ZIP Code 43162","country:us/state:oh/zip:43162","43162","189","92","9","23","18","5","0","93","46","78","58","139","0","12","119","33","185","101","247","0","0","10","118","8","52"
"publicpolygonfeature:5:46475","ZIP Code 43164","country:us/state:oh/zip:43164","43164","76","34","0","0","0","3","0","30","9","38","64","19","0","0","18","2","17","37","108","0","20","0","14","0","3"
"publicpolygonfeature:5:46476","ZIP Code 43201","country:us/state:oh/zip:43201","43201","634","664","258","285","297","397","105","1139","366","638","327","359","73","35","1329","124","274","1061","1014","12","5","32","104","76","219"
"publicpolygonfeature:5:46477","ZIP Code 43202","country:us/state:oh/zip:43202","43202","914","386","222","53","194","400","74","758","339","493","283","127","0","0","427","48","259","361","803","0","0","0","244","116","71"
"publicpolygonfeature:5:46478","ZIP Code 43203","country:us/state:oh/zip:43203","43203","333","150","36","0","0","191","64","61","83","95","21","49","0","0","102","76","101","155","447","0","0","0","210","40","28"
"publicpolygonfeature:5:46479","ZIP Code 43221","country:us/state:oh/zip:43221","43221","1161","851","228","43","288","241","239","1154","327","1194","225","80","1","31","418","52","226","589","1389","25","11","15","129","63","374"
"publicpolygonfeature:5:46480","ZIP Code 43222","country:us/state:oh/zip:43222","43222","66","61","55","0","0","85","11","92","15","39","6","50","50","0","72","29","27","137","131","0","0","0","56","6","21"
"publicpolygonfeature:5:46481","ZIP Code 43223","country:us/state:oh/zip:43223","43223","405","144","50","0","32","307","0","306","213","118","90","464","74","0","460","90","190","828","593","0","137","0","264","250","156"
"publicpolygonfeature:5:46482","ZIP Code 43224","country:us/state:oh/zip:43224","43224","941","550","88","14","205","244","59","835","64","597","200","963","64","41","679","734","365","817","1830","22","54","2","490","150","616"
"publicpolygonfeature:5:46483","ZIP Code 43227","country:us/state:oh/zip:43227","43227","330","255","65","7","18","141","62","230","24","131","187","449","115","65","300","248","167","314","1027","19","14","19","339","153","375"
"publicpolygonfeature:5:46484","ZIP Code 43228","country:us/state:oh/zip:43228","43228","1506","1060","177","30","150","275","41","1117","227","1017","323","1135","84","74","660","219","379","1613","2197","58","57","34","504","301","843"
"publicpolygonfeature:5:46485","ZIP Code 43229","country:us/state:oh/zip:43229","43229","1012","846","354","38","8","207","147","920","209","591","508","1178","99","0","839","316","365","728","2231","0","77","47","239","179","764"
"publicpolygonfeature:5:46486","ZIP Code 43230","country:us/state:oh/zip:43230","43230","2023","1717","311","204","181","450","263","1246","339","1620","746","537","128","27","622","228","326","1162","2566","0","13","62","766","87","299"
"publicpolygonfeature:5:46487","ZIP Code 43231","country:us/state:oh/zip:43231","43231","242","612","173","69","99","75","33","390","69","233","263","640","92","2","189","178","97","527","1325","0","18","0","285","125","283"
"publicpolygonfeature:5:46490","ZIP Code 43334","country:us/state:oh/zip:43334","43334","209","102","10","0","57","4","15","85","7","164","60","192","0","0","9","17","17","136","242","14","0","43","62","19","49"
"publicpolygonfeature:5:46495","ZIP Code 43315","country:us/state:oh/zip:43315","43315","191","43","31","0","0","92","0","183","13","68","57","211","8","0","99","63","31","64","303","11","0","0","56","37","35"
"publicpolygonfeature:5:46497","ZIP Code 43317","country:us/state:oh/zip:43317","43317","0","2","0","0","6","0","0","3","0","1","0","0","0","1","3","0","3","4","7","0","2","0","2","0","0"
"publicpolygonfeature:5:46504","ZIP Code 43338","country:us/state:oh/zip:43338","43338","161","166","27","0","17","43","23","192","15","177","99","176","0","0","113","18","32","216","313","0","0","0","330","35","93"
"publicpolygonfeature:5:46505","ZIP Code 43340","country:us/state:oh/zip:43340","43340","21","25","0","0","0","19","0","22","0","0","16","36","12","3","6","0","0","39","128","10","0","0","34","1","17"
"publicpolygonfeature:5:46508","ZIP Code 43344","country:us/state:oh/zip:43344","43344","124","9","7","5","0","33","0","55","4","133","61","142","19","54","79","37","29","103","235","0","0","6","172","65","82"
"publicpolygonfeature:5:46513","ZIP Code 43356","country:us/state:oh/zip:43356","43356","32","0","0","0","6","2","10","42","37","1","0","0","3","0","5","0","1","47","112","0","0","2","16","0","22"
"publicpolygonfeature:5:46515","ZIP Code 43358","country:us/state:oh/zip:43358","43358","76","27","32","3","0","37","2","54","0","33","0","7","0","0","12","27","32","32","106","0","0","0","40","4","7"
"publicpolygonfeature:5:46596","ZIP Code 43721","country:us/state:oh/zip:43721","43721","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46604","ZIP Code 43730","country:us/state:oh/zip:43730","43730","28","47","0","0","0","20","12","44","0","28","7","36","0","0","39","3","4","25","63","0","0","0","25","24","236"
"publicpolygonfeature:5:46605","ZIP Code 43731","country:us/state:oh/zip:43731","43731","91","17","6","0","0","35","12","74","0","45","28","154","54","0","47","15","7","50","297","0","0","0","49","39","133"
"publicpolygonfeature:5:46614","ZIP Code 43739","country:us/state:oh/zip:43739","43739","101","15","0","0","0","0","0","26","27","33","40","50","0","0","19","0","30","16","165","0","0","0","15","0","13"
"publicpolygonfeature:5:46615","ZIP Code 43740","country:us/state:oh/zip:43740","43740","9","0","0","0","0","0","2","13","2","0","4","3","0","0","8","2","1","7","11","0","0","0","5","0","3"
"publicpolygonfeature:5:46617","ZIP Code 43760","country:us/state:oh/zip:43760","43760","101","16","0","14","0","0","0","0","14","30","32","15","0","8","47","0","0","65","24","0","0","0","12","0","18"
