"feature id","feature label","shid","geoid","Jobs with Worker Educational Attainment - Less than High School (2023)","Jobs with Worker Educational Attainment - Some College or Associate's Degree (2023)","Jobs with Worker Educational Attainment - Bachelor's Degree or Higher (2023)","Jobs with Worker Educational Attainment - High School Degree or Equivalent (2023)","Jobs - Accommodation and Food Services (2023)","Jobs - Administrative Support and Waste Management (2023)","Jobs - Agriculture, Forestry, Fishing, Hunting (2023)","Jobs - Arts, Entertainment and Recreation (2023)","Jobs - Construction (2023)","Jobs - Educational Services (2023)","Jobs - Finance and Insurance (2023)","Jobs - Health Care and Social Assistance (2023)","Jobs - Information (2023)","Jobs - Management (2023)","Jobs - Manufacturing (2023)","Jobs - Mining, Oil and Gas (2023)","Jobs - Other Services (2023)","Jobs - Professional, Technology and Science (2023)","Jobs - Public Administration (2023)","Jobs - Real Estate (2023)","Jobs - Retail Trade (2023)","Jobs - Transportation and Warehousing (2023)","Jobs - Utilities (2023)","Jobs - Wholesale Trade (2023)"
"publicpolygonfeature:5:40514","ZIP Code 33705","country:us/state:fl/zip:33705","33705","916","2256","1914","1773","1022","293","1","991","84","64","46","4597","26","69","65","0","218","430","1","155","235","99","0","170"
"publicpolygonfeature:5:40552","ZIP Code 33706","country:us/state:fl/zip:33706","33706","953","1815","1426","1672","5003","285","2","147","117","65","62","123","41","8","23","0","321","344","245","428","726","29","0","64"
"publicpolygonfeature:5:40560","ZIP Code 33707","country:us/state:fl/zip:33707","33707","705","1713","1496","1334","793","369","3","142","237","298","256","1968","45","6","99","0","244","631","266","134","737","89","3","247"
"publicpolygonfeature:5:40573","ZIP Code 33708","country:us/state:fl/zip:33708","33708","600","1610","1518","1278","2017","123","1","53","331","13","35","145","80","65","146","0","278","265","1425","213","1112","120","0","207"
"publicpolygonfeature:5:40965","ZIP Code 33709","country:us/state:fl/zip:33709","33709","903","1895","1437","1709","806","592","7","44","377","30","47","2812","3","3","1003","0","313","285","19","41","940","26","206","128"
"publicpolygonfeature:5:40987","ZIP Code 33710","country:us/state:fl/zip:33710","33710","1178","2834","2315","2220","1714","604","9","222","429","409","433","2356","91","16","736","0","451","701","0","151","2981","43","0","177"
"publicpolygonfeature:5:41015","ZIP Code 33711","country:us/state:fl/zip:33711","33711","673","1323","1125","1069","621","239","4","69","663","483","350","796","36","3","167","0","507","265","0","132","830","99","0","145"
"publicpolygonfeature:5:41116","ZIP Code 33756","country:us/state:fl/zip:33756","33756","1880","4927","4096","3698","698","1579","18","472","1122","272","449","6662","75","279","160","0","521","1153","2637","319","982","19","6","343"
"publicpolygonfeature:5:41209","ZIP Code 33772","country:us/state:fl/zip:33772","33772","618","1514","1254","1282","818","340","2","71","350","270","259","1226","178","104","102","0","446","535","225","122","1190","21","0","87"
"publicpolygonfeature:5:41241","ZIP Code 33782","country:us/state:fl/zip:33782","33782","969","2364","2420","1856","148","455","11","75","1201","2535","110","990","153","27","1111","0","388","324","2","101","605","186","1","431"
"publicpolygonfeature:5:41244","ZIP Code 33785","country:us/state:fl/zip:33785","33785","244","518","415","433","1493","32","1","38","71","0","42","20","16","5","9","0","26","153","82","101","59","52","0","139"
"publicpolygonfeature:5:41247","ZIP Code 33786","country:us/state:fl/zip:33786","33786","15","43","53","42","32","11","0","2","7","0","1","5","3","2","0","0","6","19","8","20","1","51","0","16"
"publicpolygonfeature:5:41336","ZIP Code 33576","country:us/state:fl/zip:33576","33576","411","651","616","640","113","181","18","17","1064","847","73","34","4","8","38","0","142","85","16","4","188","4","82","58"
"publicpolygonfeature:5:41427","ZIP Code 33603","country:us/state:fl/zip:33603","33603","820","1465","1310","1198","415","268","0","97","343","725","262","1788","31","0","72","0","295","835","0","75","718","24","0","111"
"publicpolygonfeature:5:42725","ZIP Code 33503","country:us/state:fl/zip:33503","33503","0","0","1","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:42730","ZIP Code 33510","country:us/state:fl/zip:33510","33510","734","1255","925","1058","1297","348","8","22","671","106","112","666","29","270","64","0","273","312","0","82","872","454","1","74"
"publicpolygonfeature:5:42779","ZIP Code 33540","country:us/state:fl/zip:33540","33540","374","680","503","578","127","234","10","1","395","0","0","1587","1","8","200","20","15","26","0","14","63","3","0","29"
"publicpolygonfeature:5:42797","ZIP Code 33541","country:us/state:fl/zip:33541","33541","426","835","543","817","729","73","0","75","341","10","75","303","8","2","13","0","135","156","0","119","1592","13","9","49"
"publicpolygonfeature:5:42820","ZIP Code 33542","country:us/state:fl/zip:33542","33542","672","1361","957","1298","827","112","0","97","275","45","117","1640","41","53","601","0","255","181","168","89","773","266","0","60"
"publicpolygonfeature:5:42823","ZIP Code 33543","country:us/state:fl/zip:33543","33543","632","1189","1018","1021","1401","265","7","82","266","115","117","570","159","7","64","0","138","341","39","91","1989","137","1","164"
"publicpolygonfeature:5:42827","ZIP Code 33544","country:us/state:fl/zip:33544","33544","1478","2976","2489","2306","2087","465","7","167","251","99","273","4710","164","14","42","0","391","834","0","105","3156","180","0","333"
"publicpolygonfeature:5:42833","ZIP Code 33545","country:us/state:fl/zip:33545","33545","241","531","423","443","176","143","1","372","101","106","56","202","20","79","9","0","38","275","13","42","566","61","0","45"
"publicpolygonfeature:5:42913","ZIP Code 33810","country:us/state:fl/zip:33810","33810","1090","1798","1126","1781","596","878","101","170","724","22","127","437","26","6","579","3","161","384","0","181","2335","258","14","887"
"publicpolygonfeature:5:43513","ZIP Code 33556","country:us/state:fl/zip:33556","33556","1087","2198","1874","1950","747","928","34","137","1621","270","342","533","201","11","998","4","272","1209","0","96","691","319","26","888"
"publicpolygonfeature:5:43528","ZIP Code 33511","country:us/state:fl/zip:33511","33511","3291","6672","4940","5411","4702","1313","14","449","748","295","924","7820","304","53","63","0","1087","2266","1","505","7824","166","48","242"
"publicpolygonfeature:5:43532","ZIP Code 33523","country:us/state:fl/zip:33523","33523","528","924","552","783","189","268","234","22","419","22","27","156","1","0","161","0","126","105","584","30","439","316","240","105"
"publicpolygonfeature:5:43533","ZIP Code 33525","country:us/state:fl/zip:33525","33525","797","1400","1083","1332","475","710","402","134","575","179","164","1182","27","138","111","23","125","280","180","110","852","193","4","87"
"publicpolygonfeature:5:43534","ZIP Code 33527","country:us/state:fl/zip:33527","33527","853","995","688","998","247","477","441","52","697","149","3","189","13","3","738","0","67","113","1","30","540","59","23","508"
"publicpolygonfeature:5:43535","ZIP Code 33534","country:us/state:fl/zip:33534","33534","525","793","483","713","388","44","91","78","521","37","3","158","82","0","635","0","148","85","1","13","597","107","243","187"
"publicpolygonfeature:5:43537","ZIP Code 33558","country:us/state:fl/zip:33558","33558","746","1711","1636","1399","730","488","1","288","280","228","379","2128","51","160","144","0","261","646","1","192","770","434","0","121"
"publicpolygonfeature:5:43538","ZIP Code 33547","country:us/state:fl/zip:33547","33547","648","1160","928","1023","579","128","93","72","808","76","67","759","36","249","583","0","173","441","0","71","751","173","0","80"
"publicpolygonfeature:5:43539","ZIP Code 33548","country:us/state:fl/zip:33548","33548","356","834","783","629","375","315","8","36","238","40","134","884","67","0","43","3","112","615","0","27","764","10","0","15"
"publicpolygonfeature:5:43540","ZIP Code 33549","country:us/state:fl/zip:33549","33549","856","1483","1255","1279","485","822","5","81","817","279","172","1077","80","2","46","1","259","760","2","84","1409","26","0","233"
"publicpolygonfeature:5:43541","ZIP Code 33559","country:us/state:fl/zip:33559","33559","531","1059","792","940","1742","318","0","19","391","32","63","317","11","18","156","1","134","539","1","52","1833","15","0","72"
"publicpolygonfeature:5:43542","ZIP Code 33563","country:us/state:fl/zip:33563","33563","2370","3869","2622","3631","1597","890","424","134","2086","113","538","2221","70","39","1827","0","334","617","415","184","1904","853","113","2122"
"publicpolygonfeature:5:43543","ZIP Code 33565","country:us/state:fl/zip:33565","33565","388","540","331","499","16","149","538","27","683","3","2","156","10","0","91","24","71","59","0","43","217","55","3","78"
"publicpolygonfeature:5:43544","ZIP Code 33566","country:us/state:fl/zip:33566","33566","1791","2454","1511","2407","738","914","585","5","1619","13","45","616","450","34","1492","0","186","167","0","86","1538","666","2","1405"
"publicpolygonfeature:5:43546","ZIP Code 33567","country:us/state:fl/zip:33567","33567","301","336","202","350","14","242","432","0","339","0","7","67","9","0","11","0","77","52","0","4","97","35","0","66"
"publicpolygonfeature:5:43547","ZIP Code 33569","country:us/state:fl/zip:33569","33569","574","954","839","876","551","328","11","49","430","576","62","830","26","5","41","0","162","599","0","83","619","32","5","93"
"publicpolygonfeature:5:43548","ZIP Code 33570","country:us/state:fl/zip:33570","33570","981","1437","946","1333","441","327","233","18","573","5","54","329","26","26","472","0","168","108","0","105","417","3115","0","89"
"publicpolygonfeature:5:43549","ZIP Code 33572","country:us/state:fl/zip:33572","33572","713","1310","1056","1122","510","107","162","95","264","205","243","473","170","15","72","0","174","1890","4","100","933","246","2","242"
"publicpolygonfeature:5:43550","ZIP Code 33573","country:us/state:fl/zip:33573","33573","739","1427","1056","1220","665","200","0","186","49","99","165","2569","10","2","7","0","230","189","0","281","1102","85","0","7"
"publicpolygonfeature:5:43551","ZIP Code 33578","country:us/state:fl/zip:33578","33578","2734","5267","3742","4519","2344","1533","149","51","2497","320","308","3528","2416","152","1336","14","486","1182","9","282","3564","566","5","1177"
"publicpolygonfeature:5:43552","ZIP Code 33579","country:us/state:fl/zip:33579","33579","404","652","504","571","750","168","4","51","418","192","49","465","37","4","15","0","252","157","0","24","573","94","0","62"
"publicpolygonfeature:5:43553","ZIP Code 33584","country:us/state:fl/zip:33584","33584","1104","1699","1151","1541","934","352","62","109","676","88","99","374","3","51","429","0","155","375","0","54","2524","1361","0","171"
"publicpolygonfeature:5:43555","ZIP Code 33604","country:us/state:fl/zip:33604","33604","1248","2135","1733","2072","1529","2099","5","465","644","104","188","622","348","6","170","1","513","706","6","121","1997","80","0","226"
"publicpolygonfeature:5:43556","ZIP Code 33592","country:us/state:fl/zip:33592","33592","487","735","483","753","61","447","53","23","1013","59","0","117","16","17","13","1","218","146","0","38","282","412","0","219"
"publicpolygonfeature:5:43557","ZIP Code 33594","country:us/state:fl/zip:33594","33594","387","692","493","610","572","300","42","61","310","61","106","232","47","2","35","1","147","179","0","98","707","65","0","52"
"publicpolygonfeature:5:43558","ZIP Code 33596","country:us/state:fl/zip:33596","33596","535","1061","886","897","772","298","8","271","309","158","93","481","80","27","59","0","300","512","0","110","997","142","2","232"
"publicpolygonfeature:5:43559","ZIP Code 33605","country:us/state:fl/zip:33605","33605","3484","6265","4838","5566","2040","2211","1","73","2184","121","128","745","185","1481","2475","0","659","1837","3779","898","958","2256","357","2431"
"publicpolygonfeature:5:43560","ZIP Code 33606","country:us/state:fl/zip:33606","33606","2959","6935","6959","5150","3746","1079","16","356","715","4917","865","10370","482","196","420","1","1078","3018","358","519","1034","437","8","356"
"publicpolygonfeature:5:43561","ZIP Code 33597","country:us/state:fl/zip:33597","33597","101","185","123","227","55","24","145","0","138","0","0","11","16","0","161","12","17","12","10","59","117","35","0","4"
"publicpolygonfeature:5:43562","ZIP Code 33598","country:us/state:fl/zip:33598","33598","598","660","497","698","70","275","953","11","421","42","11","399","9","0","76","0","40","74","1","18","571","40","0","49"
"publicpolygonfeature:5:43563","ZIP Code 33602","country:us/state:fl/zip:33602","33602","9737","22738","24914","17551","5393","4617","1","2174","630","28193","4477","1843","1774","1713","290","18","1484","16145","14831","2072","1621","613","829","1021"
"publicpolygonfeature:5:43564","ZIP Code 33607","country:us/state:fl/zip:33607","33607","9118","19588","20329","15329","6998","12770","77","1337","2793","596","11516","5959","2305","1988","1832","0","1214","14333","332","2367","6308","4523","225","2792"
"publicpolygonfeature:5:43565","ZIP Code 33609","country:us/state:fl/zip:33609","33609","4006","8936","8611","6831","4177","4064","5","104","963","489","7272","5008","877","1606","149","0","1015","6518","3","1015","2000","37","1","611"
"publicpolygonfeature:5:43566","ZIP Code 33610","country:us/state:fl/zip:33610","33610","7365","14238","14328","11732","5711","5182","40","378","4069","1364","18602","2268","390","841","1823","0","881","5108","134","1115","2930","2076","461","4465"
"publicpolygonfeature:5:43567","ZIP Code 33611","country:us/state:fl/zip:33611","33611","1169","2318","1980","2018","1383","587","0","391","377","83","1556","1008","57","88","347","0","487","771","0","414","2080","49","0","518"
"publicpolygonfeature:5:43568","ZIP Code 33612","country:us/state:fl/zip:33612","33612","3853","9256","9796","6864","2096","969","1","2643","1233","2090","334","15118","146","422","1254","0","653","4427","905","389","4018","602","10","337"
"publicpolygonfeature:5:43569","ZIP Code 33625","country:us/state:fl/zip:33625","33625","916","1627","1462","1443","1179","638","7","56","371","275","200","985","139","29","13","0","239","772","1","161","2924","44","0","112"
"publicpolygonfeature:5:43570","ZIP Code 33613","country:us/state:fl/zip:33613","33613","1815","4002","3380","3084","482","1113","1","146","689","536","194","8538","26","98","133","0","301","805","0","450","2015","10","0","271"
"publicpolygonfeature:5:43571","ZIP Code 33614","country:us/state:fl/zip:33614","33614","5719","11618","10225","8866","2456","3830","25","633","3209","590","9185","10132","592","453","997","0","689","3504","244","577","3951","1431","4","1665"
"publicpolygonfeature:5:43572","ZIP Code 33615","country:us/state:fl/zip:33615","33615","966","1674","1402","1506","707","656","3","92","500","423","199","1382","11","92","20","0","270","687","1","257","1576","185","2","108"
"publicpolygonfeature:5:43573","ZIP Code 33616","country:us/state:fl/zip:33616","33616","358","573","616","494","242","99","5","81","374","10","100","114","26","0","248","0","66","635","0","107","93","160","16","102"
"publicpolygonfeature:5:43574","ZIP Code 33617","country:us/state:fl/zip:33617","33617","1946","4225","5328","3405","2016","745","0","232","444","9405","365","1254","71","186","490","0","263","655","311","354","1634","30","1","397"
"publicpolygonfeature:5:43575","ZIP Code 33618","country:us/state:fl/zip:33618","33618","1707","3792","3513","3039","2294","2551","4","257","447","245","1137","2468","383","250","49","0","629","1428","409","574","2658","33","1","350"
"publicpolygonfeature:5:43576","ZIP Code 33619","country:us/state:fl/zip:33619","33619","7958","13615","10345","12770","3005","4337","10","2660","7912","1107","1484","2060","623","649","5202","16","1424","3925","81","1341","5217","4308","767","10232"
"publicpolygonfeature:5:43577","ZIP Code 33620","country:us/state:fl/zip:33620","33620","187","356","299","265","128","2","0","0","0","29","7","1076","0","0","0","0","0","6","0","31","0","0","0","0"
"publicpolygonfeature:5:43578","ZIP Code 33621","country:us/state:fl/zip:33621","33621","282","699","707","510","47","326","0","0","8","46","7","148","10","25","0","1","124","1499","0","14","49","107","0","8"
"publicpolygonfeature:5:43579","ZIP Code 33624","country:us/state:fl/zip:33624","33624","1121","2114","1876","1754","781","688","8","338","1303","293","381","915","36","35","750","0","329","920","1","161","1444","92","18","327"
"publicpolygonfeature:5:43580","ZIP Code 33637","country:us/state:fl/zip:33637","33637","2397","4848","5020","3872","431","795","4","0","1355","226","1567","1507","2162","1156","1673","0","259","2635","237","571","337","3751","18","1061"
"publicpolygonfeature:5:43581","ZIP Code 33647","country:us/state:fl/zip:33647","33647","2194","5092","5758","3915","2100","799","5","572","429","208","9304","1463","715","125","82","0","428","1841","112","316","2730","109","0","254"
"publicpolygonfeature:5:43582","ZIP Code 33701","country:us/state:fl/zip:33701","33701","3298","8405","8907","6567","4857","1908","5","674","243","701","2513","7689","1605","678","178","2","559","3896","5741","872","1133","317","213","296"
"publicpolygonfeature:5:43583","ZIP Code 33702","country:us/state:fl/zip:33702","33702","1673","3872","3857","3168","978","1075","9","348","381","226","2277","3718","314","61","430","2","755","1915","238","310","1238","810","55","492"
"publicpolygonfeature:5:43584","ZIP Code 33703","country:us/state:fl/zip:33703","33703","461","1076","1063","890","767","347","0","46","235","285","207","890","47","3","76","0","382","528","0","82","592","131","2","52"
"publicpolygonfeature:5:43585","ZIP Code 33704","country:us/state:fl/zip:33704","33704","485","1159","947","936","932","250","12","95","111","173","218","900","95","6","45","0","348","548","0","89","933","73","1","42"
"publicpolygonfeature:5:43586","ZIP Code 33712","country:us/state:fl/zip:33712","33712","525","1003","793","897","365","208","30","234","249","50","67","644","28","10","733","0","251","381","0","158","499","28","0","195"
"publicpolygonfeature:5:43587","ZIP Code 33713","country:us/state:fl/zip:33713","33713","1373","2749","2059","2371","1184","856","2","71","970","112","283","1415","266","202","890","0","320","870","1","234","2659","57","193","375"
"publicpolygonfeature:5:43588","ZIP Code 33714","country:us/state:fl/zip:33714","33714","683","1425","1006","1336","382","475","4","52","562","137","79","668","53","28","702","0","318","224","64","123","1075","115","0","552"
"publicpolygonfeature:5:43589","ZIP Code 33715","country:us/state:fl/zip:33715","33715","160","339","364","324","652","75","0","113","40","11","43","168","15","11","5","0","123","180","3","38","60","21","3","30"
"publicpolygonfeature:5:43590","ZIP Code 33716","country:us/state:fl/zip:33716","33716","5013","12099","12760","9335","575","7173","1","91","1306","431","7560","981","2090","9639","5431","0","458","4290","4","1316","2924","576","0","1334"
"publicpolygonfeature:5:43591","ZIP Code 33744","country:us/state:fl/zip:33744","33744","123","1279","2200","549","0","1","0","0","5","0","2","4238","2","0","0","0","27","16","0","0","0","0","0","0"
"publicpolygonfeature:5:43592","ZIP Code 33755","country:us/state:fl/zip:33755","33755","1107","2659","2219","2153","382","353","1","49","478","1430","215","476","369","12","377","0","174","2075","2410","137","620","116","156","169"
"publicpolygonfeature:5:43593","ZIP Code 33759","country:us/state:fl/zip:33759","33759","1299","3395","3103","2556","1002","594","1","250","251","74","1168","1374","106","2335","410","1","376","1776","1","244","2165","4","0","623"
"publicpolygonfeature:5:43594","ZIP Code 33760","country:us/state:fl/zip:33760","33760","2840","6560","5721","5521","675","1357","12","277","2082","269","1280","3486","405","859","3235","1","722","1669","754","244","1613","1696","81","3955"
"publicpolygonfeature:5:43595","ZIP Code 33761","country:us/state:fl/zip:33761","33761","950","2438","2028","2003","1363","355","0","1425","216","98","818","1689","48","43","51","0","244","873","6","239","2929","9","0","36"
"publicpolygonfeature:5:43596","ZIP Code 33762","country:us/state:fl/zip:33762","33762","2047","4353","3512","3858","888","1679","6","111","2389","31","1124","476","269","1095","1930","0","534","1246","2","830","728","1817","0","1430"
"publicpolygonfeature:5:43597","ZIP Code 33763","country:us/state:fl/zip:33763","33763","797","1730","1303","1354","414","2629","2","53","162","50","222","650","80","4","31","0","108","831","157","249","785","24","0","160"
"publicpolygonfeature:5:43599","ZIP Code 33764","country:us/state:fl/zip:33764","33764","934","2045","1595","1774","1138","1637","2","82","409","237","525","792","226","86","252","0","138","638","0","241","1886","128","21","93"
"publicpolygonfeature:5:43600","ZIP Code 33765","country:us/state:fl/zip:33765","33765","1584","3500","2789","2941","1285","559","7","630","878","202","346","1597","441","101","2126","0","313","1872","8","244","2197","200","215","688"
"publicpolygonfeature:5:43601","ZIP Code 33767","country:us/state:fl/zip:33767","33767","829","1509","1049","1415","4775","123","1","343","160","87","45","19","27","25","10","0","124","206","0","190","699","184","0","44"
"publicpolygonfeature:5:43602","ZIP Code 33770","country:us/state:fl/zip:33770","33770","2495","7305","7810","5580","1038","530","6","72","252","15827","272","5096","137","76","58","0","269","486","954","154","1492","7","0","92"
"publicpolygonfeature:5:43603","ZIP Code 33771","country:us/state:fl/zip:33771","33771","1360","2546","1973","2290","1041","1753","3","73","797","252","138","2243","86","59","866","0","717","599","1","160","1289","245","1","301"
"publicpolygonfeature:5:43604","ZIP Code 33773","country:us/state:fl/zip:33773","33773","2296","4854","3995","4264","545","1121","7","215","1654","66","122","994","107","206","8004","2","497","1735","0","227","1920","147","31","932"
"publicpolygonfeature:5:43605","ZIP Code 33774","country:us/state:fl/zip:33774","33774","360","873","708","738","437","112","2","25","247","161","113","1388","7","15","38","0","112","182","1","78","595","24","76","97"
"publicpolygonfeature:5:43606","ZIP Code 33776","country:us/state:fl/zip:33776","33776","133","330","286","286","110","58","0","4","178","35","65","183","9","8","1","0","73","166","0","50","334","19","0","28"
"publicpolygonfeature:5:43607","ZIP Code 33777","country:us/state:fl/zip:33777","33777","964","1817","1591","1620","386","574","1","258","442","45","193","702","251","58","1144","2","213","1540","0","150","712","129","0","428"
"publicpolygonfeature:5:43608","ZIP Code 33778","country:us/state:fl/zip:33778","33778","461","1465","1023","1044","277","121","0","95","277","58","64","422","2","0","31","0","116","103","2584","117","520","5","0","21"
"publicpolygonfeature:5:43609","ZIP Code 33781","country:us/state:fl/zip:33781","33781","1541","3162","2347","2790","1902","1316","3","82","884","63","409","1827","94","437","665","0","515","566","649","164","3397","45","9","225"
"publicpolygonfeature:5:43756","ZIP Code 34652","country:us/state:fl/zip:34652","34652","1024","2251","1783","1990","1058","613","3","18","664","226","194","2638","125","6","62","0","276","418","311","264","1320","39","552","110"
"publicpolygonfeature:5:43759","ZIP Code 34601","country:us/state:fl/zip:34601","34601","1600","3950","2872","3466","933","691","73","284","1197","2723","441","1910","61","0","844","4","318","475","1963","274","1397","630","18","310"
"publicpolygonfeature:5:43760","ZIP Code 34602","country:us/state:fl/zip:34602","34602","387","662","398","711","721","40","18","13","130","1","2","112","9","13","191","0","28","135","0","5","313","1270","0","10"
"publicpolygonfeature:5:43761","ZIP Code 34604","country:us/state:fl/zip:34604","34604","630","1281","813","1273","155","407","19","57","624","12","16","101","70","0","1705","0","175","109","448","26","737","92","0","266"
"publicpolygonfeature:5:43762","ZIP Code 34606","country:us/state:fl/zip:34606","34606","645","1364","869","1253","1038","366","0","25","254","50","181","1424","77","3","17","0","263","779","23","54","1028","15","0","10"
"publicpolygonfeature:5:43763","ZIP Code 34607","country:us/state:fl/zip:34607","34607","332","668","441","641","657","71","49","57","316","69","56","68","5","3","15","0","118","136","0","44","1238","5","0","29"
"publicpolygonfeature:5:43764","ZIP Code 34608","country:us/state:fl/zip:34608","34608","372","885","574","761","475","397","65","31","271","35","85","1072","10","0","15","0","141","233","0","53","424","21","8","22"
"publicpolygonfeature:5:43765","ZIP Code 34609","country:us/state:fl/zip:34609","34609","990","2095","1424","1781","967","457","7","138","451","46","482","2749","16","4","50","8","271","363","1","123","2269","42","2","52"
"publicpolygonfeature:5:43766","ZIP Code 34610","country:us/state:fl/zip:34610","34610","303","532","323","573","76","572","11","31","433","208","2","156","1","0","62","23","65","47","56","19","136","142","0","83"
"publicpolygonfeature:5:43767","ZIP Code 34653","country:us/state:fl/zip:34653","34653","891","2074","1546","1774","690","727","7","62","494","302","202","3483","44","131","70","0","268","240","2","107","778","77","113","57"
"publicpolygonfeature:5:43768","ZIP Code 34613","country:us/state:fl/zip:34613","34613","784","1857","1287","1522","1304","63","20","114","346","1","68","3578","55","242","42","4","249","171","6","61","1164","19","88","44"
"publicpolygonfeature:5:43769","ZIP Code 34614","country:us/state:fl/zip:34614","34614","58","96","78","99","4","39","2","1","154","0","12","2","22","0","34","0","38","23","0","20","14","28","0","11"
"publicpolygonfeature:5:43770","ZIP Code 34637","country:us/state:fl/zip:34637","34637","124","253","202","223","158","102","0","54","142","4","13","182","3","0","66","1","21","153","0","12","32","1","0","15"
"publicpolygonfeature:5:43771","ZIP Code 34638","country:us/state:fl/zip:34638","34638","1468","3662","3895","3010","414","208","19","44","981","9612","200","1056","108","39","71","0","135","516","0","44","472","136","2","141"
"publicpolygonfeature:5:43772","ZIP Code 34639","country:us/state:fl/zip:34639","34639","543","1172","888","996","665","337","8","56","453","162","106","829","8","227","34","13","288","712","1","112","721","40","6","108"
"publicpolygonfeature:5:43773","ZIP Code 34655","country:us/state:fl/zip:34655","34655","1164","2749","2266","2261","1730","573","19","333","391","286","591","2501","55","122","133","0","471","918","0","258","2434","577","5","193"
"publicpolygonfeature:5:43774","ZIP Code 34661","country:us/state:fl/zip:34661","34661","8","10","0","7","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0"
"publicpolygonfeature:5:43775","ZIP Code 34667","country:us/state:fl/zip:34667","34667","1217","2527","1776","2312","708","426","4","91","1235","20","126","3916","78","102","333","0","472","318","1","111","1715","36","20","279"
"publicpolygonfeature:5:43776","ZIP Code 34668","country:us/state:fl/zip:34668","34668","1006","2157","1394","2150","1834","623","13","198","953","176","182","815","103","8","417","0","315","332","69","133","2681","125","1","373"
"publicpolygonfeature:5:43777","ZIP Code 34669","country:us/state:fl/zip:34669","34669","192","400","276","400","221","241","1","7","274","0","10","106","8","0","40","0","292","51","0","18","320","25","58","121"
"publicpolygonfeature:5:43778","ZIP Code 34683","country:us/state:fl/zip:34683","34683","872","1977","1704","1724","1195","1267","0","72","766","212","316","518","208","5","393","0","363","1339","1","160","730","27","0","304"
"publicpolygonfeature:5:43779","ZIP Code 34684","country:us/state:fl/zip:34684","34684","1027","2427","2139","2012","1283","570","7","145","334","87","441","2725","126","73","128","0","364","1439","73","233","1694","107","0","86"
"publicpolygonfeature:5:43780","ZIP Code 34685","country:us/state:fl/zip:34685","34685","357","913","871","777","392","140","0","39","172","40","321","654","20","3","20","0","118","573","53","154","907","12","1","187"
