"feature id","feature label","shid","geoid","Employment Industry Agriculture, Fishing, and Mining (2020-2024)","Employment Industry Construction (2020-2024)","Employment Industry Manufacturing (2020-2024)","Employment Industry Wholesale Trade (2020-2024)","Employment Industry Retail Trade (2020-2024)","Employment Industry Transportation (2020-2024)","Employment Industry Information (2020-2024)","Employment Industry Finance and Insurance (2020-2024)","Employment Industry Scientific and Professional (2020-2024)","Employment Industry Education and Health Care (2020-2024)","Employment Industry Arts, Food, and Entertainment (2020-2024)","Employment Industry Public Administration (2020-2024)","Employment Industry Other Services (2020-2024)","Employment Industry Armed Forces (2020-2024)","Male Employed in Agriculture, Fishing, and Mining Industry (2020-2024)","Female Employed in Agriculture, Fishing, and Mining Industry (2020-2024)","Male Employed in Construction Industry (2020-2024)","Female Employed in Construction Industry (2020-2024)","Male Employed in Manufacturing Industry (2020-2024)","Female Employed in Manufacturing Industry (2020-2024)","Male Employed in Wholesale Trade Industry (2020-2024)","Female Employed in Wholesale Trade Industry (2020-2024)","Male Employed in Retail Trade Industry (2020-2024)","Female Employed in Retail Trade Industry (2020-2024)","Male Employed in Transportation Industry (2020-2024)","Female Employed in Transportation Industry (2020-2024)","Male Employed in Information Industry (2020-2024)","Female Employed in Information Industry (2020-2024)","Male Employed in Finance and Insurance Industry (2020-2024)","Female Employed in Finance and Insurance Industry (2020-2024)","Male Employed in Scientific and Professional Industry (2020-2024)","Female Employed in Scientific and Professional Industry (2020-2024)","Male Employed in Education and Health Care Industry (2020-2024)","Female Employed in Education and Health Care Industry (2020-2024)","Male Employed in Arts, Food, and Entertainment Industry (2020-2024)","Female Employed in Arts, Food, and Entertainment Industry (2020-2024)","Male Employed in Public Administration Industry (2020-2024)","Female Employed in Public Administration Industry (2020-2024)","Male Employed in Other Services Industry (2020-2024)","Female Employed in Other Services Industry (2020-2024)"
"publicpolygonfeature:5:46400","ZIP Code 43035","country:us/state:oh/zip:43035","43035","18","880","1719","330","1689","925","449","3316","3486","4933","1386","632","683","69","0","18","771","109","1481","238","113","217","900","789","621","304","285","164","1763","1553","2139","1347","1434","3499","840","546","326","306","305","378"
"publicpolygonfeature:5:46401","ZIP Code 43036","country:us/state:oh/zip:43036","43036","3","15","9","0","20","4","0","5","11","50","4","2","21","2","3","0","15","0","8","1","0","0","15","5","4","0","0","0","0","5","8","3","0","50","4","0","2","0","15","6"
"publicpolygonfeature:5:46403","ZIP Code 43044","country:us/state:oh/zip:43044","43044","140","168","307","37","220","231","66","71","228","494","156","167","128","0","118","22","147","21","267","40","28","9","170","50","175","56","48","18","7","64","126","102","71","423","88","68","51","116","17","111"
"publicpolygonfeature:5:46404","ZIP Code 43040","country:us/state:oh/zip:43040","43040","251","1249","4065","939","1920","1042","264","1750","2325","3851","1076","1498","689","18","162","89","1154","95","3009","1056","473","466","1030","890","801","241","109","155","705","1045","1345","980","789","3062","607","469","485","1013","317","372"
"publicpolygonfeature:5:46405","ZIP Code 43045","country:us/state:oh/zip:43045","43045","1","65","117","11","227","63","1","35","67","99","56","47","32","0","1","0","62","3","57","60","3","8","153","74","50","13","0","1","18","17","39","28","24","75","21","35","32","15","7","25"
"publicpolygonfeature:5:46406","ZIP Code 43046","country:us/state:oh/zip:43046","43046","20","139","136","8","200","337","19","88","92","242","93","105","44","0","16","4","127","12","93","43","8","0","109","91","286","51","15","4","55","33","20","72","101","141","54","39","51","54","18","26"
"publicpolygonfeature:5:46407","ZIP Code 43062","country:us/state:oh/zip:43062","43062","95","1004","1573","453","2310","1189","351","1402","1576","3515","883","1063","614","75","62","33","913","91","1031","542","209","244","1344","966","831","358","208","143","519","883","847","729","919","2596","418","465","669","394","303","311"
"publicpolygonfeature:5:46409","ZIP Code 43054","country:us/state:oh/zip:43054","43054","54","577","748","400","2005","927","178","2027","2149","3609","1181","678","618","3","34","20","499","78","561","187","324","76","1063","942","489","438","58","120","1252","775","1160","989","1127","2482","659","522","453","225","422","196"
"publicpolygonfeature:5:46410","ZIP Code 43071","country:us/state:oh/zip:43071","43071","1","157","133","2","211","33","0","23","55","319","79","34","48","0","0","1","157","0","129","4","0","2","93","118","33","0","0","0","19","4","50","5","117","202","36","43","33","1","48","0"
"publicpolygonfeature:5:46411","ZIP Code 43055","country:us/state:oh/zip:43055","43055","214","1803","4043","590","4531","1422","253","2650","2107","6234","3143","1123","1368","11","148","66","1680","123","2949","1094","399","191","1765","2766","1113","309","188","65","990","1660","1130","977","1596","4638","1272","1871","640","483","855","513"
"publicpolygonfeature:5:46413","ZIP Code 43056","country:us/state:oh/zip:43056","43056","94","739","1134","186","1032","517","140","803","799","1680","491","618","303","38","84","10","711","28","774","360","172","14","602","430","371","146","73","67","237","566","550","249","239","1441","234","257","332","286","106","197"
"publicpolygonfeature:5:46415","ZIP Code 43061","country:us/state:oh/zip:43061","43061","36","132","395","28","299","53","85","239","296","662","337","170","56","31","0","36","91","41","311","84","4","24","130","169","9","44","46","39","153","86","117","179","300","362","223","114","122","48","17","39"
"publicpolygonfeature:5:46416","ZIP Code 43064","country:us/state:oh/zip:43064","43064","127","533","982","378","813","656","89","759","1590","2336","401","312","433","0","114","13","496","37","732","250","280","98","447","366","404","252","53","36","321","438","1082","508","672","1664","249","152","212","100","186","247"
"publicpolygonfeature:5:46417","ZIP Code 43065","country:us/state:oh/zip:43065","43065","126","749","2135","605","2294","594","471","3570","3996","6008","1651","928","1012","56","112","14","600","149","1578","557","370","235","1131","1163","466","128","328","143","1862","1708","2483","1513","1956","4052","824","827","483","445","518","494"
"publicpolygonfeature:5:46418","ZIP Code 43066","country:us/state:oh/zip:43066","43066","0","136","29","10","32","27","14","86","63","223","10","41","0","0","0","0","125","11","29","0","0","10","21","11","0","27","0","14","86","0","0","63","35","188","0","10","41","0","0","0"
"publicpolygonfeature:5:46419","ZIP Code 43067","country:us/state:oh/zip:43067","43067","7","129","117","0","66","37","9","91","143","111","59","49","48","0","7","0","129","0","79","38","0","0","15","51","29","8","0","9","29","62","125","18","0","111","12","47","19","30","15","33"
"publicpolygonfeature:5:46420","ZIP Code 43068","country:us/state:oh/zip:43068","43068","36","1334","2591","370","3820","3636","448","3063","4008","6507","2255","1857","1268","56","22","14","1151","183","1807","784","307","63","2441","1379","2474","1162","293","155","1341","1722","2489","1519","1324","5183","1458","797","850","1007","642","626"
"publicpolygonfeature:5:46422","ZIP Code 43074","country:us/state:oh/zip:43074","43074","109","570","809","272","786","393","183","1337","950","2151","723","364","478","0","46","63","258","312","635","174","129","143","374","412","311","82","106","77","847","490","576","374","404","1747","425","298","267","97","186","292"
"publicpolygonfeature:5:46423","ZIP Code 43076","country:us/state:oh/zip:43076","43076","0","560","641","93","493","281","61","327","412","1152","181","157","244","0","0","0","532","28","409","232","54","39","333","160","211","70","23","38","149","178","209","203","273","879","88","93","134","23","105","139"
"publicpolygonfeature:5:46424","ZIP Code 43077","country:us/state:oh/zip:43077","43077","0","12","23","0","43","3","0","17","8","6","5","4","11","0","0","0","12","0","17","6","0","0","38","5","1","2","0","0","0","17","5","3","3","3","3","2","4","0","4","7"
"publicpolygonfeature:5:46426","ZIP Code 43080","country:us/state:oh/zip:43080","43080","58","187","163","12","230","217","27","143","178","717","111","45","226","0","51","7","170","17","113","50","12","0","153","77","98","119","2","25","84","59","149","29","100","617","64","47","20","25","51","175"
"publicpolygonfeature:5:46427","ZIP Code 43081","country:us/state:oh/zip:43081","43081","109","2100","2253","739","3769","1773","591","4144","5417","8965","2759","1583","1649","19","109","0","1800","300","1482","771","555","184","1837","1932","1290","483","413","178","2017","2127","2915","2502","2059","6906","1456","1303","1007","576","661","988"
"publicpolygonfeature:5:46428","ZIP Code 43082","country:us/state:oh/zip:43082","43082","6","673","1492","488","1853","618","498","2480","2588","4042","1628","1002","484","34","6","0","542","131","1212","280","228","260","815","1038","458","160","393","105","1621","859","1562","1026","1043","2999","1132","496","644","358","254","230"
"publicpolygonfeature:5:46430","ZIP Code 43085","country:us/state:oh/zip:43085","43085","30","348","803","204","1121","575","344","1637","2314","3616","1598","522","553","3","21","9","320","28","587","216","145","59","544","577","420","155","88","256","935","702","1354","960","1133","2483","774","824","340","182","227","326"
"publicpolygonfeature:5:46432","ZIP Code 43102","country:us/state:oh/zip:43102","43102","43","115","224","18","207","174","10","111","172","395","186","74","70","0","40","3","112","3","189","35","2","16","144","63","150","24","0","10","17","94","88","84","48","347","125","61","44","30","37","33"
"publicpolygonfeature:5:46433","ZIP Code 43105","country:us/state:oh/zip:43105","43105","55","442","160","124","529","386","13","278","194","944","336","368","206","79","44","11","421","21","132","28","120","4","200","329","280","106","4","9","62","216","110","84","166","778","110","226","322","46","77","129"
"publicpolygonfeature:5:46435","ZIP Code 43107","country:us/state:oh/zip:43107","43107","6","187","266","17","315","64","3","16","101","357","93","184","104","0","6","0","157","30","237","29","17","0","112","203","42","22","3","0","4","12","87","14","119","238","48","45","25","159","53","51"
"publicpolygonfeature:5:46436","ZIP Code 43109","country:us/state:oh/zip:43109","43109","0","0","1","1","2","0","0","5","8","6","3","0","12","0","0","0","0","0","1","0","1","0","2","0","0","0","0","0","0","5","4","4","0","6","0","3","0","0","12","0"
"publicpolygonfeature:5:46437","ZIP Code 43119","country:us/state:oh/zip:43119","43119","229","898","1682","395","1998","1382","175","990","1496","3960","1754","821","507","35","67","162","735","163","1283","399","270","125","1010","988","1157","225","142","33","333","657","736","760","1031","2929","845","909","563","258","231","276"
"publicpolygonfeature:5:46438","ZIP Code 43110","country:us/state:oh/zip:43110","43110","120","890","1262","717","3267","2726","630","1781","1822","6016","1200","1667","758","110","32","88","729","161","905","357","217","500","1790","1477","1955","771","441","189","836","945","1050","772","1274","4742","431","769","1088","579","314","444"
"publicpolygonfeature:5:46439","ZIP Code 43111","country:us/state:oh/zip:43111","43111","0","10","10","0","0","0","0","0","12","0","3","0","0","0","0","0","10","0","0","10","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","3","0","0","0","0"
"publicpolygonfeature:5:46440","ZIP Code 43112","country:us/state:oh/zip:43112","43112","18","379","328","10","348","195","17","95","104","532","136","156","51","0","18","0","214","165","217","111","5","5","232","116","109","86","3","14","63","32","55","49","96","436","22","114","99","57","22","29"
"publicpolygonfeature:5:46442","ZIP Code 43113","country:us/state:oh/zip:43113","43113","167","1276","1110","259","1441","778","45","561","1120","2481","604","786","464","16","84","83","1134","142","891","219","223","36","796","645","584","194","24","21","198","363","591","529","627","1854","231","373","389","397","343","121"
"publicpolygonfeature:5:46443","ZIP Code 43115","country:us/state:oh/zip:43115","43115","55","153","65","15","25","11","23","13","25","202","171","12","3","0","0","55","153","0","46","19","5","10","2","23","11","0","0","23","2","11","15","10","23","179","49","122","10","2","3","0"
"publicpolygonfeature:5:46444","ZIP Code 43116","country:us/state:oh/zip:43116","43116","0","73","125","31","182","89","15","176","156","288","89","142","48","0","0","0","73","0","98","27","22","9","120","62","75","14","1","14","93","83","63","93","39","249","33","56","95","47","22","26"
"publicpolygonfeature:5:46445","ZIP Code 43117","country:us/state:oh/zip:43117","43117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46446","ZIP Code 43123","country:us/state:oh/zip:43123","43123","127","1874","2507","835","3757","3473","477","3170","4943","8683","2615","2295","1606","53","78","49","1617","257","1884","623","538","297","2067","1690","2816","657","359","118","1340","1830","2965","1978","1961","6722","1233","1382","1092","1203","724","882"
"publicpolygonfeature:5:46447","ZIP Code 43125","country:us/state:oh/zip:43125","43125","51","323","569","24","696","1090","133","583","845","2018","485","629","250","0","15","36","286","37","417","152","9","15","258","438","799","291","24","109","327","256","523","322","640","1378","227","258","447","182","74","176"
"publicpolygonfeature:5:46448","ZIP Code 43126","country:us/state:oh/zip:43126","43126","2","10","2","0","18","11","0","16","34","10","27","6","8","0","2","0","10","0","0","2","0","0","9","9","11","0","0","0","14","2","12","22","0","10","12","15","5","1","0","8"
"publicpolygonfeature:5:46449","ZIP Code 43127","country:us/state:oh/zip:43127","43127","0","16","0","0","4","27","0","0","18","0","0","0","0","0","0","0","16","0","0","0","0","0","4","0","27","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46450","ZIP Code 43130","country:us/state:oh/zip:43130","43130","220","3167","2698","316","3712","1966","252","2072","2590","6970","2774","1518","1213","72","202","18","2822","345","2179","519","225","91","1909","1803","1528","438","93","159","871","1201","1612","978","1838","5132","1158","1616","916","602","633","580"
"publicpolygonfeature:5:46451","ZIP Code 43145","country:us/state:oh/zip:43145","43145","102","70","161","12","144","37","3","28","56","153","54","37","10","0","64","38","68","2","124","37","12","0","24","120","34","3","0","3","18","10","22","34","34","119","27","27","10","27","10","0"
"publicpolygonfeature:5:46452","ZIP Code 43135","country:us/state:oh/zip:43135","43135","0","317","331","10","194","166","51","69","124","425","70","36","8","0","0","0","304","13","253","78","0","10","70","124","98","68","15","36","35","34","43","81","76","349","42","28","27","9","0","8"
"publicpolygonfeature:5:46453","ZIP Code 43136","country:us/state:oh/zip:43136","43136","13","61","144","42","162","56","11","93","119","281","36","49","31","2","13","0","59","2","112","32","37","5","75","87","30","26","7","4","31","62","70","49","74","207","15","21","39","10","23","8"
"publicpolygonfeature:5:46454","ZIP Code 43137","country:us/state:oh/zip:43137","43137","0","114","104","72","48","56","6","19","62","271","357","45","4","0","0","0","89","25","86","18","54","18","31","17","32","24","6","0","15","4","55","7","2","269","18","339","42","3","3","1"
"publicpolygonfeature:5:46455","ZIP Code 43138","country:us/state:oh/zip:43138","43138","126","884","1023","129","1036","545","0","486","675","1739","959","563","369","11","61","65","855","29","732","291","76","53","622","414","490","55","0","0","195","291","273","402","456","1283","365","594","257","306","169","200"
"publicpolygonfeature:5:46456","ZIP Code 43149","country:us/state:oh/zip:43149","43149","23","137","92","68","86","105","0","6","54","251","65","31","17","0","23","0","137","0","92","0","68","0","24","62","73","32","0","0","6","0","26","28","94","157","10","55","31","0","17","0"
"publicpolygonfeature:5:46457","ZIP Code 43140","country:us/state:oh/zip:43140","43140","255","854","1547","198","1381","885","101","496","1064","1650","802","993","456","12","237","18","784","70","1162","385","107","91","696","685","677","208","23","78","278","218","726","338","195","1455","301","501","371","622","244","212"
"publicpolygonfeature:5:46459","ZIP Code 43150","country:us/state:oh/zip:43150","43150","20","43","172","90","121","57","1","79","39","276","13","121","96","0","20","0","43","0","172","0","88","2","56","65","57","0","1","0","32","47","34","5","52","224","9","4","68","53","7","89"
"publicpolygonfeature:5:46460","ZIP Code 43151","country:us/state:oh/zip:43151","43151","8","2","13","0","11","19","0","1","21","10","14","4","12","0","8","0","1","1","1","12","0","0","11","0","12","7","0","0","0","1","4","17","0","10","10","4","3","1","8","4"
"publicpolygonfeature:5:46461","ZIP Code 43143","country:us/state:oh/zip:43143","43143","70","372","346","67","364","390","29","181","111","583","199","256","50","0","55","15","345","27","260","86","43","24","187","177","232","158","14","15","8","173","78","33","157","426","95","104","72","184","29","21"
"publicpolygonfeature:5:46462","ZIP Code 43144","country:us/state:oh/zip:43144","43144","0","20","25","4","4","2","0","6","6","29","5","4","16","0","0","0","20","0","13","12","4","0","2","2","2","0","0","0","0","6","4","2","6","23","2","3","2","2","14","2"
