"feature id","feature label","shid","geoid","Employment Industry Agriculture, Fishing, and Mining (2020-2024)","Employment Industry Construction (2020-2024)","Employment Industry Manufacturing (2020-2024)","Employment Industry Wholesale Trade (2020-2024)","Employment Industry Retail Trade (2020-2024)","Employment Industry Transportation (2020-2024)","Employment Industry Information (2020-2024)","Employment Industry Finance and Insurance (2020-2024)","Employment Industry Scientific and Professional (2020-2024)","Employment Industry Education and Health Care (2020-2024)","Employment Industry Arts, Food, and Entertainment (2020-2024)","Employment Industry Public Administration (2020-2024)","Employment Industry Other Services (2020-2024)","Employment Industry Armed Forces (2020-2024)","Male Employed in Agriculture, Fishing, and Mining Industry (2020-2024)","Female Employed in Agriculture, Fishing, and Mining Industry (2020-2024)","Male Employed in Construction Industry (2020-2024)","Female Employed in Construction Industry (2020-2024)","Male Employed in Manufacturing Industry (2020-2024)","Female Employed in Manufacturing Industry (2020-2024)","Male Employed in Wholesale Trade Industry (2020-2024)","Female Employed in Wholesale Trade Industry (2020-2024)","Male Employed in Retail Trade Industry (2020-2024)","Female Employed in Retail Trade Industry (2020-2024)","Male Employed in Transportation Industry (2020-2024)","Female Employed in Transportation Industry (2020-2024)","Male Employed in Information Industry (2020-2024)","Female Employed in Information Industry (2020-2024)","Male Employed in Finance and Insurance Industry (2020-2024)","Female Employed in Finance and Insurance Industry (2020-2024)","Male Employed in Scientific and Professional Industry (2020-2024)","Female Employed in Scientific and Professional Industry (2020-2024)","Male Employed in Education and Health Care Industry (2020-2024)","Female Employed in Education and Health Care Industry (2020-2024)","Male Employed in Arts, Food, and Entertainment Industry (2020-2024)","Female Employed in Arts, Food, and Entertainment Industry (2020-2024)","Male Employed in Public Administration Industry (2020-2024)","Female Employed in Public Administration Industry (2020-2024)","Male Employed in Other Services Industry (2020-2024)","Female Employed in Other Services Industry (2020-2024)"
"publicpolygonfeature:5:57257","ZIP Code 80222","country:us/state:co/zip:80222","80222","34","1036","453","483","1583","662","888","1410","2653","2810","1124","387","744","0","23","11","937","99","300","153","332","151","1039","544","498","164","651","237","724","686","1385","1268","670","2140","535","589","206","181","333","411"
"publicpolygonfeature:5:57292","ZIP Code 80231","country:us/state:co/zip:80231","80231","121","1339","1017","474","2773","1509","618","934","3858","4706","1889","903","816","45","106","15","1299","40","790","227","345","129","1615","1158","1098","411","315","303","319","615","2194","1664","1461","3245","1017","872","384","519","321","495"
"publicpolygonfeature:5:57329","ZIP Code 80232","country:us/state:co/zip:80232","80232","64","1218","1017","385","1629","613","610","915","1682","2305","1148","684","516","0","57","7","1043","175","811","206","290","95","880","749","491","122","397","213","492","423","916","766","578","1727","720","428","267","417","206","310"
"publicpolygonfeature:5:57438","ZIP Code 80233","country:us/state:co/zip:80233","80233","501","2429","2478","791","3244","2435","628","1538","3085","5171","2029","1235","1702","129","360","141","2254","175","1867","611","475","316","1751","1493","1685","750","366","262","596","942","1684","1401","1327","3844","957","1072","563","672","1109","593"
"publicpolygonfeature:5:57456","ZIP Code 80234","country:us/state:co/zip:80234","80234","272","1588","1552","356","2297","957","300","1222","2765","3055","1854","536","906","35","258","14","1513","75","1036","516","198","158","1505","792","824","133","138","162","699","523","1644","1121","621","2434","999","855","234","302","268","638"
"publicpolygonfeature:5:57463","ZIP Code 80235","country:us/state:co/zip:80235","80235","14","249","219","85","588","120","83","336","792","980","606","235","158","56","8","6","205","44","168","51","51","34","240","348","52","68","66","17","121","215","365","427","192","788","240","366","106","129","74","84"
"publicpolygonfeature:5:57489","ZIP Code 80236","country:us/state:co/zip:80236","80236","29","615","678","179","1196","299","338","536","1100","1986","708","320","310","61","29","0","536","79","492","186","114","65","473","723","253","46","300","38","316","220","563","537","611","1375","409","299","210","110","184","126"
"publicpolygonfeature:5:57492","ZIP Code 80237","country:us/state:co/zip:80237","80237","99","734","489","433","1478","660","571","1820","2732","2596","1242","609","635","48","40","59","692","42","407","82","251","182","799","679","553","107","492","79","1219","601","1607","1125","729","1867","593","649","267","342","192","443"
"publicpolygonfeature:5:57499","ZIP Code 80238","country:us/state:co/zip:80238","80238","169","537","985","393","978","946","669","1365","3390","4807","964","1048","485","181","34","135","447","90","699","286","209","184","497","481","791","155","423","246","773","592","2111","1279","1655","3152","327","637","711","337","81","404"
"publicpolygonfeature:5:57507","ZIP Code 80239","country:us/state:co/zip:80239","80239","330","3269","1427","543","2488","2172","307","1001","2513","4198","1851","553","1088","9","330","0","2974","295","1092","335","374","169","1314","1174","1481","691","188","119","599","402","1389","1124","1014","3184","878","973","233","320","654","434"
"publicpolygonfeature:5:57517","ZIP Code 80241","country:us/state:co/zip:80241","80241","167","1747","1821","650","2322","991","572","1023","2590","3970","1579","925","916","40","127","40","1554","193","1316","505","543","107","1112","1210","865","126","438","134","491","532","1542","1048","544","3426","708","871","492","433","435","481"
"publicpolygonfeature:5:57526","ZIP Code 80246","country:us/state:co/zip:80246","80246","41","244","447","92","1151","551","295","1262","1555","1950","1147","272","630","0","41","0","214","30","298","149","39","53","612","539","390","161","189","106","868","394","714","841","623","1327","648","499","139","133","151","479"
"publicpolygonfeature:5:57994","ZIP Code 80015","country:us/state:co/zip:80015","80015","362","2726","2413","799","3488","2477","1351","4138","5976","9763","2838","2295","1799","298","190","172","2305","421","1845","568","504","295","1993","1495","1953","524","802","549","1952","2186","3658","2318","3060","6703","1719","1119","1174","1121","794","1005"
"publicpolygonfeature:5:57998","ZIP Code 80045","country:us/state:co/zip:80045","80045","0","12","6","9","14","106","0","13","84","446","22","25","84","0","0","0","12","0","6","0","9","0","7","7","100","6","0","0","6","7","55","29","223","223","12","10","8","17","44","40"
"publicpolygonfeature:5:58158","ZIP Code 80212","country:us/state:co/zip:80212","80212","62","593","867","298","778","609","353","1232","3553","2890","730","605","646","8","48","14","458","135","609","258","230","68","346","432","334","275","252","101","686","546","2054","1499","623","2267","294","436","261","344","249","397"
"publicpolygonfeature:5:58168","ZIP Code 80214","country:us/state:co/zip:80214","80214","347","1672","1093","253","1622","1002","450","753","2485","3197","2014","722","771","23","214","133","1495","177","820","273","115","138","713","909","772","230","202","248","413","340","1437","1048","809","2388","1198","816","326","396","120","651"
"publicpolygonfeature:5:58185","ZIP Code 80215","country:us/state:co/zip:80215","80215","214","822","759","379","1018","381","236","790","1984","1828","1065","538","413","8","133","81","724","98","518","241","333","46","570","448","276","105","193","43","362","428","1035","949","483","1345","346","719","298","240","128","285"
"publicpolygonfeature:5:59760","ZIP Code 80247","country:us/state:co/zip:80247","80247","144","1164","1038","239","1500","1533","565","1420","1881","3830","1786","637","936","195","89","55","1107","57","742","296","159","80","573","927","1067","466","373","192","678","742","932","949","1035","2795","750","1036","240","397","394","542"
"publicpolygonfeature:5:59764","ZIP Code 80249","country:us/state:co/zip:80249","80249","47","1740","1040","538","2770","2754","671","1283","2461","4994","1832","1492","938","56","0","47","1589","151","590","450","416","122","1463","1307","1796","958","495","176","471","812","1460","1001","1124","3870","970","862","610","882","414","524"
"publicpolygonfeature:5:59775","ZIP Code 80260","country:us/state:co/zip:80260","80260","81","2264","1185","694","1971","1354","212","731","2222","2551","1748","549","939","0","67","14","2088","176","761","424","448","246","1073","898","842","512","58","154","281","450","1318","904","680","1871","794","954","104","445","448","491"
"publicpolygonfeature:5:59781","ZIP Code 80264","country:us/state:co/zip:80264","80264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59782","ZIP Code 80290","country:us/state:co/zip:80290","80290","0","61","0","0","54","0","19","20","100","34","175","0","0","0","0","0","61","0","0","0","0","0","33","21","0","0","19","0","20","0","44","56","18","16","110","65","0","0","0","0"
"publicpolygonfeature:5:59783","ZIP Code 80293","country:us/state:co/zip:80293","80293","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59792","ZIP Code 80294","country:us/state:co/zip:80294","80294","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60389","ZIP Code 80002","country:us/state:co/zip:80002","80002","101","1569","1005","205","1171","836","264","848","2223","2226","1102","563","757","0","77","24","1370","199","531","474","164","41","560","611","345","491","197","67","291","557","1409","814","424","1802","515","587","313","250","254","503"
"publicpolygonfeature:5:60390","ZIP Code 80003","country:us/state:co/zip:80003","80003","109","1781","1473","360","2921","1225","446","1160","2790","3769","1437","950","1228","27","78","31","1502","279","1090","383","276","84","1406","1515","960","265","274","172","601","559","1680","1110","1217","2552","517","920","361","589","591","637"
"publicpolygonfeature:5:60391","ZIP Code 80004","country:us/state:co/zip:80004","80004","248","1445","1612","275","1683","804","474","1452","3126","3934","2217","706","1032","0","204","44","1278","167","1088","524","192","83","970","713","698","106","273","201","589","863","1917","1209","1111","2823","1323","894","465","241","439","593"
"publicpolygonfeature:5:60392","ZIP Code 80005","country:us/state:co/zip:80005","80005","134","1079","1293","344","1516","583","571","1401","2633","3360","1082","852","843","0","95","39","840","239","976","317","193","151","788","728","486","97","447","124","607","794","1534","1099","756","2604","481","601","454","398","239","604"
"publicpolygonfeature:5:60393","ZIP Code 80007","country:us/state:co/zip:80007","80007","159","739","707","138","1098","195","306","1105","2063","1792","872","588","266","0","151","8","695","44","406","301","113","25","521","577","142","53","158","148","638","467","1405","658","510","1282","497","375","259","329","46","220"
"publicpolygonfeature:5:60394","ZIP Code 80216","country:us/state:co/zip:80216","80216","124","991","1068","156","921","543","174","996","1888","1732","679","94","567","0","114","10","930","61","741","327","115","41","528","393","454","89","157","17","544","452","878","1010","403","1329","282","397","21","73","105","462"
"publicpolygonfeature:5:60395","ZIP Code 80010","country:us/state:co/zip:80010","80010","215","3569","1044","515","2624","1160","143","798","3030","3697","2370","116","1134","56","184","31","3237","332","621","423","428","87","1396","1228","898","262","106","37","517","281","1572","1458","1051","2646","1046","1324","53","63","429","705"
"publicpolygonfeature:5:60396","ZIP Code 80011","country:us/state:co/zip:80011","80011","282","4126","1604","922","2720","2539","592","1599","3802","4983","2641","753","1199","305","173","109","3828","298","1278","326","513","409","1324","1396","1875","664","404","188","828","771","1935","1867","1115","3868","1390","1251","260","493","645","554"
"publicpolygonfeature:5:60397","ZIP Code 80012","country:us/state:co/zip:80012","80012","102","2912","1174","598","3540","2483","511","1819","3583","5265","2590","1038","1216","233","44","58","2618","294","1013","161","377","221","2077","1463","1800","683","371","140","1080","739","2052","1531","1340","3925","1274","1316","381","657","695","521"
"publicpolygonfeature:5:60398","ZIP Code 80013","country:us/state:co/zip:80013","80013","145","3650","2169","744","4093","2912","1628","3101","5185","8846","3335","1865","2291","235","108","37","3204","446","1406","763","512","232","2061","2032","2360","552","1068","560","1576","1525","2630","2555","2143","6703","1615","1720","850","1015","949","1342"
"publicpolygonfeature:5:60399","ZIP Code 80014","country:us/state:co/zip:80014","80014","105","1345","871","529","1704","1766","775","1676","3171","5103","1558","845","882","115","73","32","1257","88","684","187","353","176","1197","507","1461","305","485","290","546","1130","1804","1367","1597","3506","999","559","480","365","302","580"
"publicpolygonfeature:5:60400","ZIP Code 80016","country:us/state:co/zip:80016","80016","304","2198","2077","1002","3166","2173","1222","4066","5893","8618","2832","1369","1145","147","183","121","1611","587","1335","742","627","375","2157","1009","1652","521","813","409","2166","1900","3408","2485","2627","5991","1466","1366","731","638","507","638"
"publicpolygonfeature:5:60401","ZIP Code 80017","country:us/state:co/zip:80017","80017","150","2270","1555","612","2532","1795","323","1306","3436","3639","2304","847","873","621","51","99","1837","433","1208","347","395","217","1334","1198","985","810","90","233","621","685","1830","1606","801","2838","923","1381","513","334","469","404"
"publicpolygonfeature:5:60402","ZIP Code 80018","country:us/state:co/zip:80018","80018","132","736","522","128","858","1044","352","1145","1460","2552","793","899","393","313","120","12","682","54","415","107","83","45","346","512","765","279","109","243","357","788","889","571","849","1703","505","288","485","414","218","175"
"publicpolygonfeature:5:60403","ZIP Code 80019","country:us/state:co/zip:80019","80019","9","371","310","200","445","1215","269","278","631","719","438","256","243","49","0","9","355","16","157","153","192","8","209","236","855","360","89","180","79","199","233","398","76","643","250","188","93","163","207","36"
"publicpolygonfeature:5:60404","ZIP Code 80020","country:us/state:co/zip:80020","80020","232","1478","3261","463","2766","1741","923","2055","5696","6795","2606","1405","1395","73","198","34","1244","234","2297","964","316","147","1712","1054","1396","345","600","323","1201","854","3339","2357","2180","4615","1356","1250","690","715","498","897"
"publicpolygonfeature:5:60405","ZIP Code 80021","country:us/state:co/zip:80021","80021","90","1475","2168","515","2249","849","1056","1684","4207","4854","2063","1157","998","46","46","44","1256","219","1464","704","408","107","1322","927","674","175","697","359","657","1027","2605","1602","944","3910","915","1148","787","370","416","582"
"publicpolygonfeature:5:60406","ZIP Code 80218","country:us/state:co/zip:80218","80218","85","228","538","532","841","608","415","1082","3311","3635","1175","462","1072","20","57","28","183","45","453","85","317","215","430","411","253","355","264","151","649","433","1751","1560","1098","2537","736","439","264","198","538","534"
"publicpolygonfeature:5:60407","ZIP Code 80022","country:us/state:co/zip:80022","80022","442","4197","2542","1097","2998","3121","448","1895","2622","5955","2339","1759","1275","201","397","45","3808","389","1549","993","592","505","1380","1618","2336","785","242","206","627","1268","1579","1043","1299","4656","1077","1262","1000","759","595","680"
"publicpolygonfeature:5:60408","ZIP Code 80023","country:us/state:co/zip:80023","80023","55","399","1755","395","1117","365","541","1311","2819","2917","1423","696","350","51","31","24","311","88","1264","491","373","22","602","515","269","96","436","105","705","606","1791","1028","570","2347","702","721","293","403","157","193"
"publicpolygonfeature:5:60409","ZIP Code 80024","country:us/state:co/zip:80024","80024","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60411","ZIP Code 80109","country:us/state:co/zip:80109","80109","186","983","1156","284","1308","290","666","1502","3002","2948","1480","905","581","48","186","0","817","166","920","236","222","62","540","768","172","118","494","172","753","749","1774","1228","599","2349","801","679","595","310","223","358"
"publicpolygonfeature:5:60414","ZIP Code 80030","country:us/state:co/zip:80030","80030","91","1115","828","138","805","819","181","497","854","1195","638","178","324","0","91","0","959","156","608","220","101","37","538","267","514","305","150","31","193","304","459","395","317","878","238","400","18","160","173","151"
"publicpolygonfeature:5:60415","ZIP Code 80031","country:us/state:co/zip:80031","80031","282","1814","1755","562","2121","1263","610","1232","3229","4071","1403","800","818","30","260","22","1647","167","1347","408","374","188","1460","661","703","560","414","196","639","593","1679","1550","953","3118","627","776","503","297","461","357"
"publicpolygonfeature:5:60416","ZIP Code 80033","country:us/state:co/zip:80033","80033","395","1115","1394","485","1727","501","433","816","2334","3356","1330","664","600","9","395","0","941","174","804","590","268","217","804","923","286","215","242","191","323","493","1468","866","763","2593","596","734","230","434","272","328"
"publicpolygonfeature:5:60417","ZIP Code 80101","country:us/state:co/zip:80101","80101","19","13","10","17","2","0","4","2","26","24","3","8","14","0","14","5","10","3","8","2","13","4","0","2","0","0","0","4","0","2","18","8","6","18","3","0","0","8","10","4"
"publicpolygonfeature:5:60418","ZIP Code 80102","country:us/state:co/zip:80102","80102","96","566","180","124","389","359","57","156","314","628","238","211","201","49","92","4","520","46","137","43","111","13","157","232","299","60","47","10","44","112","133","181","98","530","108","130","131","80","74","127"
"publicpolygonfeature:5:60419","ZIP Code 80110","country:us/state:co/zip:80110","80110","168","1209","894","212","1638","633","264","951","2152","3382","1475","542","571","10","111","57","1081","128","708","186","180","32","869","769","551","82","212","52","403","548","1155","997","1222","2160","773","702","229","313","232","339"
"publicpolygonfeature:5:60420","ZIP Code 80103","country:us/state:co/zip:80103","80103","40","214","112","18","97","73","43","54","101","218","73","163","144","16","34","6","177","37","66","46","15","3","15","82","50","23","11","32","21","33","28","73","78","140","36","37","136","27","57","87"
"publicpolygonfeature:5:60421","ZIP Code 80104","country:us/state:co/zip:80104","80104","169","1358","1471","403","2199","1035","676","2599","3192","4621","1885","1583","854","91","86","83","1076","282","1050","421","307","96","920","1279","641","394","496","180","1578","1021","1775","1417","915","3706","986","899","980","603","341","513"
"publicpolygonfeature:5:60422","ZIP Code 80105","country:us/state:co/zip:80105","80105","29","230","178","23","55","157","8","82","74","144","83","50","57","0","11","18","220","10","81","97","18","5","33","22","73","84","5","3","26","56","41","33","8","136","39","44","12","38","40","17"
"publicpolygonfeature:5:60423","ZIP Code 80106","country:us/state:co/zip:80106","80106","126","371","148","12","426","113","24","170","286","398","126","138","149","31","40","86","252","119","137","11","4","8","201","225","75","38","22","2","86","84","146","140","149","249","46","80","72","66","62","87"
"publicpolygonfeature:5:60424","ZIP Code 80107","country:us/state:co/zip:80107","80107","125","974","605","145","799","476","266","479","1045","1456","375","536","538","41","100","25","810","164","409","196","97","48","531","268","409","67","122","144","152","327","532","513","302","1154","178","197","323","213","208","330"
"publicpolygonfeature:5:60425","ZIP Code 80108","country:us/state:co/zip:80108","80108","301","1240","1290","517","1979","669","729","1920","4322","3933","1234","1009","587","26","217","84","1065","175","915","375","434","83","1243","736","572","97","527","202","1179","741","2681","1641","923","3010","434","800","460","549","197","390"
"publicpolygonfeature:5:60426","ZIP Code 80111","country:us/state:co/zip:80111","80111","159","687","890","483","1430","525","963","2607","3759","3799","1376","504","598","29","101","58","568","119","672","218","302","181","629","801","269","256","590","373","1361","1246","2327","1432","1284","2515","755","621","322","182","223","375"
"publicpolygonfeature:5:60427","ZIP Code 80112","country:us/state:co/zip:80112","80112","140","664","1229","595","1682","916","950","2189","4087","5204","1800","1203","898","26","63","77","411","253","893","336","491","104","821","861","683","233","610","340","1228","961","2230","1857","1486","3718","861","939","871","332","335","563"
"publicpolygonfeature:5:60428","ZIP Code 80113","country:us/state:co/zip:80113","80113","198","950","667","243","1372","282","541","1383","2587","2826","861","313","795","11","127","71","674","276","408","259","151","92","870","502","270","12","324","217","869","514","1418","1169","961","1865","320","541","167","146","320","475"
"publicpolygonfeature:5:60429","ZIP Code 80116","country:us/state:co/zip:80116","80116","79","223","237","11","294","151","82","154","402","501","68","102","25","9","67","12","187","36","129","108","11","0","130","164","110","41","57","25","91","63","248","154","102","399","58","10","30","72","19","6"
"publicpolygonfeature:5:60430","ZIP Code 80120","country:us/state:co/zip:80120","80120","292","1409","1181","292","1497","730","290","1155","2410","3189","1803","838","823","13","215","77","1121","288","884","297","161","131","851","646","445","285","191","99","639","516","1370","1040","949","2240","832","971","481","357","290","533"
"publicpolygonfeature:5:60431","ZIP Code 80121","country:us/state:co/zip:80121","80121","115","560","631","118","616","272","220","1441","1704","1881","629","388","237","18","92","23","466","94","498","133","48","70","312","304","231","41","181","39","783","658","984","720","529","1352","270","359","202","186","44","193"
"publicpolygonfeature:5:60432","ZIP Code 80122","country:us/state:co/zip:80122","80122","134","1027","1295","276","1668","685","756","1731","3058","4298","1090","580","809","8","60","74","884","143","1015","280","183","93","906","762","510","175","428","328","842","889","2036","1022","1036","3262","584","506","300","280","348","461"
"publicpolygonfeature:5:60433","ZIP Code 80117","country:us/state:co/zip:80117","80117","56","237","80","12","202","46","35","58","243","256","53","122","97","0","43","13","229","8","32","48","12","0","63","139","35","11","21","14","31","27","168","75","63","193","33","20","39","83","32","65"
"publicpolygonfeature:5:60434","ZIP Code 80118","country:us/state:co/zip:80118","80118","106","183","163","69","261","114","119","423","593","522","337","121","193","0","68","38","166","17","149","14","55","14","137","124","62","52","102","17","187","236","322","271","115","407","181","156","74","47","92","101"
"publicpolygonfeature:5:60435","ZIP Code 80125","country:us/state:co/zip:80125","80125","103","423","1011","315","602","282","217","770","1747","1697","352","648","375","0","58","45","358","65","764","247","294","21","316","286","220","62","171","46","380","390","1206","541","380","1317","295","57","289","359","117","258"
"publicpolygonfeature:5:60436","ZIP Code 80126","country:us/state:co/zip:80126","80126","292","849","1724","716","2118","613","1251","2969","4697","5098","1927","849","1145","27","210","82","684","165","1317","407","428","288","1341","777","480","133","840","411","1591","1378","2999","1698","1224","3874","954","973","528","321","641","504"
"publicpolygonfeature:5:60437","ZIP Code 80134","country:us/state:co/zip:80134","80134","335","2651","3275","979","4649","2250","2312","6232","7125","8580","3331","2092","1839","110","185","150","2228","423","2608","667","768","211","2554","2095","1777","473","1411","901","3384","2848","4089","3036","2079","6501","1933","1398","1215","877","858","981"
"publicpolygonfeature:5:60438","ZIP Code 80135","country:us/state:co/zip:80135","80135","58","226","187","90","121","155","43","199","228","408","76","92","67","0","29","29","184","42","133","54","69","21","46","75","120","35","11","32","91","108","160","68","57","351","37","39","42","50","24","43"
"publicpolygonfeature:5:60439","ZIP Code 80127","country:us/state:co/zip:80127","80127","319","1789","1938","525","1774","532","436","2127","4691","5261","1898","1349","1232","44","171","148","1516","273","1405","533","400","125","1016","758","419","113","249","187","1003","1124","2482","2209","1462","3799","1132","766","752","597","466","766"
"publicpolygonfeature:5:60440","ZIP Code 80128","country:us/state:co/zip:80128","80128","162","1287","1158","580","2481","987","635","1761","3433","4170","1634","894","1107","51","131","31","954","333","763","395","346","234","1500","981","752","235","365","270","742","1019","1776","1657","865","3305","932","702","476","418","525","582"
"publicpolygonfeature:5:60441","ZIP Code 80129","country:us/state:co/zip:80129","80129","133","560","1622","377","1565","419","587","1758","3303","3807","1018","586","661","301","85","48","512","48","1076","546","281","96","818","747","347","72","471","116","987","771","2072","1231","912","2895","508","510","356","230","185","476"
"publicpolygonfeature:5:60442","ZIP Code 80130","country:us/state:co/zip:80130","80130","53","512","1072","315","1160","579","658","1808","2824","2616","778","506","365","193","48","5","372","140","859","213","273","42","665","495","395","184","484","174","1002","806","1613","1211","557","2059","391","387","244","262","149","216"
"publicpolygonfeature:5:60443","ZIP Code 80131","country:us/state:co/zip:80131","80131","0","0","32","5","17","25","19","6","15","17","6","7","12","0","0","0","0","0","6","26","5","0","13","4","18","7","19","0","6","0","6","9","17","0","0","6","7","0","2","10"
"publicpolygonfeature:5:60446","ZIP Code 80204","country:us/state:co/zip:80204","80204","120","1956","1372","295","1683","911","910","2362","4444","4320","2321","582","929","12","77","43","1720","236","914","458","155","140","1012","671","669","242","525","385","1464","898","2426","2018","1297","3023","1149","1172","331","251","372","557"
"publicpolygonfeature:5:60447","ZIP Code 80136","country:us/state:co/zip:80136","80136","23","181","160","112","294","294","9","192","447","417","230","169","202","45","23","0","172","9","117","43","96","16","137","157","220","74","0","9","99","93","187","260","79","338","169","61","77","92","128","74"
"publicpolygonfeature:5:60448","ZIP Code 80137","country:us/state:co/zip:80137","80137","5","149","18","6","82","86","0","52","45","227","29","55","58","0","5","0","82","67","18","0","0","6","48","34","86","0","0","0","18","34","25","20","63","164","0","29","27","28","35","23"
"publicpolygonfeature:5:60449","ZIP Code 80138","country:us/state:co/zip:80138","80138","85","1469","1067","472","2450","836","897","1774","3323","3811","1193","1207","941","68","53","32","1241","228","724","343","372","100","1344","1106","537","299","688","209","735","1039","2143","1180","890","2921","750","443","837","370","469","472"
