"feature id","feature label","shid","geoid","Employment Industry Agriculture, Fishing, and Mining (2020-2024)","Employment Industry Construction (2020-2024)","Employment Industry Manufacturing (2020-2024)","Employment Industry Wholesale Trade (2020-2024)","Employment Industry Retail Trade (2020-2024)","Employment Industry Transportation (2020-2024)","Employment Industry Information (2020-2024)","Employment Industry Finance and Insurance (2020-2024)","Employment Industry Scientific and Professional (2020-2024)","Employment Industry Education and Health Care (2020-2024)","Employment Industry Arts, Food, and Entertainment (2020-2024)","Employment Industry Public Administration (2020-2024)","Employment Industry Other Services (2020-2024)","Employment Industry Armed Forces (2020-2024)","Male Employed in Agriculture, Fishing, and Mining Industry (2020-2024)","Female Employed in Agriculture, Fishing, and Mining Industry (2020-2024)","Male Employed in Construction Industry (2020-2024)","Female Employed in Construction Industry (2020-2024)","Male Employed in Manufacturing Industry (2020-2024)","Female Employed in Manufacturing Industry (2020-2024)","Male Employed in Wholesale Trade Industry (2020-2024)","Female Employed in Wholesale Trade Industry (2020-2024)","Male Employed in Retail Trade Industry (2020-2024)","Female Employed in Retail Trade Industry (2020-2024)","Male Employed in Transportation Industry (2020-2024)","Female Employed in Transportation Industry (2020-2024)","Male Employed in Information Industry (2020-2024)","Female Employed in Information Industry (2020-2024)","Male Employed in Finance and Insurance Industry (2020-2024)","Female Employed in Finance and Insurance Industry (2020-2024)","Male Employed in Scientific and Professional Industry (2020-2024)","Female Employed in Scientific and Professional Industry (2020-2024)","Male Employed in Education and Health Care Industry (2020-2024)","Female Employed in Education and Health Care Industry (2020-2024)","Male Employed in Arts, Food, and Entertainment Industry (2020-2024)","Female Employed in Arts, Food, and Entertainment Industry (2020-2024)","Male Employed in Public Administration Industry (2020-2024)","Female Employed in Public Administration Industry (2020-2024)","Male Employed in Other Services Industry (2020-2024)","Female Employed in Other Services Industry (2020-2024)"
"publicpolygonfeature:5:42986","ZIP Code 32827","country:us/state:fl/zip:32827","32827","0","441","397","263","786","854","68","633","1948","2881","710","319","81","186","0","0","400","41","223","174","148","115","153","633","504","350","68","0","279","354","1230","718","1146","1735","285","425","247","72","0","81"
"publicpolygonfeature:5:43058","ZIP Code 32828","country:us/state:fl/zip:32828","32828","0","1426","2107","635","3354","2745","949","2535","6940","8503","4118","1307","2056","107","0","0","1225","201","1604","503","394","241","1971","1383","2069","676","636","313","1183","1352","4492","2448","2712","5791","2006","2112","769","538","733","1323"
"publicpolygonfeature:5:43065","ZIP Code 32829","country:us/state:fl/zip:32829","32829","4","651","497","231","1227","1211","318","1105","1250","2641","1142","733","766","0","4","0","431","220","407","90","223","8","588","639","802","409","280","38","572","533","558","692","626","2015","520","622","447","286","500","266"
"publicpolygonfeature:5:43100","ZIP Code 32830","country:us/state:fl/zip:32830","32830","0","0","54","0","0","3","0","0","70","48","5","3","0","0","0","0","0","0","49","5","0","0","0","0","3","0","0","0","0","0","3","67","1","47","3","2","0","3","0","0"
"publicpolygonfeature:5:43105","ZIP Code 32831","country:us/state:fl/zip:32831","32831","0","0","17","0","0","0","0","0","0","7","6","21","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","6","0","21","0","0","0"
"publicpolygonfeature:5:43116","ZIP Code 32832","country:us/state:fl/zip:32832","32832","27","825","1332","233","2325","2418","433","1748","3718","3527","2496","1157","1730","160","27","0","665","160","1124","208","233","0","1239","1086","1846","572","325","108","786","962","1920","1798","1295","2232","1633","863","574","583","896","834"
"publicpolygonfeature:5:43119","ZIP Code 32833","country:us/state:fl/zip:32833","32833","0","719","457","105","605","616","96","297","654","1129","378","181","214","0","0","0","617","102","386","71","73","32","276","329","388","228","62","34","128","169","228","426","416","713","232","146","83","98","115","99"
"publicpolygonfeature:5:43128","ZIP Code 32835","country:us/state:fl/zip:32835","32835","116","1804","807","838","2658","1535","428","1345","4880","4561","5414","609","1022","0","66","50","1455","349","395","412","662","176","1266","1392","1271","264","302","126","809","536","2505","2375","1136","3425","3447","1967","186","423","324","698"
"publicpolygonfeature:5:43161","ZIP Code 32836","country:us/state:fl/zip:32836","32836","0","1317","698","200","1001","484","248","1049","2066","2059","3334","193","325","0","0","0","1044","273","414","284","67","133","689","312","326","158","151","97","540","509","1227","839","943","1116","1908","1426","115","78","68","257"
"publicpolygonfeature:5:43165","ZIP Code 32837","country:us/state:fl/zip:32837","32837","109","1756","1137","326","4231","2526","397","1948","3717","4046","6181","723","1245","16","109","0","1422","334","895","242","229","97","1870","2361","1738","788","182","215","1121","827","2187","1530","1006","3040","2662","3519","469","254","657","588"
"publicpolygonfeature:5:43169","ZIP Code 32839","country:us/state:fl/zip:32839","32839","224","1931","1201","426","3699","2665","178","1336","3295","4127","7363","511","985","102","174","50","1715","216","506","695","279","147","1860","1839","2205","460","96","82","499","837","1554","1741","1357","2770","3385","3978","236","275","427","558"
"publicpolygonfeature:5:43226","ZIP Code 32102","country:us/state:fl/zip:32102","32102","16","165","109","40","23","99","15","33","122","127","116","0","75","0","16","0","144","21","67","42","40","0","23","0","68","31","0","15","21","12","55","67","52","75","98","18","0","0","60","15"
"publicpolygonfeature:5:43249","ZIP Code 32159","country:us/state:fl/zip:32159","32159","47","683","218","162","2189","372","110","491","1183","1806","750","261","442","0","29","18","552","131","69","149","115","47","878","1311","209","163","38","72","301","190","608","575","490","1316","342","408","177","84","92","350"
"publicpolygonfeature:5:43412","ZIP Code 32714","country:us/state:fl/zip:32714","32714","33","1560","929","705","2076","1543","473","1747","3646","4734","2103","723","982","32","14","19","1035","525","560","369","633","72","1221","855","1052","491","299","174","531","1216","1963","1683","1104","3630","1148","955","243","480","290","692"
"publicpolygonfeature:5:43419","ZIP Code 32701","country:us/state:fl/zip:32701","32701","2","815","316","245","1693","1065","217","889","2224","3165","1563","392","488","0","2","0","662","153","184","132","207","38","975","718","873","192","164","53","281","608","1413","811","650","2515","491","1072","147","245","214","274"
"publicpolygonfeature:5:43422","ZIP Code 32702","country:us/state:fl/zip:32702","32702","0","262","0","24","98","45","6","116","62","91","32","11","56","0","0","0","174","88","0","0","19","5","30","68","28","17","0","6","28","88","62","0","6","85","9","23","0","11","5","51"
"publicpolygonfeature:5:43444","ZIP Code 32703","country:us/state:fl/zip:32703","32703","431","3086","1574","953","3947","1146","284","2218","3542","6825","3132","1182","1150","92","64","367","2713","373","941","633","694","259","1739","2208","921","225","188","96","675","1543","1984","1558","1973","4852","1415","1717","621","561","749","401"
"publicpolygonfeature:5:43445","ZIP Code 32707","country:us/state:fl/zip:32707","32707","26","1596","1190","356","2474","1066","643","1786","3269","4592","2872","541","1298","50","0","26","1398","198","785","405","254","102","1585","889","663","403","378","265","729","1057","1811","1458","1229","3363","1518","1354","300","241","637","661"
"publicpolygonfeature:5:43446","ZIP Code 32708","country:us/state:fl/zip:32708","32708","24","1879","1040","707","2579","1562","639","2122","3535","6530","2735","1021","993","117","24","0","1669","210","704","336","530","177","1690","889","1229","333","424","215","1109","1013","2189","1346","2034","4496","1629","1106","739","282","284","709"
"publicpolygonfeature:5:43447","ZIP Code 32735","country:us/state:fl/zip:32735","32735","0","183","142","57","352","96","20","83","371","516","165","114","175","0","0","0","114","69","142","0","57","0","210","142","87","9","13","7","54","29","260","111","97","419","43","122","27","87","98","77"
"publicpolygonfeature:5:43448","ZIP Code 32709","country:us/state:fl/zip:32709","32709","32","176","55","19","0","97","16","48","95","134","32","38","103","0","23","9","134","42","55","0","19","0","0","0","61","36","0","16","9","39","25","70","28","106","21","11","19","19","91","12"
"publicpolygonfeature:5:43449","ZIP Code 32712","country:us/state:fl/zip:32712","32712","121","2656","1172","653","2624","1248","726","1909","4383","5324","2105","621","1362","4","40","81","2192","464","907","265","294","359","1151","1473","986","262","475","251","921","988","2387","1996","1526","3798","1186","919","432","189","910","452"
"publicpolygonfeature:5:43451","ZIP Code 32720","country:us/state:fl/zip:32720","32720","151","1539","1014","282","1885","904","198","1459","1686","3031","2140","763","650","143","126","25","1369","170","729","285","184","98","1026","859","594","310","121","77","566","893","867","819","650","2381","1062","1078","361","402","154","496"
"publicpolygonfeature:5:43453","ZIP Code 32726","country:us/state:fl/zip:32726","32726","304","1172","392","580","1413","368","164","976","1046","2936","1136","768","791","12","137","167","834","338","317","75","539","41","862","551","240","128","119","45","270","706","446","600","760","2176","497","639","490","278","344","447"
"publicpolygonfeature:5:43454","ZIP Code 32730","country:us/state:fl/zip:32730","32730","36","424","205","95","318","236","27","156","500","940","444","50","185","30","36","0","407","17","175","30","75","20","153","165","163","73","11","16","40","116","149","351","322","618","294","150","50","0","124","61"
"publicpolygonfeature:5:43455","ZIP Code 32732","country:us/state:fl/zip:32732","32732","18","541","65","14","96","74","44","276","472","577","343","183","91","0","18","0","513","28","50","15","14","0","84","12","44","30","24","20","101","175","243","229","126","451","128","215","86","97","18","73"
"publicpolygonfeature:5:43456","ZIP Code 32736","country:us/state:fl/zip:32736","32736","183","928","333","164","561","370","45","414","540","1338","634","385","250","0","131","52","863","65","273","60","130","34","242","319","293","77","25","20","269","145","386","154","283","1055","509","125","183","202","122","128"
"publicpolygonfeature:5:43457","ZIP Code 32751","country:us/state:fl/zip:32751","32751","28","772","515","277","1243","414","374","1101","2674","3141","1523","355","335","0","0","28","578","194","353","162","167","110","725","518","321","93","254","120","487","614","1502","1172","1129","2012","920","603","210","145","101","234"
"publicpolygonfeature:5:43460","ZIP Code 32746","country:us/state:fl/zip:32746","32746","63","1298","1299","951","2893","946","891","2212","5406","4838","2489","484","1628","10","44","19","1013","285","925","374","437","514","1582","1311","585","361","462","429","1100","1112","3360","2046","1364","3474","1582","907","332","152","436","1192"
"publicpolygonfeature:5:43461","ZIP Code 32750","country:us/state:fl/zip:32750","32750","57","996","833","261","1496","1195","223","1523","1932","2552","1072","619","592","12","35","22","864","132","655","178","143","118","1007","489","926","269","73","150","493","1030","985","947","586","1966","684","388","260","359","370","222"
"publicpolygonfeature:5:43463","ZIP Code 32757","country:us/state:fl/zip:32757","32757","247","1501","641","360","1515","636","398","1251","2137","3436","1087","573","708","22","96","151","1147","354","589","52","243","117","957","558","440","196","210","188","519","732","1449","688","547","2889","605","482","246","327","453","255"
"publicpolygonfeature:5:43466","ZIP Code 32765","country:us/state:fl/zip:32765","32765","53","1786","1433","485","3908","1903","579","2872","6491","6994","4092","1392","992","33","30","23","1487","299","1079","354","330","155","2380","1528","1285","618","393","186","1327","1545","4010","2481","2255","4739","2196","1896","899","493","415","577"
"publicpolygonfeature:5:43467","ZIP Code 32766","country:us/state:fl/zip:32766","32766","25","765","736","181","598","402","152","590","1294","1989","570","300","320","35","16","9","689","76","541","195","126","55","273","325","296","106","78","74","231","359","791","503","562","1427","216","354","221","79","182","138"
"publicpolygonfeature:5:43468","ZIP Code 32767","country:us/state:fl/zip:32767","32767","0","179","57","39","240","77","19","43","228","233","153","30","15","0","0","0","164","15","47","10","39","0","119","121","10","67","19","0","29","14","112","116","13","220","67","86","21","9","0","15"
"publicpolygonfeature:5:43470","ZIP Code 32771","country:us/state:fl/zip:32771","32771","106","2375","1630","1263","2883","2276","754","3666","5211","6389","2758","1421","1222","55","99","7","2109","266","1028","602","992","271","1645","1238","1577","699","338","416","1447","2219","2588","2623","2189","4200","1232","1526","734","687","639","583"
"publicpolygonfeature:5:43471","ZIP Code 32773","country:us/state:fl/zip:32773","32773","0","1788","981","576","2211","1300","313","1176","2970","3191","1886","516","720","29","0","0","1578","210","743","238","415","161","1181","1030","753","547","197","116","541","635","1913","1057","582","2609","1086","800","297","219","493","227"
"publicpolygonfeature:5:43472","ZIP Code 32776","country:us/state:fl/zip:32776","32776","113","388","298","217","979","342","20","540","680","1455","709","671","115","0","0","113","372","16","210","88","161","56","528","451","260","82","20","0","370","170","407","273","510","945","289","420","292","379","19","96"
"publicpolygonfeature:5:43473","ZIP Code 32778","country:us/state:fl/zip:32778","32778","276","931","473","195","928","409","115","657","1391","2546","1016","449","240","0","196","80","795","136","280","193","174","21","520","408","385","24","82","33","216","441","947","444","368","2178","537","479","323","126","131","109"
"publicpolygonfeature:5:43474","ZIP Code 32779","country:us/state:fl/zip:32779","32779","121","1032","705","419","1156","585","265","1737","2686","3193","1235","751","557","20","63","58","636","396","485","220","282","137","627","529","411","174","188","77","872","865","1691","995","1089","2104","598","637","362","389","144","413"
"publicpolygonfeature:5:43476","ZIP Code 32784","country:us/state:fl/zip:32784","32784","88","930","264","40","478","271","13","175","369","675","424","332","203","0","43","45","852","78","136","128","22","18","313","165","239","32","13","0","74","101","133","236","59","616","263","161","314","18","42","161"
"publicpolygonfeature:5:43477","ZIP Code 32789","country:us/state:fl/zip:32789","32789","12","636","598","303","1372","399","312","2011","3359","2908","1120","169","370","14","4","8","454","182","356","242","177","126","786","586","264","135","173","139","955","1056","2094","1265","1083","1825","710","410","45","124","97","273"
"publicpolygonfeature:5:43478","ZIP Code 32792","country:us/state:fl/zip:32792","32792","77","1908","1162","850","3436","1462","625","2442","4850","5664","4480","682","1311","43","49","28","1601","307","853","309","524","326","1947","1489","1191","271","387","238","1036","1406","2471","2379","1921","3743","2216","2264","445","237","656","655"
"publicpolygonfeature:5:43626","ZIP Code 33848","country:us/state:fl/zip:33848","33848","0","0","61","14","57","0","0","0","0","115","128","0","13","0","0","0","0","0","61","0","0","14","0","57","0","0","0","0","0","0","0","0","64","51","68","60","0","0","13","0"
"publicpolygonfeature:5:43644","ZIP Code 33896","country:us/state:fl/zip:33896","33896","14","772","783","280","1427","837","370","1167","2352","2063","4106","185","588","0","0","14","733","39","306","477","258","22","783","644","648","189","271","99","447","720","1260","1092","442","1621","2231","1875","87","98","204","384"
"publicpolygonfeature:5:43785","ZIP Code 34705","country:us/state:fl/zip:34705","34705","39","275","67","57","141","46","17","54","226","206","92","36","47","0","36","3","233","42","40","27","42","15","93","48","34","12","7","10","4","50","98","128","66","140","24","68","19","17","37","10"
"publicpolygonfeature:5:43786","ZIP Code 34711","country:us/state:fl/zip:34711","34711","141","2214","1310","1136","4016","1675","581","1782","3938","7072","4852","1420","1346","71","130","11","1994","220","863","447","791","345","2416","1600","1134","541","455","126","942","840","2701","1237","1630","5442","2302","2550","545","875","813","533"
"publicpolygonfeature:5:43787","ZIP Code 34714","country:us/state:fl/zip:34714","34714","44","779","485","287","1853","636","272","738","1733","2262","5139","332","503","0","31","13","629","150","281","204","230","57","955","898","465","171","142","130","242","496","864","869","542","1720","2426","2713","123","209","301","202"
"publicpolygonfeature:5:43788","ZIP Code 34715","country:us/state:fl/zip:34715","34715","24","1529","656","394","1307","576","175","705","1372","2587","2114","978","236","20","24","0","1352","177","549","107","299","95","680","627","446","130","143","32","182","523","676","696","546","2041","1044","1070","587","391","112","124"
"publicpolygonfeature:5:43789","ZIP Code 34731","country:us/state:fl/zip:34731","34731","0","723","153","89","963","406","98","380","391","1109","425","219","233","0","0","0","616","107","91","62","16","73","518","445","319","87","0","98","78","302","192","199","113","996","253","172","163","56","161","72"
"publicpolygonfeature:5:43790","ZIP Code 34734","country:us/state:fl/zip:34734","34734","0","216","57","14","134","52","68","99","391","321","413","11","100","0","0","0","186","30","30","27","0","14","91","43","39","13","47","21","52","47","325","66","148","173","257","156","0","11","0","100"
"publicpolygonfeature:5:43791","ZIP Code 34736","country:us/state:fl/zip:34736","34736","152","1076","518","488","1735","681","132","542","1400","3727","1928","577","904","138","118","34","981","95","355","163","378","110","782","953","509","172","132","0","250","292","835","565","703","3024","801","1127","251","326","558","346"
"publicpolygonfeature:5:43792","ZIP Code 34739","country:us/state:fl/zip:34739","34739","79","141","11","0","186","0","0","95","19","54","13","0","15","0","79","0","141","0","11","0","0","0","26","160","0","0","0","0","0","95","0","19","0","54","0","13","0","0","15","0"
"publicpolygonfeature:5:43793","ZIP Code 34741","country:us/state:fl/zip:34741","34741","133","3153","1246","361","4000","2711","399","1205","4038","3424","5903","569","1360","42","20","113","2925","228","705","541","307","54","1939","2061","1549","1162","249","150","572","633","2030","2008","1087","2337","2676","3227","261","308","682","678"
"publicpolygonfeature:5:43794","ZIP Code 34743","country:us/state:fl/zip:34743","34743","58","1882","786","484","3217","2349","275","1328","2222","3823","3356","509","793","17","58","0","1667","215","698","88","229","255","1652","1565","1900","449","188","87","635","693","972","1250","544","3279","1951","1405","193","316","407","386"
"publicpolygonfeature:5:43795","ZIP Code 34744","country:us/state:fl/zip:34744","34744","144","3484","1714","620","5377","3370","470","2557","3580","6225","4498","1339","1733","38","76","68","3053","431","1356","358","481","139","2782","2595","2435","935","383","87","1433","1124","2272","1308","1480","4745","1982","2516","426","913","1096","637"
"publicpolygonfeature:5:43796","ZIP Code 34746","country:us/state:fl/zip:34746","34746","237","2239","1033","632","3769","2035","141","1603","3762","4964","6134","782","1745","38","128","109","1668","571","732","301","462","170","1724","2045","1374","661","141","0","707","896","2003","1759","1070","3894","2631","3503","400","382","884","861"
"publicpolygonfeature:5:43797","ZIP Code 34747","country:us/state:fl/zip:34747","34747","7","980","633","132","1518","662","528","1698","2111","1972","5285","352","574","0","7","0","756","224","429","204","101","31","935","583","484","178","415","113","1099","599","1350","761","489","1483","2537","2748","72","280","193","381"
"publicpolygonfeature:5:43798","ZIP Code 34748","country:us/state:fl/zip:34748","34748","238","1156","806","173","2079","1151","181","950","1556","3562","1633","690","562","26","164","74","1081","75","722","84","88","85","1024","1055","969","182","93","88","432","518","944","612","634","2928","863","770","344","346","192","370"
"publicpolygonfeature:5:43799","ZIP Code 34753","country:us/state:fl/zip:34753","34753","14","837","238","35","572","140","13","44","514","919","337","243","80","10","14","0","773","64","160","78","35","0","331","241","117","23","13","0","0","44","234","280","250","669","69","268","45","198","37","43"
"publicpolygonfeature:5:43800","ZIP Code 34759","country:us/state:fl/zip:34759","34759","9","1404","875","365","2378","1843","231","1096","1606","2804","3681","516","986","0","9","0","1268","136","404","471","222","143","1254","1124","1275","568","144","87","359","737","860","746","417","2387","1756","1925","164","352","743","243"
"publicpolygonfeature:5:43801","ZIP Code 34760","country:us/state:fl/zip:34760","34760","0","44","33","0","40","0","50","34","42","37","22","0","14","0","0","0","44","0","0","33","0","0","40","0","0","0","0","50","34","0","42","0","0","37","11","11","0","0","0","14"
"publicpolygonfeature:5:43802","ZIP Code 34761","country:us/state:fl/zip:34761","34761","92","2638","1662","506","2479","897","652","1641","3841","5515","3507","951","1001","142","10","82","2345","293","1217","445","425","81","1583","896","609","288","554","98","652","989","1974","1867","1309","4206","2004","1503","619","332","434","567"
"publicpolygonfeature:5:43803","ZIP Code 34762","country:us/state:fl/zip:34762","34762","0","0","53","0","48","0","18","12","87","44","45","18","0","0","0","0","0","0","53","0","0","0","0","48","0","0","18","0","0","12","87","0","0","44","0","45","0","18","0","0"
"publicpolygonfeature:5:43804","ZIP Code 34769","country:us/state:fl/zip:34769","34769","40","1195","889","429","2066","1369","111","636","1303","2947","2018","762","523","0","40","0","888","307","631","258","321","108","1329","737","1170","199","76","35","158","478","676","627","654","2293","1377","641","367","395","348","175"
