"feature id","feature label","shid","geoid","Employment Industry Agriculture, Fishing, and Mining (2020-2024)","Employment Industry Construction (2020-2024)","Employment Industry Manufacturing (2020-2024)","Employment Industry Wholesale Trade (2020-2024)","Employment Industry Retail Trade (2020-2024)","Employment Industry Transportation (2020-2024)","Employment Industry Information (2020-2024)","Employment Industry Finance and Insurance (2020-2024)","Employment Industry Scientific and Professional (2020-2024)","Employment Industry Education and Health Care (2020-2024)","Employment Industry Arts, Food, and Entertainment (2020-2024)","Employment Industry Public Administration (2020-2024)","Employment Industry Other Services (2020-2024)","Employment Industry Armed Forces (2020-2024)","Male Employed in Agriculture, Fishing, and Mining Industry (2020-2024)","Female Employed in Agriculture, Fishing, and Mining Industry (2020-2024)","Male Employed in Construction Industry (2020-2024)","Female Employed in Construction Industry (2020-2024)","Male Employed in Manufacturing Industry (2020-2024)","Female Employed in Manufacturing Industry (2020-2024)","Male Employed in Wholesale Trade Industry (2020-2024)","Female Employed in Wholesale Trade Industry (2020-2024)","Male Employed in Retail Trade Industry (2020-2024)","Female Employed in Retail Trade Industry (2020-2024)","Male Employed in Transportation Industry (2020-2024)","Female Employed in Transportation Industry (2020-2024)","Male Employed in Information Industry (2020-2024)","Female Employed in Information Industry (2020-2024)","Male Employed in Finance and Insurance Industry (2020-2024)","Female Employed in Finance and Insurance Industry (2020-2024)","Male Employed in Scientific and Professional Industry (2020-2024)","Female Employed in Scientific and Professional Industry (2020-2024)","Male Employed in Education and Health Care Industry (2020-2024)","Female Employed in Education and Health Care Industry (2020-2024)","Male Employed in Arts, Food, and Entertainment Industry (2020-2024)","Female Employed in Arts, Food, and Entertainment Industry (2020-2024)","Male Employed in Public Administration Industry (2020-2024)","Female Employed in Public Administration Industry (2020-2024)","Male Employed in Other Services Industry (2020-2024)","Female Employed in Other Services Industry (2020-2024)"
"publicpolygonfeature:5:45508","ZIP Code 40208","country:us/state:ky/zip:40208","40208","29","90","845","155","1339","864","138","387","773","2773","1076","242","114","34","9","20","79","11","683","162","47","108","775","564","471","393","124","14","116","271","508","265","1067","1706","470","606","135","107","45","69"
"publicpolygonfeature:5:45512","ZIP Code 40209","country:us/state:ky/zip:40209","40209","0","4","133","0","0","0","0","0","0","40","10","0","89","0","0","0","4","0","52","81","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","10","0","0","0","89"
"publicpolygonfeature:5:45514","ZIP Code 40210","country:us/state:ky/zip:40210","40210","0","162","811","120","518","644","18","359","494","931","667","40","132","66","0","0","162","0","578","233","109","11","155","363","344","300","8","10","77","282","267","227","212","719","278","389","0","40","60","72"
"publicpolygonfeature:5:45516","ZIP Code 40052","country:us/state:ky/zip:40052","40052","0","93","53","0","0","4","25","0","0","59","0","20","34","0","0","0","93","0","43","10","0","0","0","0","4","0","25","0","0","0","0","0","0","59","0","0","0","20","11","23"
"publicpolygonfeature:5:45527","ZIP Code 40211","country:us/state:ky/zip:40211","40211","11","217","1027","81","814","673","35","616","679","1401","958","331","463","0","11","0","205","12","633","394","63","18","388","426","382","291","4","31","188","428","254","425","210","1191","399","559","90","241","214","249"
"publicpolygonfeature:5:45530","ZIP Code 40212","country:us/state:ky/zip:40212","40212","0","242","655","149","614","392","188","206","354","1362","742","171","278","48","0","0","234","8","406","249","123","26","359","255","290","102","31","157","65","141","193","161","263","1099","457","285","51","120","117","161"
"publicpolygonfeature:5:45535","ZIP Code 40055","country:us/state:ky/zip:40055","40055","14","93","187","0","121","82","0","58","71","165","24","46","19","0","14","0","83","10","187","0","0","0","98","23","38","44","0","0","27","31","57","14","28","137","11","13","9","37","19","0"
"publicpolygonfeature:5:45542","ZIP Code 40056","country:us/state:ky/zip:40056","40056","13","82","216","36","109","78","60","298","180","453","155","72","83","0","13","0","77","5","160","56","36","0","76","33","70","8","41","19","122","176","133","47","69","384","30","125","40","32","44","39"
"publicpolygonfeature:5:45544","ZIP Code 40067","country:us/state:ky/zip:40067","40067","79","443","333","56","292","233","63","249","264","726","194","106","133","36","62","17","386","57","177","156","33","23","85","207","96","137","53","10","117","132","146","118","187","539","127","67","88","18","69","64"
"publicpolygonfeature:5:45551","ZIP Code 40218","country:us/state:ky/zip:40218","40218","19","707","1877","422","2046","1977","158","1391","1461","4037","1676","513","1350","47","19","0","688","19","1443","434","367","55","1106","940","1426","551","87","71","713","678","663","798","698","3339","788","888","142","371","766","584"
"publicpolygonfeature:5:45667","ZIP Code 40003","country:us/state:ky/zip:40003","40003","0","36","146","0","146","38","0","63","110","234","50","51","9","0","0","0","26","10","126","20","0","0","49","97","38","0","0","0","23","40","28","82","103","131","33","17","23","28","0","9"
"publicpolygonfeature:5:45669","ZIP Code 40007","country:us/state:ky/zip:40007","40007","15","0","0","8","9","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","8","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45670","ZIP Code 40004","country:us/state:ky/zip:40004","40004","118","803","3406","418","1683","910","94","623","949","3590","1088","712","533","72","110","8","728","75","2430","976","322","96","967","716","638","272","45","49","257","366","592","357","525","3065","455","633","258","454","284","249"
"publicpolygonfeature:5:45671","ZIP Code 40010","country:us/state:ky/zip:40010","40010","13","35","59","0","90","11","0","79","83","96","19","10","19","0","13","0","35","0","59","0","0","0","48","42","11","0","0","0","28","51","30","53","0","96","10","9","0","10","0","19"
"publicpolygonfeature:5:45672","ZIP Code 40008","country:us/state:ky/zip:40008","40008","35","183","455","27","207","145","3","60","218","411","104","37","87","0","21","14","163","20","294","161","10","17","110","97","114","31","0","3","10","50","82","136","75","336","63","41","6","31","40","47"
"publicpolygonfeature:5:45674","ZIP Code 40011","country:us/state:ky/zip:40011","40011","53","116","179","5","207","65","0","117","41","212","43","87","34","0","48","5","116","0","121","58","0","5","72","135","58","7","0","0","6","111","16","25","58","154","21","22","10","77","2","32"
"publicpolygonfeature:5:45675","ZIP Code 40012","country:us/state:ky/zip:40012","40012","0","12","72","0","0","91","0","0","11","123","0","9","54","0","0","0","12","0","35","37","0","0","0","0","89","2","0","0","0","0","11","0","36","87","0","0","9","0","0","54"
"publicpolygonfeature:5:45676","ZIP Code 40022","country:us/state:ky/zip:40022","40022","21","75","50","10","34","52","0","26","47","86","5","1","55","0","5","16","49","26","43","7","8","2","16","18","36","16","0","0","15","11","36","11","10","76","0","5","0","1","47","8"
"publicpolygonfeature:5:45677","ZIP Code 40013","country:us/state:ky/zip:40013","40013","90","473","379","65","230","217","7","100","80","1066","42","122","151","0","90","0","445","28","267","112","58","7","103","127","137","80","7","0","47","53","20","60","250","816","13","29","122","0","100","51"
"publicpolygonfeature:5:45678","ZIP Code 40023","country:us/state:ky/zip:40023","40023","40","274","479","25","481","252","44","482","273","708","107","79","127","0","9","31","232","42","283","196","18","7","309","172","213","39","34","10","180","302","169","104","275","433","61","46","15","64","71","56"
"publicpolygonfeature:5:45679","ZIP Code 40025","country:us/state:ky/zip:40025","40025","0","0","15","3","27","7","3","42","78","80","5","5","7","0","0","0","0","0","10","5","3","0","17","10","5","2","3","0","34","8","75","3","38","42","0","5","5","0","4","3"
"publicpolygonfeature:5:45680","ZIP Code 40014","country:us/state:ky/zip:40014","40014","46","1010","1665","261","1102","644","104","1149","1412","2971","793","323","416","74","35","11","902","108","1066","599","166","95","670","432","549","95","31","73","541","608","734","678","764","2207","408","385","219","104","130","286"
"publicpolygonfeature:5:45681","ZIP Code 40019","country:us/state:ky/zip:40019","40019","40","77","373","18","207","134","1","132","110","344","142","76","77","4","34","6","67","10","326","47","18","0","77","130","102","32","1","0","90","42","76","34","66","278","47","95","61","15","32","45"
"publicpolygonfeature:5:45682","ZIP Code 40020","country:us/state:ky/zip:40020","40020","0","1","27","0","0","11","0","8","2","16","0","1","0","0","0","0","1","0","27","0","0","0","0","0","1","10","0","0","0","8","2","0","2","14","0","0","1","0","0","0"
"publicpolygonfeature:5:45683","ZIP Code 40031","country:us/state:ky/zip:40031","40031","147","762","1450","83","1251","699","187","911","1277","2993","985","476","445","0","109","38","638","124","1229","221","68","15","870","381","658","41","43","144","487","424","758","519","657","2336","483","502","312","164","190","255"
"publicpolygonfeature:5:45684","ZIP Code 40036","country:us/state:ky/zip:40036","40036","9","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45686","ZIP Code 40228","country:us/state:ky/zip:40228","40228","67","298","1516","87","1098","1023","82","910","934","1934","763","525","317","16","9","58","182","116","1238","278","37","50","670","428","625","398","31","51","429","481","471","463","438","1496","510","253","296","229","109","208"
"publicpolygonfeature:5:45687","ZIP Code 40046","country:us/state:ky/zip:40046","40046","26","54","120","6","128","0","0","6","79","132","0","7","0","0","14","12","54","0","110","10","0","6","128","0","0","0","0","0","6","0","51","28","0","132","0","0","7","0","0","0"
"publicpolygonfeature:5:45688","ZIP Code 40047","country:us/state:ky/zip:40047","40047","61","902","1907","378","1261","1181","107","920","999","2610","713","515","671","40","43","18","770","132","1435","472","310","68","680","581","770","411","70","37","390","530","432","567","468","2142","377","336","386","129","224","447"
"publicpolygonfeature:5:45691","ZIP Code 40050","country:us/state:ky/zip:40050","40050","16","32","180","22","95","42","0","5","25","207","34","104","31","0","16","0","32","0","114","66","22","0","60","35","36","6","0","0","0","5","25","0","91","116","26","8","26","78","12","19"
"publicpolygonfeature:5:45692","ZIP Code 40051","country:us/state:ky/zip:40051","40051","3","128","722","0","256","157","8","136","137","387","83","99","113","0","0","3","105","23","505","217","0","0","66","190","142","15","8","0","18","118","69","68","84","303","11","72","58","41","34","79"
"publicpolygonfeature:5:45693","ZIP Code 40057","country:us/state:ky/zip:40057","40057","58","147","259","44","299","51","25","127","219","352","56","140","71","0","38","20","143","4","232","27","31","13","129","170","51","0","8","17","54","73","144","75","37","315","50","6","109","31","36","35"
"publicpolygonfeature:5:45694","ZIP Code 40058","country:us/state:ky/zip:40058","40058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45695","ZIP Code 40059","country:us/state:ky/zip:40059","40059","40","295","984","191","1140","555","153","1561","1609","2090","530","222","397","14","31","9","219","76","654","330","119","72","616","524","433","122","110","43","822","739","914","695","833","1257","153","377","152","70","201","196"
"publicpolygonfeature:5:45699","ZIP Code 40068","country:us/state:ky/zip:40068","40068","56","167","247","9","207","111","34","61","75","146","137","52","86","0","14","42","163","4","247","0","9","0","98","109","111","0","34","0","43","18","6","69","27","119","36","101","44","8","74","12"
"publicpolygonfeature:5:45700","ZIP Code 40065","country:us/state:ky/zip:40065","40065","304","1128","3059","215","2024","1101","197","1175","1201","3171","982","740","641","44","225","79","1057","71","2270","789","184","31","856","1168","937","164","67","130","342","833","570","631","494","2677","457","525","381","359","332","309"
"publicpolygonfeature:5:45702","ZIP Code 40070","country:us/state:ky/zip:40070","40070","26","33","21","0","4","15","0","0","17","20","53","4","21","0","26","0","0","33","21","0","0","0","4","0","10","5","0","0","0","0","7","10","0","20","0","53","4","0","0","21"
"publicpolygonfeature:5:45703","ZIP Code 40071","country:us/state:ky/zip:40071","40071","45","729","1328","182","686","849","41","513","717","2011","645","219","385","0","45","0","619","110","1030","298","81","101","325","361","685","164","17","24","180","333","527","190","209","1802","348","297","185","34","203","182"
"publicpolygonfeature:5:45704","ZIP Code 40075","country:us/state:ky/zip:40075","40075","37","0","72","0","72","44","8","10","40","93","0","50","15","0","37","0","0","0","48","24","0","0","53","19","32","12","8","0","0","10","12","28","13","80","0","0","32","18","0","15"
"publicpolygonfeature:5:45705","ZIP Code 40076","country:us/state:ky/zip:40076","40076","23","94","160","6","185","77","11","83","109","246","14","154","44","0","0","23","87","7","115","45","0","6","122","63","77","0","11","0","27","56","45","64","51","195","0","14","68","86","12","32"
"publicpolygonfeature:5:45706","ZIP Code 40077","country:us/state:ky/zip:40077","40077","5","15","93","9","0","4","0","14","17","44","48","0","36","0","5","0","15","0","74","19","9","0","0","0","4","0","0","0","0","14","12","5","0","44","8","40","0","0","6","30"
"publicpolygonfeature:5:45707","ZIP Code 40108","country:us/state:ky/zip:40108","40108","97","763","782","64","683","593","144","349","527","1139","699","329","203","37","97","0","589","174","662","120","47","17","289","394","542","51","89","55","80","269","310","217","124","1015","255","444","250","79","84","119"
"publicpolygonfeature:5:45709","ZIP Code 40104","country:us/state:ky/zip:40104","40104","0","27","81","0","0","64","0","0","13","111","9","12","76","0","0","0","27","0","64","17","0","0","0","0","20","44","0","0","0","0","0","13","7","104","0","9","0","12","76","0"
"publicpolygonfeature:5:45710","ZIP Code 40107","country:us/state:ky/zip:40107","40107","28","147","154","8","132","192","0","0","63","159","5","75","68","0","22","6","147","0","118","36","8","0","66","66","118","74","0","0","0","0","43","20","15","144","5","0","30","45","17","51"
"publicpolygonfeature:5:45711","ZIP Code 40109","country:us/state:ky/zip:40109","40109","0","95","152","0","21","168","18","0","117","300","3","84","40","0","0","0","95","0","77","75","0","0","15","6","158","10","9","9","0","0","24","93","60","240","3","0","66","18","29","11"
"publicpolygonfeature:5:45712","ZIP Code 40110","country:us/state:ky/zip:40110","40110","0","33","9","0","0","8","0","0","0","276","0","6","0","0","0","0","33","0","0","9","0","0","0","0","8","0","0","0","0","0","0","0","180","96","0","0","0","6","0","0"
"publicpolygonfeature:5:45714","ZIP Code 40121","country:us/state:ky/zip:40121","40121","62","28","55","19","219","24","45","173","98","254","163","321","24","3208","62","0","28","0","9","46","19","0","13","206","19","5","26","19","2","171","40","58","23","231","30","133","120","201","10","14"
"publicpolygonfeature:5:45716","ZIP Code 40142","country:us/state:ky/zip:40142","40142","0","119","52","0","29","102","12","0","68","355","254","101","17","12","0","0","72","47","22","30","0","0","18","11","84","18","0","12","0","0","18","50","51","304","13","241","23","78","17","0"
"publicpolygonfeature:5:45719","ZIP Code 40161","country:us/state:ky/zip:40161","40161","8","18","2","0","0","0","0","0","0","41","0","0","6","0","0","8","18","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","33","8","0","0","0","0","6","0"
"publicpolygonfeature:5:45723","ZIP Code 40150","country:us/state:ky/zip:40150","40150","29","186","417","53","253","367","18","65","218","513","93","106","62","0","19","10","172","14","309","108","45","8","106","147","208","159","0","18","24","41","180","38","68","445","13","80","53","53","33","29"
"publicpolygonfeature:5:45725","ZIP Code 40155","country:us/state:ky/zip:40155","40155","0","28","50","1","157","34","12","12","81","103","22","0","25","0","0","0","6","22","43","7","1","0","81","76","22","12","12","0","8","4","57","24","26","77","7","15","0","0","11","14"
"publicpolygonfeature:5:45726","ZIP Code 40157","country:us/state:ky/zip:40157","40157","9","32","54","7","56","43","22","18","49","30","55","39","26","0","9","0","32","0","54","0","7","0","20","36","20","23","10","12","0","18","19","30","0","30","33","22","18","21","9","17"
"publicpolygonfeature:5:45731","ZIP Code 40165","country:us/state:ky/zip:40165","40165","228","1465","2449","481","2712","2392","195","1222","1891","3545","1041","826","612","47","152","76","1347","118","1931","518","421","60","1208","1504","1512","880","84","111","581","641","927","964","738","2807","424","617","567","259","229","383"
"publicpolygonfeature:5:45732","ZIP Code 40175","country:us/state:ky/zip:40175","40175","210","457","687","256","1344","652","32","199","687","1626","641","735","287","193","151","59","363","94","540","147","207","49","665","679","512","140","15","17","86","113","536","151","117","1509","389","252","578","157","224","63"
"publicpolygonfeature:5:45733","ZIP Code 40176","country:us/state:ky/zip:40176","40176","0","93","40","47","97","62","0","0","28","57","5","9","18","0","0","0","93","0","28","12","47","0","36","61","45","17","0","0","0","0","0","28","19","38","0","5","0","9","18","0"
"publicpolygonfeature:5:45734","ZIP Code 40177","country:us/state:ky/zip:40177","40177","0","30","131","0","92","89","0","24","51","100","69","11","18","22","0","0","30","0","77","54","0","0","67","25","72","17","0","0","0","24","13","38","48","52","14","55","7","4","18","0"
"publicpolygonfeature:5:45735","ZIP Code 40213","country:us/state:ky/zip:40213","40213","69","422","993","397","1079","775","108","436","942","1648","620","238","577","7","52","17","364","58","558","435","330","67","611","468","594","181","31","77","96","340","463","479","407","1241","395","225","86","152","238","339"
"publicpolygonfeature:5:45736","ZIP Code 40214","country:us/state:ky/zip:40214","40214","24","1278","3294","449","2757","3686","457","1385","1778","4363","1622","593","1113","32","24","0","1142","136","2280","1014","362","87","1579","1178","2276","1410","305","152","494","891","960","818","1171","3192","964","658","343","250","587","526"
"publicpolygonfeature:5:45737","ZIP Code 40215","country:us/state:ky/zip:40215","40215","61","720","1586","195","1056","1039","104","287","560","1668","732","301","572","0","61","0","710","10","1003","583","195","0","447","609","785","254","69","35","125","162","262","298","352","1316","289","443","194","107","343","229"
"publicpolygonfeature:5:45738","ZIP Code 40216","country:us/state:ky/zip:40216","40216","0","920","3136","349","1946","2819","161","1251","1362","4769","1504","647","856","46","0","0","805","115","1816","1320","161","188","1046","900","1576","1243","138","23","283","968","707","655","809","3960","957","547","156","491","461","395"
"publicpolygonfeature:5:45739","ZIP Code 40217","country:us/state:ky/zip:40217","40217","24","440","786","159","472","456","200","337","1084","1965","935","168","162","9","24","0","383","57","537","249","120","39","335","137","222","234","124","76","187","150","708","376","495","1470","522","413","68","100","78","84"
"publicpolygonfeature:5:45740","ZIP Code 40219","country:us/state:ky/zip:40219","40219","73","1095","3065","715","2024","2557","263","1183","2103","3125","1416","366","942","110","73","0","957","138","1845","1220","393","322","1012","1012","1623","934","147","116","386","797","875","1228","470","2655","680","736","264","102","500","442"
"publicpolygonfeature:5:45741","ZIP Code 40220","country:us/state:ky/zip:40220","40220","29","647","1868","437","2016","1393","304","1936","2021","4551","1883","676","826","31","29","0","505","142","1402","466","277","160","1221","795","1092","301","154","150","760","1176","1148","873","1261","3290","1054","829","329","347","409","417"
"publicpolygonfeature:5:45742","ZIP Code 40222","country:us/state:ky/zip:40222","40222","19","510","1284","332","1102","888","137","965","1748","2979","918","243","361","37","19","0","408","102","938","346","229","103","653","449","578","310","60","77","538","427","1057","691","734","2245","474","444","118","125","223","138"
"publicpolygonfeature:5:45743","ZIP Code 40223","country:us/state:ky/zip:40223","40223","24","528","1166","320","831","510","209","1120","1431","3047","966","289","422","62","21","3","459","69","953","213","261","59","492","339","413","97","133","76","510","610","824","607","905","2142","555","411","193","96","140","282"
"publicpolygonfeature:5:45744","ZIP Code 40229","country:us/state:ky/zip:40229","40229","16","1394","3324","487","2374","3499","279","1423","1617","4700","1314","950","991","109","4","12","1313","81","2435","889","313","174","1268","1106","2291","1208","102","177","508","915","969","648","1136","3564","739","575","580","370","444","547"
"publicpolygonfeature:5:45745","ZIP Code 40231","country:us/state:ky/zip:40231","40231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45746","ZIP Code 40241","country:us/state:ky/zip:40241","40241","12","692","1352","327","1829","1042","310","1578","1889","5055","1153","541","491","1","4","8","563","129","1055","297","147","180","993","836","778","264","143","167","669","909","1123","766","1571","3484","593","560","430","111","174","317"
"publicpolygonfeature:5:45747","ZIP Code 40242","country:us/state:ky/zip:40242","40242","8","273","627","128","672","462","132","571","653","1355","523","172","346","4","1","7","246","27","529","98","79","49","259","413","372","90","87","45","227","344","370","283","294","1061","289","234","108","64","157","189"
"publicpolygonfeature:5:45748","ZIP Code 40243","country:us/state:ky/zip:40243","40243","3","254","628","57","927","259","62","559","633","1367","709","178","296","10","3","0","174","80","432","196","50","7","525","402","146","113","57","5","209","350","359","274","447","920","328","381","81","97","113","183"
"publicpolygonfeature:5:45749","ZIP Code 40245","country:us/state:ky/zip:40245","40245","71","1060","2360","583","1871","1137","433","2178","2295","5039","1325","408","752","41","39","32","856","204","1835","525","339","244","950","921","927","210","300","133","1169","1009","1366","929","1414","3625","590","735","286","122","257","495"
"publicpolygonfeature:5:45750","ZIP Code 40258","country:us/state:ky/zip:40258","40258","14","882","1808","365","1476","1801","212","754","927","2531","783","627","761","68","6","8","825","57","1020","788","247","118","998","478","1192","609","150","62","218","536","390","537","484","2047","405","378","279","348","310","451"
"publicpolygonfeature:5:45751","ZIP Code 40272","country:us/state:ky/zip:40272","40272","11","956","2521","481","1752","2474","604","1340","1399","3910","1144","411","795","29","11","0","808","148","1644","877","377","104","921","831","1578","896","414","190","412","928","688","711","865","3045","383","761","138","273","471","324"
"publicpolygonfeature:5:45752","ZIP Code 40280","country:us/state:ky/zip:40280","40280","0","0","19","0","16","10","0","0","7","30","43","0","6","0","0","0","0","0","19","0","0","0","13","3","10","0","0","0","0","0","7","0","23","7","23","20","0","0","0","6"
"publicpolygonfeature:5:45754","ZIP Code 40291","country:us/state:ky/zip:40291","40291","27","1042","3398","641","1822","2047","421","1731","1657","4073","1859","474","1644","98","0","27","876","166","2601","797","459","182","889","933","1346","701","211","210","615","1116","862","795","1017","3056","895","964","251","223","834","810"
"publicpolygonfeature:5:45755","ZIP Code 40299","country:us/state:ky/zip:40299","40299","68","929","2478","657","1844","1385","252","2095","2392","5892","1602","610","1140","52","42","26","828","101","1939","539","557","100","1096","748","1046","339","211","41","922","1173","1403","989","1307","4585","775","827","328","282","656","484"
"publicpolygonfeature:5:47979","ZIP Code 47104","country:us/state:in/zip:47104","47104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47982","ZIP Code 47114","country:us/state:in/zip:47114","47114","0","27","53","15","12","35","0","0","34","12","20","0","4","0","0","0","27","0","51","2","0","15","7","5","21","14","0","0","0","0","2","32","3","9","3","17","0","0","0","4"
"publicpolygonfeature:5:47986","ZIP Code 47120","country:us/state:in/zip:47120","47120","13","62","55","0","45","31","0","18","18","112","0","36","0","0","13","0","59","3","43","12","0","0","45","0","20","11","0","0","18","0","12","6","25","87","0","0","18","18","0","0"
"publicpolygonfeature:5:47988","ZIP Code 47106","country:us/state:in/zip:47106","47106","58","265","437","66","195","109","6","127","260","502","122","60","180","0","58","0","258","7","360","77","63","3","129","66","59","50","4","2","21","106","168","92","86","416","31","91","20","40","30","150"
"publicpolygonfeature:5:47989","ZIP Code 47108","country:us/state:in/zip:47108","47108","85","58","358","15","83","19","9","0","67","195","82","31","28","0","83","2","41","17","202","156","15","0","23","60","19","0","2","7","0","0","38","29","44","151","19","63","6","25","26","2"
"publicpolygonfeature:5:47990","ZIP Code 47110","country:us/state:in/zip:47110","47110","0","77","0","0","26","0","0","14","0","76","0","48","12","0","0","0","77","0","0","0","0","0","0","26","0","0","0","0","0","14","0","0","14","62","0","0","31","17","12","0"
"publicpolygonfeature:5:47992","ZIP Code 47111","country:us/state:in/zip:47111","47111","37","490","1335","139","1101","668","170","757","841","2172","752","533","345","0","19","18","384","106","928","407","81","58","531","570","601","67","121","49","275","482","462","379","345","1827","389","363","306","227","115","230"
"publicpolygonfeature:5:47993","ZIP Code 47112","country:us/state:in/zip:47112","47112","100","608","945","251","841","592","86","569","600","2070","655","438","286","0","42","58","532","76","714","231","221","30","536","305","414","178","70","16","191","378","444","156","259","1811","256","399","215","223","153","133"
