"feature id","feature label","shid","geoid","Employment Industry Agriculture, Fishing, and Mining (2020-2024)","Employment Industry Construction (2020-2024)","Employment Industry Manufacturing (2020-2024)","Employment Industry Wholesale Trade (2020-2024)","Employment Industry Retail Trade (2020-2024)","Employment Industry Transportation (2020-2024)","Employment Industry Information (2020-2024)","Employment Industry Finance and Insurance (2020-2024)","Employment Industry Scientific and Professional (2020-2024)","Employment Industry Education and Health Care (2020-2024)","Employment Industry Arts, Food, and Entertainment (2020-2024)","Employment Industry Public Administration (2020-2024)","Employment Industry Other Services (2020-2024)","Employment Industry Armed Forces (2020-2024)","Male Employed in Agriculture, Fishing, and Mining Industry (2020-2024)","Female Employed in Agriculture, Fishing, and Mining Industry (2020-2024)","Male Employed in Construction Industry (2020-2024)","Female Employed in Construction Industry (2020-2024)","Male Employed in Manufacturing Industry (2020-2024)","Female Employed in Manufacturing Industry (2020-2024)","Male Employed in Wholesale Trade Industry (2020-2024)","Female Employed in Wholesale Trade Industry (2020-2024)","Male Employed in Retail Trade Industry (2020-2024)","Female Employed in Retail Trade Industry (2020-2024)","Male Employed in Transportation Industry (2020-2024)","Female Employed in Transportation Industry (2020-2024)","Male Employed in Information Industry (2020-2024)","Female Employed in Information Industry (2020-2024)","Male Employed in Finance and Insurance Industry (2020-2024)","Female Employed in Finance and Insurance Industry (2020-2024)","Male Employed in Scientific and Professional Industry (2020-2024)","Female Employed in Scientific and Professional Industry (2020-2024)","Male Employed in Education and Health Care Industry (2020-2024)","Female Employed in Education and Health Care Industry (2020-2024)","Male Employed in Arts, Food, and Entertainment Industry (2020-2024)","Female Employed in Arts, Food, and Entertainment Industry (2020-2024)","Male Employed in Public Administration Industry (2020-2024)","Female Employed in Public Administration Industry (2020-2024)","Male Employed in Other Services Industry (2020-2024)","Female Employed in Other Services Industry (2020-2024)"
"publicpolygonfeature:5:63545","ZIP Code 94010","country:us/state:ca/zip:94010","94010","16","1128","1917","406","1156","824","970","2179","5525","3758","1901","665","874","0","16","0","978","150","1257","660","292","114","458","698","432","392","541","429","1425","754","2969","2556","1301","2457","1296","605","450","215","406","468"
"publicpolygonfeature:5:63546","ZIP Code 94019","country:us/state:ca/zip:94019","94019","148","489","372","88","542","277","234","331","1686","1504","621","390","303","0","131","17","345","144","213","159","39","49","273","269","226","51","62","172","103","228","1072","614","485","1019","337","284","141","249","60","243"
"publicpolygonfeature:5:63547","ZIP Code 94020","country:us/state:ca/zip:94020","94020","17","8","109","0","27","0","56","60","285","334","37","18","63","0","9","8","8","0","61","48","0","0","0","27","0","0","56","0","38","22","69","216","127","207","23","14","18","0","21","42"
"publicpolygonfeature:5:63550","ZIP Code 94025","country:us/state:ca/zip:94025","94025","70","618","1502","190","1133","313","1438","1479","5400","5659","1011","668","1218","0","70","0","524","94","1130","372","147","43","663","470","273","40","924","514","810","669","3386","2014","2037","3622","534","477","383","285","417","801"
"publicpolygonfeature:5:63551","ZIP Code 94028","country:us/state:ca/zip:94028","94028","315","66","61","30","107","0","241","448","725","474","116","21","140","0","221","94","66","0","47","14","30","0","83","24","0","0","131","110","303","145","460","265","271","203","59","57","0","21","60","80"
"publicpolygonfeature:5:63552","ZIP Code 94030","country:us/state:ca/zip:94030","94030","0","538","794","298","802","950","541","956","2247","2363","961","523","684","0","0","0","468","70","472","322","197","101","473","329","473","477","348","193","410","546","1286","961","766","1597","574","387","278","245","338","346"
"publicpolygonfeature:5:63553","ZIP Code 94037","country:us/state:ca/zip:94037","94037","0","15","27","56","99","63","9","0","539","478","72","117","41","0","0","0","15","0","0","27","0","56","77","22","0","63","0","9","0","0","319","220","314","164","55","17","66","51","0","41"
"publicpolygonfeature:5:63554","ZIP Code 94038","country:us/state:ca/zip:94038","94038","16","95","131","13","111","65","0","77","224","296","134","0","134","0","0","16","95","0","131","0","13","0","25","86","65","0","0","0","77","0","162","62","36","260","48","86","0","0","55","79"
"publicpolygonfeature:5:63557","ZIP Code 94044","country:us/state:ca/zip:94044","94044","76","1421","1434","326","1524","1544","471","991","3633","5263","1612","870","1174","21","50","26","1063","358","1028","406","204","122","893","631","1106","438","308","163","532","459","2148","1485","1467","3796","892","720","500","370","461","713"
"publicpolygonfeature:5:63558","ZIP Code 94060","country:us/state:ca/zip:94060","94060","173","82","26","0","67","0","0","53","32","233","124","0","19","0","83","90","82","0","0","26","0","0","0","67","0","0","0","0","17","36","16","16","59","174","98","26","0","0","0","19"
"publicpolygonfeature:5:63559","ZIP Code 94061","country:us/state:ca/zip:94061","94061","68","1705","1342","345","1438","1095","1255","926","3924","4878","1057","414","704","0","53","15","1508","197","1014","328","193","152","770","668","882","213","700","555","494","432","2218","1706","1662","3216","519","538","170","244","286","418"
"publicpolygonfeature:5:63560","ZIP Code 94121","country:us/state:ca/zip:94121","94121","48","614","842","256","1756","874","987","2227","5176","5441","2007","1094","1235","0","25","23","395","219","587","255","111","145","852","904","531","343","559","428","1273","954","2947","2229","1730","3711","1038","969","634","460","485","750"
"publicpolygonfeature:5:63561","ZIP Code 94062","country:us/state:ca/zip:94062","94062","61","851","1063","117","691","387","991","1255","3536","2870","527","242","460","21","31","30","666","185","730","333","51","66","440","251","201","186","471","520","834","421","1820","1716","761","2109","330","197","87","155","79","381"
"publicpolygonfeature:5:63562","ZIP Code 94122","country:us/state:ca/zip:94122","94122","36","1025","1815","377","2685","1653","1134","2341","6362","8021","2078","1128","1401","63","29","7","960","65","1075","740","179","198","1386","1299","1144","509","529","605","1148","1193","3230","3132","2689","5332","1227","851","672","456","577","824"
"publicpolygonfeature:5:63563","ZIP Code 94070","country:us/state:ca/zip:94070","94070","28","626","1484","161","1195","466","1273","1009","4540","3102","923","383","865","22","10","18","509","117","1078","406","123","38","684","511","208","258","750","523","444","565","2527","2013","1011","2091","414","509","221","162","317","548"
"publicpolygonfeature:5:63564","ZIP Code 94074","country:us/state:ca/zip:94074","94074","7","13","0","0","0","0","20","0","0","19","0","18","9","0","0","7","13","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","19","0","0","0","18","0","9"
"publicpolygonfeature:5:63565","ZIP Code 94080","country:us/state:ca/zip:94080","94080","164","1557","2509","697","4121","2790","1021","1832","6325","8203","3120","1646","1766","0","116","48","1291","266","1548","961","498","199","1880","2241","1945","845","779","242","1120","712","3308","3017","2856","5347","1525","1595","797","849","949","817"
"publicpolygonfeature:5:63570","ZIP Code 94102","country:us/state:ca/zip:94102","94102","156","681","1315","330","1842","892","975","1472","4750","3129","2829","482","883","99","156","0","625","56","1032","283","143","187","1054","788","735","157","607","368","885","587","3238","1512","1435","1694","1795","1034","237","245","495","388"
"publicpolygonfeature:5:63571","ZIP Code 94103","country:us/state:ca/zip:94103","94103","48","786","1098","346","2206","944","1727","1417","6435","3255","1906","578","936","11","48","0","718","68","800","298","154","192","1412","794","546","398","1152","575","1036","381","4098","2337","1358","1897","1338","568","428","150","532","404"
"publicpolygonfeature:5:63572","ZIP Code 94104","country:us/state:ca/zip:94104","94104","0","13","0","0","35","20","0","49","40","8","11","0","0","0","0","0","13","0","0","0","0","0","35","0","20","0","0","0","18","31","35","5","0","8","11","0","0","0","0","0"
"publicpolygonfeature:5:63573","ZIP Code 94105","country:us/state:ca/zip:94105","94105","0","62","526","49","461","743","1205","1456","3594","1731","296","384","210","0","0","0","62","0","309","217","49","0","126","335","608","135","718","487","956","500","1847","1747","816","915","135","161","181","203","85","125"
"publicpolygonfeature:5:63574","ZIP Code 94107","country:us/state:ca/zip:94107","94107","8","231","1211","803","1121","672","2122","1814","7444","3943","727","616","454","8","8","0","203","28","971","240","358","445","665","456","473","199","1187","935","1114","700","4639","2805","1158","2785","255","472","231","385","210","244"
"publicpolygonfeature:5:63575","ZIP Code 94108","country:us/state:ca/zip:94108","94108","10","124","287","72","518","133","304","590","1708","732","987","253","167","0","10","0","111","13","177","110","55","17","158","360","92","41","174","130","338","252","853","855","246","486","604","383","46","207","32","135"
"publicpolygonfeature:5:63576","ZIP Code 94109","country:us/state:ca/zip:94109","94109","260","936","1593","466","2882","1154","1817","3726","11285","5354","3183","617","1196","63","105","155","727","209","911","682","318","148","1074","1808","886","268","847","970","2284","1442","5774","5511","1761","3593","2007","1176","356","261","558","638"
"publicpolygonfeature:5:63577","ZIP Code 94110","country:us/state:ca/zip:94110","94110","211","1617","1885","380","3384","1683","2567","2211","11055","8678","3658","1164","1701","0","145","66","1529","88","1215","670","224","156","1854","1530","1251","432","1552","1015","1422","789","6461","4594","3168","5510","2069","1589","624","540","716","985"
"publicpolygonfeature:5:63578","ZIP Code 94123","country:us/state:ca/zip:94123","94123","29","448","799","350","1423","479","1084","2802","5766","1538","544","294","199","12","29","0","347","101","425","374","208","142","369","1054","359","120","688","396","2006","796","2982","2784","425","1113","219","325","193","101","38","161"
"publicpolygonfeature:5:63579","ZIP Code 94124","country:us/state:ca/zip:94124","94124","27","1006","630","381","1628","1156","363","701","2302","3163","2383","1028","686","16","14","13","896","110","502","128","241","140","735","893","700","456","252","111","397","304","1300","1002","895","2268","1300","1083","469","559","345","341"
"publicpolygonfeature:5:63580","ZIP Code 94127","country:us/state:ca/zip:94127","94127","0","388","720","74","756","493","379","673","2605","2566","370","435","522","0","0","0","249","139","584","136","57","17","469","287","429","64","278","101","372","301","1616","989","834","1732","166","204","240","195","269","253"
"publicpolygonfeature:5:63581","ZIP Code 94128","country:us/state:ca/zip:94128","94128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:63582","ZIP Code 94129","country:us/state:ca/zip:94129","94129","0","30","160","0","74","75","107","267","510","463","267","109","56","0","0","0","20","10","101","59","0","0","0","74","50","25","87","20","160","107","300","210","132","331","184","83","67","42","0","56"
"publicpolygonfeature:5:63583","ZIP Code 94130","country:us/state:ca/zip:94130","94130","6","34","92","17","145","142","27","27","289","261","156","39","52","13","6","0","34","0","43","49","10","7","127","18","95","47","16","11","27","0","148","141","70","191","96","60","14","25","39","13"
"publicpolygonfeature:5:63584","ZIP Code 94131","country:us/state:ca/zip:94131","94131","53","579","888","158","1034","482","1444","1265","4499","3838","863","715","970","0","53","0","389","190","621","267","100","58","624","410","356","126","1079","365","838","427","2557","1942","1475","2363","427","436","373","342","356","614"
"publicpolygonfeature:5:63585","ZIP Code 94132","country:us/state:ca/zip:94132","94132","25","332","554","322","1070","672","526","1179","2335","3611","1273","751","495","16","8","17","236","96","223","331","204","118","529","541","418","254","420","106","627","552","1506","829","1429","2182","570","703","436","315","137","358"
"publicpolygonfeature:5:63586","ZIP Code 94303","country:us/state:ca/zip:94303","94303","268","1451","2130","446","2083","651","1722","893","5322","4432","2457","606","1549","56","85","183","1390","61","1358","772","401","45","860","1223","436","215","1178","544","413","480","3277","2045","1350","3082","1194","1263","120","486","740","809"
"publicpolygonfeature:5:63590","ZIP Code 94401","country:us/state:ca/zip:94401","94401","117","1573","1006","605","1996","1132","688","1127","4984","3268","1258","522","830","0","110","7","1444","129","719","287","483","122","1096","900","673","459","369","319","818","309","2540","2444","1075","2193","672","586","239","283","318","512"
"publicpolygonfeature:5:63592","ZIP Code 94402","country:us/state:ca/zip:94402","94402","13","496","988","206","1067","485","912","1211","3393","2715","715","411","411","0","8","5","438","58","564","424","120","86","537","530","403","82","488","424","728","483","1952","1441","797","1918","367","348","151","260","69","342"
"publicpolygonfeature:5:63593","ZIP Code 94403","country:us/state:ca/zip:94403","94403","86","786","2120","457","1836","1209","1760","1498","5905","5142","1536","656","886","0","52","34","747","39","1584","536","276","181","970","866","927","282","1002","758","735","763","3241","2664","1864","3278","951","585","193","463","269","617"
"publicpolygonfeature:5:63594","ZIP Code 94404","country:us/state:ca/zip:94404","94404","0","521","2419","326","984","850","1734","1621","5672","2868","667","428","557","61","0","0","416","105","1262","1157","229","97","594","390","622","228","1055","679","892","729","3310","2362","821","2047","349","318","206","222","237","320"
"publicpolygonfeature:5:63595","ZIP Code 94501","country:us/state:ca/zip:94501","94501","144","1337","3446","477","2645","1556","1329","2083","6825","7281","2200","1371","1508","503","103","41","1049","288","1975","1471","352","125","1337","1308","1166","390","739","590","877","1206","3749","3076","2335","4946","1065","1135","648","723","471","1037"
"publicpolygonfeature:5:63596","ZIP Code 94502","country:us/state:ca/zip:94502","94502","0","155","701","262","254","380","117","638","1528","1401","418","268","252","59","0","0","117","38","286","415","147","115","58","196","326","54","58","59","330","308","975","553","306","1095","218","200","222","46","151","101"
"publicpolygonfeature:5:63598","ZIP Code 94509","country:us/state:ca/zip:94509","94509","149","3803","2130","401","3866","2340","308","1365","4512","7661","3530","1390","1632","155","105","44","3342","461","1405","725","301","100","1634","2232","1701","639","201","107","598","767","2455","2057","2057","5604","1845","1685","476","914","812","820"
"publicpolygonfeature:5:63599","ZIP Code 94505","country:us/state:ca/zip:94505","94505","58","883","484","118","604","597","128","501","1268","1122","276","526","331","0","0","58","656","227","369","115","11","107","280","324","471","126","44","84","249","252","717","551","241","881","90","186","319","207","157","174"
"publicpolygonfeature:5:63600","ZIP Code 94506","country:us/state:ca/zip:94506","94506","50","619","1289","291","1056","433","631","1590","2708","2340","527","335","447","0","26","24","539","80","863","426","150","141","654","402","331","102","462","169","893","697","1673","1035","979","1361","414","113","201","134","314","133"
"publicpolygonfeature:5:63601","ZIP Code 94507","country:us/state:ca/zip:94507","94507","10","239","392","99","696","211","169","1157","1674","1278","265","18","269","0","10","0","226","13","315","77","62","37","378","318","170","41","95","74","841","316","1046","628","564","714","61","204","13","5","36","233"
"publicpolygonfeature:5:63605","ZIP Code 94511","country:us/state:ca/zip:94511","94511","18","285","0","0","47","0","0","0","0","47","21","0","0","0","0","18","285","0","0","0","0","0","0","47","0","0","0","0","0","0","0","0","0","47","21","0","0","0","0","0"
"publicpolygonfeature:5:63607","ZIP Code 94518","country:us/state:ca/zip:94518","94518","9","743","722","291","1228","573","522","1101","2351","3159","1348","509","945","0","9","0","634","109","504","218","201","90","487","741","482","91","223","299","455","646","1409","942","1076","2083","593","755","215","294","286","659"
"publicpolygonfeature:5:63608","ZIP Code 94519","country:us/state:ca/zip:94519","94519","126","965","349","197","930","369","250","605","1434","1843","835","404","948","0","117","9","894","71","228","121","88","109","689","241","315","54","184","66","265","340","733","701","474","1369","604","231","244","160","307","641"
"publicpolygonfeature:5:63609","ZIP Code 94929","country:us/state:ca/zip:94929","94929","0","0","0","0","0","0","23","23","59","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","23","59","0","0","9","0","0","0","0","0","0"
"publicpolygonfeature:5:63610","ZIP Code 94513","country:us/state:ca/zip:94513","94513","437","2745","1931","514","2976","1725","753","2215","4317","8296","2182","2354","1471","20","397","40","2198","547","1583","348","442","72","1644","1332","1457","268","620","133","964","1251","2475","1842","1782","6514","1327","855","1613","741","712","759"
"publicpolygonfeature:5:63611","ZIP Code 94514","country:us/state:ca/zip:94514","94514","20","164","4","31","98","73","29","12","63","212","109","13","2","0","20","0","164","0","4","0","31","0","8","90","73","0","29","0","0","12","20","43","18","194","85","24","6","7","2","0"
"publicpolygonfeature:5:63612","ZIP Code 94566","country:us/state:ca/zip:94566","94566","56","664","2720","793","1660","425","891","1233","5884","4436","1791","552","635","47","56","0","585","79","1869","851","603","190","990","670","313","112","496","395","697","536","3408","2476","1288","3148","900","891","241","311","350","285"
"publicpolygonfeature:5:63614","ZIP Code 94516","country:us/state:ca/zip:94516","94516","0","38","0","0","0","1","21","10","3","32","0","0","1","0","0","0","38","0","0","0","0","0","0","0","0","1","20","1","9","1","2","1","7","25","0","0","0","0","0","1"
"publicpolygonfeature:5:63615","ZIP Code 94517","country:us/state:ca/zip:94517","94517","3","334","212","51","506","397","154","522","1119","1270","446","238","430","0","3","0","277","57","164","48","39","12","314","192","253","144","130","24","286","236","871","248","266","1004","251","195","137","101","184","246"
"publicpolygonfeature:5:63616","ZIP Code 94520","country:us/state:ca/zip:94520","94520","303","2365","838","320","1920","783","221","751","3812","3631","2634","527","1364","27","101","202","2243","122","661","177","268","52","1011","909","704","79","125","96","301","450","2433","1379","1087","2544","1272","1362","339","188","550","814"
"publicpolygonfeature:5:63617","ZIP Code 94521","country:us/state:ca/zip:94521","94521","32","1659","1096","353","2147","1192","441","1950","3579","5818","1685","1004","647","43","12","20","1443","216","843","253","246","107","1190","957","921","271","340","101","797","1153","2119","1460","1583","4235","881","804","537","467","261","386"
"publicpolygonfeature:5:63618","ZIP Code 94523","country:us/state:ca/zip:94523","94523","71","1081","838","222","2083","820","438","1211","3535","4785","1454","783","628","19","54","17","947","134","512","326","160","62","1169","914","544","276","337","101","478","733","2130","1405","1401","3384","731","723","565","218","213","415"
"publicpolygonfeature:5:63619","ZIP Code 94525","country:us/state:ca/zip:94525","94525","10","151","81","34","161","117","13","112","284","325","94","164","62","0","10","0","131","20","59","22","34","0","67","94","67","50","0","13","46","66","144","140","108","217","77","17","51","113","25","37"
"publicpolygonfeature:5:63621","ZIP Code 94526","country:us/state:ca/zip:94526","94526","79","973","1293","457","1074","519","668","1896","3963","2754","615","456","305","0","38","41","899","74","929","364","180","277","472","602","312","207","451","217","1227","669","2164","1799","811","1943","303","312","312","144","131","174"
"publicpolygonfeature:5:63622","ZIP Code 94528","country:us/state:ca/zip:94528","94528","0","102","43","28","0","0","40","36","84","20","55","0","0","0","0","0","77","25","43","0","15","13","0","0","0","0","0","40","36","0","31","53","10","10","55","0","0","0","0","0"
"publicpolygonfeature:5:63623","ZIP Code 94530","country:us/state:ca/zip:94530","94530","26","523","934","215","985","560","537","825","2850","4152","981","631","794","4","26","0","487","36","664","270","122","93","472","513","486","74","303","234","400","425","1510","1340","1477","2675","518","463","339","292","239","555"
"publicpolygonfeature:5:63624","ZIP Code 94531","country:us/state:ca/zip:94531","94531","90","1468","911","374","2848","1850","477","1836","3034","5783","1590","1234","1625","53","78","12","1328","140","625","286","264","110","1266","1582","1474","376","309","168","643","1193","1602","1432","1654","4129","622","968","613","621","779","846"
"publicpolygonfeature:5:63628","ZIP Code 94536","country:us/state:ca/zip:94536","94536","52","1607","4736","915","2957","1803","1796","2119","9286","7376","1831","1068","1231","29","52","0","1351","256","3270","1466","594","321","1821","1136","1408","395","1229","567","1145","974","5963","3323","1868","5508","953","878","573","495","594","637"
"publicpolygonfeature:5:63630","ZIP Code 94538","country:us/state:ca/zip:94538","94538","71","1292","5607","616","3170","2131","1389","1918","9590","6606","2403","1013","992","24","71","0","1117","175","3754","1853","368","248","1656","1514","1689","442","954","435","938","980","6271","3319","1635","4971","1171","1232","493","520","434","558"
"publicpolygonfeature:5:63631","ZIP Code 94539","country:us/state:ca/zip:94539","94539","33","364","5758","534","1470","676","1588","1441","8241","3910","1083","519","577","12","7","26","261","103","3946","1812","281","253","780","690","415","261","1060","528","593","848","4966","3275","978","2932","611","472","273","246","167","410"
"publicpolygonfeature:5:63632","ZIP Code 94541","country:us/state:ca/zip:94541","94541","295","3641","2869","846","3301","2194","807","1593","4999","7882","2560","1743","1506","19","181","114","3211","430","1976","893","586","260","1517","1784","1720","474","579","228","819","774","3025","1974","2209","5673","1431","1129","575","1168","854","652"
"publicpolygonfeature:5:63633","ZIP Code 94542","country:us/state:ca/zip:94542","94542","0","414","627","268","761","649","191","466","1387","1779","462","222","525","48","0","0","371","43","459","168","221","47","529","232","532","117","102","89","275","191","635","752","480","1299","157","305","124","98","282","243"
"publicpolygonfeature:5:63634","ZIP Code 94544","country:us/state:ca/zip:94544","94544","245","3631","5613","850","4038","3355","699","1957","5629","7531","3365","1098","2049","38","245","0","3395","236","3254","2359","413","437","1866","2172","2547","808","434","265","907","1050","3665","1964","2013","5518","1316","2049","496","602","946","1103"
"publicpolygonfeature:5:63635","ZIP Code 94545","country:us/state:ca/zip:94545","94545","24","881","1897","250","1430","1406","329","656","2261","4317","1097","629","696","8","18","6","821","60","1250","647","191","59","723","707","1097","309","196","133","229","427","1414","847","1191","3126","424","673","371","258","323","373"
