"feature id","feature label","shid","geoid","Employment Industry Agriculture, Fishing, and Mining (2020-2024)","Employment Industry Construction (2020-2024)","Employment Industry Manufacturing (2020-2024)","Employment Industry Wholesale Trade (2020-2024)","Employment Industry Retail Trade (2020-2024)","Employment Industry Transportation (2020-2024)","Employment Industry Information (2020-2024)","Employment Industry Finance and Insurance (2020-2024)","Employment Industry Scientific and Professional (2020-2024)","Employment Industry Education and Health Care (2020-2024)","Employment Industry Arts, Food, and Entertainment (2020-2024)","Employment Industry Public Administration (2020-2024)","Employment Industry Other Services (2020-2024)","Employment Industry Armed Forces (2020-2024)","Male Employed in Agriculture, Fishing, and Mining Industry (2020-2024)","Female Employed in Agriculture, Fishing, and Mining Industry (2020-2024)","Male Employed in Construction Industry (2020-2024)","Female Employed in Construction Industry (2020-2024)","Male Employed in Manufacturing Industry (2020-2024)","Female Employed in Manufacturing Industry (2020-2024)","Male Employed in Wholesale Trade Industry (2020-2024)","Female Employed in Wholesale Trade Industry (2020-2024)","Male Employed in Retail Trade Industry (2020-2024)","Female Employed in Retail Trade Industry (2020-2024)","Male Employed in Transportation Industry (2020-2024)","Female Employed in Transportation Industry (2020-2024)","Male Employed in Information Industry (2020-2024)","Female Employed in Information Industry (2020-2024)","Male Employed in Finance and Insurance Industry (2020-2024)","Female Employed in Finance and Insurance Industry (2020-2024)","Male Employed in Scientific and Professional Industry (2020-2024)","Female Employed in Scientific and Professional Industry (2020-2024)","Male Employed in Education and Health Care Industry (2020-2024)","Female Employed in Education and Health Care Industry (2020-2024)","Male Employed in Arts, Food, and Entertainment Industry (2020-2024)","Female Employed in Arts, Food, and Entertainment Industry (2020-2024)","Male Employed in Public Administration Industry (2020-2024)","Female Employed in Public Administration Industry (2020-2024)","Male Employed in Other Services Industry (2020-2024)","Female Employed in Other Services Industry (2020-2024)"
"publicpolygonfeature:5:59984","ZIP Code 78642","country:us/state:tx/zip:78642","78642","93","1806","1016","296","1532","393","464","1240","1955","2696","702","690","347","26","70","23","1643","163","685","331","229","67","961","571","193","200","256","208","481","759","1232","723","430","2266","357","345","438","252","169","178"
"publicpolygonfeature:5:59987","ZIP Code 78644","country:us/state:tx/zip:78644","78644","152","1413","674","151","900","596","149","495","1099","1734","881","1037","389","0","142","10","1329","84","564","110","82","69","445","455","423","173","112","37","152","343","333","766","367","1367","311","570","424","613","234","155"
"publicpolygonfeature:5:59988","ZIP Code 78645","country:us/state:tx/zip:78645","78645","74","965","606","161","339","127","249","496","1380","1293","359","501","449","33","60","14","598","367","449","157","139","22","201","138","107","20","112","137","220","276","652","728","378","915","240","119","337","164","263","186"
"publicpolygonfeature:5:59990","ZIP Code 78648","country:us/state:tx/zip:78648","78648","84","198","327","12","637","339","66","22","493","790","415","80","182","0","58","26","187","11","242","85","12","0","286","351","308","31","66","0","22","0","225","268","110","680","93","322","38","42","57","125"
"publicpolygonfeature:5:59991","ZIP Code 78650","country:us/state:tx/zip:78650","78650","56","194","83","43","94","49","6","48","67","151","23","34","28","0","42","14","156","38","75","8","43","0","36","58","21","28","6","0","15","33","62","5","15","136","16","7","15","19","9","19"
"publicpolygonfeature:5:59992","ZIP Code 78652","country:us/state:tx/zip:78652","78652","0","240","284","11","332","10","75","106","558","574","174","210","184","0","0","0","214","26","224","60","6","5","213","119","0","10","0","75","71","35","240","318","180","394","136","38","117","93","167","17"
"publicpolygonfeature:5:59993","ZIP Code 78653","country:us/state:tx/zip:78653","78653","282","2164","1852","530","1779","1203","485","1095","3318","3839","1922","1740","817","23","242","40","1875","289","1372","480","355","175","856","923","866","337","301","184","385","710","2132","1186","810","3029","730","1192","638","1102","467","350"
"publicpolygonfeature:5:59995","ZIP Code 78654","country:us/state:tx/zip:78654","78654","107","1675","516","114","1680","536","46","501","1112","1591","1095","254","603","0","107","0","1503","172","450","66","60","54","827","853","422","114","12","34","186","315","655","457","158","1433","513","582","187","67","303","300"
"publicpolygonfeature:5:59996","ZIP Code 78655","country:us/state:tx/zip:78655","78655","29","220","153","43","131","85","24","24","307","489","110","87","99","0","29","0","171","49","117","36","43","0","74","57","85","0","2","22","15","9","115","192","29","460","71","39","50","37","53","46"
"publicpolygonfeature:5:59997","ZIP Code 78660","country:us/state:tx/zip:78660","78660","313","3077","8001","1573","6667","4057","1275","4709","10937","13984","4549","6629","2831","280","215","98","2555","522","5870","2131","1231","342","4016","2651","3164","893","864","411","2517","2192","6767","4170","2900","11084","2072","2477","3022","3607","1337","1494"
"publicpolygonfeature:5:59998","ZIP Code 78661","country:us/state:tx/zip:78661","78661","18","0","108","0","93","59","25","3","10","44","15","0","0","0","18","0","0","0","71","37","0","0","33","60","18","41","25","0","0","3","10","0","0","44","15","0","0","0","0","0"
"publicpolygonfeature:5:59999","ZIP Code 78662","country:us/state:tx/zip:78662","78662","46","278","105","54","126","266","33","175","176","269","26","44","35","0","30","16","257","21","28","77","54","0","8","118","223","43","21","12","32","143","151","25","170","99","0","26","15","29","35","0"
"publicpolygonfeature:5:60002","ZIP Code 78664","country:us/state:tx/zip:78664","78664","95","2213","3591","652","4240","1530","1004","1763","6380","6931","3456","1911","2155","45","77","18","2017","196","2328","1263","486","166","2164","2076","1071","459","713","291","792","971","3535","2845","1677","5254","1679","1777","924","987","1258","897"
"publicpolygonfeature:5:60003","ZIP Code 78666","country:us/state:tx/zip:78666","78666","305","3257","2561","1013","6917","3488","528","1650","4643","11414","8393","1801","2071","166","175","130","2947","310","1814","747","607","406","3573","3344","2723","765","319","209","673","977","2504","2139","3503","7911","3236","5157","931","870","1044","1027"
"publicpolygonfeature:5:60004","ZIP Code 78669","country:us/state:tx/zip:78669","78669","40","504","494","230","582","175","203","834","1008","920","373","168","378","0","23","17","438","66","315","179","113","117","264","318","170","5","88","115","470","364","546","462","201","719","189","184","87","81","207","171"
"publicpolygonfeature:5:60005","ZIP Code 78676","country:us/state:tx/zip:78676","78676","139","503","505","102","499","262","133","564","1168","1355","396","274","412","0","114","25","335","168","480","25","34","68","362","137","172","90","42","91","344","220","807","361","706","649","234","162","165","109","211","201"
"publicpolygonfeature:5:60007","ZIP Code 78681","country:us/state:tx/zip:78681","78681","58","1630","2673","541","3232","1855","1046","2525","5840","5871","2413","1412","1002","57","19","39","1419","211","1996","677","441","100","2058","1174","1398","457","767","279","1493","1032","3386","2454","1378","4493","1385","1028","829","583","367","635"
"publicpolygonfeature:5:60008","ZIP Code 78717","country:us/state:tx/zip:78717","78717","136","668","2174","315","2065","772","517","1906","6207","4405","1241","639","541","0","24","112","390","278","1638","536","261","54","1299","766","584","188","336","181","1089","817","4028","2179","1176","3229","849","392","299","340","209","332"
"publicpolygonfeature:5:60009","ZIP Code 78719","country:us/state:tx/zip:78719","78719","31","181","114","9","40","104","0","41","78","26","31","16","87","0","26","5","181","0","92","22","9","0","40","0","94","10","0","0","18","23","15","63","8","18","0","31","0","16","35","52"
"publicpolygonfeature:5:60010","ZIP Code 78721","country:us/state:tx/zip:78721","78721","38","549","325","60","669","159","237","337","1652","1298","648","195","212","10","38","0","490","59","149","176","37","23","255","414","71","88","102","135","99","238","742","910","641","657","239","409","87","108","109","103"
"publicpolygonfeature:5:60011","ZIP Code 78722","country:us/state:tx/zip:78722","78722","0","80","227","102","225","113","336","402","1086","866","315","335","183","0","0","0","58","22","144","83","51","51","164","61","97","16","222","114","272","130","586","500","355","511","177","138","143","192","110","73"
"publicpolygonfeature:5:60012","ZIP Code 78723","country:us/state:tx/zip:78723","78723","55","1362","996","164","1854","773","716","1662","4592","5257","1722","1179","1026","0","43","12","1274","88","576","420","119","45","1199","655","653","120","433","283","675","987","2598","1994","1725","3532","883","839","588","591","620","406"
"publicpolygonfeature:5:60013","ZIP Code 78724","country:us/state:tx/zip:78724","78724","45","1775","1300","176","1800","583","254","611","2104","2922","1794","1383","500","38","45","0","1689","86","807","493","106","70","808","992","420","163","121","133","394","217","947","1157","957","1965","930","864","729","654","201","299"
"publicpolygonfeature:5:60014","ZIP Code 78725","country:us/state:tx/zip:78725","78725","37","505","440","213","885","353","70","511","1609","854","600","840","132","0","37","0","444","61","245","195","158","55","556","329","272","81","26","44","352","159","760","849","217","637","315","285","171","669","53","79"
"publicpolygonfeature:5:60015","ZIP Code 78726","country:us/state:tx/zip:78726","78726","0","232","688","55","1093","477","463","573","2136","1356","771","222","150","0","0","0","224","8","491","197","38","17","553","540","412","65","362","101","292","281","1436","700","324","1032","420","351","76","146","20","130"
"publicpolygonfeature:5:60016","ZIP Code 78727","country:us/state:tx/zip:78727","78727","29","670","1713","151","2103","733","786","1532","4269","3057","1249","739","858","59","9","20","624","46","1486","227","118","33","1256","847","522","211","463","323","594","938","2498","1771","813","2244","735","514","372","367","349","509"
"publicpolygonfeature:5:60017","ZIP Code 78728","country:us/state:tx/zip:78728","78728","37","774","1678","359","1998","1177","589","1404","3604","3128","899","738","698","14","37","0","644","130","997","681","258","101","844","1154","983","194","259","330","777","627","1834","1770","811","2317","491","408","331","407","289","409"
"publicpolygonfeature:5:60018","ZIP Code 78729","country:us/state:tx/zip:78729","78729","0","550","1574","431","2313","997","538","1228","4508","3631","1354","1056","811","0","0","0","404","146","1269","305","330","101","1058","1255","794","203","442","96","610","618","2697","1811","1027","2604","883","471","476","580","450","361"
"publicpolygonfeature:5:60019","ZIP Code 78730","country:us/state:tx/zip:78730","78730","0","268","467","58","254","101","224","866","1448","646","389","208","52","0","0","0","240","28","411","56","33","25","130","124","100","1","104","120","360","506","898","550","228","418","268","121","136","72","0","52"
"publicpolygonfeature:5:60020","ZIP Code 78731","country:us/state:tx/zip:78731","78731","51","574","943","289","837","426","675","1656","4995","2971","1016","813","321","99","38","13","483","91","673","270","195","94","371","466","302","124","391","284","779","877","3144","1851","891","2080","510","506","457","356","96","225"
"publicpolygonfeature:5:60021","ZIP Code 78732","country:us/state:tx/zip:78732","78732","28","361","1114","320","869","494","292","1086","2116","1711","995","331","360","0","0","28","339","22","902","212","181","139","442","427","101","393","143","149","742","344","1213","903","628","1083","816","179","218","113","156","204"
"publicpolygonfeature:5:60022","ZIP Code 78733","country:us/state:tx/zip:78733","78733","49","119","430","106","300","80","61","756","888","863","235","251","35","0","49","0","87","32","374","56","54","52","223","77","36","44","52","9","450","306","534","354","337","526","192","43","113","138","23","12"
"publicpolygonfeature:5:60023","ZIP Code 78734","country:us/state:tx/zip:78734","78734","98","795","1126","277","890","394","283","943","2571","1838","535","617","541","18","98","0","565","230","690","436","130","147","466","424","300","94","209","74","494","449","1743","828","532","1306","275","260","444","173","225","316"
"publicpolygonfeature:5:60024","ZIP Code 78746","country:us/state:tx/zip:78746","78746","64","415","1155","357","849","292","490","1854","3697","3080","886","357","276","0","64","0","300","115","768","387","251","106","502","347","212","80","374","116","1178","676","2258","1439","1213","1867","419","467","205","152","57","219"
"publicpolygonfeature:5:60025","ZIP Code 78735","country:us/state:tx/zip:78735","78735","35","594","904","240","1130","172","293","960","3375","2203","600","668","327","0","35","0","425","169","736","168","69","171","601","529","101","71","108","185","604","356","2046","1329","1018","1185","264","336","231","437","173","154"
"publicpolygonfeature:5:60026","ZIP Code 78736","country:us/state:tx/zip:78736","78736","0","224","392","71","758","200","220","593","988","943","213","447","256","0","0","0","206","18","347","45","44","27","405","353","162","38","176","44","289","304","658","330","178","765","91","122","232","215","102","154"
"publicpolygonfeature:5:60027","ZIP Code 78737","country:us/state:tx/zip:78737","78737","121","645","882","108","767","552","314","1033","2900","2167","930","810","763","35","92","29","596","49","667","215","63","45","488","279","441","111","173","141","599","434","1726","1174","449","1718","456","474","562","248","506","257"
"publicpolygonfeature:5:60028","ZIP Code 78747","country:us/state:tx/zip:78747","78747","0","1154","693","160","1416","474","266","610","2500","2550","879","964","628","11","0","0","933","221","449","244","124","36","757","659","280","194","140","126","324","286","1465","1035","929","1621","482","397","496","468","280","348"
"publicpolygonfeature:5:60029","ZIP Code 78748","country:us/state:tx/zip:78748","78748","41","1896","2472","452","3303","1422","1486","2374","7651","6653","2325","2569","1783","47","27","14","1539","357","1902","570","380","72","2143","1160","942","480","1140","346","1125","1249","4082","3569","1858","4795","1261","1064","1160","1409","802","981"
"publicpolygonfeature:5:60030","ZIP Code 78738","country:us/state:tx/zip:78738","78738","69","409","1472","172","956","629","707","2352","3570","2254","830","300","673","0","69","0","325","84","1129","343","82","90","600","356","571","58","520","187","1481","871","2199","1371","522","1732","475","355","184","116","39","634"
"publicpolygonfeature:5:60031","ZIP Code 78739","country:us/state:tx/zip:78739","78739","115","225","1245","104","607","333","456","1011","3044","2025","450","526","324","15","103","12","169","56","933","312","56","48","510","97","152","181","251","205","495","516","1880","1164","660","1365","242","208","349","177","176","148"
"publicpolygonfeature:5:60032","ZIP Code 78741","country:us/state:tx/zip:78741","78741","104","2296","2233","573","3634","1214","856","1890","5902","4282","5318","1519","1870","40","71","33","2175","121","1595","638","472","101","2466","1168","996","218","532","324","1030","860","3486","2416","1395","2887","2621","2697","933","586","651","1219"
"publicpolygonfeature:5:60033","ZIP Code 78742","country:us/state:tx/zip:78742","78742","0","22","63","4","0","20","0","15","30","142","90","0","34","0","0","0","22","0","63","0","0","4","0","0","20","0","0","0","0","15","0","30","0","142","33","57","0","0","34","0"
"publicpolygonfeature:5:60034","ZIP Code 78744","country:us/state:tx/zip:78744","78744","161","2976","3112","414","3650","1919","420","1734","5225","5275","3476","1896","1462","80","134","27","2558","418","2125","987","115","299","1748","1902","1572","347","175","245","918","816","2837","2388","1563","3712","1679","1797","777","1119","484","978"
"publicpolygonfeature:5:60035","ZIP Code 78745","country:us/state:tx/zip:78745","78745","93","2621","2718","667","3370","1484","1683","2628","8329","6603","3674","2352","1808","11","72","21","1992","629","2002","716","415","252","1812","1558","1046","438","1024","659","1506","1122","4481","3848","2084","4519","2488","1186","872","1480","729","1079"
"publicpolygonfeature:5:60036","ZIP Code 78750","country:us/state:tx/zip:78750","78750","80","779","1360","339","1351","343","647","1476","3698","2926","1125","1082","814","0","53","27","636","143","1002","358","190","149","666","685","129","214","413","234","542","934","2257","1441","1082","1844","541","584","554","528","270","544"
"publicpolygonfeature:5:60037","ZIP Code 78751","country:us/state:tx/zip:78751","78751","10","313","593","119","1306","384","737","498","3302","3196","1548","503","417","20","10","0","279","34","435","158","13","106","652","654","210","174","372","365","314","184","1825","1477","953","2243","931","617","226","277","58","359"
"publicpolygonfeature:5:60038","ZIP Code 78752","country:us/state:tx/zip:78752","78752","88","1395","979","102","1765","747","476","552","2834","2304","1513","949","701","0","88","0","1295","100","877","102","67","35","690","1075","491","256","202","274","378","174","1837","997","582","1722","650","863","617","332","299","402"
"publicpolygonfeature:5:60039","ZIP Code 78753","country:us/state:tx/zip:78753","78753","305","4420","2927","414","3183","1988","1037","1566","5642","4239","2685","1431","1916","0","298","7","3987","433","2174","753","338","76","1583","1600","1761","227","586","451","769","797","2932","2710","1383","2856","1757","928","479","952","729","1187"
"publicpolygonfeature:5:60040","ZIP Code 78754","country:us/state:tx/zip:78754","78754","127","1507","2102","284","1538","714","1315","1091","3016","3557","1164","1949","1557","0","20","107","1463","44","1669","433","213","71","886","652","592","122","1030","285","658","433","1874","1142","947","2610","616","548","707","1242","918","639"
"publicpolygonfeature:5:60041","ZIP Code 78756","country:us/state:tx/zip:78756","78756","22","115","366","105","629","88","343","275","1269","1378","502","322","256","0","22","0","37","78","305","61","105","0","404","225","67","21","224","119","92","183","815","454","452","926","262","240","181","141","156","100"
"publicpolygonfeature:5:60042","ZIP Code 78759","country:us/state:tx/zip:78759","78759","146","1071","1963","375","3065","798","931","1860","7014","4585","1675","1397","708","106","126","20","861","210","1420","543","291","84","1430","1635","638","160","640","291","1167","693","4188","2826","1558","3027","912","763","717","680","163","545"
"publicpolygonfeature:5:60108","ZIP Code 78953","country:us/state:tx/zip:78953","78953","0","84","108","28","117","78","0","0","44","46","0","112","0","0","0","0","35","49","98","10","11","17","0","117","78","0","0","0","0","0","0","44","0","46","0","0","99","13","0","0"
