"feature id","feature label","shid","geoid","Employment Industry Agriculture, Fishing, and Mining (2020-2024)","Employment Industry Construction (2020-2024)","Employment Industry Manufacturing (2020-2024)","Employment Industry Wholesale Trade (2020-2024)","Employment Industry Retail Trade (2020-2024)","Employment Industry Transportation (2020-2024)","Employment Industry Information (2020-2024)","Employment Industry Finance and Insurance (2020-2024)","Employment Industry Scientific and Professional (2020-2024)","Employment Industry Education and Health Care (2020-2024)","Employment Industry Arts, Food, and Entertainment (2020-2024)","Employment Industry Public Administration (2020-2024)","Employment Industry Other Services (2020-2024)","Employment Industry Armed Forces (2020-2024)","Male Employed in Agriculture, Fishing, and Mining Industry (2020-2024)","Female Employed in Agriculture, Fishing, and Mining Industry (2020-2024)","Male Employed in Construction Industry (2020-2024)","Female Employed in Construction Industry (2020-2024)","Male Employed in Manufacturing Industry (2020-2024)","Female Employed in Manufacturing Industry (2020-2024)","Male Employed in Wholesale Trade Industry (2020-2024)","Female Employed in Wholesale Trade Industry (2020-2024)","Male Employed in Retail Trade Industry (2020-2024)","Female Employed in Retail Trade Industry (2020-2024)","Male Employed in Transportation Industry (2020-2024)","Female Employed in Transportation Industry (2020-2024)","Male Employed in Information Industry (2020-2024)","Female Employed in Information Industry (2020-2024)","Male Employed in Finance and Insurance Industry (2020-2024)","Female Employed in Finance and Insurance Industry (2020-2024)","Male Employed in Scientific and Professional Industry (2020-2024)","Female Employed in Scientific and Professional Industry (2020-2024)","Male Employed in Education and Health Care Industry (2020-2024)","Female Employed in Education and Health Care Industry (2020-2024)","Male Employed in Arts, Food, and Entertainment Industry (2020-2024)","Female Employed in Arts, Food, and Entertainment Industry (2020-2024)","Male Employed in Public Administration Industry (2020-2024)","Female Employed in Public Administration Industry (2020-2024)","Male Employed in Other Services Industry (2020-2024)","Female Employed in Other Services Industry (2020-2024)"
"publicpolygonfeature:5:40514","ZIP Code 33705","country:us/state:fl/zip:33705","33705","86","587","986","251","1336","529","244","1040","2294","3285","1706","502","619","14","53","33","467","120","774","212","161","90","680","656","385","144","113","131","456","584","1278","1016","995","2290","626","1080","381","121","250","369"
"publicpolygonfeature:5:40552","ZIP Code 33706","country:us/state:fl/zip:33706","33706","4","227","559","224","481","268","220","1180","1527","1011","570","109","206","15","4","0","215","12","370","189","153","71","306","175","138","130","201","19","773","407","764","763","279","732","268","302","63","46","37","169"
"publicpolygonfeature:5:40560","ZIP Code 33707","country:us/state:fl/zip:33707","33707","13","479","409","213","1182","540","156","1191","1393","2375","1371","467","391","80","0","13","399","80","230","179","153","60","738","444","377","163","141","15","380","811","762","631","916","1459","644","727","198","269","163","228"
"publicpolygonfeature:5:40573","ZIP Code 33708","country:us/state:fl/zip:33708","33708","40","510","398","310","860","223","182","649","1183","1496","576","282","278","0","0","40","470","40","313","85","186","124","594","266","150","73","101","81","294","355","567","616","447","1049","334","242","193","89","127","151"
"publicpolygonfeature:5:40965","ZIP Code 33709","country:us/state:fl/zip:33709","33709","26","827","926","340","1610","403","123","772","1504","2220","1158","215","898","25","16","10","735","92","613","313","181","159","868","742","351","52","90","33","322","450","846","658","514","1706","723","435","84","131","436","462"
"publicpolygonfeature:5:40987","ZIP Code 33710","country:us/state:fl/zip:33710","33710","116","1008","1857","404","2385","622","196","1698","3012","3447","1767","832","654","21","94","22","833","175","1332","525","147","257","1173","1212","377","245","78","118","629","1069","1537","1475","779","2668","977","790","479","353","341","313"
"publicpolygonfeature:5:41015","ZIP Code 33711","country:us/state:fl/zip:33711","33711","7","613","416","276","844","322","84","615","999","2338","1365","556","269","24","0","7","487","126","383","33","175","101","220","624","295","27","46","38","277","338","569","430","535","1803","950","415","267","289","156","113"
"publicpolygonfeature:5:41116","ZIP Code 33756","country:us/state:fl/zip:33756","33756","10","1294","627","255","1628","652","225","1463","2159","3166","1651","563","852","11","10","0","1191","103","462","165","194","61","909","719","382","270","141","84","390","1073","1427","732","956","2210","759","892","319","244","445","407"
"publicpolygonfeature:5:41209","ZIP Code 33772","country:us/state:fl/zip:33772","33772","21","571","1117","213","1267","530","178","884","1368","3092","1267","549","622","66","21","0","483","88","779","338","137","76","660","607","353","177","94","84","403","481","976","392","909","2183","558","709","331","218","212","410"
"publicpolygonfeature:5:41241","ZIP Code 33782","country:us/state:fl/zip:33782","33782","86","319","1088","320","1337","532","226","963","1722","2043","1231","471","525","29","70","16","289","30","806","282","209","111","609","728","420","112","144","82","568","395","991","731","281","1762","850","381","162","309","230","295"
"publicpolygonfeature:5:41244","ZIP Code 33785","country:us/state:fl/zip:33785","33785","8","132","150","214","184","43","90","429","255","380","311","34","84","0","8","0","90","42","103","47","152","62","102","82","31","12","34","56","200","229","139","116","81","299","116","195","9","25","45","39"
"publicpolygonfeature:5:41247","ZIP Code 33786","country:us/state:fl/zip:33786","33786","0","31","58","11","21","29","3","126","127","172","35","16","33","0","0","0","25","6","50","8","11","0","12","9","25","4","3","0","85","41","83","44","66","106","18","17","4","12","17","16"
"publicpolygonfeature:5:41336","ZIP Code 33576","country:us/state:fl/zip:33576","33576","87","143","4","53","235","93","57","359","366","562","134","108","88","0","33","54","119","24","4","0","36","17","139","96","64","29","56","1","159","200","271","95","112","450","45","89","71","37","66","22"
"publicpolygonfeature:5:41427","ZIP Code 33603","country:us/state:fl/zip:33603","33603","51","724","560","323","1320","855","162","1163","2046","2280","1227","395","927","6","46","5","672","52","473","87","278","45","800","520","690","165","112","50","561","602","1130","916","606","1674","640","587","258","137","569","358"
"publicpolygonfeature:5:42725","ZIP Code 33503","country:us/state:fl/zip:33503","33503","0","0","184","0","27","0","0","0","0","159","0","0","20","0","0","0","0","0","0","184","0","0","15","12","0","0","0","0","0","0","0","0","159","0","0","0","0","0","10","10"
"publicpolygonfeature:5:42730","ZIP Code 33510","country:us/state:fl/zip:33510","33510","34","1213","549","474","1883","1111","222","2239","2294","2947","1153","765","701","36","19","15","1080","133","405","144","395","79","933","950","878","233","134","88","799","1440","1403","891","409","2538","413","740","547","218","453","248"
"publicpolygonfeature:5:42779","ZIP Code 33540","country:us/state:fl/zip:33540","33540","0","605","202","69","572","347","14","210","514","930","179","184","219","0","0","0","570","35","135","67","69","0","302","270","287","60","14","0","108","102","210","304","223","707","132","47","79","105","125","94"
"publicpolygonfeature:5:42797","ZIP Code 33541","country:us/state:fl/zip:33541","33541","9","888","310","276","1133","459","34","779","933","2250","914","234","388","63","0","9","685","203","138","172","223","53","649","484","350","109","13","21","387","392","574","359","663","1587","448","466","149","85","223","165"
"publicpolygonfeature:5:42820","ZIP Code 33542","country:us/state:fl/zip:33542","33542","74","624","481","156","1452","568","222","469","638","2316","1011","193","520","0","60","14","599","25","340","141","122","34","544","908","332","236","195","27","227","242","256","382","589","1727","344","667","92","101","282","238"
"publicpolygonfeature:5:42823","ZIP Code 33543","country:us/state:fl/zip:33543","33543","0","1083","930","586","1901","738","615","3023","3287","4647","1695","1002","819","30","0","0","887","196","740","190","497","89","904","997","611","127","419","196","1343","1680","1862","1425","1244","3403","890","805","662","340","426","393"
"publicpolygonfeature:5:42827","ZIP Code 33544","country:us/state:fl/zip:33544","33544","19","784","552","241","2353","782","501","1310","1842","4517","1483","680","707","26","11","8","612","172","366","186","181","60","1183","1170","617","165","226","275","639","671","1041","801","1186","3331","836","647","418","262","159","548"
"publicpolygonfeature:5:42833","ZIP Code 33545","country:us/state:fl/zip:33545","33545","69","921","692","382","2545","1066","309","1837","2262","4409","1731","554","285","106","69","0","669","252","454","238","379","3","1319","1226","708","358","126","183","835","1002","1430","832","1442","2967","1003","728","395","159","159","126"
"publicpolygonfeature:5:42913","ZIP Code 33810","country:us/state:fl/zip:33810","33810","87","1809","1632","546","4156","1907","373","1551","2663","5647","1898","569","1613","152","72","15","1605","204","1265","367","432","114","2366","1790","1312","595","215","158","486","1065","1455","1208","1505","4142","958","940","404","165","715","898"
"publicpolygonfeature:5:43513","ZIP Code 33556","country:us/state:fl/zip:33556","33556","64","1368","1191","484","1493","685","597","2182","3629","3848","1017","503","519","119","64","0","1073","295","878","313","289","195","852","641","497","188","507","90","1008","1174","2173","1456","989","2859","481","536","358","145","298","221"
"publicpolygonfeature:5:43528","ZIP Code 33511","country:us/state:fl/zip:33511","33511","137","2668","1521","710","3798","2446","622","3209","3572","5959","2939","1422","1227","240","102","35","2370","298","962","559","493","217","1788","2010","1349","1097","268","354","1602","1607","1910","1662","1463","4496","1988","951","871","551","494","733"
"publicpolygonfeature:5:43532","ZIP Code 33523","country:us/state:fl/zip:33523","33523","551","964","474","269","1367","673","120","209","909","1493","809","350","519","0","287","264","879","85","396","78","207","62","661","706","519","154","62","58","69","140","509","400","313","1180","299","510","199","151","335","184"
"publicpolygonfeature:5:43533","ZIP Code 33525","country:us/state:fl/zip:33525","33525","75","699","577","295","760","663","150","558","863","2136","573","440","557","0","32","43","630","69","486","91","202","93","320","440","493","170","71","79","186","372","397","466","730","1406","282","291","282","158","342","215"
"publicpolygonfeature:5:43534","ZIP Code 33527","country:us/state:fl/zip:33527","33527","1254","1065","373","109","850","476","138","518","871","1191","552","290","237","36","972","282","982","83","311","62","53","56","568","282","333","143","79","59","219","299","499","372","346","845","333","219","205","85","147","90"
"publicpolygonfeature:5:43535","ZIP Code 33534","country:us/state:fl/zip:33534","33534","107","933","544","332","838","598","111","771","1421","1670","845","282","284","74","23","84","917","16","466","78","266","66","462","376","432","166","103","8","244","527","708","713","253","1417","447","398","185","97","149","135"
"publicpolygonfeature:5:43537","ZIP Code 33558","country:us/state:fl/zip:33558","33558","25","1214","909","345","1628","605","441","2024","2835","3902","830","660","698","33","15","10","1054","160","746","163","252","93","986","642","512","93","272","169","1212","812","1812","1023","1398","2504","416","414","449","211","344","354"
"publicpolygonfeature:5:43538","ZIP Code 33547","country:us/state:fl/zip:33547","33547","623","427","1231","512","2013","693","136","1611","2296","2750","784","547","389","338","592","31","378","49","855","376","375","137","934","1079","520","173","115","21","834","777","1437","859","588","2162","255","529","376","171","130","259"
"publicpolygonfeature:5:43539","ZIP Code 33548","country:us/state:fl/zip:33548","33548","14","272","361","64","406","208","86","597","913","739","430","82","78","27","14","0","264","8","87","274","33","31","209","197","140","68","26","60","328","269","703","210","264","475","233","197","71","11","8","70"
"publicpolygonfeature:5:43540","ZIP Code 33549","country:us/state:fl/zip:33549","33549","0","768","472","136","1154","486","118","719","1256","2114","690","434","297","92","0","0","544","224","321","151","85","51","674","480","347","139","61","57","239","480","738","518","617","1497","535","155","275","159","188","109"
"publicpolygonfeature:5:43541","ZIP Code 33559","country:us/state:fl/zip:33559","33559","0","516","403","117","1500","336","428","990","947","3132","1137","369","588","50","0","0","394","122","246","157","85","32","1014","486","259","77","192","236","388","602","518","429","801","2331","619","518","96","273","258","330"
"publicpolygonfeature:5:43542","ZIP Code 33563","country:us/state:fl/zip:33563","33563","251","1943","943","390","1721","760","98","886","1021","2360","1399","349","892","32","207","44","1836","107","660","283","336","54","926","795","524","236","40","58","494","392","549","472","405","1955","558","841","100","249","458","434"
"publicpolygonfeature:5:43543","ZIP Code 33565","country:us/state:fl/zip:33565","33565","299","1247","483","247","1046","429","35","556","942","1452","495","321","400","44","212","87","1010","237","301","182","199","48","654","392","333","96","21","14","233","323","580","362","241","1211","204","291","230","91","183","217"
"publicpolygonfeature:5:43544","ZIP Code 33566","country:us/state:fl/zip:33566","33566","401","1272","807","369","1240","553","127","1007","1316","2258","1305","417","554","16","366","35","1156","116","554","253","286","83","562","678","446","107","50","77","646","361","735","581","604","1654","650","655","245","172","280","274"
"publicpolygonfeature:5:43546","ZIP Code 33567","country:us/state:fl/zip:33567","33567","563","725","292","306","637","520","80","385","681","1387","423","189","363","0","410","153","600","125","110","182","167","139","322","315","289","231","54","26","122","263","390","291","224","1163","163","260","187","2","286","77"
"publicpolygonfeature:5:43547","ZIP Code 33569","country:us/state:fl/zip:33569","33569","74","1199","673","346","1994","761","198","1331","1726","3353","930","762","654","204","53","21","983","216","378","295","247","99","1245","749","562","199","88","110","594","737","986","740","904","2449","475","455","469","293","282","372"
"publicpolygonfeature:5:43548","ZIP Code 33570","country:us/state:fl/zip:33570","33570","215","1458","803","114","1767","1372","319","1672","2209","2503","1322","333","1041","207","148","67","1318","140","463","340","61","53","855","912","943","429","183","136","673","999","1280","929","480","2023","497","825","207","126","567","474"
"publicpolygonfeature:5:43549","ZIP Code 33572","country:us/state:fl/zip:33572","33572","160","801","751","385","1343","565","272","1442","2092","2855","1084","782","568","114","160","0","732","69","561","190","287","98","613","730","452","113","117","155","465","977","1222","870","647","2208","576","508","609","173","361","207"
"publicpolygonfeature:5:43550","ZIP Code 33573","country:us/state:fl/zip:33573","33573","107","617","413","165","1704","380","413","1258","1704","2385","900","493","194","245","71","36","534","83","331","82","95","70","948","756","304","76","309","104","439","819","1022","682","494","1891","272","628","406","87","36","158"
"publicpolygonfeature:5:43551","ZIP Code 33578","country:us/state:fl/zip:33578","33578","135","2044","1887","816","3659","1259","626","3836","5923","7108","2551","1504","1448","627","64","71","1716","328","1123","764","678","138","1494","2165","1045","214","292","334","1554","2282","3072","2851","1801","5307","1011","1540","614","890","557","891"
"publicpolygonfeature:5:43552","ZIP Code 33579","country:us/state:fl/zip:33579","33579","183","1835","1248","656","2917","1475","373","3142","4748","5207","1980","1182","734","315","162","21","1565","270","778","470","603","53","1585","1332","1140","335","324","49","824","2318","2759","1989","1200","4007","1115","865","583","599","302","432"
"publicpolygonfeature:5:43553","ZIP Code 33584","country:us/state:fl/zip:33584","33584","80","1090","1057","256","1797","801","203","891","2116","2429","1310","608","742","116","57","23","942","148","727","330","140","116","926","871","549","252","102","101","250","641","1056","1060","845","1584","790","520","394","214","385","357"
"publicpolygonfeature:5:43555","ZIP Code 33604","country:us/state:fl/zip:33604","33604","82","1413","741","395","2803","1389","448","2100","3242","3853","2009","742","915","27","46","36","1227","186","512","229","244","151","1191","1612","1084","305","238","210","897","1203","1671","1571","952","2901","1074","935","446","296","321","594"
"publicpolygonfeature:5:43556","ZIP Code 33592","country:us/state:fl/zip:33592","33592","20","789","415","64","828","385","84","414","693","1118","232","205","274","44","18","2","743","46","264","151","34","30","499","329","342","43","62","22","207","207","447","246","383","735","89","143","122","83","186","88"
"publicpolygonfeature:5:43557","ZIP Code 33594","country:us/state:fl/zip:33594","33594","264","1267","1154","662","2188","935","366","1592","2664","4730","1910","925","737","161","147","117","917","350","866","288","361","301","1136","1052","770","165","233","133","786","806","1665","999","885","3845","1134","776","672","253","413","324"
"publicpolygonfeature:5:43558","ZIP Code 33596","country:us/state:fl/zip:33596","33596","67","554","535","373","1861","668","105","1827","2558","3005","1191","808","663","317","67","0","473","81","393","142","256","117","1230","631","417","251","75","30","717","1110","1359","1199","716","2289","505","686","599","209","367","296"
"publicpolygonfeature:5:43559","ZIP Code 33605","country:us/state:fl/zip:33605","33605","46","857","496","277","680","405","117","746","984","1239","882","213","270","7","12","34","772","85","307","189","221","56","279","401","310","95","82","35","330","416","579","405","240","999","460","422","73","140","207","63"
"publicpolygonfeature:5:43560","ZIP Code 33606","country:us/state:fl/zip:33606","33606","12","487","596","242","1189","373","273","2347","2430","3275","1489","299","346","81","12","0","379","108","343","253","140","102","593","596","264","109","122","151","1467","880","1292","1138","1135","2140","584","905","205","94","147","199"
"publicpolygonfeature:5:43561","ZIP Code 33597","country:us/state:fl/zip:33597","33597","266","1032","181","127","863","253","0","138","507","550","434","299","118","0","165","101","954","78","145","36","22","105","351","512","234","19","0","0","25","113","209","298","124","426","225","209","149","150","62","56"
"publicpolygonfeature:5:43562","ZIP Code 33598","country:us/state:fl/zip:33598","33598","1067","1987","707","553","1288","530","109","1314","1969","1908","813","297","809","111","812","255","1900","87","593","114","469","84","786","502","418","112","32","77","402","912","1368","601","237","1671","308","505","189","108","257","552"
"publicpolygonfeature:5:43563","ZIP Code 33602","country:us/state:fl/zip:33602","33602","170","561","446","311","991","506","443","2059","3236","2820","1589","526","374","34","170","0","299","262","329","117","183","128","556","435","433","73","285","158","1199","860","2226","1010","885","1935","903","686","378","148","133","241"
"publicpolygonfeature:5:43564","ZIP Code 33607","country:us/state:fl/zip:33607","33607","49","816","587","535","1243","869","179","1752","3303","2811","1491","622","966","39","49","0","643","173","425","162","486","49","689","554","696","173","162","17","973","779","2117","1186","956","1855","763","728","500","122","512","454"
"publicpolygonfeature:5:43565","ZIP Code 33609","country:us/state:fl/zip:33609","33609","61","663","529","204","954","366","308","1521","2352","1959","1029","270","303","217","51","10","557","106","419","110","125","79","433","521","230","136","233","75","955","566","1364","988","436","1523","664","365","178","92","76","227"
"publicpolygonfeature:5:43566","ZIP Code 33610","country:us/state:fl/zip:33610","33610","134","2299","1319","835","2301","1326","381","2153","2858","4098","1923","517","782","21","134","0","2019","280","791","528","604","231","869","1432","920","406","177","204","819","1334","1219","1639","1158","2940","1029","894","132","385","425","357"
"publicpolygonfeature:5:43567","ZIP Code 33611","country:us/state:fl/zip:33611","33611","99","761","1229","516","1900","594","263","2970","4339","3943","1936","942","1066","589","99","0","552","209","891","338","315","201","894","1006","468","126","196","67","1590","1380","2033","2306","1390","2553","1143","793","490","452","281","785"
"publicpolygonfeature:5:43568","ZIP Code 33612","country:us/state:fl/zip:33612","33612","40","3826","1080","462","2382","1345","320","1615","3165","4447","2117","277","1432","14","40","0","3384","442","772","308","298","164","1311","1071","888","457","220","100","612","1003","2012","1153","1361","3086","1007","1110","203","74","876","556"
"publicpolygonfeature:5:43569","ZIP Code 33625","country:us/state:fl/zip:33625","33625","29","1372","676","92","1607","1283","206","2159","2933","3243","1325","577","557","49","29","0","1287","85","459","217","47","45","848","759","994","289","83","123","705","1454","1544","1389","1030","2213","545","780","241","336","189","368"
"publicpolygonfeature:5:43570","ZIP Code 33613","country:us/state:fl/zip:33613","33613","109","2088","749","194","2238","854","225","1108","3328","5689","2526","278","600","56","17","92","1888","200","357","392","145","49","1093","1145","780","74","133","92","418","690","2029","1299","1594","4095","1445","1081","110","168","223","377"
"publicpolygonfeature:5:43571","ZIP Code 33614","country:us/state:fl/zip:33614","33614","124","2694","1815","485","2988","2350","242","1497","2970","4574","2646","416","1587","15","121","3","2469","225","1057","758","388","97","1461","1527","2021","329","166","76","783","714","1688","1282","1519","3055","1152","1494","145","271","660","927"
"publicpolygonfeature:5:43572","ZIP Code 33615","country:us/state:fl/zip:33615","33615","103","1903","2044","489","3077","2040","445","2755","4095","5215","2117","401","1596","20","50","53","1559","344","1326","718","369","120","1410","1667","1443","597","266","179","1474","1281","2111","1984","1097","4118","813","1304","171","230","745","851"
"publicpolygonfeature:5:43573","ZIP Code 33616","country:us/state:fl/zip:33616","33616","0","723","272","196","601","380","206","1001","2083","1560","854","458","347","617","0","0","679","44","224","48","110","86","238","363","244","136","86","120","453","548","1113","970","445","1115","407","447","199","259","60","287"
"publicpolygonfeature:5:43574","ZIP Code 33617","country:us/state:fl/zip:33617","33617","28","1278","1116","551","2326","1980","466","2110","3449","5546","2650","839","1305","13","15","13","1193","85","753","363","319","232","1179","1147","1400","580","305","161","865","1245","1718","1731","2046","3500","1308","1342","508","331","589","716"
"publicpolygonfeature:5:43575","ZIP Code 33618","country:us/state:fl/zip:33618","33618","23","777","693","409","2014","427","254","1980","2436","3125","1237","394","846","31","0","23","631","146","547","146","294","115","1022","992","350","77","127","127","1007","973","1484","952","954","2171","713","524","165","229","240","606"
"publicpolygonfeature:5:43576","ZIP Code 33619","country:us/state:fl/zip:33619","33619","166","2211","1259","460","1893","2062","319","1962","2928","3446","1842","574","1157","46","96","70","1958","253","778","481","220","240","946","947","1624","438","257","62","632","1330","1821","1107","591","2855","843","999","190","384","463","694"
"publicpolygonfeature:5:43577","ZIP Code 33620","country:us/state:fl/zip:33620","33620","0","14","28","41","536","15","0","73","116","1121","741","16","56","0","0","0","14","0","0","28","41","0","217","319","15","0","0","0","0","73","46","70","275","846","192","549","16","0","6","50"
"publicpolygonfeature:5:43578","ZIP Code 33621","country:us/state:fl/zip:33621","33621","0","26","0","9","18","14","0","11","49","185","16","23","0","796","0","0","0","26","0","0","9","0","0","18","14","0","0","0","0","11","0","49","33","152","0","16","12","11","0","0"
"publicpolygonfeature:5:43579","ZIP Code 33624","country:us/state:fl/zip:33624","33624","48","1270","1275","430","2603","1521","435","2891","2882","4489","2346","585","1374","187","34","14","1154","116","749","526","351","79","1571","1032","871","650","233","202","1548","1343","1410","1472","1003","3486","1058","1288","278","307","568","806"
"publicpolygonfeature:5:43580","ZIP Code 33637","country:us/state:fl/zip:33637","33637","31","744","495","241","766","734","74","1012","1838","2280","1001","334","703","0","31","0","713","31","311","184","117","124","293","473","505","229","74","0","462","550","1205","633","475","1805","553","448","57","277","341","362"
"publicpolygonfeature:5:43581","ZIP Code 33647","country:us/state:fl/zip:33647","33647","33","1794","1435","896","3406","1942","941","5573","6856","10073","3560","1181","1318","124","33","0","1565","229","1150","285","581","315","1820","1586","1549","393","679","262","2670","2903","4006","2850","3144","6929","1762","1798","728","453","756","562"
"publicpolygonfeature:5:43582","ZIP Code 33701","country:us/state:fl/zip:33701","33701","23","380","648","230","903","343","242","906","2045","2067","1200","287","488","104","15","8","275","105","499","149","83","147","381","522","274","69","198","44","499","407","1046","999","517","1550","695","505","161","126","169","319"
"publicpolygonfeature:5:43583","ZIP Code 33702","country:us/state:fl/zip:33702","33702","16","895","959","187","2435","786","433","1471","2933","2779","1418","344","917","130","16","0","659","236","532","427","95","92","1283","1152","601","185","265","168","764","707","1716","1217","763","2016","613","805","164","180","429","488"
"publicpolygonfeature:5:43584","ZIP Code 33703","country:us/state:fl/zip:33703","33703","27","670","1147","363","1054","569","72","1630","2729","3265","1250","611","477","0","10","17","558","112","679","468","318","45","608","446","424","145","48","24","978","652","1332","1397","1009","2256","647","603","336","275","202","275"
"publicpolygonfeature:5:43585","ZIP Code 33704","country:us/state:fl/zip:33704","33704","14","314","558","157","608","297","286","1135","2013","1794","873","487","303","14","14","0","250","64","265","293","70","87","311","297","236","61","217","69","703","432","941","1072","441","1353","559","314","246","241","128","175"
"publicpolygonfeature:5:43586","ZIP Code 33712","country:us/state:fl/zip:33712","33712","57","370","671","177","1371","626","217","1501","1157","3430","1794","647","558","0","36","21","242","128","382","289","144","33","584","787","467","159","127","90","724","777","582","575","760","2670","764","1030","312","335","267","291"
"publicpolygonfeature:5:43587","ZIP Code 33713","country:us/state:fl/zip:33713","33713","39","1051","1441","272","2579","970","395","1688","2986","3588","1900","821","1150","33","39","0","939","112","706","735","140","132","1391","1188","687","283","225","170","1045","643","1818","1168","1058","2530","1046","854","542","279","333","817"
"publicpolygonfeature:5:43588","ZIP Code 33714","country:us/state:fl/zip:33714","33714","45","732","1173","97","1458","399","243","438","1080","1663","1053","119","519","12","45","0","671","61","765","408","85","12","766","692","224","175","136","107","240","198","692","388","364","1299","676","377","57","62","149","370"
"publicpolygonfeature:5:43589","ZIP Code 33715","country:us/state:fl/zip:33715","33715","78","75","149","44","310","140","58","603","538","664","212","81","245","0","58","20","52","23","103","46","30","14","175","135","135","5","40","18","326","277","373","165","114","550","161","51","19","62","151","94"
"publicpolygonfeature:5:43590","ZIP Code 33716","country:us/state:fl/zip:33716","33716","0","459","1091","177","1726","789","159","1767","1849","2838","1361","242","487","610","0","0","373","86","814","277","50","127","684","1042","442","347","71","88","990","777","840","1009","517","2321","801","560","147","95","216","271"
