"feature id","feature label","shid","geoid","Employment Industry Agriculture, Fishing, and Mining (2020-2024)","Employment Industry Construction (2020-2024)","Employment Industry Manufacturing (2020-2024)","Employment Industry Wholesale Trade (2020-2024)","Employment Industry Retail Trade (2020-2024)","Employment Industry Transportation (2020-2024)","Employment Industry Information (2020-2024)","Employment Industry Finance and Insurance (2020-2024)","Employment Industry Scientific and Professional (2020-2024)","Employment Industry Education and Health Care (2020-2024)","Employment Industry Arts, Food, and Entertainment (2020-2024)","Employment Industry Public Administration (2020-2024)","Employment Industry Other Services (2020-2024)","Employment Industry Armed Forces (2020-2024)","Male Employed in Agriculture, Fishing, and Mining Industry (2020-2024)","Female Employed in Agriculture, Fishing, and Mining Industry (2020-2024)","Male Employed in Construction Industry (2020-2024)","Female Employed in Construction Industry (2020-2024)","Male Employed in Manufacturing Industry (2020-2024)","Female Employed in Manufacturing Industry (2020-2024)","Male Employed in Wholesale Trade Industry (2020-2024)","Female Employed in Wholesale Trade Industry (2020-2024)","Male Employed in Retail Trade Industry (2020-2024)","Female Employed in Retail Trade Industry (2020-2024)","Male Employed in Transportation Industry (2020-2024)","Female Employed in Transportation Industry (2020-2024)","Male Employed in Information Industry (2020-2024)","Female Employed in Information Industry (2020-2024)","Male Employed in Finance and Insurance Industry (2020-2024)","Female Employed in Finance and Insurance Industry (2020-2024)","Male Employed in Scientific and Professional Industry (2020-2024)","Female Employed in Scientific and Professional Industry (2020-2024)","Male Employed in Education and Health Care Industry (2020-2024)","Female Employed in Education and Health Care Industry (2020-2024)","Male Employed in Arts, Food, and Entertainment Industry (2020-2024)","Female Employed in Arts, Food, and Entertainment Industry (2020-2024)","Male Employed in Public Administration Industry (2020-2024)","Female Employed in Public Administration Industry (2020-2024)","Male Employed in Other Services Industry (2020-2024)","Female Employed in Other Services Industry (2020-2024)"
"publicpolygonfeature:5:47567","ZIP Code 46033","country:us/state:in/zip:46033","46033","43","885","2532","834","1673","634","377","1988","3827","5141","1687","488","756","84","16","27","647","238","1896","636","706","128","1145","528","376","258","244","133","1279","709","2075","1752","1611","3530","519","1168","267","221","244","512"
"publicpolygonfeature:5:47568","ZIP Code 46034","country:us/state:in/zip:46034","46034","52","321","301","60","268","63","0","480","691","958","215","269","374","0","33","19","310","11","144","157","31","29","76","192","58","5","0","0","288","192","318","373","232","726","39","176","158","111","207","167"
"publicpolygonfeature:5:47569","ZIP Code 46035","country:us/state:in/zip:46035","46035","0","31","286","17","55","21","1","15","35","75","72","18","26","0","0","0","28","3","188","98","17","0","22","33","21","0","0","1","0","15","12","23","12","63","69","3","15","3","20","6"
"publicpolygonfeature:5:47571","ZIP Code 46036","country:us/state:in/zip:46036","46036","132","378","1601","23","628","301","53","175","223","1230","291","255","178","25","111","21","378","0","1043","558","23","0","364","264","253","48","44","9","33","142","111","112","184","1046","63","228","123","132","139","39"
"publicpolygonfeature:5:47572","ZIP Code 46037","country:us/state:in/zip:46037","46037","66","988","2431","1111","2471","1079","482","3144","3821","6005","1246","710","891","248","53","13","712","276","1653","778","789","322","1299","1172","841","238","386","96","1569","1575","2222","1599","1777","4228","856","390","379","331","556","335"
"publicpolygonfeature:5:47573","ZIP Code 46038","country:us/state:in/zip:46038","46038","116","890","2170","475","2537","849","261","2771","4438","6503","2405","848","706","103","82","34","693","197","1515","655","395","80","1728","809","787","62","208","53","1552","1219","3038","1400","1821","4682","1184","1221","457","391","257","449"
"publicpolygonfeature:5:47575","ZIP Code 46040","country:us/state:in/zip:46040","46040","40","878","1295","316","738","310","134","838","1374","2036","719","194","430","90","9","31","732","146","877","418","173","143","531","207","218","92","26","108","403","435","902","472","497","1539","471","248","148","46","394","36"
"publicpolygonfeature:5:47577","ZIP Code 46044","country:us/state:in/zip:46044","46044","45","138","300","40","157","76","25","86","24","263","60","68","53","0","29","16","120","18","250","50","35","5","73","84","55","21","0","25","27","59","4","20","28","235","41","19","51","17","12","41"
"publicpolygonfeature:5:47578","ZIP Code 46045","country:us/state:in/zip:46045","46045","0","5","43","0","0","0","0","0","3","0","0","0","0","0","0","0","5","0","0","43","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47579","ZIP Code 46047","country:us/state:in/zip:46047","46047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47580","ZIP Code 46048","country:us/state:in/zip:46048","46048","4","108","79","15","95","39","9","54","48","192","120","49","26","0","4","0","87","21","74","5","6","9","65","30","39","0","6","3","48","6","32","16","21","171","76","44","24","25","4","22"
"publicpolygonfeature:5:47581","ZIP Code 46049","country:us/state:in/zip:46049","46049","24","17","71","12","27","9","10","29","30","63","1","28","0","0","15","9","17","0","66","5","12","0","12","15","7","2","10","0","18","11","4","26","3","60","1","0","26","2","0","0"
"publicpolygonfeature:5:47582","ZIP Code 46278","country:us/state:in/zip:46278","46278","5","78","837","12","304","167","22","437","765","1091","316","158","299","0","0","5","78","0","382","455","12","0","192","112","154","13","22","0","344","93","479","286","278","813","96","220","94","64","228","71"
"publicpolygonfeature:5:47583","ZIP Code 46050","country:us/state:in/zip:46050","46050","7","110","180","15","88","42","23","53","66","200","40","42","38","0","7","0","87","23","141","39","3","12","26","62","17","25","2","21","6","47","22","44","40","160","9","31","40","2","29","9"
"publicpolygonfeature:5:47584","ZIP Code 46051","country:us/state:in/zip:46051","46051","0","176","114","4","212","131","15","150","196","334","111","69","57","0","0","0","160","16","90","24","4","0","73","139","125","6","0","15","49","101","121","75","21","313","34","77","21","48","48","9"
"publicpolygonfeature:5:47585","ZIP Code 46052","country:us/state:in/zip:46052","46052","356","942","1501","246","1475","1096","134","649","911","2784","1537","221","533","0","339","17","805","137","1018","483","166","80","809","666","860","236","53","81","264","385","402","509","544","2240","871","666","158","63","236","297"
"publicpolygonfeature:5:47587","ZIP Code 46055","country:us/state:in/zip:46055","46055","84","337","788","211","912","789","47","1135","1024","2337","375","472","306","16","67","17","289","48","503","285","211","0","649","263","453","336","21","26","782","353","513","511","428","1909","232","143","303","169","107","199"
"publicpolygonfeature:5:47588","ZIP Code 46056","country:us/state:in/zip:46056","46056","0","116","167","10","128","60","45","40","87","136","152","81","31","0","0","0","95","21","118","49","10","0","47","81","36","24","33","12","0","40","37","50","23","113","78","74","77","4","31","0"
"publicpolygonfeature:5:47591","ZIP Code 46060","country:us/state:in/zip:46060","46060","145","1889","2986","419","2675","1077","239","1698","3626","6161","1797","859","1590","74","65","80","1689","200","2339","647","330","89","1586","1089","854","223","140","99","985","713","2128","1498","1034","5127","641","1156","552","307","976","614"
"publicpolygonfeature:5:47593","ZIP Code 46062","country:us/state:in/zip:46062","46062","237","1123","2542","415","2275","785","400","1974","2774","5452","1993","1017","1005","67","46","191","944","179","1872","670","209","206","1158","1117","608","177","260","140","961","1013","1872","902","1186","4266","1088","905","671","346","603","402"
"publicpolygonfeature:5:47594","ZIP Code 46063","country:us/state:in/zip:46063","46063","3","4","18","0","10","1","0","0","10","26","3","5","2","0","3","0","4","0","14","4","0","0","7","3","1","0","0","0","0","0","3","7","5","21","2","1","0","5","2","0"
"publicpolygonfeature:5:47595","ZIP Code 46064","country:us/state:in/zip:46064","46064","65","885","878","117","837","483","190","741","863","1854","710","208","311","0","46","19","802","83","684","194","104","13","489","348","372","111","85","105","414","327","529","334","372","1482","281","429","118","90","124","187"
"publicpolygonfeature:5:47597","ZIP Code 46068","country:us/state:in/zip:46068","46068","33","84","205","16","89","107","32","88","90","291","108","51","80","0","27","6","81","3","168","37","16","0","56","33","107","0","17","15","0","88","66","24","47","244","66","42","7","44","70","10"
"publicpolygonfeature:5:47598","ZIP Code 46069","country:us/state:in/zip:46069","46069","48","401","526","174","281","297","0","154","405","918","280","70","383","0","48","0","291","110","423","103","153","21","205","76","217","80","0","0","107","47","286","119","147","771","124","156","50","20","109","274"
"publicpolygonfeature:5:47599","ZIP Code 46070","country:us/state:in/zip:46070","46070","3","64","224","2","89","43","12","15","64","178","32","27","177","2","3","0","64","0","143","81","2","0","43","46","16","27","9","3","0","15","33","31","23","155","7","25","8","19","78","99"
"publicpolygonfeature:5:47600","ZIP Code 46071","country:us/state:in/zip:46071","46071","49","93","382","34","147","108","52","91","56","365","114","47","46","0","47","2","93","0","276","106","22","12","77","70","82","26","12","40","22","69","29","27","124","241","68","46","42","5","22","24"
"publicpolygonfeature:5:47601","ZIP Code 46072","country:us/state:in/zip:46072","46072","123","226","836","63","400","288","39","73","288","1079","230","378","308","0","98","25","213","13","725","111","56","7","249","151","189","99","8","31","14","59","167","121","248","831","87","143","212","166","243","65"
"publicpolygonfeature:5:47602","ZIP Code 46074","country:us/state:in/zip:46074","46074","432","1237","2974","795","3384","1097","393","2815","3863","6688","1695","421","829","50","219","213","1013","224","2202","772","621","174","1838","1546","714","383","212","181","1515","1300","2132","1731","2020","4668","996","699","261","160","334","495"
"publicpolygonfeature:5:47603","ZIP Code 46075","country:us/state:in/zip:46075","46075","54","313","667","91","623","244","36","298","707","1667","452","251","181","0","33","21","261","52","488","179","64","27","411","212","217","27","36","0","117","181","361","346","402","1265","245","207","169","82","91","90"
"publicpolygonfeature:5:47604","ZIP Code 46076","country:us/state:in/zip:46076","46076","10","42","286","12","81","35","12","48","38","108","42","90","17","0","4","6","32","10","139","147","5","7","36","45","21","14","2","10","9","39","15","23","7","101","20","22","19","71","15","2"
"publicpolygonfeature:5:47605","ZIP Code 46077","country:us/state:in/zip:46077","46077","125","881","2711","263","1471","766","302","1737","2616","5224","1217","694","657","0","112","13","845","36","1768","943","173","90","793","678","541","225","120","182","1032","705","1476","1140","1669","3555","625","592","414","280","492","165"
"publicpolygonfeature:5:47606","ZIP Code 46103","country:us/state:in/zip:46103","46103","0","23","43","7","37","12","0","3","8","32","14","12","11","0","0","0","15","8","39","4","1","6","22","15","4","8","0","0","1","2","8","0","6","26","6","8","0","12","11","0"
"publicpolygonfeature:5:47610","ZIP Code 46106","country:us/state:in/zip:46106","46106","73","420","805","86","331","203","39","238","803","1154","245","208","216","30","27","46","250","170","649","156","86","0","249","82","162","41","39","0","92","146","289","514","296","858","176","69","208","0","126","90"
"publicpolygonfeature:5:47611","ZIP Code 46107","country:us/state:in/zip:46107","46107","0","529","587","104","1012","440","33","325","577","1279","503","387","375","0","0","0","353","176","497","90","68","36","467","545","362","78","33","0","143","182","316","261","287","992","240","263","246","141","164","211"
"publicpolygonfeature:5:47612","ZIP Code 46110","country:us/state:in/zip:46110","46110","0","38","148","0","0","0","0","0","18","59","0","0","29","0","0","0","38","0","148","0","0","0","0","0","0","0","0","0","0","0","18","0","0","59","0","0","0","0","8","21"
"publicpolygonfeature:5:47613","ZIP Code 46111","country:us/state:in/zip:46111","46111","0","20","58","25","74","6","0","0","1","57","0","6","4","0","0","0","20","0","40","18","19","6","35","39","0","6","0","0","0","0","1","0","17","40","0","0","0","6","0","4"
"publicpolygonfeature:5:47614","ZIP Code 46118","country:us/state:in/zip:46118","46118","68","567","372","46","235","117","2","211","213","389","131","97","39","0","68","0","498","69","163","209","9","37","110","125","72","45","0","2","118","93","132","81","58","331","42","89","34","63","17","22"
"publicpolygonfeature:5:47615","ZIP Code 46112","country:us/state:in/zip:46112","46112","118","1215","2491","488","2375","1753","195","1506","2941","6648","1566","1122","1038","0","59","59","1088","127","1850","641","358","130","1439","936","1193","560","113","82","680","826","1888","1053","1227","5421","707","859","622","500","360","678"
"publicpolygonfeature:5:47616","ZIP Code 46113","country:us/state:in/zip:46113","46113","108","471","950","201","1303","1648","22","452","883","2131","313","327","305","66","91","17","425","46","509","441","157","44","624","679","1193","455","9","13","61","391","518","365","406","1725","233","80","181","146","243","62"
"publicpolygonfeature:5:47618","ZIP Code 46117","country:us/state:in/zip:46117","46117","0","55","17","0","21","21","0","18","8","89","0","25","0","0","0","0","55","0","17","0","0","0","21","0","21","0","0","0","0","18","0","8","0","89","0","0","25","0","0","0"
"publicpolygonfeature:5:47619","ZIP Code 46280","country:us/state:in/zip:46280","46280","36","352","479","171","423","140","66","268","1034","999","450","53","255","0","0","36","306","46","318","161","171","0","252","171","96","44","28","38","109","159","645","389","235","764","137","313","24","29","107","148"
"publicpolygonfeature:5:47621","ZIP Code 46124","country:us/state:in/zip:46124","46124","47","193","851","59","288","171","13","251","246","506","495","195","159","16","47","0","157","36","481","370","59","0","107","181","153","18","13","0","80","171","146","100","170","336","202","293","152","43","70","89"
"publicpolygonfeature:5:47622","ZIP Code 46121","country:us/state:in/zip:46121","46121","81","250","600","81","231","248","37","207","221","536","57","193","85","0","81","0","199","51","458","142","74","7","116","115","185","63","31","6","88","119","100","121","77","459","32","25","150","43","44","41"
"publicpolygonfeature:5:47623","ZIP Code 46122","country:us/state:in/zip:46122","46122","55","1191","1239","181","629","772","46","505","936","2314","367","642","371","49","44","11","876","315","892","347","104","77","396","233","634","138","31","15","262","243","439","497","584","1730","249","118","414","228","243","128"
"publicpolygonfeature:5:47624","ZIP Code 46123","country:us/state:in/zip:46123","46123","9","1015","3018","625","2586","2466","324","1571","3059","5303","1567","1006","1025","97","9","0","935","80","2458","560","557","68","1439","1147","1534","932","171","153","551","1020","1613","1446","879","4424","779","788","527","479","475","550"
"publicpolygonfeature:5:47625","ZIP Code 46125","country:us/state:in/zip:46125","46125","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"publicpolygonfeature:5:47626","ZIP Code 46290","country:us/state:in/zip:46290","46290","0","0","10","0","0","0","0","0","28","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47627","ZIP Code 46126","country:us/state:in/zip:46126","46126","33","149","262","46","143","81","39","21","270","526","214","92","95","0","33","0","149","0","175","87","34","12","84","59","40","41","38","1","19","2","204","66","91","435","68","146","65","27","45","50"
"publicpolygonfeature:5:47630","ZIP Code 46142","country:us/state:in/zip:46142","46142","104","1077","1805","484","2381","1243","380","1576","2068","4684","1242","583","880","0","83","21","941","136","1291","514","354","130","1194","1187","1026","217","291","89","934","642","1291","777","1349","3335","621","621","323","260","608","272"
"publicpolygonfeature:5:47631","ZIP Code 46130","country:us/state:in/zip:46130","46130","17","140","197","0","61","113","13","41","97","310","97","102","74","0","17","0","116","24","148","49","0","0","14","47","82","31","13","0","20","21","51","46","108","202","32","65","42","60","22","52"
"publicpolygonfeature:5:47632","ZIP Code 46131","country:us/state:in/zip:46131","46131","261","1081","2058","397","2079","1127","142","647","1838","4473","909","791","850","155","261","0","1014","67","1419","639","288","109","1119","960","684","443","107","35","274","373","1116","722","850","3623","368","541","345","446","412","438"
"publicpolygonfeature:5:47634","ZIP Code 46149","country:us/state:in/zip:46149","46149","7","58","172","30","32","42","12","52","140","195","36","6","143","0","0","7","58","0","172","0","30","0","29","3","34","8","0","12","22","30","59","81","37","158","31","5","3","3","6","137"
"publicpolygonfeature:5:47638","ZIP Code 46140","country:us/state:in/zip:46140","46140","204","2160","3018","631","2612","1611","350","1243","2702","4863","1977","987","838","92","128","76","2032","128","2339","679","446","185","1080","1532","1248","363","135","215","649","594","1241","1461","1193","3670","997","980","502","485","495","343"
"publicpolygonfeature:5:47639","ZIP Code 46143","country:us/state:in/zip:46143","46143","132","2544","4277","642","3889","2292","278","1693","3814","7894","1696","1026","1393","184","63","69","2267","277","3200","1077","352","290","2300","1589","1550","742","193","85","786","907","2186","1628","2100","5794","743","953","558","468","490","903"
"publicpolygonfeature:5:47640","ZIP Code 46144","country:us/state:in/zip:46144","46144","0","0","12","0","13","43","0","23","0","9","0","10","0","0","0","0","0","0","12","0","0","0","13","0","43","0","0","0","0","23","0","0","0","9","0","0","0","10","0","0"
"publicpolygonfeature:5:47642","ZIP Code 46147","country:us/state:in/zip:46147","46147","60","66","200","18","48","48","4","89","96","298","97","93","89","0","60","0","59","7","133","67","11","7","21","27","13","35","4","0","65","24","75","21","40","258","49","48","58","35","41","48"
"publicpolygonfeature:5:47644","ZIP Code 46157","country:us/state:in/zip:46157","46157","71","286","182","31","259","293","4","183","137","376","81","141","127","9","71","0","223","63","146","36","29","2","85","174","243","50","2","2","25","158","79","58","47","329","32","49","66","75","59","68"
"publicpolygonfeature:5:47645","ZIP Code 46158","country:us/state:in/zip:46158","46158","35","1060","1635","358","847","1514","123","614","822","2572","637","388","673","13","35","0","979","81","1254","381","220","138","242","605","1201","313","93","30","192","422","535","287","541","2031","245","392","235","153","268","405"
"publicpolygonfeature:5:47647","ZIP Code 46160","country:us/state:in/zip:46160","46160","9","508","385","9","403","168","15","245","181","734","131","138","164","0","9","0","402","106","271","114","3","6","196","207","168","0","0","15","89","156","100","81","117","617","89","42","104","34","73","91"
"publicpolygonfeature:5:47648","ZIP Code 46161","country:us/state:in/zip:46161","46161","28","110","232","58","50","81","49","19","129","324","58","73","71","0","28","0","110","0","139","93","42","16","23","27","51","30","32","17","0","19","48","81","46","278","13","45","36","37","26","45"
"publicpolygonfeature:5:47649","ZIP Code 46162","country:us/state:in/zip:46162","46162","0","13","27","0","10","0","17","10","15","0","24","0","27","0","0","0","13","0","27","0","0","0","10","0","0","0","17","0","0","10","0","15","0","0","0","24","0","0","27","0"
"publicpolygonfeature:5:47650","ZIP Code 46163","country:us/state:in/zip:46163","46163","13","491","1255","353","784","254","91","581","952","1606","354","534","305","11","0","13","407","84","982","273","185","168","422","362","254","0","61","30","294","287","522","430","268","1338","120","234","405","129","150","155"
"publicpolygonfeature:5:47651","ZIP Code 46164","country:us/state:in/zip:46164","46164","29","305","472","29","240","113","15","97","118","359","125","123","170","0","29","0","244","61","312","160","29","0","91","149","103","10","15","0","18","79","92","26","87","272","70","55","36","87","53","117"
"publicpolygonfeature:5:47652","ZIP Code 46165","country:us/state:in/zip:46165","46165","57","115","135","18","110","27","0","17","94","266","16","37","55","0","57","0","75","40","96","39","17","1","51","59","22","5","0","0","7","10","54","40","99","167","2","14","18","19","40","15"
"publicpolygonfeature:5:47653","ZIP Code 46166","country:us/state:in/zip:46166","46166","41","238","166","21","125","141","6","62","105","252","37","60","105","43","41","0","210","28","106","60","18","3","77","48","128","13","6","0","0","62","54","51","48","204","33","4","22","38","64","41"
"publicpolygonfeature:5:47654","ZIP Code 46167","country:us/state:in/zip:46167","46167","42","192","785","93","321","211","26","184","303","872","198","15","99","0","42","0","192","0","588","197","69","24","181","140","142","69","0","26","151","33","214","89","177","695","102","96","7","8","54","45"
"publicpolygonfeature:5:47655","ZIP Code 46182","country:us/state:in/zip:46182","46182","27","83","223","17","40","96","0","0","95","258","29","19","77","0","27","0","83","0","177","46","17","0","27","13","73","23","0","0","0","0","8","87","11","247","9","20","0","19","23","54"
"publicpolygonfeature:5:47656","ZIP Code 46168","country:us/state:in/zip:46168","46168","39","1007","1877","274","2062","2634","171","849","2304","4235","1205","748","768","34","20","19","658","349","1367","510","179","95","1065","997","1999","635","110","61","374","475","1434","870","1163","3072","570","635","325","423","389","379"
"publicpolygonfeature:5:47659","ZIP Code 46183","country:us/state:in/zip:46183","46183","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:47660","ZIP Code 46184","country:us/state:in/zip:46184","46184","35","819","678","127","677","580","191","237","725","1839","586","309","279","0","35","0","808","11","521","157","127","0","260","417","473","107","170","21","72","165","261","464","438","1401","255","331","218","91","178","101"
"publicpolygonfeature:5:47664","ZIP Code 46186","country:us/state:in/zip:46186","46186","23","38","66","37","69","75","7","24","60","134","27","40","44","0","23","0","38","0","49","17","37","0","29","40","63","12","6","1","11","13","42","18","16","118","1","26","27","13","22","22"
"publicpolygonfeature:5:47665","ZIP Code 46201","country:us/state:in/zip:46201","46201","53","1537","1502","313","1453","1095","182","522","1844","3282","1728","602","715","0","53","0","1429","108","937","565","160","153","965","488","866","229","101","81","306","216","992","852","880","2402","647","1081","310","292","315","400"
"publicpolygonfeature:5:47666","ZIP Code 46176","country:us/state:in/zip:46176","46176","160","886","3442","267","1150","893","58","485","1030","2587","1703","296","1020","18","120","40","803","83","2405","1037","206","61","577","573","660","233","17","41","291","194","505","525","517","2070","567","1136","122","174","589","431"
"publicpolygonfeature:5:47667","ZIP Code 46180","country:us/state:in/zip:46180","46180","4","20","61","2","37","67","4","22","56","108","44","26","7","0","4","0","20","0","57","4","2","0","28","9","47","20","2","2","5","17","41","15","15","93","22","22","7","19","7","0"
"publicpolygonfeature:5:47668","ZIP Code 46181","country:us/state:in/zip:46181","46181","17","351","376","51","185","56","77","55","134","603","115","156","113","6","17","0","299","52","291","85","51","0","75","110","37","19","77","0","28","27","47","87","75","528","6","109","139","17","92","21"
"publicpolygonfeature:5:47669","ZIP Code 46229","country:us/state:in/zip:46229","46229","49","684","1766","264","2297","1355","332","834","1447","3021","707","636","324","13","27","22","507","177","892","874","190","74","1433","864","936","419","86","246","210","624","873","574","505","2516","439","268","262","374","171","153"
"publicpolygonfeature:5:47670","ZIP Code 46202","country:us/state:in/zip:46202","46202","16","277","1174","201","1197","447","242","919","2138","3461","1571","574","453","3","16","0","225","52","648","526","173","28","657","540","249","198","118","124","473","446","1237","901","1135","2326","725","846","456","118","309","144"
"publicpolygonfeature:5:47671","ZIP Code 46203","country:us/state:in/zip:46203","46203","19","1785","1706","467","1719","1162","225","1552","2785","3896","1839","813","847","25","0","19","1600","185","1222","484","387","80","894","825","855","307","64","161","480","1072","1401","1384","704","3192","1156","683","470","343","452","395"
"publicpolygonfeature:5:47672","ZIP Code 46204","country:us/state:in/zip:46204","46204","9","313","1013","105","318","412","284","450","1933","1364","440","806","191","0","9","0","302","11","658","355","36","69","72","246","308","104","235","49","412","38","1098","835","369","995","232","208","482","324","94","97"
"publicpolygonfeature:5:47673","ZIP Code 46205","country:us/state:in/zip:46205","46205","22","939","1303","232","1380","824","304","1309","2430","4255","1373","897","573","0","22","0","872","67","837","466","158","74","739","641","636","188","186","118","880","429","1312","1118","1464","2791","751","622","426","471","197","376"
"publicpolygonfeature:5:47675","ZIP Code 46208","country:us/state:in/zip:46208","46208","0","492","852","125","1008","657","137","842","1980","3312","1194","237","629","21","0","0","421","71","623","229","125","0","306","702","465","192","68","69","587","255","1058","922","1077","2235","437","757","96","141","259","370"
"publicpolygonfeature:5:47676","ZIP Code 46214","country:us/state:in/zip:46214","46214","40","503","935","211","1641","1867","252","616","1500","3019","928","495","617","175","0","40","438","65","552","383","111","100","942","699","1175","692","206","46","232","384","776","724","601","2418","445","483","173","322","318","299"
