"feature id","feature label","shid","geoid","Workers in Agriculture, Fishing, and Mining who Work From Home (2020-2024)","Workers in Construction who Work From Home (2020-2024)","Workers in Manufacturing who Work From Home (2020-2024)","Workers in Wholesale Trade who Work From Home (2020-2024)","Workers in Retail Trade who Work From Home (2020-2024)","Workers in Transportation who Work From Home (2020-2024)","Workers in Finance and Insurance who Work From Home (2020-2024)","Workers in Information who Work From Home (2020-2024)","Workers in Scientific and Professional who Work From Home (2020-2024)","Workers in Education and Health Care who Work From Home (2020-2024)","Workers in Arts, Food, and Entertainment who Work From Home (2020-2024)","Workers in Public Administration who Work From Home (2020-2024)","Workers in Other Services who Work From Home (2020-2024)","Workers in Armed Forces who Work From Home (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute to Work (2020-2024)","Workers in Construction who Commute to Work (2020-2024)","Workers in Manufacturing who Commute to Work (2020-2024)","Workers in Wholesale Trade who Commute to Work (2020-2024)","Workers in Retail Trade who Commute to Work (2020-2024)","Workers in Transportation who Commute to Work (2020-2024)","Workers in Finance and Insurance who Commute to Work (2020-2024)","Workers in Information who Commute to Work (2020-2024)","Workers in Scientific and Professional who Commute to Work (2020-2024)","Workers in Education and Health Care who Commute to Work (2020-2024)","Workers in Arts, Food, and Entertainment who Commute to Work (2020-2024)","Workers in Public Administration who Commute to Work (2020-2024)","Workers in Other Services who Commute to Work (2020-2024)","Workers in Armed Forces who Commute to Work (2020-2024)","Management, Business, Science, and Arts Occupations Work From Home (2020-2024)","Service Occupations Work From Home (2020-2024)","Sales and Office Occupations Work From Home (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Work From Home (2020-2024)","Production, Transportation, and Material Moving Occupations Work From Home (2020-2024)","Military Occupations Work From Home (2020-2024)","Management, Business, Science, and Arts Occupations Commute to Work (2020-2024)","Service Occupations Commute to Work (2020-2024)","Sales and Office Occupations Commute to Work (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute to Work (2020-2024)","Production, Transportation, and Material Moving Occupations Commute to Work (2020-2024)","Military Occupations Commute to Work (2020-2024)"
"publicpolygonfeature:5:41047","ZIP Code 27054","country:us/state:nc/zip:27054","27054","0","17","0","0","9","8","0","0","28","36","0","0","11","0","10","9","179","0","71","42","26","42","67","156","22","72","39","0","70","11","0","0","28","0","307","88","175","0","165","0"
"publicpolygonfeature:5:41049","ZIP Code 28098","country:us/state:nc/zip:28098","28098","0","9","37","83","34","0","16","0","119","42","0","6","82","0","16","99","160","21","191","156","30","8","153","369","62","32","82","0","188","0","215","9","16","0","566","87","338","155","233","0"
"publicpolygonfeature:5:41053","ZIP Code 28101","country:us/state:nc/zip:28101","28101","0","0","12","0","0","0","41","2","7","14","1","8","12","0","0","17","50","29","36","20","25","19","23","74","23","15","12","3","63","0","34","0","0","0","200","35","45","21","45","0"
"publicpolygonfeature:5:41054","ZIP Code 28102","country:us/state:nc/zip:28102","28102","0","0","0","0","0","0","0","0","0","5","0","0","0","0","20","0","1","0","2","0","0","0","0","2","0","5","0","0","5","0","0","0","0","0","2","4","2","21","1","0"
"publicpolygonfeature:5:41144","ZIP Code 28270","country:us/state:nc/zip:28270","28270","20","52","370","199","147","57","1148","159","1350","369","141","40","194","0","20","720","762","231","1473","373","1846","302","1683","2593","1085","366","816","12","3327","84","814","6","15","0","7141","1258","2445","566","860","12"
"publicpolygonfeature:5:41147","ZIP Code 28273","country:us/state:nc/zip:28273","28273","0","201","470","217","223","441","1062","73","1457","660","144","174","135","0","14","2216","2336","488","2762","2384","1378","818","2077","4234","2205","452","1406","75","3694","211","1013","111","228","0","7063","4580","4733","2651","3818","0"
"publicpolygonfeature:5:41153","ZIP Code 28277","country:us/state:nc/zip:28277","28277","0","199","1104","219","799","251","4012","405","3900","1185","310","140","366","40","86","1144","2002","405","2278","1411","3875","605","3945","4995","3089","416","1068","79","9875","477","2244","83","251","0","14425","3625","4585","764","1952","47"
"publicpolygonfeature:5:41194","ZIP Code 28012","country:us/state:nc/zip:28012","28012","27","32","329","24","142","135","710","93","761","267","77","12","83","52","50","633","1314","177","1036","849","839","152","1122","2339","742","281","819","83","1924","47","552","26","143","52","4567","1374","1728","849","1835","83"
"publicpolygonfeature:5:41199","ZIP Code 28278","country:us/state:nc/zip:28278","28278","43","167","382","142","348","547","1401","210","1639","835","164","87","168","0","0","870","1593","513","2024","1172","1532","191","1638","2959","1189","300","585","13","4042","214","1625","52","200","0","6990","1568","3166","724","2118","13"
"publicpolygonfeature:5:41204","ZIP Code 28280","country:us/state:nc/zip:28280","28280","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41208","ZIP Code 28282","country:us/state:nc/zip:28282","28282","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41400","ZIP Code 28006","country:us/state:nc/zip:28006","28006","0","22","0","0","0","25","33","0","0","0","0","0","0","0","65","4","36","0","79","0","0","0","95","142","15","22","15","0","58","0","0","22","0","0","170","108","125","31","39","0"
"publicpolygonfeature:5:41401","ZIP Code 28007","country:us/state:nc/zip:28007","28007","0","12","0","0","0","0","0","0","6","0","0","0","0","0","29","12","251","0","45","19","0","0","23","67","7","5","4","0","0","0","6","12","0","0","36","41","52","71","262","0"
"publicpolygonfeature:5:41404","ZIP Code 28016","country:us/state:nc/zip:28016","28016","0","7","12","12","0","52","102","0","107","82","0","11","14","0","37","567","969","190","1002","316","288","5","387","657","416","79","184","0","200","23","157","7","12","0","1262","783","987","487","1578","0"
"publicpolygonfeature:5:41412","ZIP Code 28021","country:us/state:nc/zip:28021","28021","0","78","0","0","71","16","33","11","72","51","2","0","81","0","49","489","965","72","852","339","236","61","401","1316","329","212","403","14","234","24","105","44","8","0","1826","920","1234","864","880","14"
"publicpolygonfeature:5:41413","ZIP Code 28023","country:us/state:nc/zip:28023","28023","0","0","0","16","0","37","46","76","123","114","51","44","98","0","74","795","875","77","1130","214","222","86","618","1361","514","176","420","0","321","0","207","58","19","0","1893","1059","1648","1068","894","0"
"publicpolygonfeature:5:41414","ZIP Code 28025","country:us/state:nc/zip:28025","28025","16","236","133","156","473","10","770","164","733","834","183","94","59","0","230","2511","2869","364","2965","1387","1396","381","2233","5551","1835","1014","1308","206","2102","317","1051","155","236","0","7994","3904","4460","3068","4746","78"
"publicpolygonfeature:5:41415","ZIP Code 28033","country:us/state:nc/zip:28033","28033","0","0","0","0","21","0","0","0","14","0","0","0","0","0","160","177","271","2","187","82","30","61","196","232","25","21","127","0","14","0","21","0","0","0","614","281","264","114","298","0"
"publicpolygonfeature:5:41417","ZIP Code 28027","country:us/state:nc/zip:28027","28027","11","192","689","290","493","223","1771","314","1653","917","75","225","187","0","306","2760","2931","768","5187","2052","3620","362","3577","7051","3578","750","1298","42","4354","418","1729","182","357","0","14598","5025","6732","3414","4486","27"
"publicpolygonfeature:5:41418","ZIP Code 28031","country:us/state:nc/zip:28031","28031","8","240","467","93","514","43","916","57","1150","610","94","128","208","0","15","568","614","277","1048","582","1648","390","1436","2689","1391","157","628","29","3131","77","1251","0","69","0","6715","1318","2068","538","804","29"
"publicpolygonfeature:5:41419","ZIP Code 28032","country:us/state:nc/zip:28032","28032","0","0","30","0","10","6","18","0","67","6","0","0","0","0","0","128","145","12","176","51","67","9","145","252","169","23","53","0","89","0","42","0","6","0","501","268","218","122","121","0"
"publicpolygonfeature:5:41420","ZIP Code 28034","country:us/state:nc/zip:28034","28034","0","7","82","13","38","88","141","17","90","197","56","12","11","0","20","814","1373","147","1206","1211","253","143","819","1827","813","249","320","0","339","70","304","7","32","0","2924","1254","1665","1158","2194","0"
"publicpolygonfeature:5:41421","ZIP Code 28036","country:us/state:nc/zip:28036","28036","0","52","532","79","195","31","658","33","747","764","3","0","131","0","22","304","826","130","1041","513","1022","0","1023","1872","754","178","300","0","2510","97","587","31","0","0","4434","795","1688","338","730","0"
"publicpolygonfeature:5:41422","ZIP Code 28054","country:us/state:nc/zip:28054","28054","0","19","108","46","144","166","345","50","466","433","102","29","9","0","17","1456","2684","601","2293","1435","952","150","1710","3379","1345","673","936","46","1007","219","526","21","144","0","5110","2952","3819","1673","4077","46"
"publicpolygonfeature:5:41423","ZIP Code 28037","country:us/state:nc/zip:28037","28037","0","186","538","136","57","83","529","110","1092","469","41","31","129","0","36","1096","974","320","1474","847","830","130","966","1984","895","407","274","8","2381","33","651","83","253","0","4778","1505","1969","920","1069","0"
"publicpolygonfeature:5:41424","ZIP Code 28039","country:us/state:nc/zip:28039","28039","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0"
"publicpolygonfeature:5:41425","ZIP Code 28072","country:us/state:nc/zip:28072","28072","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53","35","59","0","2","95","38","24","30","0","0","0","0","0","0","0","60","114","104","18","40","0"
"publicpolygonfeature:5:41429","ZIP Code 28075","country:us/state:nc/zip:28075","28075","0","36","271","50","88","64","809","0","1086","469","126","12","71","0","1","200","641","421","785","448","1000","79","727","1620","663","192","483","0","2250","370","297","51","114","0","3575","827","1576","500","782","0"
"publicpolygonfeature:5:41432","ZIP Code 28052","country:us/state:nc/zip:28052","28052","8","37","79","7","65","34","220","18","471","386","46","21","44","0","98","1248","1932","233","1524","906","720","195","1080","2265","1448","633","576","0","692","168","448","32","96","0","3419","2456","2729","1618","2636","0"
"publicpolygonfeature:5:41433","ZIP Code 28056","country:us/state:nc/zip:28056","28056","37","90","147","90","213","146","527","56","743","379","42","22","46","0","42","1427","2048","443","1513","1669","924","187","1367","4033","1327","572","1007","9","1557","135","688","44","114","0","6546","2920","2870","1633","2590","9"
"publicpolygonfeature:5:41434","ZIP Code 28071","country:us/state:nc/zip:28071","28071","0","0","44","0","0","0","13","0","22","72","0","0","7","0","94","107","393","51","138","261","63","10","81","483","54","158","44","0","101","0","13","0","44","0","587","352","244","297","457","0"
"publicpolygonfeature:5:41435","ZIP Code 28078","country:us/state:nc/zip:28078","28078","22","337","1114","460","881","306","2787","260","2833","1270","424","179","144","0","120","1792","2530","1085","3507","1627","3315","583","3390","5318","2607","601","1349","50","7615","599","2441","213","149","0","15433","2932","5629","1245","2585","50"
"publicpolygonfeature:5:41436","ZIP Code 28107","country:us/state:nc/zip:28107","28107","0","99","135","7","19","44","177","34","185","157","136","0","16","14","35","718","400","73","614","174","412","50","422","649","423","198","184","28","654","110","214","31","0","14","1544","615","1007","755","431","28"
"publicpolygonfeature:5:41437","ZIP Code 28108","country:us/state:nc/zip:28108","28108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0"
"publicpolygonfeature:5:41439","ZIP Code 28079","country:us/state:nc/zip:28079","28079","0","103","226","87","460","62","1038","94","884","542","134","82","203","0","43","1244","1662","582","2330","1125","1828","490","2075","3547","1550","664","1298","0","2622","238","858","85","112","0","7746","2786","3844","1763","2299","0"
"publicpolygonfeature:5:41440","ZIP Code 28080","country:us/state:nc/zip:28080","28080","0","99","111","0","13","29","120","6","184","22","0","0","0","0","67","481","527","67","338","151","171","102","257","545","405","107","198","0","164","0","238","99","83","0","1015","704","508","630","559","0"
"publicpolygonfeature:5:41442","ZIP Code 28086","country:us/state:nc/zip:28086","28086","0","38","155","43","106","72","98","0","135","132","67","22","51","0","247","726","2502","175","2325","871","453","174","939","2160","890","553","546","72","440","71","207","115","86","0","3509","1590","3016","1526","2964","28"
"publicpolygonfeature:5:41443","ZIP Code 28088","country:us/state:nc/zip:28088","28088","0","0","16","0","89","31","0","0","37","16","0","0","0","0","0","20","158","0","195","144","93","20","119","208","68","43","97","0","126","0","32","0","31","0","382","156","267","123","237","0"
"publicpolygonfeature:5:41447","ZIP Code 28144","country:us/state:nc/zip:28144","28144","11","24","127","0","77","0","26","113","265","195","43","9","13","0","121","548","1210","217","984","306","465","184","1079","2708","1024","231","681","31","527","76","201","0","99","0","3390","2079","1767","869","1682","2"
"publicpolygonfeature:5:41448","ZIP Code 28091","country:us/state:nc/zip:28091","28091","0","0","0","0","0","10","37","0","0","26","4","0","0","0","0","127","156","19","9","162","0","0","11","205","25","31","96","0","43","0","24","0","10","0","153","131","97","183","277","0"
"publicpolygonfeature:5:41449","ZIP Code 28103","country:us/state:nc/zip:28103","28103","0","56","114","0","0","89","52","8","117","15","25","0","9","0","158","400","976","144","373","398","151","37","566","832","435","153","264","0","231","10","44","28","172","0","1912","701","868","455","951","0"
"publicpolygonfeature:5:41451","ZIP Code 28092","country:us/state:nc/zip:28092","28092","8","96","142","6","121","70","114","21","481","154","0","26","159","0","82","1749","3580","547","2218","1037","840","79","996","3346","890","860","805","3","674","83","393","164","84","0","5296","2482","3700","2001","3550","3"
"publicpolygonfeature:5:41453","ZIP Code 28104","country:us/state:nc/zip:28104","28104","10","81","374","187","258","309","1355","110","1275","571","178","103","178","0","40","836","1370","443","1788","770","1688","373","1380","2778","1126","434","609","8","3513","226","1108","58","84","0","7306","1715","2708","883","1031","0"
"publicpolygonfeature:5:41454","ZIP Code 28105","country:us/state:nc/zip:28105","28105","6","258","339","24","318","160","1065","114","1287","492","203","39","152","55","74","1494","1925","485","2670","775","1859","437","2284","4071","1603","506","1391","0","3001","202","936","60","258","55","8979","3272","4117","1512","1694","0"
"publicpolygonfeature:5:41455","ZIP Code 28110","country:us/state:nc/zip:28110","28110","24","305","412","78","117","135","570","217","829","849","114","41","108","0","238","3428","3172","866","3358","1320","1050","297","2003","4609","1996","740","1172","0","2484","318","643","111","243","0","7771","3356","5308","3959","3855","0"
"publicpolygonfeature:5:41456","ZIP Code 28112","country:us/state:nc/zip:28112","28112","67","106","73","24","72","6","152","86","263","139","50","44","186","0","272","1390","1980","184","1561","478","534","149","1006","2530","814","729","853","0","619","94","387","82","86","0","4095","2029","2109","2024","2223","0"
"publicpolygonfeature:5:41458","ZIP Code 28119","country:us/state:nc/zip:28119","28119","0","0","0","0","0","0","0","0","0","19","0","7","7","0","14","123","217","28","159","52","14","0","87","144","46","0","0","0","19","0","7","0","7","0","119","184","265","141","175","0"
"publicpolygonfeature:5:41459","ZIP Code 28115","country:us/state:nc/zip:28115","28115","10","73","382","285","427","160","643","68","745","675","98","0","251","0","12","1471","2326","568","2714","939","771","196","1488","3549","2000","359","1075","36","2461","181","1003","39","133","0","6933","2516","3751","1841","2427","36"
"publicpolygonfeature:5:41460","ZIP Code 28117","country:us/state:nc/zip:28117","28117","0","132","777","270","615","240","1269","108","1408","569","152","28","256","0","67","1229","2542","664","2825","978","1544","262","2109","4105","2049","214","1201","0","3867","191","1513","16","237","0","8964","2816","4189","1523","2297","0"
"publicpolygonfeature:5:41462","ZIP Code 28120","country:us/state:nc/zip:28120","28120","0","57","199","104","210","38","543","55","377","324","33","107","40","0","4","930","1157","272","973","1007","895","131","942","2072","846","398","584","7","1259","39","652","61","76","0","4048","1631","1936","1018","1585","0"
"publicpolygonfeature:5:41463","ZIP Code 28124","country:us/state:nc/zip:28124","28124","0","81","13","39","32","22","46","40","37","21","8","0","113","0","42","186","282","46","260","116","119","35","266","796","163","329","205","45","197","60","151","29","15","0","1107","394","649","251","468","21"
"publicpolygonfeature:5:41464","ZIP Code 28125","country:us/state:nc/zip:28125","28125","0","0","0","0","18","0","0","0","14","10","0","0","0","0","16","146","127","11","135","67","24","14","156","246","110","115","179","0","24","0","18","0","0","0","506","201","211","180","248","0"
"publicpolygonfeature:5:41467","ZIP Code 28133","country:us/state:nc/zip:28133","28133","0","0","6","0","0","0","0","0","21","7","0","0","0","0","5","158","222","20","72","19","19","0","66","168","71","86","18","0","21","0","13","0","0","0","179","157","170","211","207","0"
"publicpolygonfeature:5:41468","ZIP Code 28134","country:us/state:nc/zip:28134","28134","0","23","92","7","77","49","503","4","422","86","54","73","88","0","6","314","511","207","615","347","602","91","595","881","457","71","458","7","1056","50","265","9","98","0","2196","710","941","401","907","7"
"publicpolygonfeature:5:41470","ZIP Code 28135","country:us/state:nc/zip:28135","28135","0","0","3","0","1","18","0","0","24","17","0","12","14","0","103","172","228","16","145","151","47","7","38","278","118","84","46","15","26","12","16","0","35","0","275","278","212","249","419","15"
"publicpolygonfeature:5:41471","ZIP Code 28204","country:us/state:nc/zip:28204","28204","37","17","88","46","166","104","355","64","1091","219","30","16","70","7","33","253","166","69","383","96","651","78","968","1214","188","68","178","0","1848","5","412","6","32","7","3222","440","476","89","118","0"
"publicpolygonfeature:5:41472","ZIP Code 28205","country:us/state:nc/zip:28205","28205","23","398","418","165","522","272","1275","473","2406","885","313","111","235","32","94","2889","1453","569","2454","1416","2064","386","3467","3808","2905","363","947","95","5103","364","1365","450","225","21","9666","3939","3860","2536","2823","86"
"publicpolygonfeature:5:41473","ZIP Code 28137","country:us/state:nc/zip:28137","28137","28","30","3","0","0","12","0","0","27","0","1","1","0","0","55","27","155","22","197","82","9","0","30","274","50","62","74","2","58","0","2","30","12","0","308","134","301","146","150","0"
"publicpolygonfeature:5:41474","ZIP Code 28138","country:us/state:nc/zip:28138","28138","0","0","24","0","28","0","82","0","112","95","0","29","0","25","69","420","771","128","479","249","172","87","504","974","425","145","221","0","312","7","76","0","0","0","1285","779","772","629","1179","0"
"publicpolygonfeature:5:41476","ZIP Code 28146","country:us/state:nc/zip:28146","28146","14","48","39","86","182","48","174","43","260","139","28","6","24","0","48","1170","1943","470","1024","880","436","137","1642","2908","1165","517","590","20","549","42","405","31","64","0","5237","1784","2161","1517","2251","0"
"publicpolygonfeature:5:41477","ZIP Code 28147","country:us/state:nc/zip:28147","28147","0","62","90","16","140","4","0","0","195","203","14","62","42","0","42","1126","1974","475","1745","585","245","75","747","2266","710","344","341","0","417","64","324","13","10","0","3094","1617","2215","1258","2491","0"
"publicpolygonfeature:5:41480","ZIP Code 28159","country:us/state:nc/zip:28159","28159","0","0","0","0","26","0","53","0","111","57","0","0","13","0","0","162","210","52","157","96","30","0","10","260","0","46","47","0","158","5","58","0","39","0","230","148","163","199","330","0"
"publicpolygonfeature:5:41482","ZIP Code 28206","country:us/state:nc/zip:28206","28206","0","275","246","18","239","176","507","183","521","355","65","58","128","0","0","413","470","109","558","690","635","13","909","1299","541","74","277","13","1055","167","943","276","330","0","2089","871","1276","368","1384","13"
"publicpolygonfeature:5:41483","ZIP Code 28164","country:us/state:nc/zip:28164","28164","0","127","90","34","159","37","354","78","216","140","0","34","20","26","89","528","972","128","674","527","301","96","831","1195","854","218","446","12","826","33","372","0","58","26","2488","1312","1304","620","1147","0"
"publicpolygonfeature:5:41484","ZIP Code 28166","country:us/state:nc/zip:28166","28166","0","0","54","0","130","23","163","0","324","314","22","0","35","0","10","299","980","98","1079","383","192","35","431","677","413","157","171","0","646","137","251","15","16","0","1295","820","1200","446","1164","0"
"publicpolygonfeature:5:41485","ZIP Code 28207","country:us/state:nc/zip:28207","28207","0","45","39","0","50","0","248","31","187","84","41","12","13","0","32","118","157","154","340","84","933","64","459","683","262","84","139","0","564","20","149","0","17","0","2342","265","695","55","152","0"
"publicpolygonfeature:5:41486","ZIP Code 28208","country:us/state:nc/zip:28208","28208","0","183","168","59","327","334","644","71","957","509","172","141","203","69","24","1368","931","326","1580","1597","1212","222","2253","3304","1398","365","663","184","1854","328","1076","153","357","69","4973","2817","3134","1454","2876","173"
"publicpolygonfeature:5:41488","ZIP Code 28168","country:us/state:nc/zip:28168","28168","0","49","46","0","0","0","71","0","49","61","13","0","0","0","144","465","730","150","589","309","60","103","390","1006","378","112","115","0","135","42","45","67","0","0","1576","572","721","692","990","0"
"publicpolygonfeature:5:41490","ZIP Code 28170","country:us/state:nc/zip:28170","28170","66","0","77","0","0","116","127","0","5","98","0","0","41","0","55","125","1477","26","257","157","33","35","206","694","211","93","127","0","131","28","144","0","227","0","734","662","443","204","1453","0"
"publicpolygonfeature:5:41491","ZIP Code 28173","country:us/state:nc/zip:28173","28173","8","305","868","380","673","132","2560","323","2402","978","553","102","319","12","124","1539","2130","487","2813","768","3364","303","2352","4804","1902","805","1407","0","6807","292","2018","177","309","12","12462","2965","4066","1454","1851","0"
"publicpolygonfeature:5:41492","ZIP Code 28174","country:us/state:nc/zip:28174","28174","0","0","9","0","0","15","6","27","55","93","124","0","0","0","25","481","443","52","401","252","178","25","106","1276","504","33","87","20","131","124","74","0","0","0","1004","940","611","642","666","20"
"publicpolygonfeature:5:41493","ZIP Code 28202","country:us/state:nc/zip:28202","28202","125","305","254","0","250","267","1414","145","1211","527","95","7","80","0","45","398","752","245","703","562","1523","40","1218","1285","773","106","373","14","3313","343","511","284","229","0","4914","777","1391","216","725","14"
"publicpolygonfeature:5:41494","ZIP Code 28203","country:us/state:nc/zip:28203","28203","0","74","242","85","162","75","953","175","1577","316","45","119","45","44","66","174","533","230","581","445","3199","206","1981","1952","773","131","300","69","3130","44","556","71","67","44","7315","829","1693","111","635","57"
"publicpolygonfeature:5:41495","ZIP Code 28214","country:us/state:nc/zip:28214","28214","23","532","343","72","234","382","1074","195","891","827","206","98","187","0","93","1360","1737","457","2364","1847","1558","182","1887","2820","1824","637","815","88","2734","429","937","446","518","0","6100","2879","3996","1403","3203","88"
"publicpolygonfeature:5:41496","ZIP Code 28215","country:us/state:nc/zip:28215","28215","0","586","294","55","536","592","1791","278","1755","1539","224","105","399","12","85","2844","2139","738","3119","2145","1633","54","2497","5799","1895","617","1129","98","4145","886","1987","476","660","12","7754","4981","4231","3019","4765","42"
"publicpolygonfeature:5:41497","ZIP Code 28216","country:us/state:nc/zip:28216","28216","14","774","1025","444","1258","1366","1612","171","2511","2007","740","396","782","51","71","1445","1279","587","2669","1380","1296","303","2040","4082","1549","475","639","0","5771","1879","2473","825","2203","0","6478","3194","3364","1750","3029","0"
"publicpolygonfeature:5:41498","ZIP Code 28217","country:us/state:nc/zip:28217","28217","0","165","108","9","203","286","552","299","789","417","145","0","18","0","0","2180","1400","361","1236","1503","1135","296","1663","1956","1153","270","1009","0","1797","211","598","156","229","0","4398","2273","2886","2166","2439","0"
"publicpolygonfeature:5:41499","ZIP Code 28227","country:us/state:nc/zip:28227","28227","9","236","356","76","567","258","1408","290","965","878","299","81","108","0","88","2495","1823","727","3502","1944","1941","361","2411","4933","2267","839","1361","2","3085","685","1347","182","232","0","9194","3393","5401","2524","4180","2"
"publicpolygonfeature:5:41500","ZIP Code 28244","country:us/state:nc/zip:28244","28244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
